Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Eva,"""That's none of your business. ...Oh, Rosa, are you sure you don't need to rest yet?"" ","""That's none of your business. ...Oh, Rosa, are you still alright without sleeping?""","""That's none of your business. ...Oh, Rosa, are you still alright without sleeping?""",「余計なお世話よ。…あら楼座、もう休んでなくていいの？」,「余計なお世話よ。…あら楼座、もう休んでなくていいの？」,"""Тебя это не касается. ...Ого, Роза, ничего, что ты ещё не поспала?""","""Cuide da sua própria vida. ...Ora, Rosa, você ainda está bem sem dormir?""","""That's none of your business. ...Oh, Rosa, are you still alright without sleeping?""",「多管閑事喲。…啊呀，樓座，已經不用休息了嗎？」,「多管闲事哟。…啊呀，楼座，已经不用休息了吗？」,"""That's none of your business. ...Oh, Rosa, are you still alright without sleeping?""","""Non sono affari tuoi. ... Oh, Rosa, stai ancora bene nonostante tu non abbia dormito?""","""That's none of your business. ...Oh, Rosa, are you still alright without sleeping?""","""That's none of your business. ...Oh, Rosa, are you still alright without sleeping?"""
Ushiromiya Rosa,"""You should talk, Nee-san. Why not take it easy and sleep?"" ","""What about you, Nee‐san. Why not take it easy and rest?""","""You should talk, Nee-san. Why not take it easy and rest?""",「姉さんこそ。無理しないで休んでたら？」,「姉さんこそ。無理しないで休んでたら？」,"""Кто бы говорил, нээ‐сан. Почему бы тебе не расслабиться и не отдохнуть?""","""E quanto a você, nee‐san? Por que não pega leve e vai descansar?""","""What about you, Nee‐san. Why not take it easy and rest?""",「姐姐才是，不要勉強，再去休息一會兒如何？」,「姐姐才是，不要勉强，再去休息一会儿如何？」,"""What about you, Nee‐san. Why not take it easy and rest?""","""Dovrei chiedertelo io, Nee-san. Perché non ti rilassi e riposi un po'?""","""What about you, Nee‐san. Why not take it easy and rest?""","""What about you, Nee‐san. Why not take it easy and rest?"""
Ushiromiya Eva,"""......I just can't get to sleep. Taking a shower shook my drowsiness off. Rudolf, Kyrie-san, you can rest if you want."" ","""............I just can't get to sleep. After taking a shower, my drowsiness faded away. Rudolf, Kyrie‐san, you can rest if you want.""","""............I just can't get to sleep. After taking a shower, my drowsiness faded away. Rudolf, Kyrie-san, you can rest if you want.""",「…………何だか寝付けなくてね。シャワーを浴びたら眠気が醒めちゃったわ。留弗夫たち、良かったら休んでいいわよ。」,「…………何だか寝付けなくてね。シャワーを浴びたら眠気が醒めちゃったわ。留弗夫たち、良かったら休んでいいわよ」,"""............Почему‐то сон никак не идёт. После душа сонливость как рукой сняло. Рудольф, вы можете отдохнуть, если хотите.""","""............Eu simplesmente não consigo dormir. Depois de tomar um banho, minha sonolência desapareceu. O resto de vocês pode ir descansar se quiserem.""","""............I just can't get to sleep. After taking a shower, my drowsiness faded away. Rudolf, Kyrie‐san, you can rest if you want.""",「…………不知怎的，就是睡不著呢。淋了個浴就沒睡意了。留弗夫與霧江妹妹，若是方便的話，就去歇著吧。」,「…………不知怎的，就是睡不着呢。淋了个浴就没睡意了。留弗夫与雾江妹妹，若是方便的话，就去歇着吧。」,"""............I just can't get to sleep. After taking a shower, my drowsiness faded away. Rudolf, Kyrie‐san, you can rest if you want.""","""... Proprio non riesco a dormire. Dopo aver fatto una doccia, mi è passato il sonno. Rudolf, Kyrie-san, potete dormire se volete.""","""............I just can't get to sleep. After taking a shower, my drowsiness faded away. Rudolf, Kyrie‐san, you can rest if you want.""","""............I just can't get to sleep. After taking a shower, my drowsiness faded away. Rudolf, Kyrie‐san, you can rest if you want."""
Ushiromiya Rudolf,"""Sure, thanks. Well, for now, let's say I appreciate the sentiment. Why don't you go first, Aniki?"" ","""Yeah, thanks. For now the sentiment alone is enough. Why don't you go first, Aniki?""","""Sure, thanks. Well, I appreciate the sentiment. Why don't you go first, Aniki?""",「おう、サンキュ。今は気持ちだけでいいぜ。兄貴たち、先に休んだらどうだ？」,「おう、サンキュ。今は気持ちだけでいいぜ。兄貴たち、先に休んだらどうだ？」,"""Хорошо, спасибо. Что ж, благодарю за заботу. Почему бы тебе не отдохнуть первому, Аники?""","""Sim, obrigado. Por enquanto, sua consideração por si só é suficiente. Por que vocês não vão primeiro, aniki?""","""Yeah, thanks. For now the sentiment alone is enough. Why don't you go first, Aniki?""",「哦，3Q。此刻光有大姐這份心意就夠了。大哥大嫂，你們先去歇會兒如何？」,「哦，3Q。此刻光有大姐这份心意就够了。大哥大嫂，你们先去歇会儿如何？」,"""Yeah, thanks. For now the sentiment alone is enough. Why don't you go first, Aniki?""","""Certo, grazie. Beh, apprezzo le buone intenzioni. Perché non vai prima tu, Aniki?""","""Yeah, thanks. For now the sentiment alone is enough. Why don't you go first, Aniki?""","""Yeah, thanks. For now the sentiment alone is enough. Why don't you go first, Aniki?"""
Ushiromiya Krauss,"""How kind of you. But I cannot rest first. That is the most I can do as the oldest brother right now."" ","""How kind of you. But I cannot rest first. That is the most I can do as the oldest brother.""","""How kind of you. But I cannot rest first. That is the most I can do as the oldest brother.""",「ありがたいね。だが先に休むわけにはいかん。それくらいしか長男らしいことが出来ないのでね。」,「ありがたいね。だが先に休むわけにはいかん。それくらいしか長男らしいことが出来ないのでね」,"""Ты очень любезен. Но я воздержусь от первенства в отдыхе. Это большее, что я могу сделать как старший брат.""","""Que gentileza de sua parte. Mas não posso descansar primeiro. Isso é o mínimo que eu tenho de fazer sendo o irmão mais velho.""","""How kind of you. But I cannot rest first. That is the most I can do as the oldest brother.""",「多謝。但是，我可不能先去歇著呢。也就僅能盡這麼點長子的責任呢。」,「多谢。但是，我可不能先去歇着呢。也就仅能尽这么点长子的责任呢。」,"""How kind of you. But I cannot rest first. That is the most I can do as the oldest brother.""","""Sei generoso. Ma non posso andare per primo. È il massimo che posso fare come fratello maggiore.""","""How kind of you. But I cannot rest first. That is the most I can do as the oldest brother.""","""How kind of you. But I cannot rest first. That is the most I can do as the oldest brother."""
Ushiromiya Natsuhi,"""Do not worry, the two of us will stay awake until the very end."" ","""Do not worry, the two of us will be awake until the very end.""","""Do not worry, the two of us will be awake until the very end.""",「私たちは最後まで起きていますのでご心配なく。」,「私たちは最後まで起きていますのでご心配なく」,"""Мы не собираемся спать до самого конца, так что тебе не о чем беспокоиться.""","""Não se preocupe, nós dois ficaremos acordados até o final.""","""Do not worry, the two of us will be awake until the very end.""",「我們會一直守到最後的，請別費心。」,「我们会一直守到最后的，请别费心。」,"""Do not worry, the two of us will be awake until the very end.""","""Non preoccupatevi, noi due rimarremo svegli fino alla fine.""","""Do not worry, the two of us will be awake until the very end.""","""Do not worry, the two of us will be awake until the very end."""
Ushiromiya Kyrie,"""...*giggle* ......More importantly, Eva nee-san, are you okay? You look a little pale."" ","""......*giggle*. .........More importantly, Eva nee‐san, are you alright? You look a little pale.""","""......*giggle*. .........More importantly, Eva nee-san, are you alright? You look a little pale.""",「……くす。………それより絵羽姉さん。大丈夫？　少し顔色が悪いわ。」,「……くす。………それより絵羽姉さん。大丈夫？　少し顔色が悪いわ」,"""......*смешок*. .........Что важнее, Ева нээ‐сан, как твоё самочувствие? Ты выглядишь бледноватой.""","""......*risos*. .........Mais importante, Eva nee‐san, está tudo bem? Você parece um pouco pálida.""","""......*giggle*. .........More importantly, Eva nee‐san, are you alright? You look a little pale.""",「……呵呵。………對了，繪羽姐姐。沒事吧？你的臉色有點不太好呢。」,「……呵呵。………对了，绘羽姐姐。没事吧？你的脸色有点不太好呢。」,"""......*giggle*. .........More importantly, Eva nee‐san, are you alright? You look a little pale.""","""... *giggle*. ... Ma soprattutto, Eva nee-san, stai bene? Mi sembri pallida.""","""......*giggle*. .........More importantly, Eva nee‐san, are you alright? You look a little pale.""","""......*giggle*. .........More importantly, Eva nee‐san, are you alright? You look a little pale."""
Ushiromiya Hideyoshi,"""...Come to think of it, you're right. ...Hmmm? Could it be a bit of a fever?"" ","""......Come to think of it, you're right. ......Hmmm? You're feelin' a bit hot, you know?""","""......Come to think of it, you're right. ......Hmmm? Could it be a bit of a fever?""",「……そういやそうやな。……んん？　ちょいと熱っぽいで？」,「……そういやそうやな。……んん？　ちょいと熱っぽいで？」,"""......Похоже, в чём‐то ты и права. ......Хм‐м‐м? Может быть, температура?""","""......Pensando bem, acho que sim. ......Hmmm? Você não está um pouco febril?""","""......Come to think of it, you're right. ......Hmmm? You're feelin' a bit hot, you know?""",「……說起來，倒確實如此吶。……嗯嗯？稍微有點熱度吶？」,「……说起来，倒确实如此呐。……嗯嗯？稍微有点热度呐？」,"""......Come to think of it, you're right. ......Hmmm? You're feelin' a bit hot, you know?""","""... Ora che ci penso, hai ragione. ... Hmmm? Magari è un po' di febbre?""","""......Come to think of it, you're right. ......Hmmm? You're feelin' a bit hot, you know?""","""......Come to think of it, you're right. ......Hmmm? You're feelin' a bit hot, you know?"""
,Hideyoshi put his hand up against Eva's forehead. ...It seemed that Eva wasn't feeling her best. ,Hideyoshi put his hand up against Eva's forehead.{n}...It seemed that Eva wasn't feeling her best.,Hideyoshi put his hand up against Eva's forehead....It seemed that Eva wasn't feeling her best.,秀吉が絵羽の額に手を当てる。…どうも体調を崩しているようだった。,秀吉が絵羽の額に手を当てる。{n}…どうも体調を崩しているようだった。,"Хидэёши приложил руку ко лбу Евы.{n}...Похоже, самочувствие Евы не становилось лучше.",Hideyoshi colocou a mão contra a testa de Eva.{n}...Parecia que Eva não estava em seu melhor estado.,Hideyoshi put his hand up against Eva's forehead.{n}...It seemed that Eva wasn't feeling her best.,秀吉把手搭到了繪羽的額頭上。{n}…看來是身體狀況有點不太好。,秀吉把手搭到了绘羽的额头上。{n}…看来是身体状况有点不太好。,Hideyoshi put his hand up against Eva's forehead.{n}...It seemed that Eva wasn't feeling her best.,Hideyoshi poggiò la sua mano sulla fronte di Eva. ... Sembrava che Eva non si sentisse benissimo.,Hideyoshi put his hand up against Eva's forehead.{n}...It seemed that Eva wasn't feeling her best.,Hideyoshi put his hand up against Eva's forehead.{n}...It seemed that Eva wasn't feeling her best.
Ushiromiya Rudolf,"""That goes without saying. ...That's what happens you break your sleep cycle at your age. ...Is it a cold?"" ","""Told you so. ...That's what happens when you break your daily cycle at your age. ......Is it a cold?""","""That goes without saying. ...It's because you broke your daily cycle at your age. ......Is it a cold?""",「言わんこっちゃねぇ。…歳のくせに生活リズムを崩すからだぜ。……風邪か？」,「言わんこっちゃねぇ。…歳のくせに生活リズムを崩すからだぜ。……風邪か？」,"""Как я и предполагал. ...Нарушение биоритмов в твоём‐то возрасте. ......Простудилась?""","""Nem precisa comentar. ...Isso é o que acontece quando você quebra sua rotina diária na sua idade. ......Será um resfriado?""","""Told you so. ...That's what happens when you break your daily cycle at your age. ......Is it a cold?""",「早就提醒過了啊。…都怪大姐，一把年紀了，還打亂生活規律。……是感冒嗎？」,「早就提醒过了啊。…都怪大姐，一把年纪了，还打乱生活规律。……是感冒吗？」,"""Told you so. ...That's what happens when you break your daily cycle at your age. ......Is it a cold?""","""Non c'è nemmeno bisogno di dirlo. ... È perché hai stravolto la routine quotidiana alla tua età. ... È un raffreddore?""","""Told you so. ...That's what happens when you break your daily cycle at your age. ......Is it a cold?""","""Told you so. ...That's what happens when you break your daily cycle at your age. ......Is it a cold?"""
Ushiromiya Krauss,"""...Natsuhi, could you call Doctor Nanjo down?"" ","""...Natsuhi. Could you call Doctor Nanjo down?""","""...Natsuhi. Could you call Doctor Nanjo down?""",「…夏妃。上の南條先生を呼んできてくれんかね。」,「…夏妃。上の南條先生を呼んできてくれんかね」,"""...Нацухи. Не могла бы ты позвать сюда доктора Нанджо?""","""...Natsuhi. Pode ir pedir ao doutor Nanjo para vir até aqui?""","""...Natsuhi. Could you call Doctor Nanjo down?""",「…夏妃。能否去把樓上的南條大夫叫下來？」,「…夏妃。能否去把楼上的南条大夫叫下来？」,"""...Natsuhi. Could you call Doctor Nanjo down?""","""... Natsuhi. Potresti far scendere il dottor Nanjo?""","""...Natsuhi. Could you call Doctor Nanjo down?""","""...Natsuhi. Could you call Doctor Nanjo down?"""
Ushiromiya Natsuhi,"""Y-Yes."" ","""Y‐yes.""","""Y, yes.""",「は、はい。」,「は、はい」,"""Д‐да.""","""S‐Sim.""","""Y‐yes.""",「好、好的。」,「好、好的。」,"""Y‐yes.""","""S-Sì.""","""Y‐yes.""","""Y‐yes."""
Ushiromiya Eva,"""...I'm fine, you don't have to make such a fuss over it. I have some medicine, so I'll be okay. ...I tend to get fevers when I'm tired. Don't worry."" ","""...I'm fine, you don't have to make such a big deal out of it. I have some medicine, so I'll be fine. ......I tend to get a fever when I'm tired. Don't worry.""","""...I'm fine, you don't have to make such a big deal out of it. I have some medicine, so I'll be fine. ......I tend to get a fever when I'm tired. Don't worry.""",「…いいわ、そこまで大袈裟じゃない。常備薬は持ってるから大丈夫よ。……疲れるとすぐ熱に出るの。心配しないで。」,「…いいわ、そこまで大袈裟じゃない。常備薬は持ってるから大丈夫よ。……疲れるとすぐ熱に出るの。心配しないで」,"""...Я в порядке, не стоит преувеличивать. У меня есть лекарство, так что всё нормально. ......У меня обычно поднимается температура, когда я устаю. Не беспокойся.""","""...Estou bem, não precisa ficar fazendo drama. Eu tenho alguns remédios, então vou ficar bem. ......Eu tendo a ficar com febre quando estou cansada. Não se preocupe.""","""...I'm fine, you don't have to make such a big deal out of it. I have some medicine, so I'll be fine. ......I tend to get a fever when I'm tired. Don't worry.""",「…不用了，才沒那麼嚴重呢。我帶著常備藥，沒事的。……一累就會馬上發燒。不必擔心喲。」,「…不用了，才没那么严重呢。我带着常备药，没事的。……一累就会马上发烧。不必担心哟。」,"""...I'm fine, you don't have to make such a big deal out of it. I have some medicine, so I'll be fine. ......I tend to get a fever when I'm tired. Don't worry.""","""... Sto bene, non dovete farne una tragedia. Se prendo delle medicine, starò bene. ... Quando sono stanca tende a salirmi la febbre. Non preoccupatevi.""","""...I'm fine, you don't have to make such a big deal out of it. I have some medicine, so I'll be fine. ......I tend to get a fever when I'm tired. Don't worry.""","""...I'm fine, you don't have to make such a big deal out of it. I have some medicine, so I'll be fine. ......I tend to get a fever when I'm tired. Don't worry."""
Ushiromiya Rosa,"""...Nee-san, take it easy, okay?"" ","""......Nee‐san, take it easy, okay?""","""......Nee-san, take it easy, okay?""",「……姉さん、無理しないで？」,「……姉さん、無理しないで？」,"""......Нээ‐сан, не перенапрягайся, ладно?""","""......Nee‐san, pegue leve, certo?""","""......Nee‐san, take it easy, okay?""",「……姐姐，請別勉強哦？」,「……姐姐，请别勉强哦？」,"""......Nee‐san, take it easy, okay?""","""... Nee-san, rilassati, va bene?""","""......Nee‐san, take it easy, okay?""","""......Nee‐san, take it easy, okay?"""
