Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"So, when something that appears to be a miracle happens in a shorter span of time than that, ...it is not a miracle, but the product of someone's...design. ","So, when something that appears to be a miracle happens in a shorter span of time than that, .....it is not a miracle...but due to someone's......design."," So, when something that appears to be a miracle happens in a shorter span of time than that, .....it is not a miracle... but due to someone's......design.",だから、それに満たない時間で、奇跡らしきものが生まれた時は、……それは奇跡ではなく。……誰かの、……意図によるものだ。,だから、それに満たない時間で、奇跡らしきものが生まれた時は、……それは奇跡ではなく。……誰かの、……意図によるものだ。,"Поэтому, когда нечто напоминающее чудо происходит за более короткое время..... это не чудо...... а чья‐то...... схема.","Por isso, quando algo que aparente ser um milagre, ocorre em um pequeno período de tempo inferior a esse, .....não é um milagre...é porque alguém......planejou.","So, when something that appears to be a miracle happens in a shorter span of time than that, .....it is not a miracle...but due to someone's......design.",所以，在不滿於此的時間中，卻出現的類似奇跡的東西，……這絕不是奇跡。……這是，……出於某人的意圖。,所以，在不满于此的时间中，却出现的类似奇迹的东西，……这绝不是奇迹。……这是，……出于某人的意图。,"So, when something that appears to be a miracle happens in a shorter span of time than that, .....it is not a miracle...but due to someone's......design.","Perciò, quando qualcosa che sembra essere un miracolo succede in un lasso di tempo più breve di così... non è un miracolo... ma è a causa del disegno... di qualcuno.","So, when something that appears to be a miracle happens in a shorter span of time than that, .....it is not a miracle...but due to someone's......design.","So, when something that appears to be a miracle happens in a shorter span of time than that, .....it is not a miracle...but due to someone's......design."
,"""In other words, ...the reason I'm walking down this corridor... is because someone's design has forced me here... ","In other words, ......the reason I'm walking down this bizarre corridor......is because someone's design has forced me here......","""In other words, ......the reason I'm walking down this corridor......is because someone's design has forced me here......",つまり、……私は今、誰かの意図に飲まれて、……こんなおかしな廊下を歩かされていることになる……。,つまり、……私は今、誰かの意図に飲まれて、……こんなおかしな廊下を歩かされていることになる……。,Значит...... я иду по этому коридору...... потому что меня заманили сюда......,"Em outras palavras, ......o motivo pelo qual eu estou andando por este bizarro corredor......é porque o plano de alguém me forçou a vir aqui......","In other words, ......the reason I'm walking down this bizarre corridor......is because someone's design has forced me here......",也就是說，……我現在，正迎合著某人的意圖，……走在這條奇怪的走廊下……,也就是说，……我现在，正迎合着某人的意图，……走在这条奇怪的走廊下……,"In other words, ......the reason I'm walking down this bizarre corridor......is because someone's design has forced me here......","""In altre parole... la ragione per cui sto camminando in questo corridoio... è perché il disegno di qualcuno mi ha costretta qui...","In other words, ......the reason I'm walking down this bizarre corridor......is because someone's design has forced me here......","In other words, ......the reason I'm walking down this bizarre corridor......is because someone's design has forced me here......"
{f:5:Bernkastel},"""...Who? Who would have pulled such a complicated prank on me? ......It looks like you're quite the shy one, ...calling me out to a desolate place like this."" ",""".........Who did this? Who pulled this elaborate prank on me? .........You must be quite the shy one, ......calling me out to a desolate place like this.""","""......Who? Who would have pulled such a complicated prank on me? .........It looks like you're quite the shy one, ......calling me out to a desolate place like this.""",「………誰？　こんな、手の込んだ真似で私を呼ぶのは。………よっぽどの恥ずかしがり屋みたいね。……こんなひと気のないところに呼び出すんだから。」,「………誰？　こんな、手の込んだ真似で私を呼ぶのは。………よっぽどの恥ずかしがり屋みたいね。……こんなひと気のないところに呼び出すんだから」,"""......Кто? Кто решил сыграть со мной такую сложную шутку?.........Вижу, ты очень застенчив...... раз позвал меня в такое безлюдное место.""",""".........Quem fez isso? Quem articulou esta elaborada pegadinha? .........Você deve mesmo ser tímida, ......ao ponto de me chamar para um lugar isolado desses.""",""".........Who did this? Who pulled this elaborate prank on me? .........You must be quite the shy one, ......calling me out to a desolate place like this.""",「………誰？用這種，精心複雜的模仿喚我來。………你還真是個羞澀的人呢。……把我引到這樣沒人的地方。」,「………谁？用这种，精心复杂的模仿唤我来。………你还真是个羞涩的人呢。……把我引到这样没人的地方。」,""".........Who did this? Who pulled this elaborate prank on me? .........You must be quite the shy one, ......calling me out to a desolate place like this.""","""... Chi? Chi mi tirerebbe mai uno scherzo così complicato? ... Sembra che quel qualcuno sia timido... a convocarmi in un desolato posto del genere.""",""".........Who did this? Who pulled this elaborate prank on me? .........You must be quite the shy one, ......calling me out to a desolate place like this.""",""".........Who did this? Who pulled this elaborate prank on me? .........You must be quite the shy one, ......calling me out to a desolate place like this."""
,"...Then, ...from the other end of the dark corridor, ...I heard a sound. ","......Then, ......from the other end of the dark corridor, ......I heard a sound.",......Then......from the other end of the dark corridor......I heard a sound.,……その時、……向こうへ伸びる薄暗い廊下から、……音が聞こえた。,……その時、……向こうへ伸びる薄暗い廊下から、……音が聞こえた。,......И вдруг...... на другом конце тёмного коридора...... я услышала звук.,"......Então, ......ao final do lado oposto do corredor escuro, ......eu ouvi um som.","......Then, ......from the other end of the dark corridor, ......I heard a sound.",……這時，……從向前延伸的昏暗走廊裡，……傳來了聲音。,……这时，……从向前延伸的昏暗走廊里，……传来了声音。,"......Then, ......from the other end of the dark corridor, ......I heard a sound.",... Poi... dall'altro capo del buio corridoio... sentii un rumore.,"......Then, ......from the other end of the dark corridor, ......I heard a sound.","......Then, ......from the other end of the dark corridor, ......I heard a sound."
,"*patter*, *patter*patter*patter*... ","{a:c:*patter*, *patter*patter*patter*.........}","*patter*, *patter*patter*patter*......",{a:c:とっ、とてとてとてとてとて………。},{a:c:とっ、とてとてとてとてとて………。},"{a:c:*топ*, *топ*топ*топ*......}","{a:c:*paft*, *paft*paft*paft*.........}","{a:c:*patter*, *patter*patter*patter*.........}",{a:c:噠，啪嗒啪嗒啪嗒啪嗒………},{a:c:哒，啪嗒啪嗒啪嗒啪嗒………},"{a:c:*patter*, *patter*patter*patter*.........}",{a:c:*patter**patter*patter*patter*... },"{a:c:*patter*, *patter*patter*patter*.........}","{a:c:*patter*, *patter*patter*patter*.........}"
,"It sounded as though some small animal, like a dog or a cat, was walking at a quick pace. ","It sounded as though some small animal, like a dog or a cat, was walking at a quick pace."," It sounded as though some small animal, like a dog or a cat, was walking at a quick pace.",それは、犬か猫などの小動物が、足早に駆けて行く音に、よく似ていた。,それは、犬か猫などの小動物が、足早に駆けて行く音に、よく似ていた。,"Звучало так, будто в быстром темпе шло небольшое животное — кошка или собака.","Um som tamborilante, como se fosse um pequeno animal, talvez um cão ou um gato, caminhando em um ritmo acelerado.","It sounded as though some small animal, like a dog or a cat, was walking at a quick pace.",這和，狗或者貓那樣的小動物快速跑動的聲音，非常相似。,这和，狗或者猫那样的小动物快速跑动的声音，非常相似。,"It sounded as though some small animal, like a dog or a cat, was walking at a quick pace.","Sembrava come se un qualche piccolo animale, come un cane od un gatto, stesse camminando a passo veloce.","It sounded as though some small animal, like a dog or a cat, was walking at a quick pace.","It sounded as though some small animal, like a dog or a cat, was walking at a quick pace."
,"No miracle could cause a dog or cat to be in a place like this. Such a miracle would not be ""allowed"". ","No miracle could cause a dog or cat to be in a place like this.{n}Such a miracle would not be ""allowed"".", No miracle could cause a dog or cat to be in a place like this. Such a miracle would not be 'allowed'.,こんなところに、犬や猫がいる奇跡はない。そんな奇跡は“許さない”。,こんなところに、犬や猫がいる奇跡はない。{n}そんな奇跡は“許さない”。,Никакое чудо не привело бы сюда собаку или кошку.{n}Такое чудо *недопустимо*.,"Milagre algum poderia fazer com que um cão ou um gato estivesse em um lugar como este.{n}Tal milagre não seria ""permitido"".","No miracle could cause a dog or cat to be in a place like this.{n}Such a miracle would not be ""allowed"".",在這種地方，不會有存在狗和貓的奇跡。{n}這種奇跡是“不允許的”。,在这种地方，不会有存在狗和猫的奇迹。{n}这种奇迹是“不允许的”。,"No miracle could cause a dog or cat to be in a place like this.{n}Such a miracle would not be ""allowed"".",Nessun miracolo provocherebbe che un cane od un gatto sia in un posto del genere. Un simile miracolo non sarebbe ‘permesso’.,"No miracle could cause a dog or cat to be in a place like this.{n}Such a miracle would not be ""allowed"".","No miracle could cause a dog or cat to be in a place like this.{n}Such a miracle would not be ""allowed""."
,"Since it isn't a miracle, that means I'm being guided in that direction. ","Since it isn't a miracle, that means I am being guided in that direction."," Since it isn't a miracle, that means I am being guided in that direction.",奇跡でないならそれはつまり、そちらが導かれる方向ということだ。,奇跡でないならそれはつまり、そちらが導かれる方向ということだ。,"А раз это не чудо, значит, меня ведут в том направлении.","Visto que não é um milagre, isso significa que estou sendo guiada em sua direção.","Since it isn't a miracle, that means I am being guided in that direction.",這不是奇跡也就是說，是引導著我往那個方向前進。,这不是奇迹也就是说，是引导着我往那个方向前进。,"Since it isn't a miracle, that means I am being guided in that direction.","Dato che non è un miracolo, ciò significa che sto venendo guidata in tale direzione.","Since it isn't a miracle, that means I am being guided in that direction.","Since it isn't a miracle, that means I am being guided in that direction."
,...Very well. This might be some new theme to keep me entertained. ,.........Alright then. This might be some new idea to keep me entertained.,......Very well. This might be some new idea to keep me entertained.,………いいわ。私を退屈させない、何かの新しい趣向かもしれない。,………いいわ。私を退屈させない、何かの新しい趣向かもしれない。,"......Ладно. Может, это нужно, чтобы развлечь меня.",.........Muito bem. Esta pode ser alguma nova ideia para me manter entretida.,.........Alright then. This might be some new idea to keep me entertained.,………好吧。也許有能讓我不無聊的，有新意的遊戲也說不定。,………好吧。也许有能让我不无聊的，有新意的游戏也说不定。,.........Alright then. This might be some new idea to keep me entertained.,... Molto bene. Questa potrebbe essere qualche nuova idea per farmi divertire.,.........Alright then. This might be some new idea to keep me entertained.,.........Alright then. This might be some new idea to keep me entertained.
,"If this is some new joke of Lambda's, I'll cover her whole body with honey using my tongue as a reward. ","If this is some new joke of Lambda's, I'll cover her whole body with honey using my tongue as a reward."," If this is some new joke of Lambda's, I'll cover her whole body with honey using my tongue as a reward.",もしこれがラムダの新しい遊びだったら、ご褒美に舌で全身にハチミツを塗ってやるわ。,もしこれがラムダの新しい遊びだったら、ご褒美に舌で全身にハチミツを塗ってやるわ。,"Если это новая шутка Лямбды, в награду я языком обмажу всё её тело мёдом.","Se isso for alguma piada nova da Lambda, eu vou recompensá‐la cobrindo seu corpo com mel usando a minha língua.","If this is some new joke of Lambda's, I'll cover her whole body with honey using my tongue as a reward.",要是這是拉姆達設置的新的遊戲的話，就用我的舌頭在她全身塗滿蜂蜜當作獎勵吧。,要是这是拉姆达设置的新的游戏的话，就用我的舌头在她全身涂满蜂蜜当作奖励吧。,"If this is some new joke of Lambda's, I'll cover her whole body with honey using my tongue as a reward.","Se questo è qualche nuovo scherzo di Lambda, come ricompensa le coprirò di miele l'intero corpo usando la mia lingua.","If this is some new joke of Lambda's, I'll cover her whole body with honey using my tongue as a reward.","If this is some new joke of Lambda's, I'll cover her whole body with honey using my tongue as a reward."
,"...And then, I'll stick parasol chocolates into her eyes and tell her to never do it again. ","...And then, I'll stick parasol chocolates into her eyes and tell her to never do it again.","...And then, I'll stick parasol chocolates into her eyes and tell her to never do it again.",…そして二度とするなと、両目にパラソルチョコを捻じ込んでやる。,…そして二度とするなと、両目にパラソルチョコを捻じ込んでやる。,...А потом воткну ей в глаза шоколадные зонтики и скажу никогда так больше не делать.,"...E então, eu vou enfiar um guarda‐chuva de chocolate nos olhos dela e dizer a ela para nunca mais fazer isso.","...And then, I'll stick parasol chocolates into her eyes and tell her to never do it again.",…然後把雨傘巧克力塞入她的雙眼裡，以此告訴她別再做這種事。,…然后把雨伞巧克力塞入她的双眼里，以此告诉她别再做这种事。,"...And then, I'll stick parasol chocolates into her eyes and tell her to never do it again.","... E poi, infilerò ombrellini di cioccolata nei suoi occhi e le dirò di non farlo mai più.","...And then, I'll stick parasol chocolates into her eyes and tell her to never do it again.","...And then, I'll stick parasol chocolates into her eyes and tell her to never do it again."
,"In the direction the noise had come from, ...it was not only dim, but shrouded in complete darkness. ","In the direction that the noise had come from, ......it was not only dim, but shrouded in complete darkness."," In the direction that the noise had come from, ......it was not only dim, but shrouded in complete darkness.",音の聞こえた廊下の向こうは、……薄暗いどころか、……本当の闇だった。,音の聞こえた廊下の向こうは、……薄暗いどころか、……本当の闇だった。,По направлению к источнику шума...... тусклый свет сменялся кромешной тьмой.,"Na direção de onde vinha o ruído, ......não estava apenas mal‐iluminado, estava envolto pela completa escuridão.","In the direction that the noise had come from, ......it was not only dim, but shrouded in complete darkness.",傳來聲音的走廊的另一邊，……何止昏暗，……已經是黑暗了。,传来声音的走廊的另一边，……何止昏暗，……已经是黑暗了。,"In the direction that the noise had come from, ......it was not only dim, but shrouded in complete darkness.","Nella direzione da cui proveniva il rumore... non era solamente fioco, ma avvolto nella completa oscurità.","In the direction that the noise had come from, ......it was not only dim, but shrouded in complete darkness.","In the direction that the noise had come from, ......it was not only dim, but shrouded in complete darkness."
,"However, ...I could sense something in that darkness. ","However, ......I could sense something in that darkness."," However, ......I could sense something in that darkness.",しかし、……その暗闇の中に気配が。,しかし、……その暗闇の中に気配が。,Но...... в этой темноте я кое‐что заметила.,"Contudo, ......eu pude sentir algo naquela escuridão.","However, ......I could sense something in that darkness.",但是，……在這暗黑中感覺到了氣息。,但是，……在这暗黑中感觉到了气息。,"However, ......I could sense something in that darkness.",Tuttavia... riuscii a scorgere qualcosa in quell'oscurità.,"However, ......I could sense something in that darkness.","However, ......I could sense something in that darkness."
,"...There were two emerald green glints, ...probably cat eyes. The eyes of a black cat that peered through the darkness. ",".........There were two emerald‐green glints, ......probably cat eyes. The eyes of a black cat that blended well into the darkness.",......There were two emerald green glints......probably cat eyes. The eyes of a black cat that peered through the darkness.,………エメラルドグリーンの２粒の輝きは、……多分、猫の目だ。闇によく溶け込む、黒猫の目だ。,………エメラルドグリーンの２粒の輝きは、……多分、猫の目だ。闇によく溶け込む、黒猫の目だ。,"......Два изумрудно‐зелёных блика...... наверное, кошачьи глаза. Глаза чёрной кошки, всматривающейся в темноту.",".........Havia dois brilhos verde‐esmeralda, ......provavelmente olhos de um gato. Os olhos de um gato preto se misturaram à escuridão.",".........There were two emerald‐green glints, ......probably cat eyes. The eyes of a black cat that blended well into the darkness.",………翠綠色的兩粒發光物，……大概，是貓的眼睛吧。那是完全融入黑暗的，黑貓的眼睛。,………翠绿色的两粒发光物，……大概，是猫的眼睛吧。那是完全融入黑暗的，黑猫的眼睛。,".........There were two emerald‐green glints, ......probably cat eyes. The eyes of a black cat that blended well into the darkness.",... C'erano due bagliori verde smeraldo... probabilmente occhi di gatto. {n}Gli occhi di un gatto nero che sbirciava nell'oscurità.,".........There were two emerald‐green glints, ......probably cat eyes. The eyes of a black cat that blended well into the darkness.",".........There were two emerald‐green glints, ......probably cat eyes. The eyes of a black cat that blended well into the darkness."
{f:5:Bernkastel},"""Are you the one who called me here...? ......Or...are you just the messenger...? ........."" ","""Are you the one who called me here...? .........Or......are you just the messenger...? ...............""","""Are you the one who called me here...? .........Or......are you just the messenger...? ............""",「あなたが呼んだの…？　………それとも、……あなたが使い…？　……………。」,「あなたが呼んだの…？　………それとも、……あなたが使い…？　……………」,"""Это ты позвала меня сюда?...........Или...... тебя кто‐то послал?..""","""Foi você aquele que me chamou até aqui...? .........Ou......você é apenas um mensageiro...? ...............""","""Are you the one who called me here...? .........Or......are you just the messenger...? ...............""",「是你叫我來的…？………還是說，……你是使者…？……………」,「是你叫我来的…？………还是说，……你是使者…？……………」,"""Are you the one who called me here...? .........Or......are you just the messenger...? ...............""","""Sei tu quello che mi ha chiamato qui...? O... sei solamente il messaggero...?""","""Are you the one who called me here...? .........Or......are you just the messenger...? ...............""","""Are you the one who called me here...? .........Or......are you just the messenger...? ..............."""
,"When I looked at my feet, ...I saw red cat footprints leading towards those cat eyes. ","When I looked at my feet, ......I saw red cat footprints leading towards those cat eyes.","When I looked at my feet, ......I saw red cat footprints leading towards those cat eyes.",足元を見ると、……真っ赤な猫の足跡が、暗闇の猫の瞳のもとに続いていた。,足元を見ると、……真っ赤な猫の足跡が、暗闇の猫の瞳のもとに続いていた。,"Посмотрев под ноги...... я увидела красные следы, ведущие в сторону кошачьих глаз.","Quando olhei para os meus pés, ......eu vi pegadas de gato vermelhas que levavam aos olhos daquele gato.","When I looked at my feet, ......I saw red cat footprints leading towards those cat eyes.",看了看腳下，……鮮紅的貓的足跡，通向了黑暗中的貓瞳。,看了看脚下，……鲜红的猫的足迹，通向了黑暗中的猫瞳。,"When I looked at my feet, ......I saw red cat footprints leading towards those cat eyes.",Quando guardai ai miei piedi... vidi impronte rosse del gatto che mi conducevano da quegli occhi.,"When I looked at my feet, ......I saw red cat footprints leading towards those cat eyes.","When I looked at my feet, ......I saw red cat footprints leading towards those cat eyes."
,"...The marks were unsettling, ...as though the cat had run through a pool of blood. ","......It was unsettling, ...as though it had run through a puddle of blood on its way there.","......It was unsettling, ...as though it had run there with blood-stained paws.",……それはまるで、…血溜りを踏んで走ったかのような、薄気味悪い足跡だった。,……それはまるで、…血溜りを踏んで走ったかのような、薄気味悪い足跡だった。,......Тревожно... будто она бежала туда с окровавленными лапами.,"......Foi inquietante, ...como se ele tivesse passado por cima de uma poça de sangue.","......It was unsettling, ...as though it had run through a puddle of blood on its way there.",……這簡直，…就像是踏著血泊向前奔跑的，令人毛骨悚然的足跡。,……这简直，…就像是踏着血泊向前奔跑的，令人毛骨悚然的足迹。,"......It was unsettling, ...as though it had run through a puddle of blood on its way there.",... Era inquietante... come se fosse corso qui con le zampe macchiate di sangue.,"......It was unsettling, ...as though it had run through a puddle of blood on its way there.","......It was unsettling, ...as though it had run through a puddle of blood on its way there."
