Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Gohda Toshiro,"""...Don't tell anyone, ...but even though I work here, I sometimes forget that the Master even lives here..."" ","""......Privately speaking, ......even though I work here, I sometimes forget that the Master even lives here...""","""......Don't tell anyone, ......but even though I work here, I sometimes forget that the Master even lives here...""",「……ここだけの話、……勤めている私でさえ、時折、お館様がいらっしゃられることを忘れることがあります…。」,「……ここだけの話、……勤めている私でさえ、時折、お館様がいらっしゃられることを忘れることがあります…」,"""......Не говорите никому, но...... хотя я тут работаю, я иногда забываю, что Господин вообще здесь живёт...""","""......Apenas entre nós, ......embora eu trabalhe aqui, às vezes eu esqueço que o Mestre mora aqui...""","""......Privately speaking, ......even though I work here, I sometimes forget that the Master even lives here...""",「……這話只能在這講，……就連在這工作的鄙人，都時而會忘記，老爺尚在府中…」,「……这话只能在这讲，……就连在这工作的鄙人，都时而会忘记，老爷尚在府中…」,"""......Privately speaking, ......even though I work here, I sometimes forget that the Master even lives here...""","""... Non ditelo a nessuno... ma anche se lavoro qui, a volte dimentico che anche il Padrone vive qui...""","""......Privately speaking, ......even though I work here, I sometimes forget that the Master even lives here...""","""......Privately speaking, ......even though I work here, I sometimes forget that the Master even lives here..."""
Ushiromiya Natsuhi,"""Gohda, that's not the sort of thing a servant should be saying!!"" ","""Gohda. That is not the sort of statement I expect to hear from a servant!!""","""Gohda. That's not the sort of thing a servant should be saying!!""",「郷田っ。使用人にあるまじき発言ですよ！！」,「郷田っ。使用人にあるまじき発言ですよ！！」,"""Года. Слуги не должны говорить такое!""","""Gohda. Esse não é o tipo de comentário que eu espero ouvir de um serviçal!!""","""Gohda. That is not the sort of statement I expect to hear from a servant!!""",「鄉田。此言是作為傭人不應有的發言！！」,「乡田。此言是作为佣人不应有的发言！！」,"""Gohda. That is not the sort of statement I expect to hear from a servant!!""","""Gohda. Non è il genere di cose che un domestico dovrebbe dire!!""","""Gohda. That is not the sort of statement I expect to hear from a servant!!""","""Gohda. That is not the sort of statement I expect to hear from a servant!!"""
Gohda Toshiro,"""M-My apologies, Madam, ...I am truly sorry..."" ","""M‐my apologies, Madam... I am truly sorry......""","""M, my apologies, Madam..., I am truly sorry......""",「しッ、失礼しました奥様…、誠に失礼しました……。」,「しッ、失礼しました奥様…、誠に失礼しました……」,"""П‐прошу прощения, мадам... Простите......""","""M‐Me desculpe, madame... Eu sinto muitíssimo......""","""M‐my apologies, Madam... I am truly sorry......""",「對、對不起太太…，真的對不起……」,「对、对不起太太…，真的对不起……」,"""M‐my apologies, Madam... I am truly sorry......""","""L-Le mie scuse, Madame... sono davvero dispiaciuto...""","""M‐my apologies, Madam... I am truly sorry......""","""M‐my apologies, Madam... I am truly sorry......"""
Ushiromiya Hideyoshi,"""Anyway, ...isn't it bad that we can't get in contact with him? In the worst case, Father might not even know there's been a crime! Right?!"" ","""Anyway, ...isn't it bad if we can't get in touch with him? I mean, Father might not even know there's crimes goin' on! Right?!""","""Anyway, ...isn't it bad that we can't get in contact with him? In the worst case, Father might not even know that there was a crime! Right?!""",「とにかく、…連絡が取れんのはまずいんとちゃうか。下手したらお父さん、事件が起こってることさえ知らんのやで？！　なぁ？！」,「とにかく、…連絡が取れんのはまずいんとちゃうか。下手したらお父さん、事件が起こってることさえ知らんのやで？！　なぁ？！」,"""Так или иначе... разве не плохо, что мы не можем с ним связаться? В худшем случае отец может даже не знать о произошедшем преступлении! Верно?!""","""De qualquer forma, ...não é um problema não conseguirmos entrar em contato com ele? Quero dizer, o pai pode nem saber que tem crimes acontecendo nesse momento! Não é?!""","""Anyway, ...isn't it bad if we can't get in touch with him? I mean, Father might not even know there's crimes goin' on! Right?!""",「不管怎樣，…沒法取得聯絡可難辦了吶。搞不好，爸連發生了事件都不知道吶！是吧？！」,「不管怎样，…没法取得联络可难办了呐。搞不好，爸连发生了事件都不知道呐！是吧？！」,"""Anyway, ...isn't it bad if we can't get in touch with him? I mean, Father might not even know there's crimes goin' on! Right?!""","""Comunque... è un male che non possiamo contattarlo, no? Nel peggiore dei casi, Papà potrebbe perfino non venire a sapere del crimine! Giusto?!""","""Anyway, ...isn't it bad if we can't get in touch with him? I mean, Father might not even know there's crimes goin' on! Right?!""","""Anyway, ...isn't it bad if we can't get in touch with him? I mean, Father might not even know there's crimes goin' on! Right?!"""
Kanon,"""...W-Well, I wonder......"" ","""......I, I'm not sure.........""","""......W, well, I wonder.........""",「……さ、さぁ、どうでしょう………。」,「……さ、さぁ、どうでしょう………」,""".......Н‐ну, кто знает.........""","""......E‐Eu não tenho certeza.........""","""......I, I'm not sure.........""",「……這、這個嘛，就不知道了………」,「……这、这个嘛，就不知道了………」,"""......I, I'm not sure.........""","""... G-Già, chissà...""","""......I, I'm not sure.........""","""......I, I'm not sure........."""
,"Keenly noticing that people were starting to doubt Kinzo's existence, Kanon mumbled those words... ","Keenly noticing that people were starting to doubt Kinzo's existence, Kanon mumbled his words...","Keenly noticing that people were starting to doubt Kinzo's existence, Kanon mumbled his words...",嘉音は、金蔵の存在が疑われ始めている気配を敏感に察し、言葉を濁す…。,嘉音は、金蔵の存在が疑われ始めている気配を敏感に察し、言葉を濁す…。,"Пробормотал Канон, остро подметив, что люди начали сомневаться в существовании Кинзо...","Percebendo que as pessoas estavam começando a duvidar da existência de Kinzo, Kanon murmurou estas palavras...","Keenly noticing that people were starting to doubt Kinzo's existence, Kanon mumbled his words...",嘉音敏感地察覺到，眾人懷疑起了金藏的存在，不禁含糊其辭…。,嘉音敏感地察觉到，众人怀疑起了金藏的存在，不禁含糊其辞…。,"Keenly noticing that people were starting to doubt Kinzo's existence, Kanon mumbled his words...","Accorgendosi acutamente che stavano cominciando a dubitare dell'esistenza di Kinzo, Kanon mormorò queste parole...","Keenly noticing that people were starting to doubt Kinzo's existence, Kanon mumbled his words...","Keenly noticing that people were starting to doubt Kinzo's existence, Kanon mumbled his words..."
Ushiromiya Kyrie,""".........Who was the last person to meet Father...? ...And when?"" ","""...............Who was the last person to see Father...? ......And when?""","""............Who was the last person to meet Father...? ......And when?""",「……………最後にお父様に会ったのは誰…？　……いつ？」,「……………最後にお父様に会ったのは誰…？　……いつ？」,"""............Кто видел отца последним?.. ......И когда?""","""...............Quem foi a última pessoa que viu o pai...? ......E quando?""","""...............Who was the last person to see Father...? ......And when?""",「……………最後見過爸的是誰…？……何時見的？」,「……………最后见过爸的是谁…？……何时见的？」,"""...............Who was the last person to see Father...? ......And when?""","""... Chi è stato l'ultimo a incontrare nostro Padre...? ... E quando?""","""...............Who was the last person to see Father...? ......And when?""","""...............Who was the last person to see Father...? ......And when?"""
Ushiromiya Natsuhi,"""I-It was me. Last night, ...up until the time of the uproar from when Battler found the gold, I was in Father's study, giving the daily report."" ","""I‐...it was me. Last night, ......up until moments before all the fuss of Battler‐kun finding the gold, I was reporting the day's events to him in the study.""","""I, ...it was me. Last night, ......up until the time of the uproar from when Battler found the gold, I was in Father's study, giving the daily report.""",「わ、…私です。昨夜、……戦人くんが黄金を見つけたと騒ぎになる直前まで、お父様の書斎で、一日の報告をしておりました。」,「わ、…私です。昨夜、……戦人くんが黄金を見つけたと騒ぎになる直前まで、お父様の書斎で、一日の報告をしておりました」,"""Э... это была я. Прошлым вечером...... пока не поднялся шум, когда Баттлер нашёл золото, я была в кабинете отца с ежедневным отчётом.""","""F‐Fui eu. Noite passada, ......momentos antes de toda aquela confusão criada quando o Battler‐kun encontrou o ouro, eu vim para reportar a ele os acontecimentos do dia.""","""I‐...it was me. Last night, ......up until moments before all the fuss of Battler‐kun finding the gold, I was reporting the day's events to him in the study.""",「是、…是我。昨晚，……在戰人君找到黃金，鬧出場大亂前，我在爸的書房，進行昨天一天的總結報告。」,「是、…是我。昨晚，……在战人君找到黄金，闹出场大乱前，我在爸的书房，进行昨天一天的总结报告。」,"""I‐...it was me. Last night, ......up until moments before all the fuss of Battler‐kun finding the gold, I was reporting the day's events to him in the study.""","""S... Sono stata io. Ieri notte... fino al momento della confusione quando Battler-kun ha trovato l'oro, sono stata nel suo studio, per il rapporto quotidiano.""","""I‐...it was me. Last night, ......up until moments before all the fuss of Battler‐kun finding the gold, I was reporting the day's events to him in the study.""","""I‐...it was me. Last night, ......up until moments before all the fuss of Battler‐kun finding the gold, I was reporting the day's events to him in the study."""
Furudo Erika,"""......So at around 23:00 last night."" ",""".........So around eleven o'clock last night.""",""".........So around 23:00 last night.""",「………昨夜の２３時頃ですね。」,「………昨夜の２３時頃ですね」,""".........Около 23 прошлого вечера.""",""".........Então foi por volta das onze da noite.""",""".........So around eleven o'clock last night.""",「………是昨晚 23 點左右呢。」,「………是昨晚 23 点左右呢。」,""".........So around eleven o'clock last night.""","""... Quindi attorno alle 23:00 di ieri notte.""",""".........So around eleven o'clock last night.""",""".........So around eleven o'clock last night."""
Ushiromiya Rudolf,"""...No way around it. Let's open it up."" ","""......No way around it. Let's open it up.""","""......No way around it. Let's open it up.""",「……止むを得ねぇ。ここを開こう。」,「……止むを得ねぇ。ここを開こう」,"""......Другого выхода нет. Давайте откроем.""","""......Chega disso. Vamos abrir logo.""","""......No way around it. Let's open it up.""",「……沒辦法了。打開這扇門吧。」,「……没办法了。打开这扇门吧。」,"""......No way around it. Let's open it up.""","""... Non abbiamo scelta. Apriamo.""","""......No way around it. Let's open it up.""","""......No way around it. Let's open it up."""
Ushiromiya Natsuhi,"""Wh-What did you say...?! This is the Family Head's precious study and research room! No one is permitted to trespass without permission, okay?!"" ","""Wh‐what did you say...?! This is the family head's precious study and research room! No one is permitted to intrude without his permission, no one!""","""Wh, what did you say...?! This is the family head's precious study and research room! No one is permitted to trespass without permission, okay?!""",「な、何ですって…？！　ここは当主様の大切な書斎であり、研究室です！　許可なく侵すなど、誰にも許されませんよッ？！」,「な、何ですって…？！　ここは当主様の大切な書斎であり、研究室です！　許可なく侵すなど、誰にも許されませんよッ？！」,"""Ч‐что вы сказали?! Это драгоценный кабинет главы семьи и исследовательская комната! Никто не вправе вламываться туда без разрешения!""","""O‐O que disse...?! Este é o precioso estúdio do chefe desta família, o seu laboratório! Não é permitida a entrada de ninguém sem a permissão dele, ninguém!""","""Wh‐what did you say...?! This is the family head's precious study and research room! No one is permitted to intrude without his permission, no one!""",「什、什麼…？！這房間是當主大人重要的書房、研究室！誰都不得未經許可就侵入！」,「什、什么…？！这房间是当主大人重要的书房、研究室！谁都不得未经许可就侵入！」,"""Wh‐what did you say...?! This is the family head's precious study and research room! No one is permitted to intrude without his permission, no one!""","""C-Cos'hai detto...?! Questo è il prezioso studio e stanza per le ricerche del capofamiglia! A nessuno è permesso entrare senza permesso, d'accordo?!""","""Wh‐what did you say...?! This is the family head's precious study and research room! No one is permitted to intrude without his permission, no one!""","""Wh‐what did you say...?! This is the family head's precious study and research room! No one is permitted to intrude without his permission, no one!"""
Ushiromiya Eva,"""Who here holds the highest rank? Me, right?! I am the third in rank of the Ushiromiya family! If we open it and get scolded by Father, that's also the responsibility of the highest ranked. Because of the urgent circumstances, we'll open this door. You have a key, right? Open it."" ","""Who here holds the highest rank? Me, remember?! I am the third in rank of the Ushiromiya family! And if someone must be scolded by Father for opening this door, that will be my responsibility as the highest ranked as well. As this is an emergency, I am opening this door. You have a key, right? Open it.""","""Who here holds the highest rank? Me, right?! I am the third in rank of the Ushiromiya family! If we open it and get scolded by Father, that is also a responsibility to be taken up by the highest ranked. Because of the urgent circumstances, we'll open this door. You have a key, right? Open it.""",「ここにいる最高序列者は誰？　私よ？！　右代宮家序列第三位のこの私！　もし開けてお父様にお叱りを受けるなら、それもまた最高序列者の役割よ。緊急事態に付き、ここを開けるわ。……鍵あるんでしょ？　開けなさい。」,「ここにいる最高序列者は誰？　私よ？！　右代宮家序列第三位のこの私！　もし開けてお父様にお叱りを受けるなら、それもまた最高序列者の役割よ。緊急事態に付き、ここを開けるわ。……鍵あるんでしょ？　開けなさい」,"""У кого здесь самый высокий ранг? У меня, верно?! Я третья по рангу в семье Уширомия! Если мы откроем и получим нагоняй от отца, ответственность ляжет на того, кто выше по рангу. У нас чрезвычайные обстоятельства, поэтому мы откроем. Ключ ведь у тебя? Открывай.""","""Quem aqui detém do maior rank? Eu, se esqueceu?! Sou a terceira no rank da família Ushiromiya! E se alguém for repreendido pelo pai por abrir esta porta, será minha responsabilidade, sendo aquela com a posição mais elevada. Isso é uma emergência, por isso estou abrindo a porta. Você tem uma chave, não tem? Então abra.""","""Who here holds the highest rank? Me, remember?! I am the third in rank of the Ushiromiya family! And if someone must be scolded by Father for opening this door, that will be my responsibility as the highest ranked as well. As this is an emergency, I am opening this door. You have a key, right? Open it.""",「此處序列排最前的人，是誰？是我喲？！是右代宮家序列第三位的我！如果打開門會遭到爸的訓斥，那也是由序列排最前的我負責。根據緊急事態，打開這扇門。……有鑰匙吧？去開門。」,「此处序列排最前的人，是谁？是我哟？！是右代宫家序列第三位的我！如果打开门会遭到爸的训斥，那也是由序列排最前的我负责。根据紧急事态，打开这扇门。……有钥匙吧？去开门。」,"""Who here holds the highest rank? Me, remember?! I am the third in rank of the Ushiromiya family! And if someone must be scolded by Father for opening this door, that will be my responsibility as the highest ranked as well. As this is an emergency, I am opening this door. You have a key, right? Open it.""","""Chi ha il grado più alto qui? Io, giusto?! Io sono la terza per grado della famiglia Ushiromiya! Se la apriamo e veniamo sgridati da Papà, è una responsabilità del più alto in grado. A causa delle circostanze urgenti, apriremo questa porta. {n}Hai una chiave, giusto? Aprila.""","""Who here holds the highest rank? Me, remember?! I am the third in rank of the Ushiromiya family! And if someone must be scolded by Father for opening this door, that will be my responsibility as the highest ranked as well. As this is an emergency, I am opening this door. You have a key, right? Open it.""","""Who here holds the highest rank? Me, remember?! I am the third in rank of the Ushiromiya family! And if someone must be scolded by Father for opening this door, that will be my responsibility as the highest ranked as well. As this is an emergency, I am opening this door. You have a key, right? Open it."""
Kanon,"""...I-I believe you know this, but the study door cannot be opened with the master key."" ","""I, ......I believe you know this, but the study door cannot be opened with the master keys.""","""I, ......I believe you know this, but the study door cannot be opened with the master key.""",「ご、……ご存知とは思いますが、書斎の扉はマスターキーでは開きません。」,「ご、……ご存知とは思いますが、書斎の扉はマスターキーでは開きません」,"""Я...... я думал, вы знаете, но дверь кабинета нельзя открыть универсальным ключом.""","""Eu, ......eu acredito que você sabe disso, mas a porta desse estúdio não pode ser aberta sem uma chave mestra.""","""I, ......I believe you know this, but the study door cannot be opened with the master keys.""",「我、……我想您是知道的，書房的門無法以總鑰匙打開。」,「我、……我想您是知道的，书房的门无法以总钥匙打开。」,"""I, ......I believe you know this, but the study door cannot be opened with the master keys.""","""S... Sono sicuro che ne è al corrente, ma la porta dello studio non può essere aperta col passepartout.""","""I, ......I believe you know this, but the study door cannot be opened with the master keys.""","""I, ......I believe you know this, but the study door cannot be opened with the master keys."""
Shannon,"""Umm, ...the Master has recently taken away Genji-sama's key as well, so he has both keys on his person. ...Therefore, umm..."" ","""Umm, ......the Master recently took away Genji‐sama's key as well. He has both keys on his person now. ......So, umm......""","""Umm, ......the Master has recently taken away Genji-sama's key as well, so he has both keys on his person. ......Therefore, umm......""",「あの、……最近は源次さまからも鍵をお取り上げになられ、２本の鍵は全てお館様がご自身でお持ちになっておられました。……ですのでその……、」,「あの、……最近は源次さまからも鍵をお取り上げになられ、２本の鍵は全てお館様がご自身でお持ちになっておられました。……ですのでその……、」,"""Э‐э...... также Господин недавно забрал ключ господина Генджи, так что оба ключа у него. ......Поэтому, э‐э......""","""Bem, ......o Mestre pegou para si a chave do Genji‐sama também. Ele está de posse das duas chaves agora. ......Por isso, bem......""","""Umm, ......the Master recently took away Genji‐sama's key as well. He has both keys on his person now. ......So, umm......""",「那個，……前些日子，源次先生的鑰匙被老爺沒收了，兩把鑰匙全由老爺自己帶著。……所以那個……，」,「那个，……前些日子，源次先生的钥匙被老爷没收了，两把钥匙全由老爷自己带着。……所以那个……，」,"""Umm, ......the Master recently took away Genji‐sama's key as well. He has both keys on his person now. ......So, umm......""","""Umm... il Padrone recentemente ha preso anche la chiave di Genji-sama, quindi tutte e due le chiavi sono in suo possesso. ... Perciò, umm...""","""Umm, ......the Master recently took away Genji‐sama's key as well. He has both keys on his person now. ......So, umm......""","""Umm, ......the Master recently took away Genji‐sama's key as well. He has both keys on his person now. ......So, umm......"""
Ushiromiya Battler,"""......So, both of the keys that can open this door are inside the study."" ",""".........So, both of the keys that can open this door are inside the study.""",""".........So, both of the keys that can open this door are inside the study.""",「………この扉を開ける２本の鍵が、全て、書斎の内側にあるってわけか。」,「………この扉を開ける２本の鍵が、全て、書斎の内側にあるってわけか」,""".........Получается, оба ключа, которые могут открыть эту дверь, в кабинете.""",""".........Então, as duas chaves que podem abrir esta porta estão dentro do estúdio.""",""".........So, both of the keys that can open this door are inside the study.""",「………能開這門的兩把鑰匙，全在書房裡面麼？」,「………能开这门的两把钥匙，全在书房里面么？」,""".........So, both of the keys that can open this door are inside the study.""","""... Perciò, entrambe le chiavi che possono aprire questa porta sono nello studio.""",""".........So, both of the keys that can open this door are inside the study.""",""".........So, both of the keys that can open this door are inside the study."""
