Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"His large size made him seem a bit scary at first, but he was much more polite than my first impression of him had led me to believe.","His large size made him seem a bit scary at first, but he was much more polite than my first impression had led me to believe. "," His large size made him seem a bit scary at first, but he was much more polite than my first impression of him had led me to believe.",大男特有の威圧感があるので怖い人かと思っていたが、想像するよりずっと礼儀正しい人だ。,大男特有の威圧感があるので怖い人かと思っていたが、想像するよりずっと礼儀正しい人だ。,"Сначала он показался мне страшным из‐за его больших размеров, однако он был намного более обходителен в сравнении с моими первыми впечатлениями.","O fato dele ser bem grande o torna um pouco assustador à primeira vista, mas ele é muito mais educado do que a minha primeira impressão me levou a acreditar.",因为带着大个子特有的压迫感，所以我本以为是个可怕的人，没想到他比我想象的有礼仪多了。,因為帶著大個子特有的壓迫感，所以我本以為是個可怕的人，沒想到他比我想像的有禮儀多了。,"Vista la sua travolgente qualità, cosa comune tra omoni come lui, pensavo fosse una persona sinistra, ma fu sorprendentemente raffinato tutto il tempo.","La sua stazza intimidatoria mi aveva messo in soggezione, ma era molto più cordiale di quanto avessi immaginato.","Su gran tamaño lo hacía un poco aterrador al principio, pero era mucho más cortés de lo que me hubiera imaginado por mi primera impresión.",ﺣﺠﻤﻪ ﺍﻟﻜﺒﻴﺮ ﺟﻌﻠﻪ ﻳﺒﺪﻭ ﻣﺨﻴﻔﺎ ﺑﻌﺾ ﺍﻟﺸﻲﺀ، ﻟﻜﻨﻪ ﻛﺎﻥ ﺃﻛﺜﺮ ﺃﺩﺑﺎ ﻣﻤﺎ ﻳﺒﺪﻭ ﻋﻠﻴﻪ ﻣﻦ ﺍﻧﻄﺒﺎﻋﻲ ﺍﻷﻭﻝ.,"Vóc dáng to lớn khiến chú có vẻ hơi đáng sợ lúc đầu, nhưng chú ấy lại lịch sự hơn nhiều so với ấn tượng đầu tiên của tôi.","Tubuhnya yang besar membuatnya terlihat menakutkan pada awalnya, tapi dia jauh lebih sopan dari kesan pertamaku.","İri cüssesi ilk başta biraz korkutucu görünmesine neden olsa da, ilk izlenimime göre çok daha kibardı."
,"He claimed to have served on the island for two years, but he had doubtless worked at a similar job somewhere before.","He claimed to have served on the island for two years, but he had doubtless worked at a similar job somewhere before. "," He claimed to have served on the island for two years, but he had doubtless worked at a similar job somewhere before.",勤めて２年と言ってるが、その前にもどこかで同じような職だったに違いない。,勤めて２年と言ってるが、その前にもどこかで同じような職だったに違いない。,"Он сказал, что работал на острове два года, но не было никаких сомнений, что прежде ему доводилось заниматься подобной работой.","Ele disse ter começado a trabalhar nesta ilha dois anos atrás, mas sem dúvida, ele já trabalhou em algum outro lugar semelhante antes.",虽说他自称在岛上工作了两年，不过想必以前也从事过类似的工作。,雖說他自稱在島上工作了兩年，不過想必以前也從事過類似的工作。,"Disse che lavorava sull'isola da due anni, ma si capiva che aveva lavorato nello stesso settore, precedentemente.","Disse che lavorava qui da due anni, ma non c'era alcun dubbio che in passato avesse svolto impieghi dello stesso tipo.","Decía haber trabajado en la isla por dos años, pero sin duda había tenido un empleo similar antes.",ﺍﺩﻋﻰ ﺑﺄﻧﻪ ﺧﺪﻡ ﻓﻲ ﺍﻟﺠﺰﻳﺮﺓ ﻟﻤﺪﺓ ﻋﺎﻣﻴﻦ، ﻟﻜﻨﻪ ﺑﻼ ﺷﻚ ﻗﺪ ﻋﻤﻞ ﻓﻲ ﻭﻇﻴﻔﺔ ﻣﻤﺎﺛﻠﺔ ﻓﻲ ﻣﻜﺎﻥ ﻣﺎ ﻣﻦ ﻗﺒﻞ.,"Chú Gohda nói đã phục vụ trên đảo được hai năm, nhưng chắc chắn đã từng làm công việc tương tự ở đâu đó trước đó.","Dia mengaku sudah bekerja di pulau ini selama dua tahun, tapi pasti dia pernah bekerja di pekerjaan serupa sebelumnya.",Adada iki yıldır görev yaptığını iddia ediyordu ama şüphesiz daha önce de benzer bir işte çalışmıştı.
,"After everybody disembarked, the mooring rope was untied, and the boat started to steer away from the harbor.","After everybody disembarked, the mooring rope was untied and the boat started to steer away from the harbor. "," After everybody disembarked, the mooring rope was untied and the boat started to steer away from the harbor.",全員が下船すると、舫い綱は解かれ、船は船着場を離れ始める。,全員が下船すると、舫い綱は解かれ、船は船着場を離れ始める。,"После того, как все покинули борт, швартовые были отданы, и катер стал выплывать из гавани.","Depois que todos desembarcaram, a corda usada para ancorar o barco foi desamarrada e o barco começou a se afastar do atracadouro.",在所有人下船之后，船员解开了缆绳，船漂离码头缓缓远去。,在所有人下船之後，船員解開了纜繩，船漂離碼頭緩緩遠去。,"Dopo che tutti furono scesi, la corda per l'ormeggio venne sciolta e la barca cominciò ad allontanarsi dal porto.","Dopo che tutti scesero dal battello, la corda per l'ormeggio venne sciolta, e la barca cominciò ad allontanarsi dal porto.","Después de que todos desembarcaron, la cuerda de amarre fue desatada y el bote comenzó a alejarse de la costa.",ﺑﻌﺪ ﻧﺰﻭﻝ ﺍﻟﺠﻤﻴﻊ، ﺳﺤﺐ ﺣﺒﻞ ﺍﻟﻤﺮﺳﺎﺓ ﻭﺑﺪﺃ ﺍﻟﻘﺎﺭﺏ ﻓﻲ ﺍﻻﺑﺘﻌﺎﺩ ﻋﻦ ﺍﻟﻤﻴﻨﺎﺀ.,"Sau khi mọi người đã lên bờ, dây neo được tháo ra, và con thuyền bắt đầu rời khỏi bến.","Setelah semua orang turun, tali tambat dilepas, dan kapal mulai menjauh dari pelabuhan.",Herkes karaya çıktıktan sonra bağlama halatı çözüldü ve tekne limandan uzaklaşmaya başladı.
,It was probably returning to its home port of Niijima.,It was probably returning to its home port on Niijima. ," It was probably returning to its home port of Niijima.",新島の母港へ引き上げるのだろう。,新島の母港へ引き上げるのだろう。,"Скорее всего, он возвратится обратно в порт Нииджимы.",Ele provavelmente está retornando para o porto de Niijima.,可能是要返回新岛的母港吧。,可能是要返回新島的母港吧。,Stava probabilmente tornando al porto principale di Niijima.,Probabilmente sarebbe ritornata al porto di Niijima.,Probablemente iba de regreso a su puerto de origen en Niijima.,ﻣﻦ ﺍﻟﻤﺤﺘﻤﻞ ﺑﺄﻧﻪ ﻋﺎﺋﺪ ﺇﻟﻰ ﻣﻴﻨﺎﺀ ﻧﻴﺠﻴﻤﺎ.,Có lẽ nó đang trở về cảng chính ở Niijima.,Mungkin akan kembali ke pelabuhan asalnya di Niijima.,Muhtemelen ana limanı olan Niijima'ya dönüyordu.
,The captain waved his hand in farewell.{n}Maria conscientiously waved back.,The captain waved his hand in farewell. Maria conscientiously waved her hand back. ," The captain waved his hand in farewell. Maria conscientiously waved her hand back. ",船長がお別れの手を振ってくれる。真里亞も律儀に手を振り返していた。,船長がお別れの手を振ってくれる。{n}真里亞も律儀に手を振り返していた。,На прощанье капитан помахал нам рукой.{n}Мария добросовестно помахала ему в ответ.,O capitão se despediu acenando para nós.{n}Maria conscientemente acenou de volta.,船长挥舞着手臂向我们告别。{n}真里亚也礼貌地挥起了手。,船長揮舞著手臂向我們告別。{n}真里亞也禮貌地揮起了手。,Il capitano salutò da lontano. Maria lo risalutò coscienziosamente.,Il capitano agitò la mano per salutarci. Anche Maria ricambiò il gesto con premura.,El capitán agitó su mano en señal de despedida.{n}Maria saludó con su mano en respuesta.,ﻟﻮﺡ ﺍﻟﻜﺎﺑﺘﻦ ﺑﻴﺪﻩ ﻣﻮﺩﻋﺎ.{n}ﻟﻮﺣﺖ ﻣﺎﺭﻳﺎ ﺑﻌﻔﻮﻳﺔ ﺑﻴﺪﻫﺎ ﺑﺎﻟﻤﻘﺎﺑﻞ.,Thuyền trưởng vẫy tay chào tạm biệt.{n}Maria nhiệt tình vẫy tay đáp lại.,Nahkodanya melambaikan tangan.{n}Maria dengan sungguh-sungguh membalasnya.,Kaptan veda etmek için elini salladı.{n}Maria bilinçli olarak el salladı.
Ushiromiya Battler,"""............Hmmm, I just realized why something's been feeling out of place to me. I can't hear the cries of the seagulls.""","""............Hmmm, now that I think about it, that must be why I've felt something out of place for a while now. I can't hear the cries of the seagulls."" ","""............Hmmm, now that I think about it, that must be why I've felt something out of place for a while now. I can't hear the cries of the seagulls.""",「…………ん〜、何だかさっきから違和感があると思ったら、あれだな。うみねこの声を聞いてないぜ。」,「…………ん〜、何だかさっきから違和感があると思ったら、あれだな。うみねこの声を聞いてないぜ」,"""............Хм‐м, вот оно что, вот почему я чувствовал, что что‐то не так всё это время. Я не слышу криков чаек.""","""............Hmmm, acabei de perceber o porquê de eu estar achando que falta alguma coisa aqui. Eu não consigo ouvir o pipilar das gaivotas.""",「…………嗯～，从刚才就觉得有点啥不对劲，原来是那个啊。听不到{c:86EF9C:海猫}的鸣叫声啊。{c:86EF9C:（详见魔导书“鸟类相关”条目）}」,「…………嗯～，從剛才就覺得有點啥不對勁，原來是那個啊。聽不到{c:86EF9C:海貓}的鳴叫聲啊。{c:86EF9C:（詳見魔導書“鳥類相關”條目）}」,"""... Mmmh, ora che ci penso, mi sono sentito tutto strano per un po', e dev'essere per quello. Non sento il rumore dei gabbiani.""","""...Mmmh, già da prima sentivo che ci fosse qualcosa fuori posto, ed ecco cos'era: non si sentono le grida dei gabbiani.""","""Hmmm, ahora que lo pienso, creo que por eso sentía que había algo fuera de lugar desde hace un rato. No escucho los graznidos de las gaviotas.""","""...........ﻫﻤﻤﻢ، ﺍﻵﻥ ﺑﻌﺪ ﺃﻥ ﻓﻜﺮﺕ ﻓﻲ ﺍﻷﻣﺮ، ﻫﺬﺍ ﻫﻮ ﺍﻟﺴﺒﺐ ﻓﻲ ﺃﻧﻨﻲ ﺷﻌﺮﺕ ﺑﺸﻲﺀ ﻏﺮﻳﺐ ﻟﻔﺘﺮﺓ ﻣﻦ ﺍﻟﻮﻗﺖ. ﻻ ﺃﺳﺘﻄﻴﻊ ﺳﻤﺎﻉ ﺑﻜﺎﺀ ﺍﻟﻨﻮﺍﺭﺱ.""","""............Hmm, em vừa nhận ra vì sao em thấy có gì đó lạ lạ. Em không nghe thấy tiếng hải âu.""","""............Hmmm, baru aku sadar ada yang terasa aneh. Aku tidak mendengar suara burung camar.""","""............Hmmm, bir şeylerin neden bana yabancı geldiğini şimdi anladım. Martıların ağlamalarını duyamıyorum."""
Ushiromiya Jessica,"""Seagulls? The birds?""","""Seagulls? The birds?"" ","""Seagulls? The birds?""",「うみねこぉ？　鳥のか？」,「うみねこぉ？　鳥のか？」,"""Чаек? Птиц?""","""Gaivotas? Os pássaros?""",「海猫？是说鸟吗？」,「海貓？是說鳥嗎？」,"""I gabbiani? Intendi gli uccelli?""","""I gabbiani? Intendi gli uccelli?""","""¿Gaviotas? ¿Las aves?""","""ﺍﻟﻨﻮﺍﺭﺱ؟ ﺍﻟﻄﻴﻮﺭ؟""","""Hải âu á? Mấy con chim ấy à?""","""Burung camar? Burungnya?""","""Martılar mı? Kuşlar mı?"""
,"I remember that whenever we came to this island, the seagulls always welcomed us with their lively ""nyaa nyaa"" cries.","If I remember correctly, whenever we came to this island in the past, the seagulls always greeted us with their lively ""nyaa nyaa"" cries. ","It's true that whenever I come to this island, the seagulls always meet us with their lively 'nyaa nyaa' cries.",この島に来るといつも、うみねこがにゃあにゃあと賑やかな声で迎えてくれたんだっけ。,この島に来るといつも、うみねこがにゃあにゃあと賑やかな声で迎えてくれたんだっけ。,"Каждый раз, когда я приезжал на остров, чайки встречали нас своими оживленными криками.","Eu me lembro de que sempre que eu vinha para esta ilha, as gaivotas nos davam as boas‐vindas com seus alegres ""nyaa nyaa"".",我记得每次来到这个岛，都能听到海猫发出“喵啊喵啊”的热烈鸣叫声，迎接我们的来临。,我記得每次來到這個島，都能聽到海貓發出“喵啊喵啊”的熱烈鳴叫聲，迎接我們的來臨。,"Ogni volta che vengo su quest'isola, i gabbiani ci accolgono sempre con quei loro caratteristici ""nyaa nyaa"".","Ogni volta che venivo su quest'isola, i gabbiani mi accoglievano con quei loro ‘nyaa, nyaa’ squillanti.","Si no recuerdo mal, siempre que venía a esta isla, las gaviotas nos recibían con su animado llanto de ""nyaa nyaa"".","ﻛﻠﻤﺎ ﺃﺗﻴﺖ ﺇﻟﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ، ﺩﺍﺋﻤﺎ ﺗﺤﻴﻴﻨﺎ ﻃﻴﻮﺭ ﺍﻟﻨﻮﺭﺱ ﺑﺒﻜﺎﺋﻬﺎ ﺍﻟﻨﺎﺑﺾ ﺑﺎﻟﺤﻴﺎﺓ ""ﻧﻴﺎ ﻧﻴﺎ"".","Tôi nhớ rằng mỗi khi đến hòn đảo này, bầy hải âu luôn chào đón chúng tôi bằng những tiếng kêu ""nyaa nyaa"" rộn ràng.","Aku ingat setiap kali datang ke pulau ini, burung camar selalu menyambut kami dengan suara ""nyaa nyaa"" mereka yang riuh.","Bu adaya ne zaman gelsek martıların bizi hep canlı ""nyaa nyaa"" çığlıklarıyla karşıladıklarını hatırlıyorum."
,"And because of that, whenever I hear the cries of the seagulls in any other place, I get the feeling that I've come to a family conference.","Because of that, whenever I hear the cries of seagulls anywhere else, I get the feeling that I'm coming to a family conference. "," And because of that, whenever I hear the cries of the seagulls in any other place, I get the feeling that I'm coming to a family conference.",そのせいで、ここ以外でうみねこの声を聞いても、親族会議に来ているような気分になる。,そのせいで、ここ以外でうみねこの声を聞いても、親族会議に来ているような気分になる。,"Из‐за этого каждый раз, когда я слышу крики чаек где‐нибудь ещё, мне кажется, что я приехал на семейное совещание.","E por causa disso, sempre que eu ouço o pipilar de uma gaivota em qualquer outro lugar, eu tenho o sentimento de que estou na conferência de família.",正因如此，即使是在其它地方听到了海猫们的鸣叫声，我也会有一种来参加亲族会议一样的感觉。,正因如此，即使是在其它地方聽到了海貓們的鳴叫聲，我也會有一種來參加親族會議一樣的感覺。,"E perciò, ogni qualvolta sento quei versi in altri posti, ho la sensazione che sto andando ad una conferenza di famiglia.","Per questo motivo, anche quando sentuvo questi versi altrove, avevo come la sensazione di star andando ad una riunione di famiglia.","Y por eso, cada vez que escucho el graznido de las gaviotas en cualquier otro lugar, tengo la sensación de que estoy en camino a una conferencia familiar.",ﻧﺘﻴﺠﺔ ﻟﺬﻟﻚ، ﻋﻨﺪﻣﺎ ﺃﺳﻤﻊ ﺑﻜﺎﺀ ﺍﻟﻨﻮﺍﺭﺱ ﻓﻲ ﺃﻱ ﻣﻜﺎﻥ ﺁﺧﺮ، ﻳﺘﻤﻠﻜﻨﻲ ﺷﻌﻮﺭ ﺑﺄﻧﻨﻲ ﻗﺎﺩﻡ ﻟﻼﺟﺘﻤﺎﻉ ﺍﻟﻌﺎﺋﻠﻲ.,"Vì vậy, mỗi khi nghe tiếng hải âu ở nơi khác, tôi lại có cảm giác như mình đang ở buổi họp mặt gia đình mình.","Dan karena itu, setiap kali mendengar suara burung camar di tempat lain, aku merasa seperti sedang menuju konferensi keluarga.","Ve bu yüzden ne zaman başka bir yerde martıların çığlıklarını duysam, bir aile konferansına gelmişim hissine kapılırım."
,"Except for the small part of the island where those of the Ushiromiya head house live, Rokkenjima had been left uncultivated, apparently transforming into a paradise for wild birds.","Except for the small part of the island where those of the Ushiromiya Head Family live,  Rokkenjima has been left uncultivated, which apparently makes it a paradise for wild birds. "," Except for the small part of the island where those of the Ushiromiya head house live, Rokkenjima had been left uncultivated, apparently transforming into a paradise for wild birds.",六軒島は、右代宮本家が住んでいる極めて一部分以外は、手付かずで放置されているため、野鳥の天国になっているらしい。,六軒島は、右代宮本家が住んでいる極めて一部分以外は、手付かずで放置されているため、野鳥の天国になっているらしい。,"За исключением небольшой части острова, занимаемой головным домом Уширомия, Роккенджима, не тронутая рукой человека, определённо превратилась в рай для диких птиц.","Exceto pela pequena parte da ilha onde fica a casa em que o chefe da família Ushiromiya vive, Rokkenjima foi mantida intocada, aparentemente transformando ela em um paraíso para pássaros selvagens.",六轩岛除了右代宫本家所居住的极小一部分外，其它地方都没有被开发过，因此似乎都成了野鸟的天堂。,六軒島除了右代宮本家所居住的極小一部分外，其它地方都沒有被開發過，因此似乎都成了野鳥的天堂。,"Eccetto per la piccola parte dove giace la Villa Ushiromiya, Rokkenjima, sembrava essere un paradiso di uccelli selvatici, siccome fu lasciata intatta.","Dato che l'isola di Rokkenjima era rimasta intatta, ad eccezione di una minuscola porzione in cui abitava la famiglia Ushiromiya, si diceva che essa fosse un paradiso per gli uccelli selvatici.","Con la excepción de la pequeña parte donde viven los de la casa principal Ushiromiya, Rokkenjima estaba intacta, y aparentemente se había convertido en un paraíso para las aves salvajes.","ﺑﺎﺳﺘﺜﻨﺎﺀ ﺟﺰﺀ ﺻﻐﻴﺮ ﻣﻦ ﺍﻟﺠﺰﻳﺮﺓ ﺣﻴﺚ ﺗﻌﻴﺶ ﺃﺳﺮﺓ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ،, ﺗﺮﻛﺖ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﻏﻴﺮ ﻣﺰﺭﻭﻋﺔ، ﻭﻋﻠﻰ ﻣﺎ ﻳﺒﺪﻭ ﺑﺄﻧﻬﺎ ﺗﺤﻮﻟﺖ ﻟﺠﻨﺔ ﻟﻠﻄﻴﻮﺭ ﺍﻟﺒﺮﻳﺔ.","Ngoại trừ phần nhỏ của đảo nơi nhà chính của gia tộc Ushiromiya sinh sống, Rokkenjima gần như bị bỏ hoang, trở thành thiên đường cho những loài chim hoang dã.","Kecuali bagian kecil pulau yang dihuni keluarga utama Ushiromiya, Rokkenjima dibiarkan tak terurus, tampaknya berubah menjadi surga bagi burung liar.","Adanın Ushiromiya baş ailesinin yaşadığı küçük bir bölümü dışında, Rokkenjima'ya hiç ellenmemiş ve görünüşe göre yabani kuşlar için bir cennete dönüşmüş."
,"Seemingly, some cliff face or other had become home to a huge seagull colony, and so this island was always full of them.","Supposedly, there was a cliff somewhere that housed a huge seagull colony, so this island was always full of seagulls. "," The whole wharf looked like it was turning into a huge seagull colony, and this island always was full of seagulls.",どっかの岸壁がうみねこの巨大コロニーになってるらしく、この島はいつもはうみねこだらけなのだ。,どっかの岸壁がうみねこの巨大コロニーになってるらしく、この島はいつもはうみねこだらけなのだ。,"По‐видимому, какой‐то из утёсов стал домом для огромной колонии чаек, поэтому их всегда полно на этом острове.","Parece que uma falésia do outro lado transformou‐se em uma colônia de gaivotas e, por causa disso, a ilha está sempre repleta delas.",貌似某处的悬崖峭壁上聚居着海猫的巨大群落，这座岛也一直到处都是海猫。,貌似某處的懸崖峭壁上聚居著海貓的巨大群落，這座島也一直到處都是海貓。,"L'intera banchina somigliava ad un'enorme colonia di gabbiani, e quest'isola ne era sempre piena.","Era come se la banchina diventasse un'enorme colonia di gabbiani, e quest'isola ne era sempre piena.","Todo el muelle parecía estarse convirtiendo en una enorme colonia de gaviotas, y esta isla siempre estaba llena de ellas.", ﺭﺻﻴﻒ ﺍﻟﻤﻴﻨﺎﺀ ﺑﺄﻛﻤﻠﻪ ﺑﺪﺃ ﻭﺃﻧﻪ ﻳﺘﺤﻮﻝ ﻟﻴﺼﺒﺢ ﻣﺴﺘﻌﻤﺮﺓ ﺿﺨﻤﺔ ﻟﻄﻴﻮﺭ ﺍﻟﻨﻮﺭﺱ، ﻟﻄﺎﻟﻤﺎ ﻛﺎﻧﺖ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ ﻣﻠﻴﺌﺔ ﺑﻬﻢ.,"Hình như có vách đá nào đó đã trở thành nhà của cả một đại gia đình hải âu, vì vậy hòn đảo này lúc nào cũng đầy ắp tiếng chim.","Tampaknya beberapa tebing telah menjadi rumah bagi koloni burung camar besar, jadi pulau ini selalu penuh dengan mereka.","Görünüşe göre, uçurumun bir yüzü devasa bir martı kolonisine ev sahipliği yapıyordu ve bu yüzden ada her zaman martılarla doluydu."
,"Since those seagulls didn't come to greet us, I felt a bit lonely.",Not having those seagulls here to greet us made me feel a bit lonely. ," Since those seagulls didn't come to greet us, I felt a bit lonely.",そのうみねこの歓迎がなかったので、どこか少しだけ寂しかった。,そのうみねこの歓迎がなかったので、どこか少しだけ寂しかった。,"Поскольку на этот раз мы не дождались от них приветствия, мне стало чуточку одиноко.",Eu me sinto um pouco solitário pelo fato das gaivotas não terem vindo nos receber.,因为没了海猫们的欢迎，我心里稍微觉得有点寂寞。,因為沒了海貓們的歡迎，我心裡稍微覺得有點寂寞。,"Siccome quei gabbiani non erano venuti a salutarci, mi sentivo un po' solo.","I gabbiani non erano venuti a salutarci, perciò provavo un leggero senso di malinconia.","Ya que esas gaviotas no vinieron a recibirnos, me sentí un poco solo.",ﻭﺑﻤﺎ ﺃﻥ ﺗﻠﻚ ﺍﻟﻨﻮﺍﺭﺱ ﻟﻢ ﺗﺄﺕ ﻟﺘﺮﺣﺐ ﺑﻨﺎ، ﻓﺸﻌﺮﺕ ﻗﻠﻴﻼ ﺑﺎﻟﻮﺣﺪﺓ.,"Vì lũ hải âu không ra chào đón, nên tôi cảm thấy có đôi chút cô đơn.","Karena burung-burung itu tidak datang menyambut kami, aku merasa agak kesepian.",O martılar bizi selamlamaya gelmedikleri için kendimi biraz yalnız hissettim.
Ushiromiya Rosa,"""What's wrong, Battler‐kun?""","""What's wrong, Battler-kun?"" ","""What's wrong, Battler-kun?""",「どうしたの、戦人くん。」,「どうしたの、戦人くん」,"""Что случилось, Баттлер‐кун?""","""O que houve, Battler‐kun?""",「怎么啦，战人君？」,「怎麼啦，戰人君？」,"""Che succede, Battler-kun?""","""Qualcosa non va, Battler-kun?""","""¿Qué pasa, Battler‐kun?""","""ﻫﻞ ﺃﻧﺖ ﺑﺨﻴﺮ ﻳﺎ ﺑﺎﺗﻠﺮ-ﻛﻦ؟""","""Có chuyện gì vậy, Battler?""","""Ada apa, Battler-kun?""","""Sorun ne, Battler-kun?"""
Ushiromiya Battler,"""Oh, Auntie Rosa. ...Nah, it's nothing really—I was just saying I can't hear the seagulls, so it kinda feels a bit lonely.""","""Oh, Aunt Rosa. ...Nah, it's nothing really, I was just thinking it's a bit lonely without the cries of the seagulls."" ","""Oh, Rosa oba-san. ...Nah, it's nothing really, I was just sayin' that since I can't hear the seagulls, it feels a bit lonely.""",「あぁ、楼座叔母さん。…いやぁ別にぃ、うみねこの声が聞こえないんで、何か寂しいなぁ〜って。」,「あぁ、楼座叔母さん。…いやぁ別にぃ、うみねこの声が聞こえないんで、何か寂しいなぁ〜って」,"""О, тётя Роза. Не, ничего особенного, я лишь сказал, что без криков чаек становится немного одиноко.""","""Ah, tia Rosa. ...Não, não é nada — eu só estava comentando que eu não consigo ouvir as gaivotas, isso é um pouco solitário.""",「啊，楼座姑母。…没什么，只是因为听不到海猫的叫声，觉得有点寂寞而已。」,「啊，樓座姑母。…沒什麼，只是因為聽不到海貓的叫聲，覺得有點寂寞而已。」,"""Oh, Rosa oba-san. ... Nah, niente di che, stavo solo dicendo che siccome non si sentono i gabbiani ci si sente un po' soli.""","""Oh, zia Rosa... No, nulla di che, è che non si sentono le grida dei gabbiani, per cui mi sento un po' triste...""","""Oh, tía Rosa. Nah, no es nada, solo decía que sin el graznido de las gaviotas este lugar se siente un poco solitario.""","""ﺃﻭﻩ، ﻋﻤﺘﻲ ﺭﻭﺯﺍ. ...ﻛﻼ، ﻻ ﺷﻲﺀ ﺣﻘﺎ، ﻛﻨﺖ ﺃﻗﻮﻝ ﻓﻘﻂ ﺑﺄﻧﻨﻲ ﻻ ﺃﺳﺘﻄﻴﻊ ﺳﻤﺎﻉ ﻃﻴﻮﺭ ﺍﻟﻨﻮﺭﺱ، ﻟﺬﺍ ﺷﻌﺮﺕ ﺑﺎﻟﻮﺣﺪﺓ ﻗﻠﻴﻼ.""","""Ồ, cô Rosa à. ...Không có gì đâu ạ, chỉ là cháu đang bảo là vì không nghe thấy tiếng hải âu nên cháu cảm thấy hơi trống vắng một chút.""","""Oh, Bibi Rosa. ...Ah, tidak apa-apa - cuma aku bilang tidak mendengar burung camar, jadi rasanya agak sepi.""","""Oh, Rosa Teyze. ...Ah, bir şey yok—sadece martıları duyamadığımı söylüyordum, bu yüzden biraz yalnız hissettiriyor."""
Ushiromiya Rosa,"""Oh, you're right. They're always so lively, but I can't see hide nor hair of one today.""","""My, that's true, now that you mention it. Even though they're always so noisy, today there isn't one to be seen."" ","""My, now that you say so, it's true. Even though they're always so lively, today there isn't one to be seen.""",「あら、そう言えばそうね。いっつも賑やかなのに、今日はさっぱりいないわね。」,「あら、そう言えばそうね。いっつも賑やかなのに、今日はさっぱりいないわね」,"""Боже, а ведь ты прав. Они вечно такие бойкие, но сегодня почему‐то не видно ни одной.""","""Ora, você tem razão. Elas costumavam ser sempre tão animadas, mas não estou conseguindo ver nenhuma hoje.""",「啊，说起来也是呢。它们一直都很热闹的，今天却一点踪迹也没了呢。」,「啊，說起來也是呢。它們一直都很熱鬧的，今天卻一點踪跡也沒了呢。」,"""Oh, ora che dici così, è vero. Sebbene siano sempre tanto rumorosi, oggi non se ne vede uno.""","""Oh, ora che me lo fai notare, è vero. Sono sempre chiassosi, eppure oggi non ce n'è neanche uno.""","""Ahora que lo dices, es verdad. A pesar de que siempre se ven tan llenas de vida, hoy parece que no hay ninguna cerca.""","""ﺑﻤﺎ ﺃﻧﻚ ﺫﻛﺮﺕ ﺫﻟﻚ، ﻓﻬﺬﺍ ﺻﺤﻴﺢ ﺣﻘﺎ. ﻟﻄﺎﻟﻤﺎ ﻛﺎﻧﺖ ﺃﺻﻮﺍﺗﻬﻢ ﺍﻟﺼﺎﺧﺒﺔ ﺗﻤﻸ ﺍﻟﻤﻜﺎﻥ، ﺇﻻ ﺃﻧﻪ ﻟﻴﺲ ﻫﻨﺎﻙ ﻧﻮﺭﺱ ﻭﺍﺣﺪ ﻳﻤﻜﻦ ﺭﺅﻳﺘﻪ ﺍﻟﻴﻮﻡ.""","""Ồ, cháu nói đúng. Bình thường chúng ồn ào lắm, mà hôm nay chẳng thấy bóng dáng con nào cả.""","""Oh, benar juga. Biasanya sangat ramai, tapi hari ini tidak terlihat satu pun.""","""Oh, haklısın. Her zaman çok canlıdırlar, ama bugün bir tanesini bile göremiyorum."""
Ushiromiya Maria,"""......Uu? Why no seagulls?""","""......Uu-? Why no seagulls?"" ","""......Uu-? Why no seagulls?""",「……うー？　どうしてうみねこいない？」,「……うー？　どうしてうみねこいない？」,"""......У‐у? Почему нет чаек?""","""......Uu? Por que não tem gaivotas?""",「……呜——？为什么海猫不见了？」,「……嗚——？為什麼海貓不見了？」,"""... Uu-? Perché niente gabbiani?""","""...Uuh? Perché non ci sono i gabbiani?""","""... ¿Uu? ¿Por qué no hay gaviotas?""","""........ﺃﻭﻭ-؟ ﻟﻤﺎﺫﺍ ﻻ ﻳﻮﺟﺪ ﻃﻴﻮﺭ ﻧﻮﺭﺱ؟""","""......Uu? Sao không có hải âu?""","""......Uu? Kenapa tidak ada camar?""","""......Uu? Neden martı yok?"""
