Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Vietnamese (VI),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,Just watching over their partners...was now the only way they could show their trust. ,Just watching over their partners...was now the only way they could show their trust., Just watching over their partners...was now the only way they could show their trust.,それを静かに見守ることだけが、今や、信頼を示す唯一の方法だ。,それを静かに見守ることだけが、今や、信頼を示す唯一の方法だ。,Наблюдать за своими партнёрами... сейчас единственный для них способ выразить своё доверие.,Ficar observando seus parceiros...era a única maneira que eles tinham de demonstrar suas confianças.,Just watching over their partners...was now the only way they could show their trust.,只有靜靜凝視，才是現在唯一能夠表示信賴的方法。,只有静静凝视，才是现在唯一能够表示信赖的方法。,Just watching over their partners...was now the only way they could show their trust.,Tenere semplicemente d'occhio i propri partner... era l'unico modo in cui potevano dimostrare la propria fiducia.,Just watching over their partners...was now the only way they could show their trust.,Just watching over their partners...was now the only way they could show their trust.
Shannon,"""........."" ","""...........................""","""............""",「………………………。」,「………………………」,"""............""","""...........................""","""...........................""",「………………………」,「………………………」,"""...........................""","""...""","""...........................""","""..........................."""
Kanon,"""........."" ","""...........................""","""............""",「………………………。」,「………………………」,"""............""","""...........................""","""...........................""",「………………………」,「………………………」,"""...........................""","""...""","""...........................""","""..........................."""
,"Shannon and Kanon...stood quietly, with their backs turned. ","Shannon and Kanon......stood quietly, with their backs turned.","Shannon and Kanon......stood quietly, with their backs turned.",紗音と嘉音も、……静かに背を向けて立っている。,紗音と嘉音も、……静かに背を向けて立っている。,Шаннон и Канон... молча стояли спиной друг к другу.,"Shannon e Kanon......permaneceram em silêncio, de costas um para o outro.","Shannon and Kanon......stood quietly, with their backs turned.",紗音和嘉音，……也靜靜地背對背而立。,纱音和嘉音，……也静静地背对背而立。,"Shannon and Kanon......stood quietly, with their backs turned.","Shannon e Kanon... stavano tranquillamente in piedi, con le loro schiene girate.","Shannon and Kanon......stood quietly, with their backs turned.","Shannon and Kanon......stood quietly, with their backs turned."
,They had already...set aside the feelings they'd built up during all those days they'd known each other. ,They had already put the emotions of the many days they had spent together behind them., They had already resolved the thoughts they had gathered over those many days.,すでに、……二人の、短からぬ日々の思いとは、決別している。,すでに、……二人の、短からぬ日々の思いとは、決別している。,"Они уже разобрались с мыслями, скопившимися за столько времени.",Eles já haviam deixado para trás as emoções dos muitos dias que passaram juntos.,They had already put the emotions of the many days they had spent together behind them.,兩人都已經，……對那段並不算短的日子裡的一切，做了最後的訣別。,两人都已经，……对那段并不算短的日子里的一切，做了最后的诀别。,They had already put the emotions of the many days they had spent together behind them.,Ormai avevano messo fine ai pensieri che avevano raccolto in tutti quei giorni.,They had already put the emotions of the many days they had spent together behind them.,They had already put the emotions of the many days they had spent together behind them.
,The next time they laid eyes on the other... ...Nothing would be asked of them except pulling that trigger. ,"The next time they laid eyes on each other, ......nothing would be asked of them except pulling that trigger.", The next time they laid eyes on the other.........Nothing would be asked of them except pulling that trigger.,次に二人が、互いの姿を瞳に収めた時。……それは引き金を引くこと以外を求めない。,次に二人が、互いの姿を瞳に収めた時。{n}……それは引き金を引くこと以外を求めない。,Когда они в следующий раз посмотрят друг на друга... ......Им останется только нажать на курок.,"Assim que olhassem um para o outro novamente, ......eles puxariam o gatilho sem desejar por nada mais.","The next time they laid eyes on each other, ......nothing would be asked of them except pulling that trigger.",下次當對方的身影映入兩人視野中之時。{n}……除了扣動扳機之外，再也別無所求。,下次当对方的身影映入两人视野中之时。{n}……除了扣动扳机之外，再也别无所求。,"The next time they laid eyes on each other, ......nothing would be asked of them except pulling that trigger.",La prossima volta che poseranno lo sguardo l'uno sull'altra... non verrà chiesto loro altro che premere il grilletto.,"The next time they laid eyes on each other, ......nothing would be asked of them except pulling that trigger.","The next time they laid eyes on each other, ......nothing would be asked of them except pulling that trigger."
,The only one who still couldn't muster any determination or resolve towards this duel... was Beato. ,The only one who still had no determination or resolution with regard to this duel......was Beato., Beato was the only one who still had no determination or resolution with regard to this duel.,この決闘に、未だに決意と覚悟を持てないのは、……ベアトただ一人だった。,この決闘に、未だに決意と覚悟を持てないのは、……ベアトただ一人だった。,Одна Беато относилась к этому поединку нерешительно и неуверенно.,A única que ainda não estava determinada e preparada para este duelo......era Beato.,The only one who still had no determination or resolution with regard to this duel......was Beato.,對於這場決鬥，仍然缺乏決心和心理準備的，……只有貝阿朵一個人。,对于这场决斗，仍然缺乏决心和心理准备的，……只有贝阿朵一个人。,The only one who still had no determination or resolution with regard to this duel......was Beato.,Beato era l'unica che non aveva ancora alcuna determinazione o risolutezza riguardo a questo duello.,The only one who still had no determination or resolution with regard to this duel......was Beato.,The only one who still had no determination or resolution with regard to this duel......was Beato.
,"The closer that moment came, ...the less she understood. ","The closer that moment came, ......the less she understood."," The closer that moment came, ......the less she understood.",彼女には、……その時が近付けば近付くほどに、……わからなくなるのだ。,彼女には、……その時が近付けば近付くほどに、……わからなくなるのだ。,Чем ближе был этот момент...... тем меньше она понимала.,"Quanto mais a hora se aproximava, ......menos ela entendia.","The closer that moment came, ......the less she understood.",她，……隨著那一刻愈發逼近，……愈發感到迷惑不解。,她，……随着那一刻愈发逼近，……愈发感到迷惑不解。,"The closer that moment came, ......the less she understood.",Più quel momento si avvicinava... meno lei capiva.,"The closer that moment came, ......the less she understood.","The closer that moment came, ......the less she understood."
,The love between George and Shannon wasn't standing in the way of the love between Jessica and Kanon or vice versa. ,The love between George and Shannon wasn't standing in the way of the love between Jessica and Kanon or vice versa., The love between George and Shannon wasn't standing in the way of the love between Jessica and Kanon or vice versa.,譲治と紗音の恋も、朱志香と嘉音の恋も、それぞれは何も邪魔をしない。,譲治と紗音の恋も、朱志香と嘉音の恋も、それぞれは何も邪魔をしない。,"Любовь между Джорджем и Шаннон не стояла на пути любви между Джессикой и Каноном, или наоборот.",O amor entre George e Shannon não estava no caminho do amor de Jessica e Kanon ou vice e versa.,The love between George and Shannon wasn't standing in the way of the love between Jessica and Kanon or vice versa.,讓治和紗音的戀愛，朱志香和嘉音的戀愛，是不會互相妨礙的。,让治和纱音的恋爱，朱志香和嘉音的恋爱，是不会互相妨碍的。,The love between George and Shannon wasn't standing in the way of the love between Jessica and Kanon or vice versa.,"L'amore tra George e Shannon non ostacolava l'amore tra Jessica e Kanon, e viceversa.",The love between George and Shannon wasn't standing in the way of the love between Jessica and Kanon or vice versa.,The love between George and Shannon wasn't standing in the way of the love between Jessica and Kanon or vice versa.
,"...Why, when both sides could find happiness, ...were they being forced to kill each other...? ","......Why, when both sides could find happiness, ......were they forced to kill each other...?","......Why, when both sides could find happiness, ......were they forced to kill each other...?",……双方とも幸せになればいいのに、……どうして殺し合わなければならないのか…？,……双方とも幸せになればいいのに、……どうして殺し合わなければならないのか…？,"......Почему, когда счастье могут обрести обе стороны...... им приходится убивать друг друга?..","......Por que, quando ambos poderiam encontrar a felicidade, ......eles são forçados a matar um ao outro...?","......Why, when both sides could find happiness, ......were they forced to kill each other...?",……只要雙方一起得到幸福就行了，……然而為什麼他們卻必須互相殘殺呢…？,……只要双方一起得到幸福就行了，……然而为什么他们却必须互相残杀呢…？,"......Why, when both sides could find happiness, ......were they forced to kill each other...?","... Perché, sebbene entrambe le coppie potessero trovare la felicità... erano costretti ad uccidersi...?","......Why, when both sides could find happiness, ......were they forced to kill each other...?","......Why, when both sides could find happiness, ......were they forced to kill each other...?"
{f:5:Beatrice},"""...I don't understand. ...I just can't...understand...!"" ","""......I don't understand. ......I just can't.........understand...!""","""......I don't understand. ......I just can't......understand...!""",「……わからないっ。……私にはどうしても、………わからない…！」,「……わからないっ。……私にはどうしても、………わからない…！」,"""......Я не понимаю. ......Я просто...... не могу понять!..""","""......Eu não entendo. ......Eu simplesmente não.........consigo entender...!""","""......I don't understand. ......I just can't.........understand...!""",「……不明白。……我怎麼也，………不明白…！」,「……不明白。……我怎么也，………不明白…！」,"""......I don't understand. ......I just can't.........understand...!""","""... Non capisco. ... Non capisco... affatto...!""","""......I don't understand. ......I just can't.........understand...!""","""......I don't understand. ......I just can't.........understand...!"""
{f:5:Beatrice},"""......Little sister, we are not permitted to do anything but watch..."" ",""".........Little sister... We are not permitted to do anything but watch...""",""".........Little sister... We are not permitted to do anything but watch...""",「………妹よ…。我らには見守ることしか、許されぬ…。」,「………妹よ…。我らには見守ることしか、許されぬ…」,""".........Младшая сестра... Нам позволено лишь наблюдать...""",""".........Irmãzinha... Não temos permissão para fazer nada mais além de assistir...""",""".........Little sister... We are not permitted to do anything but watch...""",「………妹妹啊…。我等只能，在一旁觀望而已…」,「………妹妹啊…。我等只能，在一旁观望而已…」,""".........Little sister... We are not permitted to do anything but watch...""","""... Sorellina... a noi non è permesso fare altro che guardare...""",""".........Little sister... We are not permitted to do anything but watch...""",""".........Little sister... We are not permitted to do anything but watch..."""
{f:5:Beatrice},"""Zepar-san, Furfur-san...! Why...why this duel?! This is no trial of love! You really are demons! You just want to enjoy watching one of the pairs fall apart, don't you...?!!"" ","""Zepar‐san, Furfur‐san...! Why......why this duel?! This is no trial of love! You really are demons! You just want to enjoy watching one of the pairs fall apart...!!""","""Zepar-san, Furfur-san...! Why......why this duel?! This is no trial of love! You really are demons! You just want to enjoy watching one of the pairs fall apart, don't you...?!!""",「ゼパルさん、フルフルさん…！　どうしてこんな、……こんな決闘を？！　こんなの恋の試練じゃない！　やっぱりあなたたちは悪魔なんです！　どちらかの恋人たちを破綻させて、それを見て喜びたいだけの悪魔なんです…！！」,「ゼパルさん、フルフルさん…！　どうしてこんな、……こんな決闘を？！　こんなの恋の試練じゃない！　やっぱりあなたたちは悪魔なんです！　どちらかの恋人たちを破綻させて、それを見て喜びたいだけの悪魔なんです…！！」,"""Зепар, Фурфур!.. Зачем...... зачем нужна эта дуэль?! Это не испытание любви! Вы и вправду демоны! Вы просто получаете удовольствие от наблюдения за тем, как распадается одна из пар!""","""Zepar‐san, Furfur‐san...! Por que......por que este duelo?! Isto não é uma prova de amor! Você são mesmo demônios! Só querem se divertir assistindo um casal se separar...!!""","""Zepar‐san, Furfur‐san...! Why......why this duel?! This is no trial of love! You really are demons! You just want to enjoy watching one of the pairs fall apart...!!""",「賽帕爾大人，芙爾芙爾大人…！為什麼要、……為什麼要進行這種決鬥？！這種決鬥不是戀愛的考驗！你們果然是惡魔！你們只是想看到其中一對戀人被拆散，然後為之歡欣鼓舞的惡魔…！！」,「赛帕尔大人，芙尔芙尔大人…！为什么要、……为什么要进行这种决斗？！这种决斗不是恋爱的考验！你们果然是恶魔！你们只是想看到其中一对恋人被拆散，然后为之欢欣鼓舞的恶魔…！！」,"""Zepar‐san, Furfur‐san...! Why......why this duel?! This is no trial of love! You really are demons! You just want to enjoy watching one of the pairs fall apart...!!""","""Zepar-san, Furfur-san...! Perché... perché questo duello?! Questa non è una prova d'amore! Siete davvero dei demoni! Volete solo divertirvi nel guardare una delle due coppie crollare, non è così...?!!""","""Zepar‐san, Furfur‐san...! Why......why this duel?! This is no trial of love! You really are demons! You just want to enjoy watching one of the pairs fall apart...!!""","""Zepar‐san, Furfur‐san...! Why......why this duel?! This is no trial of love! You really are demons! You just want to enjoy watching one of the pairs fall apart...!!"""
Zepar,"""Silence."" ","""Quiet.""","""Silence.""",「静かに。」,「静かに」,"""Помолчи.""","""Quieta.""","""Quiet.""",「請保持安靜。」,「请保持安静。」,"""Quiet.""","""Silenzio.""","""Quiet.""","""Quiet."""
Furfur,"""You'll get in the way of the lovers."" ","""You'll get in the way of the lovers.""","""You'll get in the way of the lovers.""",「恋人たちの邪魔になるわ。」,「恋人たちの邪魔になるわ」,"""Ты мешаешь влюблённым.""","""Vai atrapalhar os amantes.""","""You'll get in the way of the lovers.""",「會打擾到戀人們的。」,「会打扰到恋人们的。」,"""You'll get in the way of the lovers.""","""Ostacolerai gli amanti.""","""You'll get in the way of the lovers.""","""You'll get in the way of the lovers."""
{f:5:Beatrice},"""You're the ones getting in their way!! One will fall! The one who loves that person will grieve!! If only you two weren't around, no one would be sad!!"" ","""You're the ones getting in their way!! One will fall! The one who loves that person will grieve!! If only you two weren't around, no one would be sad!!""","""You're the ones getting in their way!! One will fall! The one who loves that person will grieve!! If only you two weren't around, no one would be sad!!""",「邪魔をしてるのはあなたたちじゃないですか！！どちらかが倒れる！　倒れた方の恋人たちが嘆き悲しむ！！　あなたたちさえいなければ、誰も悲しまない！！」,「邪魔をしてるのはあなたたちじゃないですか！！　どちらかが倒れる！　倒れた方の恋人たちが嘆き悲しむ！！　あなたたちさえいなければ、誰も悲しまない！！」,"""Им мешаете только вы!!! Один проиграет! Пара этого человека будет горевать! Если бы не вы, никому бы не было грустно!""","""São vocês aqueles no caminho deles!! Um deles vai se separar! Aquele que o ama vai lamentar!! Se vocês não estivessem aqui, ninguém teria que ficaria triste!!""","""You're the ones getting in their way!! One will fall! The one who loves that person will grieve!! If only you two weren't around, no one would be sad!!""",「打擾他們的難道不是你們嗎！！其中一個人會倒下！倒下的那個人的戀人會悲傷欲絕！！如果沒有你們的話，就誰都不會傷心了！！」,「打扰他们的难道不是你们吗！！其中一个人会倒下！倒下的那个人的恋人会悲伤欲绝！！如果没有你们的话，就谁都不会伤心了！！」,"""You're the ones getting in their way!! One will fall! The one who loves that person will grieve!! If only you two weren't around, no one would be sad!!""","""Siete voi che li state ostacolando!! Una persona tra loro cadrà! Colui che ama quella persona ne sarà addolorato!! Se solo voi due non ci foste, nessuno si rattristerebbe!!""","""You're the ones getting in their way!! One will fall! The one who loves that person will grieve!! If only you two weren't around, no one would be sad!!""","""You're the ones getting in their way!! One will fall! The one who loves that person will grieve!! If only you two weren't around, no one would be sad!!"""
,"""""That is not true."""" ","""""That is not true.""""","""""That is not true.""""",「「それは違う。」」,「「それは違う」」,"""""Ошибаешься.""""","""""Isso não é verdade.""""","""""That is not true.""""",「「不是這樣的。」」,「「不是这样的。」」,"""""That is not true.""""","""""Non è vero.""""","""""That is not true.""""","""""That is not true."""""
Zepar,"""If we hadn't set up this duel-"" ","""If we hadn't set up this duel—""","""If we hadn't set up this duel-""",「僕たちが、この決闘を取り持たなかったら、」,「僕たちが、この決闘を取り持たなかったら、」,"""Если бы мы не устроили эту дуэль‐""","""Se este duelo não tivéssemos estabelecido—""","""If we hadn't set up this duel—""",「如果我們，不促成他們進行這場決鬥，」,「如果我们，不促成他们进行这场决斗，」,"""If we hadn't set up this duel—""","""Se non avessimo preparato questo duello-""","""If we hadn't set up this duel—""","""If we hadn't set up this duel—"""
Furfur,"""Then both pairs would have fallen apart. This duel is necessary."" ","""Then both pairs would have fallen apart. This duel is necessary.""","""Then both pairs would have fallen apart. This duel is necessary.""",「二組はどちらも破綻したわ。これは必要な決闘なの。」,「二組はどちらも破綻したわ。これは必要な決闘なの」,"""Распались бы обе пары. Она необходима.""","""Então ambos os pares teriam perecido. Este duelo é necessário.""","""Then both pairs would have fallen apart. This duel is necessary.""",「兩組的戀情都早就失敗了。這是必要的決鬥。」,「两组的恋情都早就失败了。这是必要的决斗。」,"""Then both pairs would have fallen apart. This duel is necessary.""","""Entrambe le coppie sarebbero crollate. Questo duello è necessario.""","""Then both pairs would have fallen apart. This duel is necessary.""","""Then both pairs would have fallen apart. This duel is necessary."""
{f:5:Beatrice},"""I...haven't been able to accept that since the beginning...!! You say their love can't be successful without a miracle of magic?! What does love need other than two people who love each other?! This duel is meaningless!!"" ","""I......haven't been able to accept that since the beginning...!! Do you think love can't succeed without a miracle of magic?! The only thing needed for love......is two who love each other, isn't it?! This duel is meaningless!!""","""I......haven't been able to accept that since the beginning...!! You say their love can't be successful without a miracle of magic?! What does love need other than a pair who love each other?! This duel is meaningless!!""",「私は、……最初から納得できなかったんです…！！　魔法の奇跡がなければ恋って成し遂げられないんですか？！　恋って、愛し合う二人さえいれば、他に何もいらないんじゃないですか？！　この決闘は無意味です！！」,「私は、……最初から納得できなかったんです…！！　魔法の奇跡がなければ恋って成し遂げられないんですか？！　恋って、愛し合う二人さえいれば、他に何もいらないんじゃないんですか？！　この決闘は無意味です！！」,"""Я...... с самого начала не могла с этим смириться!.. Вы сказали, что без чуда магии их любовь не может быть успешной! Что ещё нужно для любви, кроме пары, любящей друг друга?! Эта дуэль бессмысленна!""","""Eu......nunca fui capaz de aceitar isso, desde o começo...!! Vocês acham que o amor não pode existir sem o milagre da magia?! A única coisa necessária para amar......é ambos se amarem, não é?! Este duelo não tem sentido!!""","""I......haven't been able to accept that since the beginning...!! Do you think love can't succeed without a miracle of magic?! The only thing needed for love......is two who love each other, isn't it?! This duel is meaningless!!""",「我，……從最開始就不明白…！！沒有魔法的奇跡戀愛就不會有結果？！戀愛難道不是，除了相愛的兩個人以外，什麼都不需要嗎？！這場決鬥毫無意義！！」,「我，……从最开始就不明白…！！没有魔法的奇迹恋爱就不会有结果？！恋爱难道不是，除了相爱的两个人以外，什么都不需要吗？！这场决斗毫无意义！！」,"""I......haven't been able to accept that since the beginning...!! Do you think love can't succeed without a miracle of magic?! The only thing needed for love......is two who love each other, isn't it?! This duel is meaningless!!""","""Io... non sono stata capace di accettarlo sin dall'inizio...!! Dite che il loro amore non può avere successo senza un miracolo magico?! Di cos'altro ha bisogno l'amore, oltre che di una coppia che si ama?! Questo duello è insensato!!""","""I......haven't been able to accept that since the beginning...!! Do you think love can't succeed without a miracle of magic?! The only thing needed for love......is two who love each other, isn't it?! This duel is meaningless!!""","""I......haven't been able to accept that since the beginning...!! Do you think love can't succeed without a miracle of magic?! The only thing needed for love......is two who love each other, isn't it?! This duel is meaningless!!"""
{f:5:Beatrice},"""So stop it, you two!! Shannon and Kanon both!! Why must you fight each other to the death, when you were once as close as true siblings?! I just can't......understand!!!"" ","""So stop it, you two!! Shannon and Kanon both!! Why do you have to fight each other to the death, when you were once as close as true siblings?! I just can't.........understand!!!""","""So stop it, you two!! Shannon and Kanon both!! Why must you fight each other to the death, when you were once as close as true siblings?! I just can't.........understand!!!""",「だからやめてッ、二人とも！！　紗音も、嘉音も！！　あんなにも、実の姉弟のように仲良しだったあなたたちが、どうして殺しあわなくちゃいけないの？！　私にはどうしても、………わからないッッ！！！」,「だからやめてッ、二人とも！！　紗音も、嘉音も！！　あんなにも、実の姉弟のように仲良しだったあなたたちが、どうして殺しあわなくちゃいけないの？！　私にはどうしても、………わからないッッ！！！」,"""Поэтому остановитесь! Шаннон, Канон! Зачем вам сражаться друг с другом насмерть, если вы когда‐то были близки как настоящие брат и сестра?! Я просто......... не понимаю!!!""","""Parem, vocês dois!! Shannon e Kanon, os dois!! Por que vocês têm que lutar até a morte quando são tão próximos quanto irmãos de verdade?!{n}Eu simplesmente.........não entendo!!!""","""So stop it, you two!! Shannon and Kanon both!! Why do you have to fight each other to the death, when you were once as close as true siblings?! I just can't.........understand!!!""",「所以快住手吧，你們兩個！！紗音也是，嘉音也是！！你們之間的感情就像親姐弟那樣，為什麼非要互相殘殺呢？！我怎麼也，………不明白！！！」,「所以快住手吧，你们两个！！纱音也是，嘉音也是！！你们之间的感情就像亲姐弟那样，为什么非要互相残杀呢？！我怎么也，………不明白！！！」,"""So stop it, you two!! Shannon and Kanon both!! Why do you have to fight each other to the death, when you were once as close as true siblings?! I just can't.........understand!!!""","""Quindi smettetela, voi due!! Shannon, Kanon!! Perché dovete combattere l'uno contro l'altra fino alla morte, se un tempo eravate vicini come dei veri fratelli?! Non riesco... a capire!!!""","""So stop it, you two!! Shannon and Kanon both!! Why do you have to fight each other to the death, when you were once as close as true siblings?! I just can't.........understand!!!""","""So stop it, you two!! Shannon and Kanon both!! Why do you have to fight each other to the death, when you were once as close as true siblings?! I just can't.........understand!!!"""
,"Everyone should have been able to hear Beato's yell. ...However, no one's expression changed. ","Everyone should have been able to hear Beato's yell.{n}......However, no one's expression changed.","Everyone should have been able to hear Beato's yell.......However, no one's expression changed.",ベアトの叫びは、全員の耳に届いたはずだ。……しかし誰も、表情を変えもしなかった。,ベアトの叫びは、全員の耳に届いたはずだ。{n}……しかし誰も、表情を変えもしなかった。,Все они слышали крик Беато.{n}......Однако их выражения не изменились.,Todos devem ter ouvido as súplicas de Beato.{n}......Mas a expressão de nenhum deles mudou.,"Everyone should have been able to hear Beato's yell.{n}......However, no one's expression changed.",貝阿朵的叫聲，所有人應該都聽到了的。{n}……但是所有人的表情都毫無變化。,贝阿朵的叫声，所有人应该都听到了的。{n}……但是所有人的表情都毫无变化。,"Everyone should have been able to hear Beato's yell.{n}......However, no one's expression changed.",Tutti avrebbero dovuto sentire le urla di Beato. ... Ma nessuno cambiò la propria espressione.,"Everyone should have been able to hear Beato's yell.{n}......However, no one's expression changed.","Everyone should have been able to hear Beato's yell.{n}......However, no one's expression changed."
