Speaker,Steam (ST)
{f:5:Bernkastel},"I've gotten bored with these sluggish repeating games that you and the former Beato made. ...So we're raising the stakes and settling it all at once."" "
{f:5:Lambdadelta},"""...Well, that is true. ...If Battler {i:makes it through} this game, it'll mean that Battler has ""won"" Beato's game, and the game will end. ...In a sense, it's a showdown you can't escape, right...?"" "
Ushiromiya Battler,"""...... ...I see your position. ...Are you okay with that, Erika?"" "
Furudo Erika,"""......Y-Yes, of course. ...In order to regain my master's trust in me, which was lost by my previous defeat, ...I-I will risk even my own destruction..."" "
Ushiromiya Battler,"""Is that of your own will...?"" "
Furudo Erika,""".........!"" "
{f:5:Lambdadelta},"""........."" "
{f:5:Bernkastel},"""......What's wrong, Erika? Answer him, okay...?"" "
Furudo Erika,"""......O-Obviously. This is my own will. ...I certainly will not lose... ...Even without the detective proclamation, ...I-I will defeat you no matter what...!!"" "
{f:5:Beatrice},"""......Battler-san......"" "
Ushiromiya Battler,"""...... ...Sure, that's fine. If that's what you want, I'll accept that challenge."" "
Furudo Erika,""".........! ...Th-Thank you very much. I'll make sure you regret it."" "
{f:5:Lambdadelta},"""After all, when Battler played for the Human side, he never had anything as convenient as the detective's authority. All he was allowed to do was use the blue truth and demand that Beato repeat things he said."" "
{f:5:Bernkastel},"""Exactly. In a way, the last game was unfair. ......We failed to win despite that, which is why it was no different from a loss."" "
Furudo Erika,"""........."" "
Ushiromiya Battler,"""Do what you want. If you feel like making a detective proclamation, do it whenever you like. ...I understand that you're holding it in reserve at the moment."" "
Furudo Erika,"""As if...I'd use such a thing... Against an opponent like you..."" "
Ushiromiya Battler,"""........."" "
{f:5:Bernkastel},"""Then get started, you two. I'm already starting to get bored."" "
Furudo Erika,"""...Leave it to me, my master...!! I will destroy the Illusion of the Witch for you without fail...!"" "
,George and Jessica had been the ones knocking on Erika's door. 
,"They were asking whether Battler and Maria had come to this room. ...Of course, they hadn't. "
Ushiromiya George,"""A good while ago, they went downstairs, saying they wanted to get something to drink. We thought they might've come to your room..."" "
Furudo Erika,"""Of course not, why would they? ...Are you sure they didn't go to the mansion?"" "
Ushiromiya Jessica,"""We called the servant room and dining hall of the mansion, but no one picked up..."" "
Furudo Erika,"""...Please stay here, you two. I'm going to go check the mansion."" "
Ushiromiya George,"""H-Hey, it's dangerous to go out this late."" "
Furudo Erika,"""How could a stranger sneak into this sealed-off island? Stay in that cousin room of yours. I'll contact you if anything happens. Also, tell the servants in the guesthouse servant room not to leave the building. Bye."" "
Ushiromiya Jessica,"""W-Wait a second, Erika-san...?!!"" "
Ushiromiya George,"""......She's a strange kid."" "
,"After speaking her mind and not listening to anything else, Erika had dashed down the stairs and rushed outside. "
Furudo Erika,"""...The first twilight usually starts in the morning, but it looks like we've got an early fight this time. ...No crime has occurred in the guesthouse. So, that means the stage of the tragedy is in the mansion..."" "
,"Though she had an umbrella up, Erika got drenched as she sprinted. "
,She brashly licked the raindrops that dripped down her face... 
,...Erika was at her most energetic... 
,"According to her memory from the previous game, the entrance hall to the mansion would be locked after the start of the family conference. "
,"However, the lock was undone this time. "
,"...Had someone unlocked it, or had the lock not been set, or had it not been possible to set the lock? "
Furudo Erika,"""Well, no point thinking about it now. After all, that might just be a whim of the Game Master's."" "
,"As soon as she entered the entrance hall, the door to the parlor opened violently. Out of it flew Gohda's large body. "
Furudo Erika,"""Ah, good evening, Gohda-san. Is something the matter?"" "
Gohda Toshiro,"""A-Awawawa, awawawa!! P-Police, ...ambulance...!! Awawawawawa!!"" "
,That expression really is wonderfully pathetic. Just perfect for the first one to discover the crime. 
Furudo Erika,"""Please calm down. How could the police or an ambulance get to an isolated island inside a typhoon? I'm sure the phones are out anyway, so please calm yourself."" "
,Yells from Krauss and Rudolf's group could be heard from the parlor. 
,Their shaken appearance perfectly signified the coming of the first twilight... 
Furudo Erika,"""Well then, give me the victims, the scene, and a reconstruction of the situation."" "
Ushiromiya Battler,"""...Those who left to take a break didn't come back, so the adults went to the parlor. When they did, the door was sealed from the inside, and they couldn't open it. You'll see later, but the hat stand in the parlor had been used to bar the double doors from the inside."" "
Furudo Erika,"""So you're trying to say that the door was blocked from the inside, and the windows were also locked from the inside...?"" "
Ushiromiya Battler,"""That's it. ...When they went around and looked into the parlor through the window, they saw Rosa lying on the sofa in an unnatural position, with blood pouring from her forehead. ...They then smashed the glass, entered the parlor, and discovered that Maria was also there, lying by the wall and covered in blood."" "
Furudo Erika,"""...Got it. Yes, that would make them yell. And the other crime scenes?"" "
Ushiromiya Battler,"""The entrance wasn't locked when you came into the mansion because they went out through it to check the parlor from the outside. ...It had been locked before they left through it, so there was a chance that the others who had gone missing were lying elsewhere within the mansion, and the adults are now searching the entire building..."" "
Furudo Erika,"""So, do the places the victims died match that long, crazy delusion you showed earlier?"" "
Ushiromiya Battler,"""...They match."" "
Furudo Erika,"""Rosa and Maria were in the parlor. Beyond that, ...Natsuhi was in her own room, and Kyrie was in Krauss's study. Eva was in the rose garden...no, wait, she was moved to the VIP room, wasn't she?"" "
Ushiromiya Battler,"""Yes. Eva's corpse was found in the VIP room."" "
Furudo Erika,"""That makes five victims. Ah, that's one short for the first twilight. Who's the sixth person, and where?"" "
Gohda Toshiro,"""......?! Krauss-sama! The chain on this room is also set...!"" "
Ushiromiya Rudolf,"""Cut it!! The culprit might be hiding in there!!"" "
Ushiromiya Krauss,"""Gohda, do it!"" "
,Rudolf and Krauss had brought Winchesters from Kinzo's prized collection. 
,"They yelled at Gohda, who was carrying the wire cutters, to cut the chain. "
,The victims had been found one after another at several locations inside the mansion. 
,"The men who had lost their wives searched through the mansion in a rage, looking for the culprit. "
,This was...a guest room. 
,"It had previously been a room where the relatives would stay, but it hadn't been used much since the construction of the guesthouse. "
,This forgotten room had been sealed from the inside by the chain... 
Gohda Toshiro,"""...Nnnnng, ...hyaahh!!"" "
,"As soon as the chain was cut, Rudolf pushed Gohda aside and flew into the room. "
Ushiromiya Rudolf,"""Is anyone there?! Get out here...!!"" "
Ushiromiya Krauss,"""There's someone on the bed...!"" "
Ushiromiya Rudolf,"""Let's get some light, Aniki...!"" "
,"When Krauss pushed a switch on the wall, ...the guest room lit up, and the figure lying on the bed came into view... "
Ushiromiya Rudolf,"""B-Battler...!! ...D-Dammit, ...what are you doing...in a place like this...?"" "
,"Rudolf's knees crumpled, and he fell over Battler's corpse. "
,No words could console him as he cried with a mad sorrow... 
,"...In a single night, ...he had lost both his wife and his son. "
,"During this time, Krauss checked the window and the bathroom...and searched the closet to find if anyone was hiding there, but found no one... "
Ushiromiya Rudolf,"""Battleeer, ...Battleeeeeeer... Dammiiiiit, ...aaaaaaahhhhh..."" "
Gohda Toshiro,"""...H-How sad..."" "
Ushiromiya Krauss,"""...I can't believe it, ...but this room is also...a closed room."" "
Gohda Toshiro,"""...Wh-What, again...?!"" "
Ushiromiya Krauss,"""Yes... My study, where Kyrie-san was, Natsuhi's room, the VIP room with Eva, the parlor with Rosa and her daughter... ...And now Battler-kun in this guest room. ...They're all closed rooms, aren't they...? ...I don't...understand... It couldn't be suicide, could it...?!"" "
Ushiromiya Rudolf,"""That's impossible...!! How could this be a suicide?! Aaaaggggghhh, ...Battleeeeeeer..."" "
Furudo Erika,"""Oh, ...there's a surprise. To think that you yourself would be the sixth person."" "
Ushiromiya Battler,"""It's more interesting to kill yourself off every now and then."" "
{f:5:Beatrice},"""And all of the crime scenes are closed rooms. ...It's a murder that couldn't have been performed without magic."" "
Furudo Erika,"""Hmph, isn't seeing through that the point of this game? ...In other words, it must be a murder that could've been performed without magic. ...After all, if it really could be done only with magic, this wouldn't be a game."" "
Ushiromiya Battler,"""...That's an interesting thought. ...Yes, that is the sort of game we've been playing."" "
,This game is fair. 
,The goal is to explain without magic the strange crimes that are claimed to be caused with magic. 
,"{i:If that couldn't be done}, it wouldn't be a game. "
,"In other words, as Erika had said, they must be murders that could've been performed without magic... "
,"...To turn it around, the witch side had a certain responsibility. "
,They had to make a crime that could be {i:reproduced with tricks and not magic}. 
,"Unless the Human side could see through to those tricks, the witch side could use all kinds of magic and illusions. "
,"...In other words, in order to carry out a closed room murder with magic... It was necessary to create a crime that would be possible by Human hands. "
Ushiromiya Ange,"""......Now I understand. I see why, when I ordered the Seven Sisters to kill my classmates back at Saint Lucia's, ...they couldn't do what I told them. ...And I understand the meaning of Mammon's words."" "
{f:5:Featherine},"""""Magic can only do what you can accomplish by your own hands"", ...is that it?"" "
,"At that time, if I had possessed the determination to kill my classmates... no, that's not it. "
,"At that time, if I had been capable of killing my classmates... Capable of pulling it off... "
,...Then the Seven Sisters of Purgatory would probably have pulled it off for me. 
,They could only accomplish what I could do myself. 
,"...No, that's not it either. They could take what I had accomplished and turn it into ""magic"". "
,"However, because there had been a great number of witnesses in that classroom, it would probably have been impossible. ...It would have been burned by that anti-magic toxin Maria onee-chan and the others always talk about. "
,"However, ...if I had called those classmates out somewhere without witnesses, ...and if I had succeeded in murder... "
,"At that point, ""the Seven Sisters of Purgatory would be capable of carrying out a magical murder""... "
Ushiromiya Ange,"""...Even with magic, witches cannot do things that they cannot accomplish by themselves. ...They can only ""adorn"" things they're capable of doing with magic."" "
{f:5:Featherine},"""...Interesting. ...And that is because those who accomplish something without using magic...later claim that magic was used and call themselves witches."" "
{f:5:Featherine},"""This Erika person has understood that since the beginning. ...That's why she will never surrender to witches. ...She is confident that it must be explainable with tricks. The old Battler was toyed with so frequently because he did not possess that conviction..."" "
Ushiromiya Ange,"""...Once you see through that rule, the witch loses any chance at victory. ...That's why they have to make their opponent surrender before they see the truth of that rule. ...The longer the match is drawn out, ...and the more hints are given, ...the greater the witch's overwhelming disadvantage becomes..."" "
,"Once again, this reasoning keeps spinning around in circles. "
,...Why did Beato let this game get drawn out until she lost? 
,......... 
,"Many victims had been found, and the mansion was still wrapped in chaos. "
,"Hideyoshi's group seemed to have gone to the guesthouse, worrying about the safety of the kids there. "
,"Krauss and Rudolf's group was in the hall, talking about what should be done next... "
,"During a short gap in this chaos, ......Erika dashed all about the mansion. "
,She was checking the crime scenes. 
,"Normally, with the detective's authority, Erika had the right to openly investigate the crime scenes to her heart's content. "
,"However, this time, she hadn't yet made use of that authority. ...She was a guest and an outsider, so there was little to no chance that she would be allowed to investigate. "
,"So, she was forced to quickly check all of the crime scenes now, while she could still run about as she pleased. "
,"In the servant room, there had been a clear folder containing a sketch of the mansion's interior. "
,"Because she had borrowed that, she knew the locations of all the rooms... "
,"Erika skillfully made her way through the mansion, dashing into each crime scene in turn... "
Dlanor,"""Lady {f:5:Erika}, ...I believe you know, but allow me to warn you just in {f:5:case}."" "
Furudo Erika,"""Yes? What is it?"" "
Dlanor,"""It is true that you have an incredible photographic {f:5:memory}, Lady {f:5:Erika}. ...That, combined with the detective proclamation, is what made it possible for you to avoid being deceived by {f:5:anything}."" "
Furudo Erika,"""Yeah, I get it. ...Since no detective proclamation has been made about me, even my photographic memory doesn't count as foolproof evidence. Of course, I understand that. ...Still, that doesn't mean I can afford to miss viewing the crime scenes directly."" "
Furudo Erika,"""...After all, in the last game, my pride in that regard led me to a truly miserable failure."" "
Dlanor,"""For example, by this argument, no matter how well you examine a person's corpse, you could not even guarantee that they were not faking their death with absolute {f:5:certainty}. Most probably, features of this situation must be individually confirmed by telling Battler to repeat them in {f:5:red}."" "
Furudo Erika,"""And I'll need to use the blue truth liberally in order to make him. ...I understand. Let's start with the basics. ...The lack of the detective's authority is no handicap. It simply means that I'm fighting under the same conditions Battler once was."" "
,Yes. This fight...is retracing the old days when Battler and Beato fought so fiercely. 
,I have nothing as convenient as the detective's authority. 
,...I just have to truly fight the same way the old Battler fought. 
,"Thinking of it this way, it may be true that I was given quite a favorable, unfair position last game, just as my master has said... "
,"It may be difficult without the detective's authority, which is also my pride and honor as a detective. "
,But I won't let that be a handicap. 
,"I know what magic is, and I'm fully aware of how to fight with the red and blue truths. "
,I know the way to fight in this game many times better than the old Battler did... 
,"I quickly visited the VIP room, Krauss's study, and Natsuhi's room on the second floor, as well as the parlor and the guest room on the first floor, this time checking with my own eyes, as I had failed to do in the last game... "
,"First off, all of the scenes were made to look like closed rooms. "
,Probably of special note was the fact that the master keys could have had nothing to do with the trick. 
,The closed rooms were all made without relying on any elements that could be locked or unlocked from the outside by a master key or something else. 
,"The windows were locked from the inside, and the doors were all locked and chained. "
,"A master key could get around all the locks on the doors, but not the window locks or the chain locks. "
,"I haven't yet had Battler confirm that it's impossible to manipulate those from the outside, ...but I'm sure he'll be able to say it in red. It'd be stupid otherwise. "
Furudo Erika,"""...I understand. Right now, I am a mere Human. ...I can't even properly confirm the death of the corpses."" "
,"...Last time, I neglected to check the corpses...and let a massive bit of ""magic"" get by me. "
,I won't fail like that again... 
,"If I did, ...I wouldn't be able to face the master I am so indebted to... "
Dlanor,"""We have checked all of the scenes and finished gathering {f:5:information}. Here is our {f:5:report}."" "
Furudo Erika,"""Go ahead."" "
Dlanor,"""First, all of the rooms were closed rooms formed by the window locks and chain locks and the like, so that ""interference from the outside would be {f:5:difficult}"". The only exception is the parlor, where Rosa and Maria lay {f:5:dead}."" "
Gertrude,"""Please, allow me to speak. Let it be known that the door was barred with a hat stand."" "
Cornelia,"""It is thought to be substantially the same as a chain lock, in that it can only be set from the inside."" "
Dlanor,"""It is probably their goal to construct closed rooms where explanations using master keys are made completely {f:5:ineffective}. The parlor has no chain lock due to its very nature, so it is natural that something else would be used in the chain's {f:5:place}."" "
Furudo Erika,"""...In that case, the interesting question becomes why one of the other rooms with chain locks wasn't chosen to be a closed room. There were several guest rooms other than the one Battler lay dead in, all with similar layouts, correct?"" "
Dlanor,"""Yes, that is {f:5:correct}."" "
Furudo Erika,"""In that case, even though it should've been more beautiful to throw them in there, so that everyone would be inside a chain lock closed room, they did not. ...That hat stand door bar in the parlor seems very suspicious. I should probably pursue this when demanding red truths. Also, we have corpses, ...but are they the same absolute deaths with their necks sliced open like in the last game, which could be confirmed even without the detective's authority?"" "
,"Of course, she had checked all of the corpses in all of the crime scenes this time. "
,"...However, without the detective's authority, she had no guarantee that she would be able to see through any faked deaths ""with certainty""... "
,The old Battler had also started fighting by doubting whether the victims were truly dead. 
,It was the same for Erika... 
Gertrude,"""Please, allow me to speak. Know that there were no corpses that could have been confirmed dead with certainty by physical means."" "
Cornelia,"""Please, allow me to speak. We cannot deny the possibility that any one of these corpses might be a faked death."" "
Furudo Erika,"""...Well, I doubt Battler will easily confirm their deaths in red even if I tell him to. ...Sheesh..."" "
{f:5:Lambdadelta},"""I liked Beato's chain of six closed rooms better. ...However, these closed rooms are even more complete, considering that master keys don't help you at all."" "
{f:5:Bernkastel},"""...There are two general ways of breaking closed rooms that Battler might be after. ...An illusion of a closed room, or an illusion of a crime. It'll be one of those."" "
{f:5:Lambdadelta},"""I get the first one. That's when something looks like a closed room, but it actually isn't, right? What do you mean by an illusion of a crime?"" "
{f:5:Bernkastel},"""......An illusion that makes it seem as though a crime has occurred. In other words, are they really dead?"" "
{f:5:Lambdadelta},"""Well that's dumb. If the people inside are alive, handling any kind of closed room is like pissing in a toilet. ...Still, with this closed room, it's pretty hard to think of any other answer."" "
{f:5:Bernkastel},"""What about the endless possibilities of manipulating the chain lock from the outside? We don't know if there are secret doors, ways to kill from a distance, chances of suicide, or even whether these are complete closed rooms in the first place."" "
{f:5:Lambdadelta},"""...I already know, since I'm looking at Battler's game board from the underside, but these are perfect closed rooms. They can only be constructed from the inside, and there exists no method by which to construct, deconstruct, or interfere with them from the outside."" "
{f:5:Bernkastel},"""Can you say that in red?"" "
{f:5:Lambdadelta},"""That'd be a little too rude to Battler, so no. If you do love me, you must see my words as red truth already, right...?"" "
{f:5:Bernkastel},"""......Then the closed rooms are perfect. In other words, this is an illusion of a crime."" "
{f:5:Lambdadelta},"""It does seem that way. If so, these are all trick closed rooms. ...Doesn't this mean that everyone got so pissed at Erika bragging about detectives and stuff that they joined together and set up a fake murder to make fun of her? Oh, is that the right answer? I'm, like, a super detective~"" "
{f:5:Bernkastel},"""Unfortunately, ...this isn't a fake. The victims really have been killed."" "
{f:5:Lambdadelta},"""Huh?! And you don't mean by 24:00 on the second day, right?"" "
{f:5:Bernkastel},"""No detective proclamation has been made, but she's very accurate when examining corpses. She's good enough that I could give her examinations the red truth."" "
{f:5:Lambdadelta},"""So? Does that mean that they were definitely dead when Erika examined their corpses?"" "
{f:5:Bernkastel},"""Yes, that's right. Totally."" "
{f:5:Lambdadelta},"""But you won't say it in red for her, riiight? *giggle* And that poor Erika must want it so bad."" "
{f:5:Bernkastel},"""Well, she isn't even the detective this time around. I won't give her any red. *giggle*giggle*."" "
{f:5:Lambdadelta},"""Still, ...that makes it incredible. This time, ...Battler's really made a perfect closed room!"" "
{f:5:Bernkastel},"""...Oh, yes, I believe you're right."" "
{f:5:Lambdadelta},"""Will Erika be okay? It looks like an ordinary closed room murder at a glance, ......but this one is pretty nasty. Won't this load be a bit too heavy for Erika without her detective's authority...?"" "
{f:5:Bernkastel},"""She is a self-proclaimed detective. I'm sure she'll pull through. ......If Battler and Beato are defeated by a mere Human who isn't even a detective, they'd fall apart in the most exquisite way, don't you think?"" "
{f:5:Lambdadelta},"""...And even if Erika loses, you get to play by throwing her into the worst Fragment and knocking her into the depths of oblivion?"" "
{f:5:Bernkastel},"""Exactly. No matter how it turns out, it won't be boring."" "
{f:5:Lambdadelta},"""You really are heartless, aren't you? ...Well, wringing out this black cat like a towel and licking up every last drop is bliss to me!"" "
{f:5:Bernkastel},"""Beato's game board did entertain me for quite some time, ...but we've already wrung everything we can from it."" "
{f:5:Bernkastel},"""...It'll be over with this game. So, in the end, we really must let Battler and Erika bet everything in one final face-off."" "
{f:5:Lambdadelta},"""...Tch. And I wanted to play with you forever in this game. ...What a shame."" "
{f:5:Bernkastel},"""Come now. I've spent plenty of time with you already. ...Go find me another interesting game. If you do, I'll play with you again..."" "
{f:5:Lambdadelta},"""Ah, ......yes, you really don't let me get bored. ...That's okay, {f:5:Bernkastel}. Seeing your face twist with anguish is the one forbidden honey I've found for myself."" "
,{f:5:Lambdadelta} had guaranteed that it was a perfect closed room. {f:5:Bernkastel} had guaranteed that it was a perfect murder. 
,"A perfect ""closed room"" and ""murder"". "
,"The witches hate a killjoy, so they haven't said anything with the red truth yet. "
,...Pursuing that was the role for Battler and Erika... 
Ushiromiya Battler,"""Looks like you've trampled all over the crime scenes by now. ...Satisfied? Is your inspection complete?"" "
Furudo Erika,"""Yes, I'm satisfied. So, about our war of red and blue. Shall we start right away? Or do it all at the end?"" "
Ushiromiya Battler,"""I don't like putting things off. I think the same goes for you."" "
Furudo Erika,"""Then let's get started with the closed rooms of the first twilight. ...First, I'd like to check. Do you intend to respond if I ask you to repeat something in red?"" "
Ushiromiya Battler,"""Depending on what you say, yes. I have no obligation to respond to everything, and I won't reveal my reasons when I refuse."" "
Furudo Erika,"""<Good>. ...Then let's start simple and confirm the definition of a closed room. Dlanor! Please read it aloud."" "
Dlanor,"""{f:5:Understood}. ...We demand that the following be {f:5:repeated}."" "
,"Dlanor spread out one of those scrolls that some official would always spread out when announcing the king in Western fairy tales, and read it aloud. "
Dlanor,"""First. ""The rooms with the six people in them are all closed {f:5:rooms}""."" "
Ushiromiya Battler,"""{p:1:Acknowledged}. Of course, that's only until Gohda and the others severed the chains and destroyed the closed rooms."" "
,"At a nod from Dlanor, Cornelia, who stood behind her, started taking notes. "
Dlanor,"""Second. ""The definition of a closed room implies that it is impossible to construct from the {f:5:outside}""."" "
Ushiromiya Battler,"""{p:1:Acknowledged.}"" "
{f:5:Beatrice},"""...In other words, no trickery done from the outside can construct a closed room. It is not permitted for a chain lock to be reset from the outside by a cleverly used wire, for example."" "
Furudo Erika,"""I didn't need you to tell me that. Dlanor, please continue."" "
Dlanor,"""Third. ""The definition of a closed room implies that all forms of interference that pass between the inside and outside of the room are {f:5:prevented}""."" "
Ushiromiya Battler,"""{p:1:Acknowledged}. However, I won't deny the kinds of interference that you'd expect from a normal room, such as knocks, voices, and the extension telephone line."" "
Dlanor,"""Fourth. ""At the time of the deconstruction of the closed rooms, none existed within the rooms except the {f:5:victims} (Natsuhi, Eva, Kyrie, Rosa, Maria, Battler)""."" "
Ushiromiya Battler,"""{p:1:Acknowledged}."" "
,"In this way, they could confirm whether or not the culprit had been hiding inside a closed room. "
,"If the culprit had slipped out of the room after the discoverers had noticed the murders and then walked away, it would have been possible to construct an illusion of a closed room. "
,"Because Battler had acknowledged their statement with the red truth, the possibility that the culprit and the victim had both been inside the closed room at the time of the crime, and that the culprit had hidden under the bed and snuck out after the discovery of the crime... had been denied. "
Dlanor,"""Fifth. ""No murder was committed after the deconstruction of the closed {f:5:rooms}""."" "
Ushiromiya Battler,"""I refuse."" "
Furudo Erika,"""...Why? Because the victims really were alive after the closed rooms were destroyed? So, Krauss and the others who barged in were the culprits and committed the murders then. In other words, they were post-closed room murders. Is that why you refuse...?!"" "
{f:5:Beatrice},"""Not at all. The murders will continue to occur, so we cannot say in red that no murders will happen after this."" "
Furudo Erika,"""...Sheesh, what twisted logic. You probably see what we're getting at. {p:2:Krauss's group cut the chain and destroyed the closed rooms, then killed the people inside}. I just want you to counter this."" "
Dlanor,"""Lady {f:5:Erika}, ...it is insufficient to refer to ""Krauss's group"", an unspecified number of {f:5:people}. You should first determine which humans entered the room after the closed room was {f:5:deconstructed}."" "
Gertrude,"""Allow me to speak. ...Excepting the victims, those who entered the closed rooms were Krauss, Rudolf, Hideyoshi, and Gohda."" "
Cornelia,"""Allow me to speak. This is based on spoken testimony. Know that there is no proof that others did not enter."" "
Furudo Erika,"""I know that already. Let's have you repeat that. ...""After the deconstruction of the closed rooms, then excluding me, only Krauss, Rudolf, Hideyoshi, and Gohda entered the rooms""."" "
Ushiromiya Battler,"""Sure. {p:1:Acknowledged}. However, this only applies to the current point in time. It's possible that some later development in the game will cause more people to enter."" "
Furudo Erika,"""Repeat it. ""Krauss, Rudolf, Hideyoshi, and Gohda are not culprits""."" "
Ushiromiya Battler,"""........."" "
,"Battler put his finger on his chin, deep in thought. "
,"This word ""culprit"" was fairly broad. And it might serve to greatly restrict the darkness of the witch. "
{f:5:Beatrice},"""......Why not answer? If we refuse, their blue truth naming Krauss and the others as the culprits will remain."" "
Ushiromiya Battler,"""...... ...Sure. ...I'll acknowledge it, but I'll make the language more strict. {p:1:Krauss, Rudolf, Hideyoshi, and Gohda... were not involved in the murders of Natsuhi, Eva, Kyrie, Rosa, Maria, and Battler.}"" "
Furudo Erika,"""And that means, 'it was also impossible for any of the other humans, who didn't even enter the closed room, to have been involved with murder', doesn't it?"" "
Ushiromiya Battler,"""Who knows. Think about it yourself. If you think you can build up some blue truth for how a closed room murder can be committed without entering the room, then I'll respond with the red truth. "
Ushiromiya Battler,"...However, I only need to destroy one of the blue truths you'll be presenting from here on out. In other words, even if you do manage to use the blue truth and explain this away with some long-distance closed room murder trick X, I don't necessarily have to counter that with the red truth."" "
,These are the rules of the witch's game. 
,Ange had confirmed these details with Beato in the fourth game. 
,The witch side lays out riddle after riddle that it claims are impossible to carry out except by magic. 
,The human side must use the blue truth to argue that they are explainable with tricks. 
,"And if they fail to make a counterargument with the blue truth for even one of the riddles, that riddle will be considered to have been ""done by magic"", and it will be impossible to deny the existence of a witch... "
,"In other words, the witch side only needs to protect any one of its riddles. "
,"However, the human side has to fully explain all riddles with the blue truth. "
,"And even if the human side manages to explain all of the riddles with the blue truth, if any one of those is successfully countered by the red truth, the witch will win. "
,"That was why, like the strategy the old Beato had adopted at the end, it was sufficient for the witch side to put off their red text counterarguments until the very last moment, then make a single strike at their opponent's most fragile spot... "
Furudo Erika,"""In any event, ...you've refused to repeat that last one, right?"" "
Ushiromiya Battler,"""Don't get the wrong idea. I don't give out red for free."" "
Furudo Erika,"""...Ggh..."" "
,"From the witch side's perspective, repeating statements made by the human side is just a supplement to make sure that they haven't misunderstood the question. "
,"Therefore, they had no obligation to respond to extremely broad demands... "
Furudo Erika,"""...Not bad. ...Looks like you can handle being a player on the witch side pretty well too."" "
Ushiromiya Battler,"""Your experience is no match for mine."" "
Furudo Erika,"""Tch...! Dlanor!"" "
Dlanor,"""Let us {f:5:continue}. Next, ""the victims did not die by any method other than {f:5:homicide}""."" "
Ushiromiya Battler,"""{p:1:Acknowledged}."" "
{f:5:Beatrice},"""Of course, there were no suicides or accidental deaths."" "
Dlanor,"""Seventh, 'the victims-"" "
Furudo Erika,"""That's enough, Dlanor."" "
Dlanor,"""...Are you {f:5:sure}? There are still {f:5:items}..."" "
Furudo Erika,"""Yes, that will do fine. I've confirmed the status of the crime scene. From here on, it's time for me to argue back with the blue truth."" "
Ushiromiya Battler,"""Sure, fine. Let me hear your masterful theories."" "
,"Though Battler and Erika were enemies, ...it looked to Beato as though they were having a little fun doing this. "
,...She was probably slightly jealous of Erika. 
,"Beato thought back on the books she had read in {f:5:Featherine}'s library, in which the old her and Battler had fought. ...That must have been fun as well. "
,"During a short break in the family conference, a horrible, brutal mass murder had occurred... "
,"The six people killed, excluding Battler, had all been women... "
,"The remaining men went mad with rage at this cowardice, then broke down sobbing at the sadness of losing their wives, ...over and over again... "
Ushiromiya Hideyoshi,"""Why were they all women...? How cowardly can a person be...?"" "
Ushiromiya Rudolf,"""What's wrong with us?! Here we are, under the same roof, and we're just smoking away, not noticing that members of our own family are getting killed...dammit!!"" "
Ushiromiya Krauss,"""...But...who...and how...? They were not unguarded... The chain was set for all of them..."" "
Ushiromiya Rudolf,"""Who gives a damn about that?! I don't care how they were killed, I just wanna know who did it!!"" "
Ushiromiya Hideyoshi,"""Hey, Genji-san, Gohda-san. Were the doors and windows to the mansion all locked during the family conference...?"" "
Gohda Toshiro,"""Y-Yes. There can be no doubt...!"" "
