Speaker,Steam (ST)
Ushiromiya Eva,"""Nnggggggggggghhhh...!! I-Is it my fault? Sorry, Ange-chan... But look, we got a medal, so please forgive me."" "
,We got another medal. Just how many have we gotten so far? But we still have a lot left to get. Next up is Shannon. 
Shannon,"""Mine isn't that hard, so you can relax."" "
Kanon,"""After all, you managed to think it up."" "
Shannon,"""Y-You're making fun of me...! Then do you want to have a go at it too, Kanon-kun?"" "
Kanon,"""Bring it on."" "
Ushiromiya Eva,"""It sounds like you'll be able to understand it this time, Ange-chan. I'll stick to giving hints again."" "
Ushiromiya Ange,"""Okay, I'll do my best. I'll solve it. Another medal for me."" "
Shannon,"""Let's go then. Listen carefully..."" "
Ushiromiya Ange,"""I don't get it. What do the letters mean...?"" "
Kanon,"""...Could it be the first letter of each word?"" "
Ushiromiya Eva,"""That's what I thought at first. White chocolate starts with ""W"", pepper jack starts with ""P"", and anchovy starts with ""A"". But then, how do you explain lemonade being ""O""?"" "
Shannon,"""Heheheheheheheh. Do you get it?"" "
Ushiromiya Ange,"""Don't you have any more hints for me?"" "
Shannon,"""I do. I'll teach you the letters for some other foods. First, walnut cake is ""W"". Albacore tuna is an ""A"". For ""P"", how about picante potatoes? Iced green tea can be an ""I"". Heheheheheheheh......"" "
Ushiromiya Eva,"""It really does sound like the first letter is the key... But then how do you explain black coffee being ""I""......?"" "
Ushiromiya Ange,"""......I love ""W"" foods. Cream cakes are ""W"", right?"" "
Shannon,"""That's right."" "
Kanon,"""So, it isn't the first letter after all..."" "
Ushiromiya Eva,"""What's going on? What is this ""W"" group? White chocolate and walnut cake, right? Are these desserts? Treats? ""A"" is anchovy pizza and albacore tuna? ""P"" is picante potatoes and piri piri chicken curry, and ""I"" is coffee and green tea? Just what are these groups??"" "
Ushiromiya Ange,"""......I sort of get it, but I sort of don't. ......It's a little annoying."" "
Shannon,"""One last hint. Have you ever had lemonade to drink?"" "
Ushiromiya Ange,"""I have. I thought it was just going to be sweet, so I was really surprised. I'll never drink it again."" "
Ushiromiya Eva,"""...Ah, ...I've got it! Ange-chan, thank you. Thanks to you, I've probably figured it out!"" "
Shannon,"""Giving up? What about you, Kanon-kun?"" "
Kanon,"""...I don't get it. ...I think I almost do, but..."" "
Ushiromiya Ange,"""Yeah. I almost know what all the groups mean, but I can't figure out that last step."" "
Ushiromiya Eva,"""It's...tastes, right?"" "
Shannon,"""Yes, that's right. Have you figured it out now, Ange-sama and Kanon-kun?"" "
Ushiromiya Ange,"""I don't get it! What is it, Aunt Eva? Tell me!"" "
Ushiromiya Eva,"""Everything in the ""W"" group is sweet, right? So, what about the ""A"" group? The ""P"" group?"" "
Kanon,""".........I see, so that's what it was... Not bad, coming from you, Nee‐san..."" "
Shannon,"""Why don't you try saying ""sorry for making fun of you""? If you don't, I'll make all your meals ""O"" and ""I""."" "
Ushiromiya Eva,"""‘O’ is one thing, but eating ""I"" all the time would be awful."" "
,"In the end, Kanon caved under the threat of ""I"" cooking and was forced to apologize to Shannon. "
,Ange was still confused. 
,No point thinking about it anymore. 
,I've got to pull myself together and take a shot at the next one. 
Ushiromiya Eva,"""See, Ange-chan? Think about the tastes of all these foods! How does white chocolate taste?"" "
Ushiromiya Ange,"""Sweet."" "
Ushiromiya Eva,"""And what about anchovy pizza?"" "
Ushiromiya Ange,"""Salty."" "
Ushiromiya Eva,"""Then how about piri piri chicken curry? And black coffee?!"" "
Kanon,"""......I see, so that's what it is......"" "
Ushiromiya Ange,"""Piri piri is spicy. Coffee is bitter. ......So what is it? Do the letters match the tastes?"" "
Ushiromiya Eva,"""That's right! The second letter of ""sweet"" is ""W"". The second letter of ""salty"" is ""A"", ""spicy"" is ""P"", and ""bitter"" is ""I""! So, what does lemonade taste like?"" "
Ushiromiya Ange,"""Sour!"" "
Ushiromiya Eva,"""Exactly! And the second letter of ""sour"" is... ""O""! So the answer for lemonade is ""O""!"" "
Shannon,"""Nice job. You got it right, Eva-sama and Ange-sama."" "
Ushiromiya Ange,"""Aunt Eva, you're so awesome!!"" "
Ushiromiya Eva,"""We had to work together to solve that one. It's a team effort."" "
Shannon,"""And here is my medal. Please take it."" "
Ushiromiya Ange,"""All right, I got another medal! Thanks!"" "
Shannon,"""You didn't get it, did you, Kanon-kun? I'll bet it was hard."" "
Kanon,"""...Not bad, coming from you, Nee-san..."" "
Shannon,"""Why don't you try saying ""Sorry for making fun of you""? If you don't, I'll make all your meals ""O"" and ""I""."" "
Ushiromiya Eva,"""""O"" is one thing, but eating ""I"" all the time would be awful."" "
Ushiromiya Ange,"""I wanna eat ""W"" all the time!"" "
Ushiromiya Eva,"""Careful, you'll get cavities. But if you ever come to my house to play, I'd be more than willing to share."" "
Ushiromiya Ange,"""Yay!! I love you, Aunt Eva!!"" "
,"In the end, Kanon caved under the threat of ""I"" cooking and was forced to apologize to Shannon... "
Shannon,"""That's all for our puzzles. Did you enjoy them...?"" "
Ushiromiya Ange,"""Yeah. Thanks!"" "
Kanon,"""It seems the others still have some brain-twisters waiting for you. Please be careful."" "
Ushiromiya Eva,"""Good point. Everyone left looks like they'll be a challenge."" "
Ushiromiya Ange,"""But we'll win! We can do it if we work together...!"" "
Ushiromiya Eva,"""That's right. Let's combine our wits and move on!"" "
Shannon,"""Goodbye. And good luck."" "
,Shannon and Kanon returned to the kitchen with the serving cart. 
,"The dining hall was filled with such an exciting and fun atmosphere, but out here in the corridor, one was reminded of the fierce winds and the rain. "
,"But, they were satisfied with this. "
,The whole point of this noisy farewell party was to forget the loneliness of the rain for just a little bit. 
Shannon,"""...So, we've reached the end of this long game..."" "
Kanon,"""I feel relieved. ...Finally, we won't have to be toys for anyone else. ...I'd like to be quietly forgotten, to get covered with dust and vanish."" "
Shannon,"""You're wrong. We aren't going to vanish like that."" "
Kanon,"""............"" "
Shannon,"""In the world locked inside the cat box, our future will continue, unknown to anyone."" "
Kanon,"""...You're right. ...Sorry. That's a world that even we can't know about, ...so I forgot."" "
Shannon,"""Just what kind of future will we make for ourselves in the cat box world?"" "
Kanon,"""I don't know. That's why it's called a cat box."" "
Shannon,"""......Good point."" "
Kanon,"""Don't you have any regrets, Nee-san? ...About George-sama, for instance?"" "
Shannon,"""........."" "
Kanon,"""Receiving that ring is all you can do for George-sama. As for marriage, living together, and all the rest..."" "
Shannon,"""Our future inside the cat box is what will make all that come true, isn't it? ...I'm not the only one. It's the same for you, right? What about a future for you and Milady Jessica?"" "
Kanon,"""...I'm..."" "
Shannon,"""I could break off my engagement with George-sama, then leave the island and disappear. That future is also possible for me. In that world, you wouldn't have to hesitate for my sake. ...You could enjoy your youth to the fullest with Milady."" "
Kanon,"""...If you gave up on your engagement with George-sama, that sort of world might be possible."" "
Shannon,"""So, ...since it's a cat box, the world where I spend my life with George-sama and the world where you spend your life with Milady can both exist at the same time."" "
Kanon,"""...It's a world where any contradicting dreams can exist at once."" "
Shannon,"""That's the world we'll be put away in as pieces. ...So, there's no need to be lonely, no need to be sad. ...Even though the ""me"" here right now can only observe the part where I accept George-sama's ring."" "
,"The other ""me"" who lives in the cat box, in a world I cannot witness, will surely build a happy life in the future... "
,"The cat box is such a strange thing, a place where any pieces and toys and dreams can be kept. "
,It's no cage sealing us in. 
,"On the contrary, being inside the cat box means being free from everything in countless worlds... "
Kanon,"""A world where we're freed from everything, and yet where all of our wishes come true. ...However, the ""me"" in that world won't be the ""me"" here and now. ...That's a bit depressing."" "
Shannon,"""...Hey, Kanon-kun."" "
Kanon,"""Yes...?"" "
Shannon,"""Let's do it."" "
Kanon,"""...Do what?"" "
Shannon,"""Let's have a duel."" "
Kanon,"""......Are you sure?"" "
Shannon,"""We both wish we'd settled this much sooner. And yet, we've put it off until the last moment, just before the game is going to end."" "
Kanon,"""...Sure. ...The game is nearly over anyway. Now, at the very end, ...it's time for us to settle things by ourselves."" "
Shannon,"""That way, we'll be able to see our future before we're put away in the cat box."" "
Kanon,"""...Sure. Let's do it. ...How will we decide it? A coin? Or with pistols again...?"" "
Shannon,"""Ummm, ...in that case, why don't we have our own quiz tournament?"" "
Kanon,"""...Huh? ...You're really getting into this."" "
Shannon,"""Okay, then... First question-"" "
Ushiromiya Maria,"""Kihhihihihihihihi! I'm gonna give Ange a reeeeally hard one! I'll trick her with my extra-hard puzzle and make sure she neeever gets my medal!"" "
Ushiromiya Ange,"""I'll solve it. I'll definitely solve it...!"" "
,"As soon as Maria and Ange crossed gazes, they started fighting. "
,"The two girls so close in age were really good friends, but they also fought a lot. "
,Especially when they were opponents in a game. 
Ushiromiya Eva,"""Maria-chan probably knows tons of different quizzes. This should be interesting. Let's have it."" "
Ushiromiya Maria,"""Kihhihihihi, not now. I'm the star, so I'll go after Mama!"" "
Ushiromiya Rosa,"""Really? You're sure it's okay for me to go first?"" "
Ushiromiya Maria,"""Yeah!"" "
Ushiromiya Rosa,"""Then let's begin. Ready? Heheheheheh."" "
Ushiromiya Eva,"""Hmmmm... I guess you don't need a hint for this one."" "
Ushiromiya Rosa,"""*giggle* You're right. I made it for Ange-chan. It's probably a bit too easy for you, Nee-san."" "
Ushiromiya Ange,"""An hour is 60 minutes, and it takes 8 minutes for each round trip..."" "
Ushiromiya Eva,"""Good luck. I know you can solve it. I won't give you a hint this time."" "
Ushiromiya Ange,"""Huh? Why is that wrong...?!"" "
Ushiromiya Rosa,"""Heheh, sorry about that. I guess that was a little mean."" "
Ushiromiya Eva,"""The key to the puzzle is the part about how many can she ""carry out""."" "
,...Oh. Looks like I made a pretty simple mistake. 
,"I've been taking on so many tricky riddles, I've gotten a bit too tense. "
Ushiromiya Rosa,"""That's all for my puzzle. Now, for the one you've been waiting for. Good luck with Maria's puzzle!"" "
Ushiromiya Ange,"""8 ingots...!"" "
Ushiromiya Rosa,"""Heheh, are you sure? It takes eight minutes to carry each ingot to the surface, right? 8x8 is more than 60."" "
Ushiromiya Ange,"""That's right. But the question was ""How many can she carry out of the room?"" Rosa only has to take one step out of the room to ""carry it out""."" "
Ushiromiya Eva,"""Nice going, Ange-chan...! All those puzzles have really warmed you up good."" "
Ushiromiya Rosa,"""That's right. To do 7 trips, you need 8X7=56 minutes. There are only 4 minutes left. However, you can make it back to the underground room in 3 minutes, then ""carry out"" the eighth ingot in the last minute."" "
Ushiromiya Maria,"""Kihihihihihihi... Not bad, Ange! Nice one, uu-."" "
Ushiromiya Ange,"""I'm not gonna lose to you, Maria onee-chan!"" "
Ushiromiya Rosa,"""Congratulations. Here's my medal. Now you can try the puzzle Maria picked out just for you."" "
Ushiromiya Maria,"""So, it's finally my turn. Kihihihihi, you took so long on Mama's easy puzzle that I got a little worried. There's no way you'll ever solve this one!"" "
Ushiromiya Ange,"""I've got Aunt Eva with me, and we'll solve it together!"" "
Ushiromiya Maria,"""Kihihihihihi, impossible, impossible, impossible! Even Aunt Eva can't solve this one! Wolves and Sheep puzzles are incredibly hard...!"" "
,"From her handbag, Maria pulled out a ""Wolves and Sheep Puzzle Book"" that was worn-out, well-used, and had a majestic feel to it, like a grimoire. "
Ushiromiya Maria,"""You know what a Wolves and Sheep puzzle is, right?"" "
Ushiromiya Ange,"""I know. You show me those all the time."" "
Ushiromiya Rosa,"""They're puzzles about using a boat to take everyone from one shore of a river to another."" "
Ushiromiya Eva,"""They usually have a few bizarre rules. When there's wolves and sheep, you can't let the number of wolves on either shore get bigger than the number of sheep, right?"" "
Ushiromiya Maria,"""Yeah, that's right! Send a boat back and forth, moving everyone to the other side while making sure that there are never more wolves than sheep...!! But the ones with just wolves and sheep are the simplest, easiest, plainest beginner's basic practice puzzles...!"" "
Ushiromiya Rosa,"""When you get to the higher levels, you have many things other than wolves and sheep. It's pretty clever."" "
Ushiromiya Eva,"""...Should we write this down on a piece of paper?"" "
Ushiromiya Rosa,"""Good idea. That'll definitely make it easier for you to sort out your thoughts."" "
Ushiromiya Eva,"""*sigh* ...Sounds like this puzzle will be a handful."" "
Ushiromiya Maria,"""There's no way you're getting my medal, Ange! Kihihihihihihi!!"" "
Ushiromiya Ange,"""I won't lose. I'm not gonna lose!!"" "
Ushiromiya Eva,"""W-Wait a second... Who ever heard of a puzzle with such complicated rules?!"" "
Ushiromiya Maria,"""Did you only know about the ones with wolves and sheep? It's got lots of complicated puzzles that you've got to deal with in different ways! See? You don't get it either, right, Ange?! Kihihihihihi!"" "
Ushiromiya Ange,"""Please, give me a hint!"" "
Ushiromiya Maria,"""You have to organize your thoughts carefully. Only the three humans can row the boat. Then, you have to memorize all the things to look out for. When the peasant is away, you can't leave his wife with the shepherd. When both the peasant and his wife are away, you can't leave the shepherd with the meat. When the shepherd is away, you can't leave the sheep with the veggies. You also need someone to watch the cow, but any of the humans can do that. Still, I guess the meat is the real key to the whole thing."" "
Ushiromiya Eva,"""...Ah, I see. You can't put it on the boat again once you take it off, but that doesn't mean you can only take it across once."" "
Ushiromiya Maria,"""That's right. The veggies really can make only one trip, so once you've sent them across, you can't get them back. But as long as you don't take the meat off the boat, you can take it back and forth as much as you want."" "
Ushiromiya Ange,"""...It's so complicated. Even after thinking about it, I don't get it at all..."" "
Ushiromiya Eva,"""We'll have to write it down and sort out our ideas. Do you want a pen and paper too, Ange-chan?"" "
Ushiromiya Maria,"""Impossible, impossible! You'll never solve it! If only you'd just give up. Thinking is a waste of time for the incompetent! Kihihihihihihihihi...!"" "
Ushiromiya Eva,"""Can this really be solved? Don't tell me there's actually some contradiction that makes it unsolvable..."" "
Ushiromiya Maria,"""Uuu---? Who knows? Kiiihihihihihihi!"" "
Ushiromiya Maria,"""Kihihihihihihi!! Wrong! You can't even do this one?! You suck, Ange, kihihihihihihihihihi, ouch!"" "
Ushiromiya Rosa,"""Maria! Show some manners!"" "
,"I thought so hard before getting that answer, but Maria onee-chan just burst out laughing. "
,"The laughter broke off when Aunt Rosa hit her, but then she was grinning again. "
Ushiromiya Eva,"""I don't get it at all. What was the difficulty level for this one...?"" "
Ushiromiya Maria,"""Just about 20 picarats, I guess? Lots of the puzzles in this book are much, much harder!"" "
,"I don't know what a pica-thing is, but apparently, even this puzzle doesn't count as a hard one for Maria onee-chan... "
,I hung my head dejectedly. 
,Maria onee-chan kept on laughing until Aunt Rosa smacked her again. 
Ushiromiya Eva,"""This really is a nasty problem. Can it really be solved? Is there some trick to it, like throwing things into the river without using the boat, or making the cow eat the vegetables so that they can be carried as one passenger...?"" "
Ushiromiya Rosa,"""Well, who knows? If that's as far as you can go, maybe you should give up, right...?"" "
Ushiromiya Maria,"""This one's really hard! Even Mama couldn't solve it! But I solved it on my first try!"" "
Ushiromiya Rosa,"""So, do you get it? How many trips does it take to get every person across?"" "
Ushiromiya Eva,"""This isn't a cheap trick or a riddle, right? There's no way you can solve this straightforwardly, right?!"" "
Ushiromiya Rosa,"""No, that's not true. I'm sure you'll get it Nee-san, smart as you are. How many trips does it take to get every person across?"" "
Ushiromiya Ange,"""I've got it. Three trips."" "
Ushiromiya Eva,"""...Huh? Three?! How...?!"" "
Ushiromiya Ange,"""It's easy. The peasant and his wife get on the boat, then the wife gets dropped off on the other side in the first move. Then, the peasant takes the boat back across in the second move. Then, he crosses with the shepherd in the third move."" "
Ushiromiya Eva,"""But what about the cow and the sheep?! What about the meat and the vegetables?!"" "
Ushiromiya Ange,"""But Aunt Eva, it said to take every person across, right? Those other things aren't people."" "
Ushiromiya Eva,"""Huh? Ah......"" "
,"As Aunt Eva's mouth flopped open, Aunt Rosa started applauding. After clicking her tongue, Maria onee-chan joined in. "
Ushiromiya Rosa,"""That's right. The question just asks how many moves it would take to move each person across. The animals and luggage never had anything to do with it."" "
Ushiromiya Maria,"""They only got it because you kept saying ""every person"" over and over again, Mama. Uu!"" "
,"Aunt Rosa had probably said it so much as a sort of hint. Without that, even I wouldn't have figured it out. "
Ushiromiya Eva,"""Come on. I was totally taken in. That was a mean question!"" "
Ushiromiya Rosa,"""Go on, Maria. Give Ange-chan her medal."" "
Ushiromiya Maria,"""Uu-uu-uu-..."" "
,"Whining like a unhappy dog, she reluctantly handed the medal over. "
,I grabbed it and started jumping around like a happy dog. 
,"As Maria onee-chan smiled at me from behind, ...her face was bright, just like a big sister's. "
Ushiromiya Rosa,"""That's the end of our riddles. Let's play again sometime, okay?"" "
Ushiromiya Maria,"""Next time, I'll have a really nasty puzzle that's even harder...! One so hard that even I couldn't solve it!"" "
Ushiromiya Ange,"""No way! I'm not playing with Maria onee-chan anymore...!!"" "
Ushiromiya Eva,"""*giggle* Look, Ange-chan. Your parents are waving at you, so let's go. See you later, Rosa."" "
Ushiromiya Rosa,"""Sure. Later, Ange-chan. There aren't too many people left with puzzles for you. Keep it up until the end. And make sure you keep cheering her on, Nee-san."" "
Ushiromiya Eva,"""Of course. We got all these medals by working together, right?"" "
Ushiromiya Ange,"""Yeah!"" "
,We dashed away. 
,Dad and Mom are waving at me from over there. 
,I'm sure they've thought up some mean problems. 
,"Still, they have to be easier than Maria onee-chan's...! "
,I hate Maria onee-chan! She's such a meanie! 
Sakutarou,"""Uryu-. You bullied her too much with that puzzle..."" "
Ushiromiya Maria,"""Well, I wanted to play with Ange a lot. If it was an easy one, she'd solve it right away, right?"" "
Sakutarou,"""You really love Ange, don't you?"" "
Ushiromiya Maria,"""I hate her. She made fun of you and called you a stuffed animal."" "
,"Maria pouted as she said this, but her expression didn't match her words at all. "
Sakutarou,"""I hope Ange finds happiness."" "
Ushiromiya Maria,"""I'm sure she will. After all, look at all the people here wishing for her happiness. And now, Battler is the Game Master, and he's set up this final game just for Ange. ...After all this, there's no way she won't be happy."" "
Sakutarou,"""...Still, even though anyone can make happiness appear, you can only ever grasp it for yourself."" "
Ushiromiya Maria,"""That's right. That kid is really bad at finding Fragments of happiness. Even though we tried to teach her how, she's been covering her ears for 12 full years. ...This game might be much harder for Ange than Battler thinks."" "
Sakutarou,"""...I'm sure Ange will find happiness."" "
Ushiromiya Maria,"""Yeah. ...If she really does enjoy herself at this party, that itself might be the greatest lesson we can teach her now."" "
,"Ange is the girl who doesn't believe and says that everything is a trick, no matter what magic is shown to her... "
,"12 years in the future, that girl will become the last person to inherit {f:5:Beatrice}'s name. "
Ushiromiya Maria,"""At one point in time, that kid understood my white magic."" "
Sakutarou,"""Yeah. And she understood me too."" "
Ushiromiya Maria,"""She even summoned all of the Seven Sisters and understood magic itself. ...And yet, she still can't use magic on herself."" "
{f:5:Beatrice},"""Let us believe. Just as Battler did once, in the past."" "
Ushiromiya Maria,"""...Beato."" "
{f:5:Beatrice},"""It is easy to cast magic on others. And believing in other people's magic is not so difficult. The hardest thing is casting magic on yourself."" "
Sakutarou,"""Is that...something Ange can do...?"" "
{f:5:Beatrice},"""She can. Even Battler managed to understand magic. Of course his little sister will be able to do the same."" "
Ushiromiya Maria,"""You're right. ...There are some kinds of magic that we can only see when we're kids. ...And there are some that only adults can understand. Right now, Ange is between the two of those."" "
{f:5:Beatrice},"""She's lost the magic of children, but she has yet to understand the magic of adults. It's the most painful period of one's life."" "
Sakutarou,"""It's so sad...that she didn't have anyone close to her at a time like that..."" "
Ushiromiya Maria,"""That's not true. We're always by that kid's side. She just doesn't believe it."" "
,"Ange, please, realize that quickly. "
,"There are so many people smiling at you from behind, watching over you. "
,"If you just turn around, we'll be able to smile so much more...and talk to you so much more. "
,"......You're {f:5:Ange Beatrice}, the final witch of Mariage Sorcière. "
Ushiromiya Maria,"""Even if you aren't able to do the right thing in the end, ...I pray that you can at least enjoy yourself tonight..."" "
,"Have fun, Ange. "
,So long. 
,"The time we spent together feels so long, yet so short. Even so, for me, those memories are eternal... "
Ushiromiya Rudolf,"""How's it going, Ange? Did you get a ton of medals?"" "
Ushiromiya Ange,"""I wonder how many it is now!"" "
Ushiromiya Eva,"""Me too. Let's count them later, okay?!"" "
Ushiromiya Kyrie,"""It seems you've been given quite a few puzzles already."" "
Ushiromiya Ange,"""Yeah. Once I get your puzzles, I think only the cousins are left."" "
Ushiromiya Rudolf,"""Is that so, huh? All right. Time to take a shot at Mom and Dad's puzzles! I'll warn you, they're gonna be hard!"" "
Ushiromiya Eva,"""Everyone says the same thing, but we just keep on solving them!"" "
Ushiromiya Ange,"""Yeah! We'll get those medals together!"" "
Ushiromiya Kyrie,"""*giggle* That's the spirit. Okay, I guess I'll go first."" "
Ushiromiya Eva,"""Ah, it's a classic liar puzzle. Those are the ones I'm best at."" "
Ushiromiya Rudolf,"""Don't you mean lying is what you're best at?"" "
,Wow. I didn't think Dad's ears could stretch that far. 
Ushiromiya Kyrie,"""Only one of them is speaking the truth. And both of the others are lying. So, if you find an answer where two of them are telling the truth, it's wrong."" "
Ushiromiya Ange,"""...I don't really get it. I want some more hints."" "
Ushiromiya Kyrie,"""That's all for my hint. If you want more, try talking to Aunt Eva."" "
Ushiromiya Ange,"""Aunt Eva!"" "
Ushiromiya Eva,"""Rika is the key. Rika says that Miyoko is a liar. So, if Miyoko is speaking the truth, then Rika is a liar, and if Miyoko is lying, then Rika is speaking the truth. ...In other words, since that pair contradicts each other, we know that one of them is lying and one is telling the truth."" "
Ushiromiya Kyrie,"""That's Eva nee-san for you. Exactly. In liar games like this one, when you see a pair that contradicts each other, you know that one of them must be telling the truth. Neither of them is Satoko, so she's already confirmed as a liar. ...*giggle* Looks like the answer's already popped up."" "
Ushiromiya Ange,"""Ummm, ......???"" "
Ushiromiya Kyrie,"""Too bad, but that's not it."" "
Ushiromiya Rudolf,"""I guess Ange's still too little for that one."" "
Ushiromiya Ange,"""Am not! I just made a little mistake! I'll get it right next time. So, one more...!"" "
Ushiromiya Eva,"""Aw, and you were so close too..."" "
Ushiromiya Rudolf,"""Then you can make up for it with my puzzle. Okay, let's try another one of those liar games. Will you be able to get it this time?"" "
Ushiromiya Ange,"""Rika!"" "
Ushiromiya Eva,"""That's right! Nice job, Ange-chan! Hard to imagine such a smart girl being related to that dolt of a father!"" "
Ushiromiya Rudolf,"""Yeah, sorry for being a dolt. Nice going, Ange! Did you think of all the combinations?"" "
Ushiromiya Ange,"""Yeah. If Miyoko is the oldest, then what Satoko says is true. Only the oldest person is supposed to tell the truth, so that doesn't make sense."" "
Ushiromiya Kyrie,"""That's right. Then what if Satoko is the oldest?"" "
Ushiromiya Ange,"""If she is, then Rika would be telling the truth when she says Miyoko is a liar, which doesn't work. So, Rika has to be the oldest."" "
Ushiromiya Kyrie,"""Good job. Here's my medal for you. Congrats."" "
Ushiromiya Ange,"""Thank you, Mom!"" "
Ushiromiya Eva,"""Rudolf is up next. I wonder what sort of puzzle he has for us."" "
Ushiromiya Rudolf,"""Well, guess I'll do a liar puzzle too. Let's crank it up a notch this time..."" "
Ushiromiya Ange,"""They're all wearing masks, ...and except for Miyoko, we can't tell if they're lying or telling the truth. ...This one's hard."" "
Ushiromiya Eva,"""No, it isn't. I've already figured it out. This is even easier than the one your mom gave a second ago."" "
Ushiromiya Ange,"""Why?"" "
Ushiromiya Eva,"""You can't trust the two who aren't Miyoko, so you first need to figure out who Miyoko is. Miyoko doesn't lie, right?"" "
Ushiromiya Ange,"""Yeah. Miyoko doesn't lie."" "
Ushiromiya Eva,"""So, start off by figuring out who Miyoko is, then read through the puzzle again. I'm sure you'll see it at once."" "
Ushiromiya Ange,"""Just think about who Miyoko is... Okay, I've got it."" "
Ushiromiya Kyrie,"""You really do whatever Eva nee-san tells you."" "
Ushiromiya Ange,"""Yeah. Aunt Eva is nice and smart, and I like her. So I do what she tells me!"" "
Ushiromiya Rudolf,"""Next time we try to feed Ange eggplant and bell peppers, we'll need to ask her to lend a hand."" "
Ushiromiya Kyrie,"""*giggle*giggle*..."" "
Ushiromiya Rudolf,"""Toooo bad!! That's wrong."" "
Ushiromiya Ange,"""Huh?! I got it wrong? I got it wrong?!"" "
Ushiromiya Kyrie,"""Later on, try thinking it over with Aunt Eva. I'm sure you'll figure it out soon."" "
Ushiromiya Eva,"""Think about it. Miyoko speaks the truth, right? So, is it possible for someone to be Miyoko if they say the person next to them is Miyoko?"" "
,Miyoko speaks the truth. 
