Speaker,Steam (ST)
Ushiromiya Eva,"""Still, that doesn't mean we shouldn't worry about confirming his safety. Are you really so unconcerned for the safety of the Father you respect so much...?"" "
Ushiromiya Natsuhi,"""......Th-That isn't..."" "
,"The atmosphere, which had been so agitated a second ago, suddenly went cold, ...and an eerie feeling filled the room as everyone stared at Natsuhi. "
,...They could understand why Natsuhi would protect the study under normal circumstances. 
,"People knew that she probably didn't want to disturb the research of Kinzo, a man she certainly respected, and she was therefore trying to keep the unpleasant relatives away. "
,"However, ...this was an extraordinary situation. A murder had occurred. "
,Natsuhi's persistence in keeping things quiet for Kinzo even in a situation like this... was hard to understand using common sense. 
Furudo Erika,"""......There's a good chance that the crime occurring on this island will turn out to be plotline murders mimicking the epitaph. ...It's probably a good idea to assume that the crimes will continue."" "
Furudo Erika,"""If we view these as plotline murders, then it will keep going until a total of 13 lives are taken. ......Do you have any concept of how many victims that would be?"" "
Ushiromiya Rudolf,"""...Wait a sec. How many people do you think there are on this island? ...Wouldn't that be almost everyone...?"" "
Furudo Erika,"""Non non. You've got it all wrong. ......As far as I know, the mystery novel with the most dead people in a serial murder... was ""And Then There Were None"" by Agatha Christie, which had 10 deaths. In the realm of Japanese mysteries, it's probably ""The Tokyo Zodiac Murders"" by Shimada Souji. Though there were less than 10 deaths in that one."" "
Furudo Erika,"""...Did you know? If 13 people die, as it seems they will, it'll lead to the most infamous and famous development in the history of the mystery genre, the completion of a 13-person serial murder case, right? And if everyone on this island is killed... "
Furudo Erika,"...that'd make it a historical achievement in the world of serial murder mysteries, with even more deaths than the longest murder mystery in the world and the longest one in Japan put together, don't you see?! ...Hey, didn't you know? Everyone?"" "
Furudo Erika,"""The culprit in this crime... ...is giving us an incredible challenge, one that might even surpass all the mysteries throughout the world and throughout history. ...Of course, everyone realized that long ago, right...? If you like mystery, Christie's a must-read. If you're Japanese, then it's only natural that you've read Shimada Souji's works all the way through. ...Are you sure you've been reading enough, everyone? *giggle*giggle*, *cackle*cackle*cackle*......"" "
Ushiromiya Battler,""".........It's useless."" "
Furudo Erika,"""Huh......?"" "
Ushiromiya Battler,"""Looks like you haven't read enough yourself."" "
Furudo Erika,"""Did I say something wrong...?"" "
,"Erika, who had been chatting away happily all by herself up until a second ago, changed her expression into a displeased glare in an instant... "
Ushiromiya Battler,"""What you were saying about the Japanese mystery genre. ......Sakaguchi Ango's ""Non-serial Murders"" beats ""The Zodiac Murders""."" "
Furudo Erika,""".........! ............Th- The number of people was the same in both, right?"" "
Ushiromiya Battler,"""They tie for the record, but ""Non-serial Murders"" was first published in 1947. ""The Zodiac Murders"" was 1981. ...If you know so much about it, shouldn't you have mentioned ""Non-serial Murders"" first?"" "
Furudo Erika,"""......Nng, ............nnngg."" "
,"Erika glared at Battler with an expression that couldn't be fully described with the word ""shock"", and her arms shook as she stood there, lost for words... "
{f:5:Lambdadelta},"""Ahahahahahahaha, kyaahhahahahahahahahahaha!! That's so totally laaame!!"" "
{f:5:Lambdadelta},"""Well, that's understandable. The crimes in ""Zodiac"" took place in 1936, right? That must've gotten her confused, right? Aaahhihihihihihihihhyahahahaahh!!"" "
,"{f:5:Lambdadelta} kept on hitting the table, overcome with laughter. "
,"Even {f:5:Bernkastel}, who had been struck with humiliation, snorted and started pounding the table and laughing in the same way. "
{f:5:Bernkastel},"""Pfft, ......hihihihihhahahahahahaah!! This is just too good!! Giihihihihihihihihihihiii!! ......Not bad, piece Battler. Gahihihihihyahahhaahahahahahahahahahahaaaaaaaahhh!!"" "
Furudo Erika,"""......I'm impressed. ...You must read a lot, ...don't you, Battler-san?"" "
Ushiromiya Battler,"""Books? I hardly read those at all."" "
Furudo Erika,"""......You liar. ......You're clearly... ...quite well‐read."" "
Ushiromiya Battler,"""I'd never say something as arrogant as ""I'm a book-reader"". ...""I'm a book-reader"" isn't something a person who doesn't even read a hundred per year should say so lightly, don't you think...?"" "
Furudo Erika,"""...Y-You mere...piece......"" "
Ushiromiya Hideyoshi,"""Ah, ...*cough*. ...A-Anyway, we can't let such a massive crime take place...!!"" "
Ushiromiya Rudolf,"""That's right. At any rate, checking Dad's safety is our first priority right now. But what should we do? He's ignoring the phone and our knocks. The keys are inside. There's nothing we can do. Are we supposed to knock this thick door down? ...That won't be easy."" "
Ushiromiya Eva,"""Father might've been attacked by someone and severely injured, and maybe he's waiting for someone to help him. ...This is an extraordinary circumstance. Even Father will understand. And if he has any rebukes, I'll be happy to take responsibility myself."" "
Ushiromiya Natsuhi,"""......B-But... breaking down a door would be... qu-quite rude..."" "
Ushiromiya Kyrie,"""What about the window......?"" "
Furudo Erika,"""...Th-That's right. The window. ...Is there a ladder somewhere that can reach as high as the third floor? We should be able to get inside by smashing the window...!"" "
,"Erika finally came back to her senses, and her tone regained its decisive edge. "
Kumasawa Chiyo,"""The third story window... Th-That would be dangerous..."" "
Ushiromiya Rudolf,"""We won't know unless we try. Is there a ladder around here that can reach up three floors?"" "
Kanon,"""I don't think the ladder in the gardening shed is long enough..."" "
Gohda Toshiro,"""...Oh, then what about the ladder in the boiler room? I remember using it earlier when a bird made a nest on top of the rain gutter...! Yes, that would be able to reach without a doubt."" "
,He must've been extremely happy about thinking of something Kanon hadn't. 
,"Looking pleased with himself as though he had won something, he glanced around at everyone. "
,"He was probably hoping that Natsuhi would praise him, but she quickly avoided his gaze... "
,"Of course, Kanon had known about that ladder too. "
,"...However, in order to protect Kinzo's secret, he had intentionally pretended to have forgotten... "
Shannon,"""But with this weather and the strong winds, isn't this just too dangerous...?"" "
Nanjo Terumasa,"""I agree. If someone gets seriously injured, we can't go to a hospital until tomorrow, right...?!"" "
Ushiromiya Kyrie,"""...The wind might not be as strong in the courtyard. I think it's at least worth it to take a look."" "
Gohda Toshiro,"""But truly, going up to the third floor will be quite a challenge...! Back when we had to clean up the bird's nest, most of the servants shrank away from the danger, and that's when I, your humble servant, took on a major role in spectacularly handling the situation. Hehahahahahahahaha...!"" "
Ushiromiya Hideyoshi,"""Right, then there's no problem! Let's just get a ladder that'll reach-"" "
Ushiromiya Eva,"""And it looks like someone here already has experience with this sort of thing."" "
Gohda Toshiro,"""......Hahahahahaha, ......huh?"" "
,"The courtyard was surrounded on all four sides, so while the rain was still fierce, the winds had almost no effect. "
,"Fortunately, the ceiling jutted out a bit, so even the rain wasn't so bad. "
Ushiromiya Rudolf,"""Okay. Let's try standing the ladder up. ...Be careful. Don't hurt yourself."" "
Ushiromiya Battler,"""Sure..."" "
,"Rudolf and Battler carried the special ladder, which was designed for work on high places. "
,Two umbrellas followed the pair. Shannon and Kanon were holding umbrellas and sheltering them from the rain. 
Ushiromiya Rudolf,"""It doesn't matter if we get wet. Go back under the eaves. ...Gohda-san! Even if there's something wrong with your knees, you can at least hold a ladder down, right?!"" "
Gohda Toshiro,"""Y-Yes yes yes yes...! If only I had enough Hyaluronan, going up a ladder would be no problem at all... I am truly sorry..."" "
,"Gohda clambered forward to replace Shannon and Kanon. As she watched this, Kyrie giggled. "
Ushiromiya Battler,"""Dad, hammer."" "
Ushiromiya Rudolf,"""Cool. ...Battler, you love athletics, don't you?"" "
Ushiromiya Battler,"""Not as much as I love my cool handyman Dad{p:0:♪}"" "
Ushiromiya Rudolf,"""You little brat. ......Sheesh, I guess I've gotta show this son of mine my good side every once in a while. Battler, Gohda-san. Hold that ladder down tight. And make sure you're looking up, okay? My hand might slip and you'll have this hammer tumbling down on you."" "
Ushiromiya Battler,"""Don't worry. I'll catch it and smash your head in."" "
,"After putting the hammer they'd gotten to smash the window in his pocket and cracking his knuckles, Rudolf started climbing... "
Shannon,"""Will Rudolf-sama...be okay...?"" "
Ushiromiya Kyrie,"""He'll be fine. That guy could totally be in an action movie. Plus, sports are one of his strong points."" "
Ushiromiya Rudolf,"""...I wish you'd tell me how my skating prowess is supposed to help me climb ladders... ...{p:0:♪}I am Ina Bauer, always in a big pinch...or whatever."" "
Ushiromiya Kyrie,"""He'll {c:86EF9C:manage to avoid dying}, so there's nothing to worry about. ...More importantly, we're really lucky the shutters aren't down. Isn't it a common practice to lower the shutters to Father's study for the night?"" "
Shannon,"""Y-Yes. When we're permitted to enter and exit, we open and close them in the morning and at night."" "
Kanon,"""...However, I think it was decided that such a thing was unnecessary for the time being, so it was left open."" "
Ushiromiya Kyrie,"""I see. .........Father will be pretty mad, won't he? ...If his son smashes his window and comes in while he's sleeping."" "
Kanon,"""...That's...probably..."" "
Ushiromiya Kyrie,"""It'd be wonderful if we didn't have to smash the window, don't you think?"" "
Shannon,"""............"" "
,Both Shannon and Kanon...knew that Kinzo no longer existed in this world. 
,"Natsuhi had ordered them to interfere as much as possible, ...but now that it had come to this, there was nothing the two of them could do. "
,"...They had tried to interfere by pretending they didn't know about a ladder that could reach up to the third floor window, but... "
,"Because of Gohda's showing off, that ladder had been found... "
,Rudolf carefully climbed the ladder. 
,...He would reach the third floor window very soon. 
,"As he did this, ...Shannon and Kanon stared at him, looking uneasy... "
,"After this, ...what will happen next? "
,To the two of them. To Madam. ...To the Master. 
,"...Very soon, Rudolf will reach the window. "
{f:5:Beatrice},"""...So, it's already the end for this room's barrier."" "
Ushiromiya Kinzo,"""Hahah. The soldiers are scaling the ramparts, trying to reach the other side. The moment of surrender is truly right before our eyes. ......I am prepared to be erased at any moment."" "
{f:5:Beatrice},"""We can't let that happen. You have to remain alive, even if it means crawling through the dirt. ......I'll think about what to do next. For now, escape from this place."" "
Ushiromiya Kinzo,"""You may say that, but what can I do? ...Eva and the rest are still camped out in the hallway, and Rudolf is approaching the window. There's no way of retreat through the door or the window."" "
Ronove,"""In that case, perhaps you could hide under the bed."" "
Ushiromiya Kinzo,"""...Hmph. So I am not even permitted the chance to wait for the enemies' arrival in my throne?"" "
{f:5:Beatrice},"""You might've done that while you were still alive, but now you're a ghost that Natsuhi and I brought to life. Ghosts should do what ghosts do best and hide under the bed or in a closet."" "
Ushiromiya Kinzo,"""Will something like that really deceive their eyes...? My, my."" "
Gaap,"""......Don't worry. I'll be with you. I'll let you escape at the last moment."" "
Ushiromiya Kinzo,"""It'll be dangerous for you. Even though you're a demon, you won't get away unscathed if you're burned by the magic-resisting toxin."" "
Gaap,"""Don't worry about that. ......Anyway, I need things to get at least that bad before my heart starts pumping."" "
Ushiromiya Kinzo,"""How comforting. ...I understand. I'll hide under the bed."" "
Ronove,"""......Milady, Rudolf will reach the window very soon."" "
{f:5:Beatrice},"""Gaap, I've changed my mind. I'll guard this place. Hide yourself along with Ronove."" "
Ronove,"""What did you say...? You've got it backwards. Didn't we plan to leave this place to Gaap and have you retreat, Milady?"" "
,"Though Ronove should've been used to her fickleness, this surprised him for the first time in a long while. "
,"...Beato may have been a powerful queen, but she was also an important piece that mustn't be exposed to danger. "
,"Though she was strong, running to the front lines without any plan would not be a praiseworthy move. "
Gaap,"""What kind of whim is this...? ............"" "
{f:5:Beatrice},"""It's just a whim. I'm not so fond of boredom that I could simply sip tea while leaving everything to you...! I've just gotten the urge to jump into the struggle right away...!"" "
Gaap,"""............ ...I understand. It is your game, after all. You can do as you wish. I'll carefully watch over the corpses of the first twilight that I erased, making sure nothing happens to them."" "
{f:5:Beatrice},"""Sorry for stealing your time to shine."" "
Ronove,"""......Is this really acceptable, Milady?"" "
{f:5:Beatrice},"""You should know I like showing off even more than my three meals a day. I've done nothing but gobble up Gaap's turn. Don't worry about it...!"" "
,...Ronove and Gaap both fell silent. The two of them had already noticed. 
,"Lady {f:5:Bernkastel}, who used Furudo Erika as a piece, was a terrifying opponent. "
,"...This fight would probably be terrifying as well. Beato couldn't expose Gaap, her friend, to this danger... "
,"Beato bluffed and said that wasn't the case, but Ronove and Gaap had already figured it out. "
,"Therefore, after confirming Beato's resolve one last time and seeing that she was completely firm in her decision, ...they nodded in silence and accepted it. "
Gaap,"""I understand. ...I'll leave this place to you. I'm rooting for you. ......Take care."" "
{f:5:Beatrice},"""Yeah. Please watch over my efforts to your heart's content...!"" "
Ronove,"""...Lady {f:5:Bernkastel} will probably start trying to expose Kinzo's absence with a closed room argument. ...Fights in a closed room are normally Gaap's area of expertise. ...Queens are commanders because they're best at fighting in wide open areas. ...This won't be an easy fight."" "
{f:5:Beatrice},"""I'm fully aware of that. I currently serve Natsuhi. Watching Natsuhi's danger from above and letting Gaap take care of it doesn't make sense to me."" "
Ronove,"""......Understood. ...I wish you luck in battle."" "
Gaap,"""Be careful... ...If it becomes a complete closed room, we won't be able to come in and help you."" "
{f:5:Beatrice},"""I'll laugh at them a bit, and if things get bad, I'll just grab Kinzo and run for it. It's easy. With the door and the window, the past and the future to choose from, there are plenty of places to run to. Of course I won't let this become a closed room."" "
Gaap,"""...Though you won't see us, we'll be cheering you on from very close by. ...Good luck."" "
{f:5:Beatrice},"""Sure."" "
,"Gaap and Ronove became a swarm of gold butterflies and disappeared, and Kinzo melted into the darkness beneath the bed. "
,"Then, Beato also became a swarm of gold butterflies and melted away inside the study... "
,"After that, all figures and signs of life had disappeared from the study, and it once more regained a silence as though no one had been there from the beginning... "
,"Then, ...Rudolf's outline slipped into view from beyond the window's curtain. "
Ushiromiya Rudolf,"""Dad...!! If you're there, answer! Daaad!"" "
,"As he yelled, he hit the window. "
,His foothold was so uncertain that just hitting the window felt life-threatening. 
,"But of course, this was Rudolf, the show-off. "
,"Deciding that he couldn't do anything stupid with so many people watching from below, he suppressed the fear from being so high up... and boldly knocked on the window. "
Ushiromiya Battler,"""......Come on, Grandfather... Can't he hear...?"" "
Gohda Toshiro,"""I-I wonder... I hope he doesn't drop the hammer..."" "
Ushiromiya Kyrie,"""How many seconds have passed?"" "
Kanon,"""...It's been 30 seconds since he knocked on the window."" "
Shannon,"""So, ...he'll really... ...sm- smash it? Umm, the Master...will be very mad..."" "
Ushiromiya Kyrie,"""Well, someone was kind enough to brag about how accepting that anger is her duty, so there's no need to worry. ...Rudolf-san! That's enough. Do it...!"" "
Ushiromiya Rudolf,"""Sure...! ......Dammit Dad, you better not complain after I smash it."" "
,"He hit it several times, and eventually, a fist-sized hole opened up in the glass. "
,"Because of his unstable footing, this took a lot of effort... "
,"Using the end of the hammer skillfully, he brushed aside the now fractured bits of glass and opened the hole further, stuck his hand through it, and unlocked the window. "
,"Then, after a hard struggle, Rudolf somehow managed to open the window, and his body slipped through into the study. "
,"After that, he flopped onto the floor, using his entire body to enjoy the relief of having a ground under him. "
Ushiromiya Rudolf,"""......Dad! It's Rudolf. Answer me!"" "
,It wouldn't be an exaggeration to say that Kinzo's study was a small villa he had created inside the mansion. 
,A study. A library. A place to sleep. And a bathroom and washroom. It was divided into multiple rooms. 
,"...That's right, with all this at your fingertips, it wouldn't be hard to spend your days in this study without leaving at all. "
,"The bed was empty. There were marks on it that made it seem as though someone had slipped out, but there was no one in sight. "
Ushiromiya Rudolf,"""...This happens a lot in ninja movies. Someone finds that the bed is still warm, so the occupant couldn't have gone far."" "
,"Rudolf tried placing his hand on the bed, but he couldn't feel any heat at all. "
,"Not only was there no heat, ...it felt completely ice cold. "
,And the bed wasn't the only thing that was ice cold. 
,"...The air inside the room...and even the presence about it, if that's the right word for it, ...even that felt ice cold. "
,"To Rudolf, it felt as though Kinzo had slipped out of this room a long time ago... "
Ushiromiya Rudolf,"""...However, it's been well cleaned. It has signs of having been lived in. ............"" "
,Wrinkles in the bed. The slight angle of the chair. 
,"Here and there, there were many marks that would doubtlessly have been cleaned or fixed up if someone had come in to make the beds. "
Ushiromiya Rudolf,"""As far as I can tell off the top of my head, Dad must've slipped out of bed several hours ago at the latest..."" "
,That would be the same general time period as the brutal murder case. 
,...Guess we can't be sure Kinzo's absence and the crime are completely unrelated. 
,"For the time being, he leaned out the window... and told Kyrie and the others in the courtyard to come back up, since he was going to unlock the door. "
,"Then, he pushed the button on the study desk and released the door's auto-lock. "
,"There was a heavy clunking sound, and Natsuhi and the rest dashed in immediately... "
Ushiromiya Natsuhi,"""...F-Father... Good morning..."" "
Ushiromiya Rudolf,"""Sorry, but it isn't Dad. ...I'm the one who opened it."" "
Furudo Erika,"""......Was Kinzo-san there?"" "
Ushiromiya Rudolf,"""Nope. ...It looks like someone slipped out of the bed, but you can't tell when that happened."" "
Ushiromiya Eva,"""And Natsuhi nee-san was the last person to meet him, right...? At around 11:00 last night. I wonder if that means he slipped out of the study sometime after that and went somewhere else..."" "
Ushiromiya Natsuhi,"""...Th-That's... W-Well, we must consider Father's fickle nature... It wasn't at all uncommon for him to suddenly wake in the middle of the night, claiming to have had a revelation in a dream, and walk around the mansion. Isn't that right, Doctor Nanjo...?"" "
Nanjo Terumasa,"""Nn... T-True, this has happened before... ...Anyway, ...umm, he is a fickle person. R-Right, Kumasawa-san...?"" "
Kumasawa Chiyo,"""...Hoh, ...hohoho. That's true... Perhaps he had a strange dream and slipped out of bed... That isn't uncommon at all, yes..."" "
Ushiromiya Hideyoshi,"""Then where did he slip off to...?! Does this mean...there's a good chance Father's been caught up in this crime?!"" "
Ushiromiya Eva,"""......See? We should have checked to make sure Father was safe from the beginning, right?"" "
Ushiromiya Natsuhi,"""...Nn........."" "
Ushiromiya Eva,"""We can't be sure he isn't in this room. Maybe the culprit tied him up and locked him in the closet or something like that."" "
Furudo Erika,"""......Good point. Let's search."" "
Ushiromiya Natsuhi,"""...Th-This is the Head's precious study... You mustn't touch things without reason...!"" "
Furudo Erika,"""Ah yeah, that's right, there's something I need to tell you, culprit-san."" "
,"When Natsuhi heard this said right in front of her, her heart froze. "
,...But Erika had only just happened to be standing right in front of Natsuhi when she said it. She had directed her words to the room at large. 
,...She hadn't been speaking to Natsuhi in particular...... 
,"Natsuhi turned her back on Erika, trying to prevent her faltering expression from being noticed... "
Furudo Erika,"""...I have a photographic memory. If you try to alter the crime scene by hiding some evidence, I'll know right away. ...Please don't slip up here and disappoint me. Any mystery where the ""who dunnit"" is solved by a culprit's slip-up or misspeak is only third-rate, don't you think?"" "
Ushiromiya Natsuhi,"""......I-I don't understand what you're saying, but try to refrain from incautious remarks. ...Father, are you there...?! Please answer me...!"" "
,"Natsuhi started walking around and calling out in a loud voice, refusing to let Erika say any more. "
,There was a knock. Kyrie and the others who had gone down to the courtyard had returned. 
Ushiromiya Kyrie,"""So Father isn't here after all?"" "
Ushiromiya Rudolf,"""He might be tied up and shut away somewhere around here. We were just searching for him."" "
Ushiromiya Battler,"""......I'm surprised he managed to shut himself away in a place like this for all that time."" "
Shannon,"""..............."" "
Kanon,"""...Give it up, Nee-san. ...We can't change anything now."" "
Shannon,"""I wonder...what Madam plans to do..."" "
Kanon,"""...Get paid back for all the lies she's told up until now."" "
Kumasawa Chiyo,"""......Shh. ...Let's leave fate in God's hands."" "
Shannon,"""Y-Yes..."" "
Kanon,"""........."" "
,"Many people clambered around Kinzo's vast study, looking here and there. "
,Inside the closet and in the bathtub. Even in the refrigerator and under the study desk. 
,"...They looked everywhere, almost as though they were ""it"" in a game of hide-and-seek. "
,"...However, not only were they unable to spot Kinzo, they couldn't even find a single suspicious mark... "
Ushiromiya Natsuhi,"""I-It seems clear that Father isn't here. ...That's enough. Please don't disturb Father's precious study any further."" "
Kumasawa Chiyo,"""That's right, that's right... There's nothing the Master hates more than having things moved around without his permission..."" "
Ushiromiya Eva,"""Father's nowhere to be found. ......Maybe he really was caught up in the crime...?"" "
Ushiromiya Natsuhi,"""......Th-Though we can't be sure of that..."" "
,Natsuhi averted her gaze once more. 
{f:5:Beatrice},"""...It's okay, Natsuhi."" "
Ushiromiya Natsuhi,"""...We truly do have our backs against the wall... On the off-chance that someone entered the study, I had planned to trick them by saying he'd probably gone for a walk somewhere. ...However..."" "
Ushiromiya Kinzo,"""Hmph. No one would believe that I'd get dressed up for a casual midnight stroll in a mansion where a murder has occurred and many people have been killed. Though I wouldn't put it past myself to do such a thing."" "
{f:5:Beatrice},"""Come now, Kinzo. Be a good boy and hide under the bed. ...It's okay, Natsuhi. You may remain calm. ......It's possible to prove that someone exists, but you can't prove that someone doesn't exist."" "
{f:5:Beatrice},"""In other words, the Human world is one in which, regardless of whether something exists or not, you can make it so that they ""exist"". ...And the shadows that can make such things ""exist"" are themselves the world of us witches, the world of demons."" "
Ushiromiya Natsuhi,"""...You mean...a Devil's Proof."" "
{f:5:Beatrice},"""Yes. ......So don't worry. The power of demons will most certainly protect you."" "
Ushiromiya Natsuhi,"""......If it could protect the honor of Father and my husband, ...I wouldn't mind sacrificing this body of mine to demons."" "
{f:5:Beatrice},"""Your resolve is good. ...Don't be anxious. I most certainly will not {i:let Kinzo be killed}."" "
,"At that time, a dry sound suddenly rang out twice. "
,"Erika had clapped her hands, seeking everyone's attention. "
,"Though such an action should have been above a guest's place, for some reason, it already felt like a natural right of hers. "
,"...After all, she was the ""detective"". "
Furudo Erika,"""......I think that's enough. Ushiromiya Kinzo-san is nowhere to be found in this study."" "
Ushiromiya Rudolf,"""Yeah, we've searched everywhere he could've been hiding. Dad's nowhere to be seen."" "
Ushiromiya Eva,"""Furthermore, we've found nothing that looks suspicious."" "
Furudo Erika,"""Yes, we didn't find anything at all."" "
,Erika said it again. They hadn't been able to discover anything... 
Ushiromiya Natsuhi,"""In that case, we mustn't loiter around this room. Do you understand how angry Father would be if he learned that so many people were looking through his study...?! "
Ushiromiya Natsuhi,"Eva-san, you said you were prepared to take responsibility, didn't you? Are you prepared for him to break off relations with you for the rest of your life...?!"" "
Ushiromiya Eva,"""Th-That's for Father to decide...!! Not you!!"" "
Furudo Erika,"""Silence, please. ......I'd like to lay out the situation. At 23:00 last night, the last person to meet Kinzo-san in this room was Natsuhi-san, right? Can anyone confirm that?"" "
Ushiromiya Battler,"""...Confirm...?"" "
Furudo Erika,"""Yes, that's right. After all, the only one who claims that Natsuhi-san really did stop by here at 23:00 last night is Natsuhi-san herself. There wouldn't be a problem if Kinzo-san confirmed that Natsuhi-san really did come here last night, but that vital witness isn't here."" "
Ushiromiya Kyrie,"""......So you're saying alibis are the foundation of a mystery?"" "
Furudo Erika,"""Yes, that's right. Alibis are important. Of course, they're almost useless when it comes to the actual theory-making, but it's common courtesy to poke around those boxes."" "
Ushiromiya Battler,"""Heh. ......You didn't ask for alibis regarding last night's murders, but you'll do it for Grandfather's disappearance, huh? ...You really are a fickle person."" "
Furudo Erika,"""Oh, don't worry. Have no fear that I will fully examine everyone's alibis regarding the murders of the first twilight later."" "
Furudo Erika,"""......So, can anyone confirm that Natsuhi-san visited here at 23:00? If no one can, we'll be forced to doubt whether Natsuhi-san really was the last person to spot him."" "
Ushiromiya Natsuhi,"""...A-Are you saying that I can't be trusted?"" "
Furudo Erika,"""No, no, it's actually the opposite. I hope that you aren't the culprit. After all, that'd make this reeeally boring. Only the worst third-rate mysteries have the most suspicious person as the culprit."" "
Nanjo Terumasa,"""...Natsuhi-san...is suspicious? W-Wait a second. How can you say that...?!"" "
Gohda Toshiro,"""He's right...! Calling Madam suspicious is the height of discourtesy...!!"" "
Ushiromiya Natsuhi,"""Be quiet!! Doctor Nanjo, Gohda, thank you. ...Erika-san, ...do you have some sort of proof to justify such a rude outburst...?"" "
Furudo Erika,"""...Yes. Though it's so simple that it annoys me. Sorry to bother you with this TV drama-quality evidence, but if you don't mind..."" "
Ushiromiya Battler,"""......Why don't you just let us hear it?"" "
,"When Battler glared at her, ...a cold expression rose to Erika's face for an instant. "
,"But it was only for an instant. After smiling peacefully and gazing around at everyone, she started to talk. "
,"She looked like the main character in a play, who had come out onto the stage, bathed in a spotlight... "
Furudo Erika,"""It's about this morning. Please remember the time after the murders occurred, during the big uproar that followed. ...We wanted to tell Kinzo-san about the crime, but he wouldn't come out, no matter how many times we called him on the telephone. Remember that time."" "
Ushiromiya Hideyoshi,"""Anyway, ...isn't it bad that we can't get in contact with him? In the worst case, Father might not even know there's been a crime! Right?!"" "
Kanon,"""...W-Well, I wonder......"" "
,"Keenly noticing that people were starting to doubt Kinzo's existence, Kanon mumbled those words... "
Ushiromiya Kyrie,""".........Who was the last person to meet Father...? ...And when?"" "
Ushiromiya Natsuhi,"""I-It was me. Last night, ...up until the time of the uproar from when Battler found the gold, I was in Father's study, giving the daily report."" "
Furudo Erika,"""......So at around 23:00 last night. ............Heheh."" "
,Erika chuckled significantly. 
Ushiromiya Natsuhi,"""A-And what's your point? Ridiculous."" "
Furudo Erika,"""I think Kyrie-san probably did that intentionally. ...Am I right?"" "
Ushiromiya Kyrie,"""............"" "
Shannon,"""Wh- What do you mean... by that...?"" "
Ushiromiya Kyrie,"""...I hoped someone might fall for it."" "
Furudo Erika,"""I see. Thanks, Kyrie-san. Actually, I was planning to say the same thing if you didn't."" "
Kanon,"""...I-Is who saw the Master last really that important...?"" "
Furudo Erika,"""Yes. If we take the circumstances into account, then in response to the question ""Who met him last?"", it was very odd for Natsuhi-san to instantly answer ""me""."" "
Gohda Toshiro,"""...Wh-Why?! Madam told the truth without hiding anything...!"" "
Ushiromiya Natsuhi,"""Be quiet!! Why do you think it was odd...?"" "
Furudo Erika,"""Why are you so sure that no one else met Kinzo-san after 23:00?"" "
