Speaker,Steam (ST)
Chiester410,"""I haven't had nearly enough fun for it to end yet nyeh. Nihihihihi!"" "
{f:5:Beatrice},"""There, I agree with you. But fear not, for our game shall continue much longer than this."" "
Ushiromiya Battler,"""For eternity, inside the cat box. Glad to have you here, Chiester Sisters."" "
Chiester00,"""Lord {f:5:Battler}, allow me to express our deep gratitude for your invitation. In the future, we will endeavor to show even more-"" "
Ushiromiya Battler,"""Come on, don't be so stiff and formal. Tonight, we're all equal!"" "
Chiester410,"""That's right nyeh! Battler gets it nyeh, nihihihihihihi!!"" "
Chiester45,"""S-Stop it, 410. You're getting carried away... We'll get in trouble!"" "
Gaap,"""Hey there, Riiche. Long time no see! Wow, how long's it been since we've had so many of us here?"" "
{f:5:Beatrice},"""Not since Natsuhi's trial, right? And you could hardly call that a party!"" "
Zepar,"""If you're talking about a party!"" "
Furfur,"""You'd better not try and leave us out of it!"" "
Ushiromiya Jessica,"""...Dang, just how many of them are there?"" "
Ushiromiya George,"""If they keep coming like this, there'll be more of them than us Humans..."" "
Ushiromiya Maria,"""You can come out now, Sakutaro!"" "
Sakutarou,"""Uryu-!!"" "
Dlanor,"""Lord {f:5:Battler}, it was an honor to receive your {f:5:invitation}."" "
,"""""Let it be known that it is an honor."""" "
Ushiromiya Battler,"""Hey! Glad you came. It's been a long time. How've you been?"" "
Dlanor,"""Very well, thank {f:5:you}. Fighting with you all is always extremely {f:5:fun}. I have had enough of stamping {f:5:documents}."" "
Cornelia,"""Commander Dlanor, know that your to-do box is piling up as we speak."" "
Gertrude,"""Please make haste with the approval of our vacation papers. They are exceedingly important."" "
{f:5:Beatrice},"""Pft, wahahahaha! Sounds like living in the Great Court is as boring as ever!"" "
Dlanor,"""...Lord {f:5:Battler}, I fear I must bring you some sad {f:5:news}."" "
Ushiromiya Battler,"""Hmm, what is it?"" "
,Dlanor held out an envelope. 
,It was one of the invitation cards that Battler had handed out for this night's party. 
,The name on the card was...Furudo Erika. 
Dlanor,"""......We did all we {f:5:could}."" "
,The invitation was filled with stamps bearing the unreadable words of various foreign countries. 
,"Even without reading them, it was easy to guess that it had been returned to sender, destination unknown. "
Ushiromiya Battler,"""I see... Thanks for trying so hard."" "
Dlanor,"""The depths of oblivion are like an empty endless desert, or perhaps the bottom of the {f:5:sea}. ...No one besides Lady {f:5:Bernkastel} herself could find her {f:5:location}..."" "
Ushiromiya Battler,"""I did send invitations to those witches too. ...We'll have to hope they have the kindness to bring her along..."" "
{f:5:Beatrice},"""...Lady {f:5:Bernkastel} is just like a cat. She'll show up whenever she feels like it, but when she isn't in the mood, she'll never come no matter how often you call her."" "
{f:5:Lambdadelta},"""Ahhaha, yeah, that kid's totally like a cat. She'll come to get her food, but she won't let you pet her head."" "
Ushiromiya Battler,"""{f:5:Lambdadelta}. So, you came."" "
{f:5:Lambdadelta},"""Believe it or not, I'm a busy person, okay? Still, I am Beato's guardian. Wasn't I your guardian too? Well, anyway, I came because it's my ""responsibility"". I happened to be in the neighborhood, so I stopped by! "
{f:5:Lambdadelta},"Hey, you, Gohda! I've brought some presents! Could you just put these wherever for me?"" "
,"For someone who just dropped by because she was in the neighborhood, she brought an awful lot of presents, which included colorfully wrapped bottles and food boxes. "
Ushiromiya Battler,"""{f:5:Bernkastel} isn't here yet."" "
{f:5:Lambdadelta},"""You really think she'd come? She's not the kind of kid who'd just drop by to say ""hi"" at a game she's lost."" "
{f:5:Beatrice},"""...Probably. After all, she is very proud."" "
Ushiromiya Battler,"""I seem to remember her putting us through hell, but she's still one of the players in this game. I thought it'd be good to have her over to celebrate the final night of the final game."" "
{f:5:Lambdadelta},"""You're right. Without that kid, this game might not have reached its conclusion. Enemies and allies are the bare minimum you need for a game."" "
{f:5:Beatrice},"""True. Without a foe, there can be no game."" "
{f:5:Lambdadelta},"""At least I can enjoy defeat as just another part of the game. That kid can't. ...It's too bad, but she's been through a lot. So please, don't blame her too harshly."" "
Ushiromiya Battler,"""Actually, I was planning to thank her. ...A lot of crazy stuff happened, but thanks to her, we were able to make it to where we are today."" "
{f:5:Lambdadelta},"""...Thanks. I don't know when I'll see her next, but if I'm lucky, I'll get my chance in a few hundred years. I'll let her know what you said. Ah, that's right. They don't have invitations, but I've brought two guests with me."" "
Ushiromiya Battler,"""Guests? Who? I'm pretty sure I sent invitations to all the usual suspects..."" "
{f:5:Lambdadelta},"""Come on over, you two! I'll introduce you."" "
,"When Lambda snapped her fingers, the empty air exploded and two forms appeared. "
Dlanor,"""...If it isn't {f:5:Willard}!"" "
Willard H. Wright,"""Hey. I see you're as short as ever."" "
{f:5:Beatrice},"""...Now here are some unfamiliar guests. Who are they?"" "
Willard H. Wright,"""Owowow...don't...pinch...my ass!"" "
Ushiromiya Lion,"""Shouldn't we be introducing ourselves first? I'm fairly certain that Battler-kun and the others in this world don't know about us."" "
Ushiromiya Battler,"""You have the mark of the One-Winged Eagle on your clothes. Are you an Ushiromiya...?"" "
Ushiromiya Lion,"""My name is Ushiromiya Lion. In my world, we're cousins."" "
{f:5:Lambdadelta},"""I'll introduce Lion! This is the Successor to the Ushiromiya Family Headship, born only in a world of extremely low probability. In that world, Jessica isn't an only child. She's Lion's little sister."" "
Ushiromiya Battler,"""Now there's a surprise... So, there's a world like that..."" "
{f:5:Beatrice},"""...... Wait, you couldn't be..."" "
Ushiromiya Lion,"""Pleased to meet you, {f:5:Beatrice}. I know quite a lot about you."" "
{f:5:Beatrice},"""............"" "
Ushiromiya Lion,"""Seeing you smiling happily is the greatest joy I can imagine. ...I'm as glad as anyone else that you've made it to this point."" "
{f:5:Beatrice},"""...I see. ...So, it's you... ...I'm glad you're here..."" "
,Beato realized who and what Lion was. 
,"The two of them stared at each other's faces, as though looking at their own face in a mirror. "
Willard H. Wright,"""Willard's the name. I'm just a passing stranger who got caught up in a game you know nothing about."" "
Dlanor,"""He is an Inquisitor of Heresy from the Great Court, like {f:5:myself}. A truly skilled one, though he is now {f:5:retired}."" "
Ushiromiya Battler,"""I see. If you're Dlanor's friend, you can't be anyone bad. Please, make yourself at home."" "
{f:5:Beatrice},"""Just where did these two come from?"" "
{f:5:Lambdadelta},"""Bern brought them in and made them pieces. ...When she was done with them and about to crush them, I picked them up. Auau said leaving them there would leave a bad aftertaste."" "
{f:5:Beatrice},"""Is that okay? If, by chance, Lady {f:5:Bernkastel} does drop by here..."" "
{f:5:Lambdadelta},"""On this game board, they're my pieces, okay? And I can't wait to see the look on that kid's face when she bumps into them in a place like this. *giggle*giggle*giggle*!"" "
Ushiromiya Battler,"""...I don't really get it, but you obviously brought them here for some shady reason."" "
{f:5:Lambdadelta},"""That's all for my gifts. I'll just hang around for the rest. I'm leaving the rest to you, the host."" "
Zepar,"""Come, Lord {f:5:Battler}!"" "
Furfur,"""If you don't announce it, we can't start!"" "
,"""""The start of tonight's party at the end of this long, long game!!"""" "
{f:5:Beatrice},"""Ladies and gentlemen, your silence please!! Our territory lord, Lord {f:5:Battler}, has a message he wishes to convey to you all...!"" "
Ushiromiya Battler,"""Enough of that. It's embarrassing."" "
{f:5:Beatrice},"""Come on, it's a wife's responsibility. I'm not letting anyone else take it!"" "
,Beato sulked and handed Battler a glass of champagne. 
,"Come to think of it, everyone had a glass in their hands now. "
Ushiromiya Rosa,"""Maria, you're a kid, so drink some sparkling cider instead!"" "
Ushiromiya Maria,"""Uu-!! I want champagne too!"" "
Ushiromiya George,"""Hey, Maria-chan, why don't we drink some sparkling cider together."" "
Ushiromiya Jessica,"""Battler, our drinks are getting warm!"" "
Ushiromiya Kinzo,"""Agreed. Begin, Battler."" "
Ronove,"""No objections, I see. This way please, Lord {f:5:Battler}."" "
,Ronove motioned towards the center of the room. 
,"When Battler stepped forward, everyone silently awaited his words. "
Ushiromiya Battler,"""Glad you all could make it!! This marks the end of my long game with Beato...! I've invited everyone who's been a part of this game as a piece, a player, or a Game Master! I hope you'll enjoy this unending night to the fullest!!"" "
,Cheers. 
,"""""Cheeeeeeeeeeers!!"""" "
,"Everyone raised their glasses to the heavens as they cheered, and afterward, the soft sound of glasses clinking together rang out across the room... "
,...Only I...was apart from all that fun noise. 
,Maybe that was what did it. 
,"Before I realized it, my cheeks were wet with tears. "
,"I was lying on the sofa, covered by a blanket. "
,...I can just barely remember getting sleepy and falling asleep in a chair. 
,Someone probably carried me here. 
,"I can't actually hear them, ...but I get the feeling that everyone's still in the hall, having a good time. "
,...I...want to go there too. 
,No. 
,I will go. Over there. 
,"...It's what I've wanted all along, but I never took the first step. "
,I'll go to where everyone is. 
,"My head still feels hazy, ...so there aren't any complicated thoughts in my mind. "
,But that's okay. It's okay if my head's empty. 
,I'll be together with everyone. I'll go to where they are. ...That's all that matters. 
,I got up from the sofa and put on my shoes. 
,Let's go. To where everyone is. 
,The parlor door was shut. 
,"...I tried to open it, but maybe because of my clumsiness, I couldn't get it open. "
,"It was a bit creepy, as though the bad dream I'd just had was still going on. "
Ushiromiya Ange,"""......It won't open. Why? It isn't even locked..."" "
,My mood grew darker and darker. 
,"The knob that locks or unlocks the door is on this side. If I twist it, I should be able to lock or unlock it. "
,I turned it. *click*. 
,The door won't open. 
,...Did I accidentally lock it just now? 
,I turned it. *click*. 
,The door won't open. 
,"...It didn't open the last time, so it should've opened this time. I don't have a clue how I'm supposed to turn it to unlock the door. "
,I kept on alternating between turning the lock and roughly twisting the doorknob. 
,"I began to get irritated, wondering why they'd locked me away behind such an inconvenient door. "
,"Eventually, I ran out of patience and pounded hard on the door, but that noise didn't bring anyone to me. "
,"Why am I locked up in a place like this, all alone?! "
,"Everyone else is having a fun party, right there in the hall...! "
,Let me out of here...!! 
,"At that moment, ...a cold wind blew past me. "
,The wind rippled through my hair. 
,Wind? Inside...? 
,I turned around...to find the window curtain waving about. 
,There was a sound like scraping or crying. 
,"...At some point, the double window had opened outwards toward the darkness. "
,The icy wind that came through it...told me that this window was the only exit from this room. 
,Huh? 
,"I suddenly realized that the darkness beyond the open window was glaring at me, and my heart leapt. "
,*jingle* ...A cute sound rang out. 
,I finally understood. That sound was a cat's bell. 
,The glaring emerald eyes in the darkness...were those of a cat standing in the open window. 
,"Its pitch-black, luxuriant fur left only the eyes visible, blending in with the darkness easily. "
,"...Did the Ushiromiya family own a cat? It has a bell on it, so it can't be a stray. It's a cat someone owns. "
,"At any rate, the cat was standing by the window...and staring straight at me. "
Ushiromiya Ange,"""......Who...are you...?"" "
,"Of course, the cat didn't answer my question. "
,"I didn't think it was a cute cat, ...but I thought it might be trying to tell me something, ...so I approached it slowly. "
,"As I did, the cat did an about-face, turning its back to me. "
,"Then, it turned its head to look at me, almost as though it was telling me to follow it, and it leapt down into the darkness, leaving the jingle of its bell behind. "
,"When I peeked out the window, I saw the cat waiting for me under the pounding rain. "
,...I finally realized. 
,This window was the only exit out of this closed room parlor. The cat must have come to tell me that. 
,"The longer I keep standing around here, the longer the cat will have to wait in the rain. "
,That's no good. It'll catch cold. 
,I climbed up onto the windowsill and went out the window. 
,"The wind was strong, and the rain was cold, but I didn't get as wet as I'd thought I would. I might've been in the mansion's shadow. "
,"When the cat saw that I was outside, it walked along the wall of the mansion as if guiding me. "
,"It quickly disappeared into the blackness, but every now and then, it would turn around and set the bell jingling to let me know it was there. "
,"Eventually, a window with light seeping out came into view. "
,It was the window to the hall. 
,"When I peeked inside, I saw everyone having a good time. I couldn't hear their voices, but they were all right there. "
Ushiromiya Ange,"""Open up...! Open up!!"" "
,"I pounded on the window, but no one heard. "
,"...Maybe the window was really thick, or maybe it was just noisy inside. ...Or, it might have been so dark outside that I blended in with the darkness. "
,"In any event, no matter how much I hit the window, it didn't look as though anyone noticed. "
,"By this point, my loneliness was giving way to anger. Why don't you notice me? Why did you lock me up in that room all alone? "
,I've had enough. I'll get inside somehow and yell at everyone. 
,"When the cat realized that I had given up knocking on the window, it led me onwards with another jingle. "
,...But just where is this cat going? 
,I know it's following the wall of the mansion. But that's not the way to the front door. 
,The front door might be locked. 
,I'm sure the cat knows a way into the mansion...and is leading me there. 
,"Away from the light seeping from the hall, ...and towards the blackness lit only dimly by the lights in the garden, ...the cat and I continued to walk. "
,"Then, ...I found it. "
,An open...window. 
,"The cat stood below it and looked between me and the window, as though telling me to go inside. "
Ushiromiya Ange,"""Thanks, kitty. I'd like to give you some milk to thank you. Won't you come with me?"" "
,"When I walked closer to pick the cat up, it slipped away from my hands and flew into the bushes in a nearby flower bed. "
,"Then, as though it really had melted away into the darkness inside the bush, all traces of it vanished. "
,"No matter how much I strained my ears, I couldn't hear the sound of that bell... "
,"Suddenly, the wind changed directions, and the rain started to hit me fiercely. I can't stay in a place like this forever. "
Ushiromiya Ange,"""...I'll go inside. ...What room is this, I wonder...?"" "
,"I climbed up onto the windowsill and entered the room. Then, the window silently shut and locked itself. "
,...Good. That saves me the trouble of doing it myself. 
,"The room was completely dark. However, as my eyes got used to the darkness, I was able to make out a few things. "
,It was a large room. There was a long table...and many chairs. ...It was...the dining hall. 
,"Perhaps because I realized this and relaxed, it quickly became hard for me to make out details. "
,I searched blindly along the wall for the light switch. 
,"Then, finally, I felt a familiar shape. "
,"...Wouldn't it be annoying if I pushed this, and the light didn't come on? "
,*click*. 
,"In fact, ...it was nearly the opposite, and an annoyingly bright light filled the dining hall and made my eyes hurt. "
,I slowly opened my tightly shut eyes. 
,......And then. 
,...I saw the state the room was in. 
,The dining hall was covered with blood... Here...and there...were humans lying on the floor. 
,"Then, ...I realized that two of the people were my own parents. "
Zepar,"""Hey, are you having a great time, people?!!"" "
Furfur,"""If anyone's not having a good time, we're gonna eat you!"" "
,"""""Yell and sing the praises of tonight's banquet!! Ahhahahahahahahahaha!!"""" "
,The hall was alive with a mingling of Humans and the magical Illusions who lived on this island. 
,"At first, everyone stayed with their own groups, too nervous to mingle. "
,"However, as time passed, people started to move around, and both halves began to chat happily together. "
Lucifer,"""But they just never listen, do they?!"" "
Ushiromiya Hideyoshi,"""Leadership's important. You need to lead by example if you want anyone to follow you!"" "
Chiester00,"""Maybe some subordinates are like that, but I've never had any success with ordinary methods..."" "
Ushiromiya Rosa,"""Anyway, you're done for if your subordinates don't take you seriously! It's important to scold people loudly, even for small mistakes, every once in a while in front of everyone else."" "
Sakutarou,"""You can't do that! It'll just make everyone scared...! A leader has to be an example for everyone to follow. If you really want to be a leader-"" Yadda yadda yadda..."" "
,Everyone listened intently to the vegeta-lion's theory on leadership. 
,"This was after several rounds of drinks had gone by, and everyone was unnaturally focused on the conversation. "
Leviathan,"""Kyrie!! Why do you get stronger the more jealous you are?!"" "
Ushiromiya Kyrie,"""Don't make it sound so bad. If I want something, I won't let it slip away. I always put that theory into practice. There's nothing more to it."" "
Ronove,"""Thanks for waiting, everyone. Even more food is on the way."" "
Gohda Toshiro,"""...Nnngaahhh...! Butting in on the family party like this... ...And yet, while I hate to admit it, every movement of his is flawless. Just what sort of hotel did he train at...?"" "
Beelzebub,"""Too bad, Ronove-sama just happens to be totally perfect. But I still love Gohda more. This one's been cooked juuust right{p:0:♪}"" "
,"The Seven Sisters had blended into the party perfectly, and they were making things interesting. "
Nanjo Terumasa,"""And yet, many great mysteries are called masterpieces despite being shut down by Van Dine's Twenty Rules."" "
Willard H. Wright,"""It's not like I'm trying to shut down anything. ...Mystery novels exist for the sake of your own amusement. If you have fun, that's all that matters."" "
Gertrude,"""Know that even the great Wizard-Hunting Wright has gone quite soft."" "
Ronoue Genji,"""...Whether it's literature or forms of amusement, generally accepted rules change with the times. It must be the same with mystery novels, yes?"" "
,Everyone chimed in on Will's theory of mystery novels. There was no shortage of things to talk about. 
Ushiromiya Krauss,"""Yes, that is a fitting attitude for a beginner. However, at that rate, you'll never become a key player in your organization."" "
Cornelia,"""But...know that the regulations are always to be enforced..."" "
Belphegor,"""That's something for newbies to do. Don't forget that regulations and rules are pretty much guidelines for the new guys who don't know any better."" "
Ushiromiya Rudolf,"""You said it. You can't really call yourself an adult until you learn how to move outside the rules. You're still a kid if you let the rules hold you back."" "
Mammon,"""I can't stand letting other people do the work! I'm Mammon of Greed! I'll do all the jobs myself!"" "
Ushiromiya Eva,"""That's some spirit you've got there. How much are they paying you for being a Sister of Purgatory? Come get a job at my husband's business instead. I'll recommend you personally."" "
,The Humans and the Illusions were now very much on casual terms. 
Ushiromiya Natsuhi,"""I-I see... So this is how it's done in the world of witches..."" "
Chiester410,"""Yeah nyeh, you've got it nyeh! Where we come from, you pour the tea onto the saucer, press your palms on the table, and slurp it up like a dog nyeh!"" "
Satan,"""Wh-What the hell are you teaching her?! Who does that?! And Natsuhi, what do you think you're doing, getting tricked like that, and at your age!!"" "
{f:5:Virgilia},"""Get away from her, Satan...! How can you be so rude to Natsuhi-san...?!! ...Huh? Wh-Why are you crying, Satan? ...W-Was I too hard on you...?!"" "
Ushiromiya Lion,"""Chiester 410-san, please stop giving my pure and trusting mother such crazy ideas. Don't worry, it won't leave a mark."" "
,"410 started yelling about animal abuse, jumping around in circles and holding her butt. "
Asmodeus,"""I wonder if there's a prince out there for me! I wanna have some hot, passionate love!"" "
Ushiromiya Maria,"""If I fell in love, could I become a beautiful princess too?"" "
{f:5:Beatrice},"""Of course! Love is a miracle, power, a mineral!! It grants you invincible strength!"" "
Gaap,"""...*giggle* Is that the person who once claimed that love equals lust I hear?"" "
Ushiromiya Kinzo,"""Indeed. It would seem she's getting her fill every night, heheheh!"" "
{f:5:Beatrice},"""Sh-Shut up, you perverts!!"" "
,The circle surrounding Beato was always a lively one. 
Kanon,"""Yeah, I know how you feel. It's only when we're given orders that we find meaning in our lives."" "
Chiester45,"""I get nervous when I don't have any orders! Someone, order me to do something, or I'll die!"" "
Ushiromiya Jessica,"""You can't have that attitude! You've gotta find your own meaning for your life, cut your own path!"" "
{f:5:Lambdadelta},"""That's right. Your resolve has to be certain and absolute, okay? Back when I was Human, I lived like a daredevil all the time...!"" "
,"A bit shakily, {f:5:Lambdadelta} started talking about her theory of life. Apparently, she'd also had her fair share of champagne. "
Dlanor,"""What a bizarre {f:5:scene}."" "
Shannon,"""*giggle* Yeah, I guess so. Dlanor-sama, would you like some more to drink?"" "
Dlanor,"""Something {f:5:non-alcoholic}. After all, I am a {f:5:kid}."" "
Ushiromiya Battler,"""Ah, Shannon-chan will do. ...Do you have a second?"" "
,"Battler came back into the hall. He was searching for a servant, and the first one his eyes met was Shannon. "
Shannon,"""Of course, Battler-sama. Do you need something?"" "
Ushiromiya Battler,"""Sorry, but would you mind lending me the key to the parlor?"" "
Shannon,"""The...parlor...? I can get you in with a master key, ...but why?"" "
Ushiromiya Battler,"""Well, I was just wondering if Ange was asleep, so I went over there. The door was locked."" "
Shannon,"""Locked...? After we carried Ange-sama to the sofa, we shut the door, but we didn't lock it."" "
Ushiromiya Battler,"""...Ah, don't tell me that Ange... She must've felt like she was being left out of the fun...and locked the door from the inside in a huff. Silly kid."" "
Shannon,"""*giggle* Shall we unlock it, then?"" "
Ushiromiya Battler,"""Yeah, if you don't mind. Sorry about the trouble."" "
,Battler and Shannon left the hall together. 
,"In the hall, {f:5:Lambdadelta} started suggesting that they all have another quiz tournament together. "
,"Apparently, the Witch of Certainty would be handing out prizes. Everyone seemed enthusiastic about the idea. "
,"Smiling contently at the ensuing uproar, Battler headed towards the parlor. "
Shannon,"""...It really is locked. Shall I open it?"" "
Ushiromiya Battler,"""Hmmm... She was sleeping, so I didn't knock on the door, but if she locked it, that proves she woke up. ...Let's try knocking once."" "
,"Battler knocked on the door and called Ange's name. However, there was no response from the other side. "
,"He pressed his ear against the door, listening carefully, but there was no hint of Ange unhappily throwing a cushion at it. "
Ushiromiya Battler,"""She might have fallen asleep again after having her little tantrum. ...Could you open it for me?"" "
Shannon,"""As you wish."" "
,"Shannon took out her master key and unlocked the door. Then, she stepped back to let Battler go through. "
Ushiromiya Battler,"""...Ange... I'm coming in..."" "
,"Speaking a quiet voice to avoid waking Ange if she was asleep, Battler opened the door. "
,"Then, just as the door was opened, a chilly breeze drifted by. "
,"The breeze, which felt like outside air, immediately caught the attention of the pair, and they looked at each other. "
,...It could be seen at a glance that Ange wasn't in the parlor. 
,The curtains on the wide-open window fluttered about. 
Ushiromiya Battler,"""Ange? ......Ange...?"" "
,A blanket lay crumpled up on the sofa. It sat there just as Ange had left it after waking up. 
,The blanket was slightly warm. 
,"Clearly, she had been here until a short while ago. "
Shannon,"""Ange-sama...? ...Are you there...?"" "
,She obviously wasn't playing hide-and-seek. ...Ange was nowhere to be seen in the parlor. 
,Battler peered out the open window into the rainy blackness. 
,"...So, she slipped out the window in this rain and went...where? "
Shannon,"""Do you think Ange-sama might have gone out the window...?"" "
Ushiromiya Battler,"""...That'd make her one hell of a sleepwalker."" "
,"She couldn't have left from the main entrance, so she probably doesn't have an umbrella. "
,It was very hard to imagine a reason Ange might have for going outside in this weather. 
,...I have a bad feeling about this. 
,This shouldn't be happening. I'm the Game Master of this game board. 
,So why are we in a situation that the Game Master can't understand...? 
,"A large bolt of lightning lit up the surrounding area for an instant, but I was unable to see any trace of Ange... "
{f:5:Lambdadelta},"""Okay, okay, now it's my turn to think of a question! Umm, okay, so you have a third of a cake, a quarter of a cake, and a fifth of a cake all on a plate! It takes 30 minutes to eat one whole cake, so how much is left on the plate when you've finished eating?!"" "
,"At that moment, there was a roar of thunder and the lights flickered. "
,"The cheery voices vanished in an instant, like candles being blown out. "
,"""...None. That's a riddle you were tricked with once, isn't it?"" "
,"Amidst the silence, one voice rang out and answered Lambda's riddle. "
,"The crowd parted, ...and the form of a girl, a thousand-year-old witch, came into view. "
,She had been invited. 
,"She was an official guest, holding an invitation to this party... "
{f:5:Bernkastel},"""...Sorry I'm late. I was busy planning some festivities to liven up the party."" "
,"As {f:5:Bernkastel} spoke, she looked around at everyone... "
Ushiromiya Lion,"""............"" "
{f:5:Bernkastel},"""Ooh. And I thought you two were rotting away in the Fragment sea."" "
{f:5:Lambdadelta},"""They're my pieces now. Pretty cool, right?"" "
{f:5:Bernkastel},"""...Hmph."" "
,"She stared at Lion and Will with an unnerving smile on her face, but she seemed to lose interest. "
{f:5:Bernkastel},"""Where's Battler? And Beato? I'm a guest, aren't I? Isn't there anyone to welcome me in?"" "
Ushiromiya Battler,"""...I'm here."" "
{f:5:Beatrice},"""We did invite you, but I didn't expect you to actually come. ...I see, this must truly be a miracle."" "
{f:5:Bernkastel},"""Now that's an interesting way to put it. *giggle*... ......Why'd everyone get so quiet? This is a party, right? Go ahead and be noisy just for the hell of it. Or is you welcoming me with silence part of some kind of joke...?"" "
Ushiromiya Battler,"""Now it's your turn."" "
{f:5:Bernkastel},"""...My turn for what?"" "
Ushiromiya Battler,"""You asked where Battler was. So I told you I was here. Now it's your turn."" "
{f:5:Beatrice},"""What are you talking about? Did something happen...?"" "
Ushiromiya Battler,"""Ange's gone. Even I, the Game Master, don't know where she went."" "
{f:5:Beatrice},"""That's insane...! Isn't this your game?! That doesn't make sense...!"" "
{f:5:Lambdadelta},"""......If Ange disappearing isn't a scenario created by Battler, ...that means there must be another Game Master."" "
{f:5:Beatrice},"""Is that even possible...?!"" "
{f:5:Bernkastel},"""Oh, yes, I was surprised myself. ...Just when I opened the game board to start a delightful game of my own, I found that Battler had started up this bizarre game at the same time. ...I never thought I'd be in a game with two Game Masters..."" "
Ushiromiya Battler,"""In other words, ...you're admitting that you hid Ange away somewhere."" "
{f:5:Beatrice},"""...... ...It would seem so. After all, no one could introduce a scenario you didn't build, ...except another Game Master."" "
{f:5:Lambdadelta},"""So is this...one of those festivities to liven up the party that you mentioned?"" "
{f:5:Bernkastel},"""...You all looked like you were having a blast with that quiz tournament. So, I decided I wanted to join in."" "
{f:5:Beatrice},"""And you chose to hold Ange hostage for that purpose?"" "
{f:5:Bernkastel},"""You've got it. ...Battler, Beato, I want to challenge you to a game. You cannot refuse. Not if you treasure Ange as a little sister, that is."" "
Ushiromiya Battler,"""......What do you want?"" "
{f:5:Bernkastel},"""Lambda and I made a bet about the game between you and Beato. ...I must acknowledge that I've lost. At least, that I've lost to Lambda."" "
{f:5:Lambdadelta},"""*giggle*giggle* ...Bern tries to act all dry, but she's way more persistent than she looks. So, you're saying you lost to me, but not to Battler and Beato?"" "
,"It seemed as though {f:5:Bernkastel} might smile. However, she didn't. Those cold eyes spoke without words. "
,Battler understood. 
,He had played so many games against Beato. 
,Those games had been a wordless message from Beato. 
,So he knew. He understood. 
Ushiromiya Battler,"""She wants to fight us. ...Is that it?"" "
{f:5:Beatrice},"""...She will be a fearsome opponent."" "
Ushiromiya Battler,"""But we can't back out."" "
{f:5:Beatrice},"""I know that. ...We mustn't let Ange become Lady {f:5:Bernkastel}'s plaything."" "
,Beato understood as well. 
,She understood why {f:5:Bernkastel} was asking for one final battle... 
{f:5:Lambdadelta},"""...I never thought I'd see Bern fighting openly like this."" "
{f:5:Bernkastel},"""Do you find that funny?"" "
{f:5:Lambdadelta},"""Why would I?"" "
{f:5:Bernkastel},"""Thanks."" "
{f:5:Lambdadelta},"""............"" "
,{f:5:Lambdadelta} understood as well. 
,"Before the tale of Battler and Beato ended, before everything was locked away in the cat box... "
,{f:5:Bernkastel} would finally move from the audience to the stage. 
,"That witch who had hidden off to the side of the stage, unwilling to come out into the light, ...would now show that she had the courage to step forward onto the stage itself. "
,"As a friend, {f:5:Lambdadelta} showed that she understood {f:5:Bernkastel}'s human emotions, which had given her this courage... "
{f:5:Lambdadelta},"""Is there anything I can do?"" "
