Speaker,Steam (ST)
Shannon,"""Of course, I've already checked the schedule. Kanon-kun has that day off."" "
Ushiromiya Jessica,"""......Wh-Why are you always so clever when it comes to stuff like this...? No, wait! It'd be even worse if he's off... I can't pull him away from a precious day off just for my own vanity!"" "
Shannon,"""If you don't pull Kanon-kun away, he'll always be shut away by himself, so I think it'd be perfect if you could drag him out of his shell."" "
Ushiromiya Jessica,"""Y‐y‐ ...You think so? ...No, but... I'd feel bad for him..."" "
Shannon,"""Then I guess you're out of options... How about meekly confessing to everyone that you don't have a boyfriend?"" "
Shannon,"""...True, it may be terribly embarrassing, but you'd only have to endure for the short and yet loooong time before graduation. To a pair of lovers, there's no sweeter honey than the face of a single person with an inferiority complex{p:0:☆}"" "
Ushiromiya Jessica,"""Sha‐Shannonnnn~!! You aren't really worrying for my sake, are you? You're teasing me, riiiight?!!"" "
,"Jessica wrestled about with Shannon, her eyes teary. But Shannon was unphased, laughing with her usual smile. "
Shannon,"""Yes, this is to get you back for making fun of me and George-sama all the time."" "
,"Listening to Shannon's comeback, the likes of which didn't happen even once a year, Jessica hugged her cushion and rolled around on her bed, pretending to faint in agony. "
,"She couldn't stand Shannon's smile, which looked so triumphant, but right now, she was the only person Jessica could talk with. She could choke her to death with her cushion later. "
Shannon,"""Is it really so bad, Milady? It's a cultural festival, but it's also a chance for you to have fun with Kanon-kun."" "
Ushiromiya Jessica,"""No, that may be true, but... no, no, no, no...!!"" "
,Jessica buried her head in her favorite pillow to hide the fact that her face had grown bright red. 
,And she grumpily chewed the fingernail on her thumb. ...It really was a reaction to be appreciated. 
,"Shannon and Jessica were of about the same age, of the same sex, and friends. "
,And they were both right in the middle of puberty. They could never talk enough about love. That's why they could talk freely about these topics to each other. 
,"So, Jessica had heard a lot about how Shannon and George's love was progressing, and Shannon had heard a lot about what type Jessica liked, what kind of man she might be interested in. "
,"Judging by Jessica's reaction, it'd probably be rude for us to go into precisely what these things were... "
,"However, this story won't get anywhere if we just have Jessica rolling around forever, so let's dive in. "
,Jessica had been thinking about Kanon ever since he'd shown up. 
,"It was extremely rare for young men to visit Rokkenjima. So maybe it was natural for Jessica, a girl in puberty, to develop an interest in Kanon. "
,"But if anyone said that, it would destroy the romantic ideals of a maiden's pure heart and love at first sight. "
,"Shannon had been with Kanon a long time at the orphanage, so she'd known him since before they started working. "
,"So, Jessica had asked persistently about what his hobbies were, what his favorite food was, what type of girl he liked. "
,"......Even to Shannon, it was clear that Jessica was infatuated with Kanon. "
Shannon,"""Come on. ...Isn't this a good chance to take Kanon-kun on a date?"" "
Ushiromiya Jessica,"""B-B-But but but, ...Kanon-kun might also have someone he likes, so... wouldn't he take it badly if I made him go with me just to show off...?"" "
Shannon,"""People who aren't honest with themselves, like you, are... ...what was that word I learned from George-sama...? That's right, I think it was ""{c:86ef9c:tsundora}"". Apparently, they'll be all the rage in a decade or so."" "
Ushiromiya Jessica,"""Wow, George nii-san sure is incredible, managing to foresee future trends like that. Awesome. ...No, wait! Are you saying I'm living in the wrong decade?! "
Ushiromiya Jessica,"Waah, waah, waah, I give up!!"" "
,"...It took several days of wasted efforts, but in the end, Jessica agreed to the plan of having Kanon pretend to be her boyfriend... "
Kanon,"""...Yes, Milady. Did you call me?"" "
,Jessica regretted calling out at such a bad time. 
,"...Kanon always looked sullen, but he had some bad days and some better days. "
,"...Unfortunately, this reaction was the former. "
Ushiromiya Jessica,"""N-N-No, umm, well, ......errr."" "
Kanon,"""..............."" "
,All that confidence and effort she'd built up practicing in front of a mirror all night was wiped out in about five seconds... 
,Jessica turned bright red and hung her head. 
,"When he saw that, Kanon sighed. ...Jessica thought that he was exasperated with her, and her face went pale. "
Kanon,"""......I heard from Shannon. This is about having me go with you to the school cultural festival, right, Milady?"" "
Ushiromiya Jessica,"""Huh? ...Ah, aaaaaaahhh!! Nice one, Shannon... I mean...! "
Ushiromiya Jessica,"Y-Yeah, yeah. Th-That's right, but, umm, err! ......D-D-Do you have any plans that day...?"" "
Kanon,"""...I was strictly ordered by Shannon to work specially for you on that day, Milady. I have never been to high school, so I don't really understand, but I hear it's a place where girls can be shamed if they don't have a boy with them. "
Kanon,"...And I was given special orders to see to it that the daughter of the Ushiromiya family is in no way inferior to the common people."" "
Ushiromiya Jessica,"""Waha... wahahahahahahahahahaha, Shannon, I'll beat you to death lateeeeer!!!"" "
,"Jessica kept yelling with a strange voice and a broken smile, like a tea kettle filled with boiling water. "
,"As Kanon watched this, he sighed again. "
,Kanon wasn't an idiot either. 
,He fully understood what Jessica intended by inviting him. 
,"...But to be honest, playing along with Jessica's love game seemed like it'd be nothing more than an annoyance to him. "
,"However, Shannon had asked him over and over. He was deeply indebted to her, so he couldn't refuse. "
,...And that brooch was in his pocket. 
,Could this strange turn of events have been brought about by the magic power residing in this brooch? 
,.........Ridiculous. But he remembered what Shannon had said to him that day. 
,"...What did Shannon {y:1:""see""}{n:1:""see""} that I cannot? "
,I don't understand Shannon's feelings. We are furniture. ...As if we could...ever become anything more. 
,"It was a truly odd exchange between Jessica, who was still rambling on in a strange voice, and Kanon, who sighed deeply... "
,"""Jessie, someone's here!! Didn't you hear?!"" "
Ushiromiya Jessica,"""Huh, ah, ah, sorry!! Wh-Who is it...?"" "
,"As my friends all gathered together, ...they were looking this way with hard-to-describe expressions, whispering to each other in small voices that weren't small anymore. "
,"My attempt to play dumb felt pretty transparent, even to me. Did I really just say ""sorry, who is it""?! Like I don't know who just showed up...! Aaaaaaaaah, it's useless, it's useless, my mind's going blank... "
,"""Omigod, that's Jessie's boyfriend?! He's so cuuuuuuuuuuuuuute!!"" "
,"""Wait, he's real?! No way, seriously?!"" "
,"""Jessica, you traitor!! He's incredible!!"" "
,"""He's younger?! I never heard he was younger!"" "
,"""Where where?! Where, where, where's Jessie's boyfriend?!"" "
,"""She really is into little kids!!"" "
Ushiromiya Jessica,"""H-H-H-H-Hey! A-Aren't you late, wahahahahaha!"" "
Kanon,"""...I didn't know where the entrance was. I must apologize for my tardiness."" "
Ushiromiya Jessica,"""R-Right, umm, ...that outfit looks really good on you. Wahahahahahahaha...!!"" "
Kanon,"""...Shannon...said normal clothes wouldn't do, ...so we went and bought this the other day. ...Does it look strange on me...?"" "
Ushiromiya Jessica,"""W-Wahahahahahahahahahahahaha, that's not true! Shannon, when I get back I'll promote you two leveeeeeeeels!!"" "
Kanon,"""......It feels like everyone here's a girl. It's uncomfortable."" "
Ushiromiya Jessica,"""Y-Y-Yeah, isn't it?! C-Come on, let's not hang around here, let's go to the stage, okay? 'Cause I'll be up pretty soon! Come on come on come on!!"" "
,Jessica seemed just as uncomfortable. It looked like being bathed in everyone's interested gazes was hard on her. 
,"...When he saw Jessica's appearance, Kanon thought he might have made things difficult for her by coming. "
Kanon,"""...I get the feeling I'm getting in the way. Am I being a burden?"" "
Ushiromiya Jessica,"""I-I-I told you, no way!!"" "
Kanon,"""...Please tell me at any time if I start getting in the way..."" "
,"((Kyaa, no waaay, he calls himself ""boku""!!!!)) "
Ushiromiya Jessica,"""Ahiiiiiiiii, th-th-there's no way you'd get in the way, Kanon-kun!!"" "
,"(((Kyaaaaaa, she calls her boyfriend ""kun""!!!))) "
Kanon,"""...What would you like me to do, Milady?"" "
,"(((Omigoood, she makes him call her Milady, like a butler, omg!!!))) "
Ushiromiya Jessica,"""Nooooooooo, you can't call me Milady todaaaaaaaaay!!"" "
Kanon,""".........I-Is that so? As you wish, Jessica-sama."" "
,"(((((Kyaaaaa, she's trained him to call her ""sama""!!))))) "
Ushiromiya Jessica,"""S-S-S-Sorry, Kanon-kun, could you close your eyes for juuust three seconds...?"" "
,"((((((Hiiyaaaaaaa, a kiss, it's a kiss, she's gonna kiss him!!)))))) "
Kanon,"""...A-As you wish."" "
,"BANG, *thunk*! *bam*bam*, *slam*, *crash*!! "
,"...By the time Kanon opened his eyes, a horrible tragedy had occurred in the room. Everyone had been driven into the walls, their arms and legs outstretched. "
,Jessica had slipped her brass knuckles back into her pocket before Kanon's eyes opened. 
Ushiromiya Jessica,"""A-Anyway, let's go over to the stage. Our turn's coming up soon, so take a seat and wait for a bit. "
Ushiromiya Jessica,"'Cause we've gotta get ready! Go straight to the end here and you'll see a temporary stage, you'll know where to go. Please wait there!"" "
,"She pushed Kanon's back, as he seemed to be having trouble moving himself, and chased him out. "
,"Even though Kanon was confused by Jessica's attitude and her panicky state, which he'd never seen before, he followed her instructions and headed in the direction she had indicated. "
,"After seeing him off with an awkward smile, Jessica slammed the door shut and yelled loudly. "
Ushiromiya Jessica,"""There you go, you saw, right? You saw that, are you happy now?! Wahahahahahahahaha, sucks for you!!!"" "
,"""...Ugugugugugugu, I lost the bet."" "
,"""I was sure Jessie didn't have a boyfriend."" "
,"""Are you sure that was her boyfriend? I'll bet she's just abusing one of her servants, right?"" "
,"""Waaaah, Jessie's boyfriend's incredibleeee...!"" "
Ushiromiya Jessica,"""Sh-Sh-Shut up!! Come on, let's get ready!!"" "
,"When Jessica took the brass knuckles out of her pocket again, everyone energetically returned to their tasks. "
Kanon,""".........Haah."" "
,Kanon went down the corridor Jessica had shown him...and ran into a temporary stage set up where the vending machines should have been. 
,It was probably being rented by the hour by some group or club. 
,"The ones singing were student groups, but the crowd was still incredibly excited. "
,"Disliking that clatter, he leaned against a wall in the darkness by himself. "
,...So this is what they call high school. It sure is noisy. ...That's what Kanon thought. 
,"Then he remembered Jessica just now, acting in a way that he'd never seen before. "
,"...Honestly, she was in such high spirits that alcohol might have been involved. "
,"To him, remaining composed and intellectual at all times was the highest virtue. "
,"In that sense, it was very hard for Kanon to get used to the atmosphere of a school cultural festival. "
,...He had a responsibility to report everything he saw and heard to the Master. 
,...So he also had to report about how Jessica had acted without restraint earlier. 
,"...At the very least, it was not fitting for the daughter of the Ushiromiya Head Family. "
,"The Master, Krauss-sama, ...and especially Natsuhi-sama will probably be angry. "
,"If I am to report it in a way that protects Milady, should I blame it on inappropriate school friends...? "
Kanon,"""......What was all that? ...So stupid."" "
,Kanon thought back on how Jessica had acted earlier and sighed again. 
,He could understand Natsuhi's headache a little now. 
,"...Come to think of it, Natsuhi-sama, as the president of the PTA, was supposed to go to an informal gathering after attending the ceremony in the gymnasium. "
,"She said she wouldn't be able to see Milady's performance, didn't she? ...That's probably for the best. "
Kanon,"""......Crowds certainly are unpleasant. ...What in the world is going on?"" "
,Several female students keep glancing at me. 
,"It seems they're all whispering the same things Milady's school friends said, and it's truly unpleasant. "
,"Come to think of it, didn't Shannon warn me? "
,"...If you walk alone at something like a school festival, you'd better watch out, because lots of strange people will come and talk to you. "
,"""E-Excuse me, are you by yourself?"" "
,"Just as expected, a group of girls I'd never met started talking to me. Their stares started to make my back tingle. "
,...Didn't she tell me some magic words that could chase them off in times like this? ...Ummm. 
Kanon,"""...Sorry. I'm with someone."" "
,"""Uh, oh, really...?! I-I'm sorry!"" "
,"Ah, it worked. Instant reaction... "
,"Well, that got rid of them, but it hasn't really changed the number of people staring at me. "
,"""No, it's that kid, Jessie's boyfriend!!"" "
,"""No way?! It's that kid?!"" "
,"""I can't believe it, I was sure he was fake!"" "
,"""Isn't he cu-te? So he's younger?! Lucky Jessie!!"" "
Kanon,""".........Haah."" "
,...There's no way I'll ever come to a place like this again. Kanon sighed for about the zillionth time that day. 
,"When he did, the lighting changed, and the standing audience started cheering. "
,"He looked around and realized that there was suddenly a large group of people there. And unlike earlier, they were mostly guys. "
,"With this huge crowd, he couldn't even see the stage. Fortunately, there was a fallen beer case nearby, so he tried using that as a footstool. "
,"When he did, he realized that there was now a new group on the stage. "
,"Their leader is Milady. She's changed into stage clothes, and she's even holding a guitar. ...I didn't know she could play. "
,"Then again, maybe she can play. I've seen her practicing air guitar before. "
,Natsuhi-sama wouldn't approve of any hobbies outside of study. 
,Maybe she was always practicing in secret. 
,"...Come to think of it, she's been returning really late from school recently, hasn't she? "
,"...Maybe she's been practicing at school, far away from Natsuhi-sama's prying eyes. "
,"It really is for the best that Natsuhi-sama didn't come. ...If Milady were to get scolded by Natsuhi-sama after putting so many hours of practice in, she'd probably be dejected... "
,"""""""Jessie‐samaaaaaaaaaaaaaaa!!"""""" "
Ushiromiya Jessica,"""Everyone, thaaaaaaaaaanks for gathering here today!!"" "
,I could hear Jessica-sama's forceful voice through the speakers. 
,...Jessie-sama? Maybe that's her nickname at school. 
,The students in the audience kept calling out that name. ...I'm a little offended by that crude name. It's inappropriate for Milady. 
,"Jessica-sama was in high spirits as they kept shouting ""Jessie-sama"". "
,...Everyone here was probably a fan. Her mike performance picked up on that and electrified them even more. ...It was almost like a music program on TV. 
,".........At first, he'd thought this was all silly, but that feeling had changed into appreciation. It was incredible, in its own way. "
,"Kanon never listened to music of his own free will, but he'd often heard the kind of music the Ushiromiya family liked. "
,"...Since it was almost all classical, Kanon had naturally taken a liking to that kind of music. "
,"...So to Kanon, the song Jessica sang was...how should you say it... ...Extremely colorful. "
,"In any case, if Natsuhi-sama heard it, she'd probably faint. "
,But everyone looked like they were having a really good time. 
,"Some die-hard fans, who had even brought pen-lights, sang along and danced crazily with the same movements, almost as though it had been planned ahead. "
,"On the stage, Jessica-sama also sang enthusiastically, dripping with sweat. "
,"......He couldn't find a single element that was appropriate for a daughter of the Ushiromiya family, ...but it looked like so much fun. "
,"""""""Jessie‐samaaaaaaaa!! Jessiiiiie, Jessiiiiiiiiiiie!!!"""""" "
Ushiromiya Jessica,"""Again, today, behind me, the sound of footsteps! Oyashiro-sama is stalking me! Curses, disappearances, sacrifices, torture, Onikakushi, does that make a good snack?! Don't say Marisaaaaaaaaaaaaa!!!"" "
,"...I must not go along with it, but... ...At any rate, Milady is full of life and looks like she's having a great time. "
,"As I watched Milady enjoying herself, I thought. "
,Could this be Ushiromiya Jessica's true nature? 
,"...Don't I know better than anyone...that during her life on Rokkenjima, she's had no choice but to kill her sense of self? "
,"So the time she spends...not as Milady, successor to the Ushiromiya family, but as a single girl called Jessica, living life to the fullest, must be very important to her. "
,"...I've worked close to Milady, seeing her in all seasons, and thought I knew everything about her. "
,"...But that was all limited to one side of her, the Milady of Rokkenjima. "
,...We are furniture. We serve on Rokkenjima and end our lives on Rokkenjima. 
,"...So I've come to think of Rokkenjima itself as our whole world. As though, like in Ptolemaic theory, the ocean spilled off the end of the world into an abyss. "
,"But when I look at Milady like this, I can see how horribly narrow that outlook is. "
,...I still can't go along with the excitement of the crowd. 
,"...But I feel like I can see something that ""cannot be seen"" on Rokkenjima. "
,......I'm not sure if this is the unseeable thing Shannon was talking about... 
,...But the ocean still doesn't look blue to me... 
Ushiromiya Krauss,"""Wasn't the cultural festival at Jessica's school today? ...How is the principal doing?"" "
Ushiromiya Natsuhi,"""...He seemed to be in good health. That's right, Diet Member Takamiya was also there. He said to give you his regards."" "
Ushiromiya Krauss,"""Hmm, busy as usual?"" "
Ushiromiya Natsuhi,"""It appeared so. That person is also very energetic. Oh, and I believe President Emoto also made an appearance."" "
,"Naturally, the topic of Jessica's cultural festival came up at dinner. "
,"School events often became social gatherings for local volunteers. It was the same for the Ushiromiya family, who were celebrities around here. "
,"Natsuhi remembered the name of one VIP after another at that social gathering, telling Krauss the news about them. "
,...Jessica didn't really have any interest in that discussion and rudely slurped her pumpkin soup. 
Ronoue Genji,"""...Milady, perhaps you ought to take more care with your manners."" "
Ushiromiya Jessica,""".........Yeah, yeah, sorry 'bout that."" "
Ushiromiya Natsuhi,"""Jessica, how many times must I tell you to watch your language?"" "
Ushiromiya Jessica,"""...Yes Ma'am."" "
,"Jessica answered, discouraged. When he saw that, Krauss smiled a little and paused his conversation with Natsuhi. "
Ushiromiya Krauss,"""How was the festival for you, Jessica?"" "
Ushiromiya Jessica,"""Huh? Ah, ...well, it was okay!"" "
Ushiromiya Natsuhi,"""I was watching. You did an excellent job."" "
Ushiromiya Jessica,"""Huh, ...huh?! ...A-Ahahahaha, w-well!"" "
,Jessica's face turned bright red. 
,...She probably hadn't imagined that Natsuhi would actually come to see her on stage. 
,She felt a mix of happiness and embarrassment. 
,"Actually, she hadn't really wanted her mother to watch, since she didn't want to be told that her music was inappropriate for the Ushiromiya family. "
,"...But it certainly didn't make her unhappy to hear a parent say she'd done a good job, after watching her try her best... "
Ushiromiya Natsuhi,"""Jessica acted with both composure and dignity. Fitting behavior for the students' representative."" "
Ushiromiya Jessica,"""...ah, ......oh, ...yeah."" "
,The smile that had been there until a second ago crumbled like sand. ...Jessica immediately realized that her mom was talking about something different. 
,Jessica was also the school's student president. 
,"...She had no interest in doing something so annoying, but her parents had been pushy, so she'd grudgingly accepted. "
,"Unfortunately, she was popular at school, so she won the election easily. "
,"So, Natsuhi was praising her for the student council sponsorship ceremony at the beginning of the cultural festival. "
,"Actually, she had just carried that out halfheartedly. After that, she immediately met up with her friends and held a stage rehearsal for the rest of the time... "
Ushiromiya Krauss,"""That experience of standing above people and bearing responsibility will surely prove useful in the future. I'm sure it will help Jessica mature as a member of the Ushiromiya family."" "
Ushiromiya Natsuhi,"""But you rushed a little while giving the greeting. You get a pass on content, but the fast pace of your speech lessened the impact. It might help if you developed a habit of pausing every once in a while."" "
Ushiromiya Jessica,"""............Yeah."" "
,"After she finished eating, Jessica didn't feel like going straight to her room. "
,Her room was basically the place her parents had ordered her to be. 
,"So perhaps for Jessica, instead of returning to her own room, being in an unknown location in this large mansion was a meager form of resistance... "
,"Jessica felt that even being in the mansion made it hard to breathe, so she went outside to the rose garden. "
Ushiromiya Jessica,"""......... ...Well, even if she did show up, I'm sure she would've said something about how it wasn't appropriate for a successor of the Ushiromiya Family. ...So isn't it better this way? Ahahahahahaha."" "
,Jessica laughed at what she was sulking over. 
,...She laughed at what kind of words she could possibly have been expecting. 
,"...That was dumb of me. In the end, I was just acting like an entitled brat. I'm a little exasperated with myself, and it makes me want to laugh. "
Kanon,"""...Milady."" "
Ushiromiya Jessica,"""Wah, ...Kanon-kun. D-Don't scare me like that, hahaha...! *cough*cough*!"" "
,"Just as she was about to force a laugh, Kanon suddenly started talking to her, and she choked. "
Ushiromiya Jessica,"""What's up? Got something to say...?"" "
Kanon,"""..................... Umm."" "
Ushiromiya Jessica,"""...Yes?"" "
,Jessica's expression became the one she always wore when looking at Kanon. The listless Jessica from a second ago was gone. 
,"If he had still only known Jessica as the eventual successor to the Ushiromiya family, as he had until yesterday, ...he might have mistakenly thought that Jessica's mood had sprung back to normal. "
,...But that wasn't right. 
,"He now knew a part of her that he couldn't have {y:1:""seen""}{n:1:""seen""} until yesterday, so he understood that there was no way Jessica actually felt the way she appeared. "
Ushiromiya Jessica,"""Oh, ...about today's cultural festival... ...Well, thanks for coming with me so I could show off. You saved my butt out there."" "
Kanon,"""...That song. ...You were really good."" "
Ushiromiya Jessica,"""Wha?! ......Ah, ......ahahahahahaha?! Re‐really? I'm embarrassed..."" "
,"Even though she had heard the words she most wanted to hear, Jessica acted shyly and couldn't accept them openly. "
Kanon,"""...I cannot sing. And I don't know how to play any instruments other than the harmonica and the recorder, which I learned in elementary school. ...So I simply assumed you were the same, Milady."" "
,"...At the time, Kanon had never felt as though he'd been looking down on Jessica in this way. "
,But all the people he'd seen playing special instruments were on the other side of the Braun tubes in the TV. 
,"...At the very least, he'd been under the impression that it'd be impossible for Jessica. "
Kanon,"""...I am furniture. ...So I didn't believe there was any need to sing or play instruments."" "
,But... I'm not sure anymore. 
Ushiromiya Jessica,"""...Seriously, Kanon-kun, enough with that ""I am furniture"" business... That's like a proper attitude you servants are supposed to have, right...? Servants are supposed to be like living furniture. ...Genji-san says it a lot."" "
Kanon,"""It isn't just a proper attitude... ...Because we really are...furniture."" "
Ushiromiya Jessica,"""I know the kids from the Fukuin House...receive assistance from Grandfather in various ways, and I realize how grateful you are for that. "
Ushiromiya Jessica,"...But it's a bit cruel for you to have to call yourself furniture just because of that. We're all human, aren't we?"" "
Kanon,"""............"" "
Ushiromiya Jessica,"""Kanon-kun, when you saw me singing, ...what did you think?"" "
Kanon,"""...It looked like you were having a lot of fun."" "
Ushiromiya Jessica,"""I don't think that's true."" "
Kanon,"""...Huh?"" "
Ushiromiya Jessica,"""You didn't just think it looked fun. ...You were envious, weren't you?"" "
Kanon,"""......... That's not..."" "
,"Kanon probably hadn't noticed that emotion himself. ...Most likely, Kanon saw something he'd never seen before, learned about it for the first time, ...and felt envious. "
,"And to trick himself out of that emotion, he'd called himself furniture over and over... "
Ushiromiya Jessica,"""I know I'm a successor to the Ushiromiya family or whatever, ...and, well, I'm sure there'll be a lot of annoying stuff to do from now on. As far as that goes, I can't do anything but give up, since I was born under an unlucky star."" "
Ushiromiya Jessica,"""...Probably, just like you had to live at the Fukuin House, I don't have a choice either. I couldn't choose the stars under which I was born."" "
Kanon,"""......That may be true."" "
Ushiromiya Jessica,"""But there's one place where you and I are completely different. ...Know what that is?"" "
,"I am furniture, and Milady is not. ...He was about to say that, but stopped. "
Kanon,"""...I do not know."" "
Ushiromiya Jessica,"""Kanon-kun, you decided that your fate determines everything about you, and you gave up. But I can't accept this kind of fate, so I do the best I can. "
Ushiromiya Jessica,"...So, while there's still the rigid and cornered ""me"" that's gotta stay as the daughter of the Ushiromiya family, I've created another ""me"" that can do what I like to the fullest."" "
Kanon,"""......Another...you."" "
Ushiromiya Jessica,"""Yeah. ...Kanon-kun, you've been instructed to say ""because I am furniture"". ...I'm sure you've gone through a lot of tough times just because of that. "
Ushiromiya Jessica,"...I think that's... ...really unfortunate. ......But the idea that your entire life'll be decided by that alone...just seems sad to me."" "
Kanon,""".................."" "
Ushiromiya Jessica,"""You know, it's always possible for people to create another ""self"" inside them, a self that they can truly grow to like. I'm not talking about escaping from reality, okay? ...When I'm that other self, I can really feel like I'm living a great life. "
Ushiromiya Jessica,"So no matter how constrained and boring everyday life gets to be, I can always live on without suffocating."" "
Kanon,"""......To make... another self inside yourself... that you can truly grow to like..."" "
,"To make another me, one that isn't furniture... "
,"Through her relationship with George-sama, has Shannon given birth to another self that isn't furniture? "
,"...And did this other Shannon...see something that cannot be ""seen"" by furniture? "
Ushiromiya Jessica,"""That's right. ......Well, I don't know anything about your private life, Kanon-kun. But...I can sorta guess. Your private life...probably doesn't exist at all. Am I right...?"" "
,"Kanon couldn't reply, but that was answer enough. "
,He had no concept of a private life. 
,"So, Kanon would always be Kanon. So, furniture would always be furniture. "
Ushiromiya Jessica,"""...Kanon-kun, Kanon isn't your real name, right?"" "
,"In the Fukuin House, new graduates would be given new families and a new life, so they were also given a new name. "
,"...In his case, that was ""Kanon"". "
Kanon,"""......Certainly, ...this name of mine may be a temporary thing."" "
,"Before, he had thought of himself as Kanon, and no one else. "
,"...But he remembered. ...There definitely had been another self that wasn't Kanon. But that was far, far away, beyond the distant fog of oblivion... "
Ushiromiya Jessica,"""So even for you, it should be okay to have times when you're Kanon-kun, and times when you aren't. ...Maybe when you act as a servant, that Kanon-kun calls himself furniture and strictly limits his own will."" "
Ushiromiya Jessica,"""...But when you aren't Kanon-kun, I think it's okay to live much, much more freely."" "
,Those words definitely weren't just lip-service. 
,Jessica had also been like this in the past. She had cursed her own birth into an environment different from all of her friends at school. 
,"Only she had been in a heavily constricted environment, forced to learn all sorts of things, and she had even been told whom she was and wasn't allowed to play with. "
,"...It may have been sad, but she'd given up, resigning herself to the fact that she'd been born under that kind of star. "
,"But one day, Jessica stopped giving up and surrendering. "
,Stuff like Ushiromiya family customs and pressure didn't matter. 
,"She created a real ""Jessica"" inside herself, one who could do what she really wanted to do. "
Ushiromiya Jessica,"""You know, I go by the nickname Jessie at school. When I'm Jessie, I live life honestly and to the fullest. And because of that, I can do my best when I'm Jessica too."" "
Ushiromiya Jessica,"""...Would it really be so bad... if you could also have times when you're Kanon, and times when you're...umm, ...your real name? ...When you aren't Kanon, ...can't you try becoming another self that you can like?"" "
Kanon,"""............A time when...I am not Kanon."" "
,"He'd once thought of his real name as being completely meaningless. Because of that, he'd thought that ""Kanon"" summed up everything about him. "
,"And now, Jessica was telling him to create something new, another self that wasn't Kanon. "
Ushiromiya Jessica,"""...Kanon-kun, if you don't mind, tell me. ...What's...your real name?"" "
Kanon,"""..............."" "
,He was silent for quite some time. 
,Maybe Kanon's real name had risen to the tip of his tongue. 
,"...After hesitating for a long time over whether he should say it, ...in the end, ...he swallowed it back down. "
Kanon,"""...I forgot. ...My name doesn't matter anymore."" "
,Those words contained a faint rejection. 
Kanon,"""No matter what kind of real name I had, ...the only truth now is that here, I am Kanon. The past has nothing to do with anything. ...The materials with which furniture is made, be it a trunk of a tree or otherwise, are meaningless in the end."" "
Ushiromiya Jessica,"""...I told you to stop that! You aren't furniture, you're human, right?!"" "
Kanon,"""I am not human!"" "
,Kanon clearly voiced his refusal. ...It was with a rage that he normally didn't show. 
,Jessica couldn't say anything back and was struck silent... 
Kanon,"""...You are human, Milady. So you are free to live any way you please, and any kind of future is possible for you. It's almost like you have wings and can dance through the sky like a bird. "
Kanon,"But I am not like that. Even if I looked like a bird, I'd be nothing more than a domestic duck. ...Even though they have wings, they cannot fly."" "
Kanon,"""To speak of that dream of flight despite that, ...It's just... too cruel...!"" "
Ushiromiya Jessica,"""...Furniture and ducks!! What the hell is all this?!! ......No. ......"" "
