Speaker,Steam (ST)
,"Forward, ......turn, ...head down what appeared to be stairs from time to time. "
,"And then, ...though I couldn't really tell because of the darkness, ...it went in through the crack of a door. "
{f:5:Bernkastel},"""......Here...?"" "
,"I pushed the door open slowly, ...but it was dark on the inside, just like the corridor. "
,"However, the air and the slight change in the echos made by the footsteps... told me that this was a room, not a corridor. "
,The sounds of the cat's footsteps were gone. 
,"...However, the bloody footprints remained. "
,"On the other side of some sort of wooden screen, ...under what looked like a small spotlight... "
,...There was that same black cat gobbling down some bloodstained pet food. 
,"...I see. So, this is its reward for bringing me here... "
{f:5:Bernkastel},"""Cat... Sorry to bother you during your meal, ...but I'd like you to summon your master. ......That is, unless you're actually the one who summoned me...?"" "
,Talking to it didn't cause it to turn around. 
,"...Well, I guess it is an animal eating its food. ...If I kick it away, it'll probably run off to its owner. "
{f:5:Bernkastel},"""......Hmph."" "
,"When I did kick the cat, ...it sailed away like a stuffed animal, hit the wall, and fell to the ground. "
,"Then, it vanished, melting into the darkness... "
,...What's with this cat? ...Is it just an illusion...? 
{f:5:Bernkastel},""".........!"" "
,"When I looked at its food plate, ...it was piled up with what appeared to be blood-drenched raw meat. "
,...It was as though someone had torn apart living flesh on the spot and piled it up on there. 
{f:5:Bernkastel},"""...Come on, what's with the creepy reception?"" "
,"{a:c: ...That was a mean thing to do, kicking it.} "
,"The instant I heard that voice, the hairs on the back of my neck stood on end. "
,"Then, ...the surrounding area finally brightened... "
,"However, {f:5:Bernkastel} had already guessed where this was before it grew bright... "
{f:5:Featherine},"""......That was you, was it not? ...That cat."" "
{f:5:Bernkastel},"""............"" "
{f:5:Featherine},"""...A cat who has learned how to eat meat...and that it can sometimes choose its own path. ...It has been a long time..."" "
{f:5:Bernkastel},"""It's a path I might never have had to know about if you hadn't told me. ...You're the monster who taught me the taste of flesh. ...So, you've come back to life, ......{f:5:Featherine Auaurora}..."" "
{f:5:Featherine},"""...{f:5:Augustus Aurora}... You never learn, no matter how often I tell you that... ...Very well. Even that brings back fond memories... I have heard the rumors... ......It seems you have taken the name {f:5:Bernkastel}, Witch of Miracles, ...and have been playing a far from praiseworthy Fragment game..."" "
{f:5:Bernkastel},"""I'm just imitating you. Though I could hardly match up to your level. ...If the rumors you've heard about me are bad, that applies a hundredfold to you."" "
,"{f:5:Bernkastel} sat unreservedly in an antique chair, ...as though she was already familiar with the place. "
{f:5:Featherine},"""......What are you afraid of? I am merely celebrating my reunion with my longest-serving miko so far... Did you really find my messenger cat so displeasing?"" "
,{f:5:Bernkastel}'s manner seemed completely relaxed... 
,"However, {f:5:Featherine} admonished her, telling her not to be afraid. "
,"...And, judging by the expression that had risen to Bern's face, ...{f:5:Featherine} had been right on the mark... "
{f:5:Bernkastel},"""Did you really have to make such blunt insinuations against me? ...A cat leaving behind bloody footprints and stuffing its face with bloodstained meat..."" "
{f:5:Featherine},"""............ ...Have no fear. ...Look closely. ...Do you see any cat stuffing its face with meat...? I just gave it a plate of biscuits as a reward for going to get you..."" "
{f:5:Bernkastel},"""............"" "
,"......It was as though soot covering the plate at her feet was blown away, even though there was no wind. "
,"...There lay an adorable...and perfectly normal...cat dish, ...with a pile of small biscuits on top of it... "
{f:5:Bernkastel},"""......Tch..."" "
,{f:5:Bernkastel} didn't even hide her displeased grimace. 
,"{f:5:Featherine} shrugged and muttered ""you haven't changed, child of man"" as she rocked her rocking chair. "
{f:5:Bernkastel},"""......I see you're as unpleasant as ever. ...But I'm happy now. Imitating you really has been far from boring."" "
{f:5:Featherine},"""...Scold me as you please. It is the parting gift I gave you when we last met."" "
{f:5:Bernkastel},"""You liked rude mikos because they kept you entertained, right...? Tch, ridiculous. ...If talking will only please you, I'll shut up. ...So, ...what do you want with me...?"" "
{f:5:Featherine},"""It seems {f:5:Beatrice}'s game has ended with Battler's victory. ...I observed it. It was quite entertaining."" "
{f:5:Bernkastel},"""...I'm sure you liked seeing me fail miserably."" "
{f:5:Featherine},"""Nonsense, it was a splendid performance... ...I'm sure Beato is very grateful to you."" "
{f:5:Bernkastel},"""......Hmph. ...And? If you want me to read the Fragments of Beato's game aloud for you, I refuse. I'm not your miko anymore."" "
{f:5:Featherine},"""I have observed all of Beato's games. ...I also watched {f:5:Lambdadelta}'s game and Battler's game with great interest. ...I believe I have formed an answer for all the riddles in my own way. ......The culprit. The motive. The individual tricks. ...I'm not yet clear about the very last part of the epitaph's riddle, but I have enough of a theory that if I actually went to Rokkenjima and investigated, I should be able to resolve that part as well."" "
{f:5:Bernkastel},"""......And...?"" "
{f:5:Featherine},"""Of course, since there is no single truth, my theory is probably only one of many possibilities. ...However, that is only a question of possibilities, a trivial problem."" "
{f:5:Bernkastel},"""...What are you up to? ......Do you want to debate Beato's game with me?"" "
{f:5:Featherine},"""Wrong. ......What I want is to look at the answers, child of man."" "
,Those words of {f:5:Featherine}'s made {f:5:Bernkastel} straighten up. 
,...Her old master did not fail to notice that small reaction. 
{f:5:Featherine},"""So far, you have spiced up this tale as an actor. In doing that, you have probably come to know many truths. ...However, even you are unaware of the truth behind several riddles that Beato has cleverly kept hidden, correct...?"" "
{f:5:Bernkastel},"""...... ......I see... ...You want to use me to chew apart and string out the guts of something again."" "
{f:5:Featherine},"""After watching a play, reading the pamphlet and learning what goes on behind the scenes is similar to, as you would say it, enjoying some black tea after a meal. ...That enjoyment cannot be left undone."" "
{f:5:Bernkastel},"""You like to play with them and love them while they're alive, then eat their flesh when they die. ...So, cats are doubly useful to you. ......Just die, monster."" "
{f:5:Featherine},"""I want...to look at the answers. ......I'm sure you want to know them."" "
{f:5:Bernkastel},"""............"" "
{f:5:Featherine},"""Think of it as a burial for Beato's corpse, where you are in charge of the service. ...What do you say to that, child of man?"" "
{f:5:Bernkastel},"""...Now, you're starting to speak my language."" "
,"When {f:5:Featherine} snapped her fingers, a thin spotlight appeared on the table, which was covered with cluttered books. "
,There...lay a folded version of the game board for Beato's game. 
,"The Witch of Theatergoing spun her finger in a circle, and the game board opened up by itself, showing the black and white pieces lined up inside it. "
{f:5:Featherine},"""......The game board and all the pieces are gathered here. ...The records for the previous games are all present as well. "
,"With a rustling sound, the book flipped through all its pages of its own accord, front to back, shut itself, and flew to the side of the game board, where it waited. Inside it, all of the movements of the pieces during previous games were recorded... "
{f:5:Bernkastel},"""......I see. So you were short a player and a commentator..."" "
{f:5:Featherine},"""We're also short on black tea. ...Similarly with dried plums. Of course, I will find some."" "
{f:5:Bernkastel},"""...... ...Okay. If you add on some mustard rice cakes, then we have a deal."" "
{f:5:Featherine},"""The negotiations are concluded."" "
{f:5:Bernkastel},"""I have one condition."" "
{f:5:Featherine},"""Oh, and what is that?"" "
{f:5:Bernkastel},"""I'm going to be the Reader, okay...? ......I have no love, so a few things might be interpreted in an odd way. ...However, the Reader is free to read things in a manner and with an intonation of her choosing."" "
{f:5:Featherine},"""I only want to check the answers. ...I don't particularly care about the tale itself. ...I'm not deeply interested in what sort of tale you'll create. ......Ah, yes. Now I see what you're after."" "
{f:5:Bernkastel},"""......Will you accept that condition?"" "
{f:5:Featherine},"""Very well... I want to know the answer. You have your grudge to worry about. The negotiations are concluded."" "
,"When {f:5:Featherine} snapped her fingers once more, ...a large chair appeared, as though beckoning {f:5:Bernkastel} to sit there. "
,"It was...a throne, horribly mismatched with the furnishings of this room. "
,"Wait, I've seen this before. ......This is- "
{f:5:Featherine},"""I acknowledge it. You may sit. You are the Game Master."" "
{f:5:Bernkastel},"""......Are you sure? ...Are you really...sure...?"" "
{f:5:Featherine},"""You can create whatever sort of tale you like to satisfy your grudge. I am not interested. However, I have one condition as well. ...Answer all of the questions I ask. Absolutely no keeping secrets, hiding or dodging the issues."" "
{f:5:Bernkastel},"""Heh, ...heheheheheheheheheh...! Leave it to me. Tearing up guts and dragging them out is my specialty. ...After all, you trained me."" "
{f:5:Featherine},"""Let us make some black tea. ...We'll use our own hands, not magic. ...Let the master treat her miko to some tea..."" "
{f:5:Bernkastel},"""The old Beato told me that witches are the best ones to have black tea with."" "
{f:5:Featherine},"""It seems that rule doesn't apply to us... ...Heh, ...heheheheheheheheheheheheheheheh."" "
,"...At some point, ...that dish piled with biscuits... had once again been covered with a mountain of torn-apart meat and a splatter of red. No, not just meat, ...even the bowels... "
{f:5:Featherine},"""...Black tea is best enjoyed-"" "
,"""""With your fellow monsters."""" "
{f:5:Bernkastel},"""......In that case, let's get the pieces ready. If we keep up the count, this'll be game 7, right?"" "
{f:5:Featherine},"""Indeed. A fortuitous number."" "
{f:5:Bernkastel},"""But not for Beato, right?"" "
,{f:5:Bernkastel}...slowly picked up a black piece. 
,It was...the piece that represented {f:5:Beatrice}. 
,"It was sometimes a king, sometimes a queen, and could become a knight. "
,"...However, that was only if it got promoted. Until then, it was only a trash piece, like a pawn. "
,"First comes the placing of the pieces. By this point, the witch's game has already begun. "
,{f:5:Bernkastel} took Beato's piece...and raised it high. 
{f:5:Bernkastel},"""First move, placement. {f:5:Beatrice} on d8."" "
