Speaker,Steam (ST)
{f:5:Virgilia},"""Hohhohohohohoho... I am not capable of granting that wish. ...After all, this is Jessica's own decision, which she herself chose."" "
,"At that time, suddenly, the air split and the Chiester Sisters appeared, flying into {f:5:Virgilia}'s chest. "
Chiester410,"""{f:5:Virgilia}‐samaaaaaaaaaaaa! Hiieeehheiiiiih!!"" "
Chiester45,"""So mean, so mean, Lord {f:5:Goldsmith} is so meeeeeeeeaan, waaaaaaaaahhhh!"" "
Chiester00,"""I'm...doing the best I can... Crushing me for animal fodder, ...that's just too much. ...Uuuuuuuuuuuuuu!!"" "
,"{f:5:Virgilia}, who still didn't have a clue what was going on, was mobbed by the sobbing Chiester Sisters. "
{f:5:Virgilia},"""Th-There, there. Everything's all right, don't cry... I'll make you some delicious tea... "
{f:5:Virgilia},"...I'm leaving it up to you all to guard this place. If they do anything suspicious, inform me immediately...!"" "
,"The goat attendants all faced each other, nodding their heads. "
,{f:5:Virgilia} took the Chiester Sisters and left. 
,"The sound of them going up stairs could be heard, so they had probably gone to an upper floor. "
Ushiromiya Kyrie,"""......This is our chance. ...It looks like these goat heads are morons. ...I wonder if we can trick them..."" "
,"Kyrie realized that an opportunity had arrived, but even so, she hadn't thought of a way to break the metal bars... "
,"The Jessica reflected on the three-sided mirror had her eyes closed, as though in contemplation. "
,"...The way she had both hands stuck into her pockets, wanting to be defiant until the very end, might have been her own aesthetic stance. "
Ushiromiya Jessica,"""......That's all I have to say. ......Kill me."" "
Ronove,"""...Understood. ......Well then, ...fear not, for I shall make your death more gentle and merciful than any sleep."" "
,"As Ronove raised his palm, ...he slowly approached Jessica... "
Ushiromiya Krauss,"""Dammiiiiiiiiiiittt!! Wrooggh!! Graaah!!"" "
,"Realizing that his daughter was about to be killed, Krauss went half-mad and repeatedly body-slammed the metal bars. "
,The goats looked like they were sneering at how a mere Human didn't stand a chance at breaking those bars. 
,Krauss's pointless efforts certainly may have been comical. 
,"...But Krauss was giving it everything he had. He was now living with all he had as Jessica's father, so that he could save her. "
,......Kanon made tight fists with both hands. 
,"If he used his cursed power, he might be able to cut through even metal bars. "
,"...But there were a full three goats. ...There was no way he could defeat three of them in an instant. It would instantly be reported, and then even {f:5:Virgilia} and the Chiester Sisters would probably dash in. "
,"Even if he could break the bars, ...that would be the end of it. ...It was useless. "
,"...Kanon already knew that the witch sneered at useless efforts like that, ...so he could do nothing but stare at Krauss's repeated body-slams... "
Shannon,"""...Ah, ......George-sama..."" "
,"Shannon, who had been looking at the three-sided mirror, raised her voice. "
,"...When they looked, they could see George, who had been silent the whole time, lift his face. ...It seemed that George had also decided on an answer... "
Gaap,"""......Have you decided? On your answer?"" "
Ushiromiya George,"""Yeah. ......I've decided."" "
Gaap,"""Is it an unwavering answer...?"" "
Ushiromiya George,"""Yeah. It's unwavering."" "
Gaap,"""Then let me hear it. ......Oh, by the way, it seems Jessica decided to take the ""your life"" option. Surely, such an indecisive person as you isn't going to choose the same answer, right...?"" "
Ushiromiya George,"""...Jessica gave her own answer. ...No matter which choice that was, it was Jessica's answer. It doesn't influence my answer in any way."" "
Gaap,"""I see. Then let me ask again. ......Among the three mentioned below, in order to gain two, sacrifice one. "
Gaap,"""1. Your life. {nobr:2. Shannon's} life. {nobr:3. Everyone} else's lives. ......Which one will you choose? Could it be the first one, like Jessica?"" "
Ushiromiya George,"""......Wrong."" "
Gaap,"""Oh...?"" "
,Gaap looked a little surprised. ...Because she had thought this timid-looking man would obviously choose that option. 
Gaap,"""......... ...Very well then. I'm glad the most boring option for me has been removed. ...Then, as crazy as it sounds, ...could it be the second option? Can you abandon Shannon's life...?"" "
Ushiromiya George,"""......You must be joking. Why would I do that to the person I was going to give an engagement ring to tonight?"" "
Gaap,"""......... ......How bold. Is that your answer...?"" "
Ushiromiya George,"""......That's it. ...My answer is... the third option."" "
,"George took......the third option. ...""Everyone else's...lives"". "
,"Unsurprisingly, Gaap hadn't imagined that he'd give an answer like that. "
,"...She had been sure that he'd choose the same one as Jessica... So, she was interested in how he had reached that answer. "
,...How he had reached an answer that had surpassed the imagination of the 33rd ranked of the 72 demons? 
Gaap,"""I want you to tell me. ......I want you to tell me the circumstances that made it possible for you to sacrifice the lives of everyone else so that you and the fiancée you love would be safe. ...Did you use the process of elimination, like Jessica?"" "
Ushiromiya George,"""Wrong. I clearly have no choice except this one."" "
Gaap,"""......So, you don't care what happens, as long as it's good for you? So, you can sacrifice the world for the woman you love...?"" "
Ushiromiya George,"""What are you even talking about?"" "
Gaap,"""......What......?"" "
,"George faced the demon as he spoke, almost as though he was disgusted. "
Ushiromiya George,"""...Tonight, I planned on calling Shannon right here and giving her this ring as proof of our engagement. "
Ushiromiya George,"......There probably are quite a few people who wouldn't celebrate an engagement between me and Shannon. I was prepared to make enemies of the entire family by announcing my engagement to her."" "
Ushiromiya George,"""I have been prepared. Since the time I came to this island......no, that's not it. ......Since the time I confessed that I wanted to engage her."" "
Gaap,"""......So, you can sacrifice everything else as long as you can get married...?"" "
Ushiromiya George,"""Marriage means... ...continuing to be your wife's ally for your whole life. ......At that point, ...I was prepared to have the entire world as my enemy for her sake."" "
,"Those words, through the three-sided mirror, ...also reached Shannon's ears. And that determination reached her eyes. "
,...Shannon certainly had promised to be given an engagement ring tonight. 
,"Then, this incident had occurred, and she hadn't been able to receive the ring. "
,"But now... ...Even though it wasn't in the form of a ring, Shannon had received something even greater. "
,"...And as proof of that, ...a single tear with the same sparkle as a diamond... dripped down. "
Gaap,"""Heh, ...heheheheheheh...! What a courageous answer. I see, if I really think about it, this was an easy decision for you."" "
Gaap,"""After all, your parents were already killed on the first twilight, right? By now, there's no one whose death would trouble you."" ""Hahhahahahahahaha, I see, truly an easy choice. Ahahahahahahahaha..."" "
Ushiromiya George,"""Say whatever you want. This determination and choice are mine, ...and mine as the Successor."" "
,The sparkle in George's eyes was brilliantly sharp. 
,"...For just an instant, Gaap felt the same sense of threat as Kinzo's...and was slightly overwhelmed. "
Gaap,"""......I see. ...Yes, the same decision as {f:5:Goldsmith}... ...So even with your innocent face, ...you will also become a terrible demon in the future. ...What do you know, we might get along pretty well."" "
Gaap,"""You will succeed {f:5:Goldsmith}. Eventually, I may even be summoned and serve you. ...That could be surprisingly interesting. ......Heheh."" "
,Gaap had needed to change her opinion of George. 
,"...This man bore a determination and resolve unimaginable from his outward appearance... and not just now, but since the very beginning. "
Ushiromiya George,"""I am prepared to inherit the Headship right away. ......No, that's not it. You told me to think as the Head in this test. So I answered based on the premise that I am the Head."" "
Ushiromiya George,"""......No, even that's not it. I thought as the Head himself. ...I am now...the Head of the Ushiromiya family."" "
Gaap,"""............ Hehheheheheh... Splendid, to think that you'd be able to go so far. "
Gaap,"It seems you truly are one to be reckoned with. ...Battler's and Maria's tests remain, but I've got a good feeling that you'll pass."" ""......But only if that is your true, unexaggerated answer, you see?"" "
Ushiromiya George,"""......Do you doubt my resolve?"" "
Gaap,"""Can you carry out the option you chose? Can you, right now, with your own hands, offer all the lives that exist on this island as sacrifices...? By your own hand...?"" "
Ushiromiya George,"""I can. I've said I was prepared to do so several times."" "
Gaap,"""Ha, ......hahahahahaha! Then return to the guesthouse right away...and kill Battler and Maria! When that's done, I'll bring you the other hostages. Execute each of them except Shannon before her eyes! You can do it, right?!"" "
Ushiromiya George,"""{i:I can}. My resolve is on a whole different level from yours."" "
Gaap,"""............Nn. Then carry it out! Death for them all! Complete this bloodstained ceremony as the new Ushiromiya Family Head...!!"" "
Ushiromiya George,"""...Understood. I'll carry it out. I'm already the Ushiromiya Family Head."" "
Gaap,"""Yes, that's right! Stain that throne red by your own hands...! You will become the king of the spirit world who controls the demons...!!"" "
,Gaap was convinced. This man truly was fitting to succeed Kinzo's madness...! 
Gaap,"""Blow wind, cry thunder!! Celebrate the birth of the new demon king!! The demon island has now welcomed its new lord...!!"" "
,"In response to the demon's call, a tempest raged more and more. "
,"Then, a massive lightning bolt fell, its tearing thunder and brilliant light giving the sensation of a moment of silence... "
Ushiromiya George,"""So, ......about the order of the murders. I get to choose that, right?"" "
Gaap,"""Please, as you wish, your Majesty, the new demon king of Rokkenjima. As your heart desires...!"" "
Ushiromiya George,"""......Well then, to start, that means the first one's gonna be you. Got a problem with that?"" "
Gaap,"""............Huh?"" "
,"A gust of wind blew, ...stirring up George's jacket as if it was a cloak. "
,It was very much like the cloak worn by the Head. It definitely carried that impression of dignity... 
,"...At that time, ...Gaap truly did see the storm wiped away, and the sky covered with a pure-white and vast full moon. "
,The man who called himself the new head... bore the full moon on his back... and sneered at the demon. 
Ushiromiya George,"""Even the lives of the entire Ushiromiya family...are now part of my fortune. Reparations will be made for the damage that's been done. And it won't come cheap."" "
Ushiromiya George,"""...You didn't seriously think you could take my parents, Aunt Natsuhi, Uncle Rudolf, Aunt Rosa, and Genji-san's lives and expect me to overlook it, right?"" "
Gaap,"""Ho... ......hohoh, ......impertinence..."" "
,Ronove was trying to press his palm against Jessica's chest and stop her heart. 
,"But right before he could, his hand stopped... "
,"......On the carpet at their feet, ...one...two small red flowers bloomed with a *plop* *plop*. "
,"The seed of those flowers... was way up high, piercing into the heavens... ...on Jessica's fist. "
,Ronove's nose was stained red with spewing blood...... and those drops had been dripping onto the carpet. 
Ushiromiya Jessica,"""......By the way, that just now was my answer as a maiden. ...My answer as the Successor is different."" "
Ronove,"""Allow me to ask..."" "
