Speaker,Steam (ST)
Gohda Toshiro,"""{p:42:Madam's room was locked}! It's just like the dining hall!"" "
Shannon,"""After getting everyone's permission, {p:42:I unlocked the door}..."" "
Kanon,"""{p:42:Krauss‐sama and Natsuhi‐sama lay sprawled on the floor inside the room}."" "
Ushiromiya Battler,"""{p:42:Doctor Nanjo checked their pulse. Then, he announced that the two of them had died instantly}."" "
Nanjo Terumasa,"""Correct. {p:42:I confirmed both of their deaths. There can be no doubt that they died instantly}."" "
Ushiromiya Jessica,"""I searched all over the room, looking for a clue...! In the end, {p:42:I found that the windows and doors were all locked, making it a locked room}."" "
Kumasawa Chiyo,"""Another closed room! We servants all have master keys, so we'll be suspected again...!"" "
Gohda Toshiro,"""B-But have no fear...! After Madam began to suspect us, we started keeping an eye on each other!"" "
Shannon,"""{p:42:All of us servants were together the whole time}."" "
Kanon,"""{p:42:All of us servants can prove an alibi for all of the other servants}."" "
Ushiromiya Battler,"""Now that's interesting. So, you're saying that this closed room is even more complete."" "
{f:5:Bernkastel},"""......In the case of the first closed room, no one had an alibi. So, for this closed room, all of them have alibis."" "
{f:5:Beatrice},"""In this world, the servants themselves become living master keys. Since those servants have perfect alibis, it was impossible to lock Natsuhi's room..."" "
Ushiromiya George,"""We decided to preserve the crime scene as it was."" "
Ushiromiya Maria,"""{p:42:We put duct tape all over the outside of the doors and windows, sealing them}!"" "
Ushiromiya Jessica,"""I'm sure the culprit left some sort of clue in this room! {p:42:We made sure that no one would be able to enter or leave until the police arrived}!"" "
Ushiromiya Battler,"""Then, we did the same to the dining hall. {p:42:We also sealed the dining hall in the same way}."" "
Nanjo Terumasa,"""We reached the conclusion that the entire mansion itself should be preserved. {p:42:We also sealed the mansion itself, and all of us took refuge in the guesthouse}."" "
Ushiromiya Battler,"""They sealed the whole mansion? Packing tape on all the windows? They even used a ladder for the windows on the third floor?"" "
{f:5:Bernkastel},"""...The game would get complicated otherwise, so I've simplified it. {p:1:All of the windows have steel bars on them, so it is impossible to enter or leave by them}. Therefore, {p:1:we'll say that they can seal the whole mansion by sealing the two doors, the front one and the back one}."" "
Ushiromiya Battler,"""Got it. That makes it easy."" "
{f:5:Beatrice},"""What do you think?"" "
Ushiromiya Battler,"""Actually killing the two people in Aunt Natsuhi's room would be easy. Someone just had to knock and get them to open the door. However, they couldn't lock it afterwards."" "
{f:5:Beatrice},"""Only the servants can lock doors, but all of the servants have alibis."" "
Ushiromiya Battler,"""Unless the servants are all in it together. More importantly, the first twilight has me suspicious."" "
{f:5:Beatrice},"""You think that one of the six who died in the dining hall was actually alive and committed the crime?"" "
Ushiromiya Battler,"""It's because of Erika. I can't help but be suspicious when people are examining corpses."" "
{f:5:Beatrice},"""So, you think that one of the first six victims was alive?"" "
Ushiromiya Battler,"""Yeah. And afterwards, they killed Krauss and Natsuhi. Then, they locked the door from the inside, hid inside the room, and found a good chance to escape."" "
{f:5:Beatrice},"""Hmm, that theory does make logical sense."" "
{f:5:Bernkastel},"""...I'll say it in red. {p:1:The culprit of the first twilight has definitely killed six people}."" "
{f:5:Beatrice},"""Then I'll take a shot with the blue truth. Here is the true nature of this closed room. {p:2:The culprit locked the door from the inside, then hid in Natsuhi's room. Then, after everyone left, they found an opportunity to escape}."" "
{f:5:Bernkastel},"""...Sure, I'll deny that in red. {p:1:The group sealed the room at the same time they left. No culprit joined the group as they left. Also, all of the seals on Natsuhi's room, the dining hall, and the mansion itself will never be broken}."" "
{f:5:Lambdadelta},"""Heheheheheh. In other words, you can't use that trick where they hide under the bed and slip out later."" "
Ushiromiya Battler,"""...Interesting. Nice going, {f:5:Bernkastel}."" "
{f:5:Bernkastel},"""Thanks."" "
,"This was the crime of the second twilight. The scene was Natsuhi's room, a locked closed room. "
,"This time, all of the servants with master keys have alibis. "
,"The whole group, realizing the dangers of being inside the mansion, took shelter in the guesthouse... "
,All those who took refuge in the guesthouse decided to hole up in there until the typhoon passed. 
,"There, if everyone watched everyone else, they should be able to prevent further crimes both from inside and outside. "
,"However, they wouldn't be able to keep it up without any breaks until the typhoon passed. "
,"Once again, their actions left a weak point open, and they were faced with yet another tragedy. "
Ushiromiya Battler,"""Shannon-chan and Kanon-kun went outside on an errand and still haven't come back...!"" "
Ushiromiya Jessica,"""George nii‐san got upset, so {p:42:we all went outside to look for them}."" "
Kumasawa Chiyo,"""We found Shannon-chan lying there in the rose garden. Oh, poor, poor Shannon-chan..."" "
Ushiromiya George,"""I prayed she was still alive. However, {p:42:I was forced to acknowledge that she was dead}..."" "
Nanjo Terumasa,"""Of course, {p:42:I also examined her and confirmed her death}."" "
Gohda Toshiro,"""When the two of them left, we were busy checking the locks around the guesthouse. So, {p:42:not one of us has an alibi}...!"" "
Ushiromiya George,"""Me, kill her?! How could I have killed her?!!"" "
Ushiromiya Maria,"""That's right. George onii-chan couldn't kill her, uu-."" "
Ushiromiya Jessica,"""Later on, we learned that George nii-san alone had an alibi. {p:42:At least regarding Shannon's death, it was impossible for George nii‐san to be the murderer}."" "
Ushiromiya Battler,"""To turn it around, {p:42:......anyone could have killed her besides George‐aniki}."" "
Gohda Toshiro,"""To prevent the culprit from using it for any mischief, {p:42:we destroyed the master key Shannon‐san had held on the spot}."" "
{f:5:Bernkastel},"""...At the time Shannon is killed, Kanon goes missing forever. .........{p:1:From now on, Kanon is treated as having been killed. Also, Kanon's master key is treated as having been destroyed}."" "
{f:5:Lambdadelta},"""Well, I thought it'd be rude, so I kept quiet about it, but that's what happens when Shannon dies."" "
{f:5:Beatrice},"""In other words, we can interpret this as Shannon and Kanon being killed at the same time, even though we're missing a corpse?"" "
{f:5:Bernkastel},"""That's right."" "
Ushiromiya Battler,"""...Hmm. Looks like the crimes are moving along."" "
,This was the crime of the fourth twilight. 
,The scene was the rose garden. 
,"There were no locks or doors. It wasn't a closed room. So, the master keys were no longer a factor. "
,"Then, the pace of the crimes began to accelerate... "
,Everyone took shelter in the guesthouse. 
,"They carefully sealed all doors and windows, locking themselves in a closed room. "
,"However, several closed room murders had already occurred. "
,Could locking themselves in a closed room do anything more than invite another tragedy? 
,"After arguing fiercely in the cousin room about finding the culprit, they decided that they should double-check Nanjo, Kumasawa, and Gohda's testimony. "
,"And there, ...they learned that a tragedy had occurred once more. "
Nanjo Terumasa,"""{p:42:Judging by these wounds, Gohda‐san and Kumasawa‐san died instantly}, I believe. Such a gruesome way to die..."" "
Ushiromiya Jessica,"""Like hell they could survive with wounds like this...! {p:42:Gohda‐san and Kumasawa‐san are both dead}!"" "
Ushiromiya Battler,"""Well, we have been busy, keeping a lookout and locking up and all that. Once again, {p:42:none of us has an alibi}."" "
Ushiromiya George,"""That's not true. Look. ...If they were killed in that way, the culprit would definitely have gotten blood spatter on themselves."" "
Ushiromiya Maria,"""But Doctor Nanjo and all of the cousins have no blood spatter on them."" "
Ushiromiya Jessica,"""All of us...in other words, {p:42:the four cousins and Doctor Nanjo couldn't have killed Gohda‐san and Kumasawa‐san}."" "
Ushiromiya Battler,"""In that case, it's clear that the culprit is someone other than us."" "
Ushiromiya George,"""I guessed that someone might have snuck in, so I checked around, {p:42:but the guesthouse was still completely locked up}."" "
Nanjo Terumasa,"""Perhaps the culprit has a master key after all..."" "
Ushiromiya Battler,"""That's impossible. {p:42:No master keys exist anymore except the two keys on the two people who lie dead here}."" "
Ushiromiya Jessica,"""Since the two master keys that exist are here inside the guesthouse, ...that makes this guesthouse a perfect closed room...!"" "
Ushiromiya Maria,"""Well, since someone's dead, it obviously wasn't perfect. Kihihihihihihihihi..."" "
,This was the crime of the fifth and sixth twilights. The scene was the closed room known as the guesthouse. 
,"Gohda's and Kumasawa's master keys were also destroyed, meaning that all master keys have now been lost. "
,"Now, no one can break into this closed room guesthouse. "
,"At least, that should have been the case... "
,"This time, Doctor Nanjo was killed. "
,He died in the entrance hall of the guesthouse. 
,It was far too foolish of him to come here alone to check that everything was locked. 
Ushiromiya Jessica,"""{p:42:H‐he's dead... He's been killed......}!"" "
Ushiromiya George,"""Even I...can say for sure that {p:42:this was an instant death}..."" "
Ushiromiya Maria,"""{p:42:Everything is locked up perfectly}. How did it happen, if this is a closed room?"" "
Ushiromiya Battler,"""That means the culprit is one of us...!"" "
Ushiromiya Jessica,"""Impossible! Judging by the circumstances, {p:42:Maria, Battler, George nii‐san and I all couldn't have killed Doctor Nanjo}!"" "
Ushiromiya George,"""In the first place, {p:42:no one could kill Doctor Nanjo inside the guesthouse}!"" "
Ushiromiya Battler,"""And look at this. Simply put, {p:42:this is proof that Doctor Nanjo didn't leave the guesthouse}...!"" "
Ushiromiya Maria,"""That means no one could kill Doctor Nanjo, right? So how was he killed?"" "
,No one could answer that innocent question. 
,This was the seventh twilight. 
,"Once again, the crime scene was the closed room known as the guesthouse. "
,Various bits of evidence made this crime seem even more impossible. 
,"Then, the tragedy reached the eighth twilight, the final one. "
,"By now, it was clear that holing up wouldn't keep them safe. "
,Jessica might have chosen anger as a way to numb her fear. 
,"She flew out of the guesthouse in a rage, searching for the culprit that surely hid somewhere outside. "
,"George, Battler, and Maria hurriedly chased after her. "
,"Then, outside the building, they found Jessica lying on the ground. "
,"It was, as anyone could tell at a glance, a gruesome corpse... "
Ushiromiya George,"""Poor Jessica-chan... {p:42:She probably died instantly}."" "
Ushiromiya Maria,"""{p:42:There's no way she could live through this}. Kihihihihi."" "
Ushiromiya Battler,"""The three of us were together the whole time! {p:42:George‐aniki, Maria and I couldn't have killed Jessica}!"" "
Ushiromiya Maria,"""Yeah. {p:42:The three of us couldn't have killed Jessica}."" "
Ushiromiya George,"""As if Maria-chan could kill someone. {p:42:Maria‐chan couldn't kill anyone}."" "
Ushiromiya Maria,"""Kihihi, thanks. {p:42:George onii‐chan couldn't kill an adult. He could kill a kid though}. Kihihihihihi."" "
Ushiromiya Battler,"""Ah, I don't understand it at all...!! What the hell is going on here...?!!"" "
,This was the eighth twilight. The crime scene was...outside. 
,"However, the three who chased after Jessica have alibis. George, Battler, and Maria couldn't have killed Jessica. "
,"So, is there really someone hiding on this island apart from the Ushiromiya family...? "
,"The curtain is lowered on this tale, for now... "
{f:5:Bernkastel},"""...That's all for my tale."" "
{f:5:Lambdadelta},"""It's pretty well-made. If you had a full-on Reader, it'd stand up well against Beato's games."" "
Ushiromiya Battler,"""I agree there. You did a good job."" "
{f:5:Beatrice},"""Well, the real work comes from taking this, Reading it and making it worthy of proper theatergoing."" "
Ushiromiya Battler,"""Still, I'm stumped. On the face of it, the culprit has to be some mysterious person outside the Ushiromiya family."" "
{f:5:Beatrice},"""And that would be the same as acknowledging the existence of a witch. ...We can also suspect the existence of some accomplices aiding the culprit."" "
Ushiromiya Battler,"""By the way, what was that purple text all about? A new rule?"" "
{f:5:Bernkastel},"""...I call them ""purple statements"". It's a rule I made to make the story a bit easier to follow. ...Just think of the purple statements as important spoken statements. ...In other words, you might be able to ignore the spoken statements that aren't purple."" "
Ushiromiya Battler,"""Oho... Well, that's nice of you."" "
{f:5:Beatrice},"""Then, are the purple statements as reliable as red truth?"" "
{f:5:Bernkastel},"""Yes. You can think of the purple statements as having the same power as red truth. ...However, there's one exception. A culprit can tell lies with purple statements."" "
Ushiromiya Battler,"""...I see. To turn it around, anyone who isn't a culprit can't tell lies."" "
{f:5:Beatrice},"""Purple statements... ...These seem to be the key to Lady {f:5:Bernkastel}'s game."" "
{f:5:Bernkastel},"""Yeah, that's right. ......I'll explain the rules for my game."" "
,"{e:100: • The definition of ""culprit"" is ""one who murders"". {n}• It is possible for a culprit to lie. {n}• It is possible for a culprit to lie even before committing murder. {n}• Characters who are not culprits only speak the truth. {n}• Characters who are not culprits cannot cooperate with a culprit. {n}• A culprit must carry out all murders directly, by their own hands. {n}• A culprit must not die. {n}• A culprit must be among the characters appearing in the story. {n}• Purple statements are as absolute as red truths. However, a culprit can lie with purple statements.} "
{f:5:Bernkastel},"""That's all."" "
Ushiromiya Battler,"""The definition of ""culprit"" is ""one who murders""... Makes sense."" "
{f:5:Beatrice},"""It is possible for a culprit to lie. That seems reasonable enough too."" "
Ushiromiya Battler,"""It is possible for a culprit to lie even before committing murder. Well, no surprises there."" "
{f:5:Beatrice},"""Characters who are not culprits only speak the truth. How convenient!"" "
{f:5:Lambdadelta},"""Characters who are not culprits may not cooperate with a culprit, right?"" "
{f:5:Beatrice},"""So, the culprit can't make accomplices tell lies to match their version of events."" "
Ushiromiya Battler,"""Damn. My guess was that someone manufactured an alibi to cover for the culprit, but..."" "
{f:5:Bernkastel},"""...Aw, too bad."" "
{f:5:Beatrice},"""A culprit must carry out all murders directly, by their own hands. ...In other words, there are no remote or indirect methods of murder, like traps."" "
Ushiromiya Battler,"""A culprit must not die. In other words, they can't commit murder, form a closed room, then commit suicide inside it."" "
{f:5:Lambdadelta},"""Doesn't that also mean that dead people can't be culprits?"" "
{f:5:Beatrice},"""...Hmm. That's a simple yet vital piece of information."" "
Ushiromiya Battler,"""A culprit must be among the characters appearing in the story. ...So, this isn't about some mysterious stranger who snuck onto the island."" "
{f:5:Bernkastel},"""The appearing characters are the same old 17 people after Kinzo is removed. No one else appears in the story, so no one else matters."" "
{f:5:Beatrice},"""Purple statements are as absolute as red truths. However, the culprit alone may lie with purple statements. ...Now here's a troublesome one."" "
Ushiromiya Battler,"""It might be the heart of this game. Does that cover all of this game's basic rules?"" "
{f:5:Bernkastel},"""......Besides that, I guess there's only ""the Reader will tell no lies"". In other words, {p:1:there are no lies in the non‐dialogue narrative text}. ...I could've added that stuff if I wanted, but it'd be a pain and make things complicated."" "
{f:5:Beatrice},"""So, you willingly abandoned a witch's privileges. You seem quite confident."" "
Ushiromiya Battler,"""She probably plans to win despite that."" "
{f:5:Bernkastel},"""That's all from me. ...I don't intend to give you any more hints or answer any more questions."" "
{f:5:Lambdadelta},"""As the observer, I'll proclaim this once again. {p:1:I guarantee that it's possible to identify the culprit with this information}."" "
Ushiromiya Battler,"""Okay. ......Got it."" "
{f:5:Beatrice},"""I can't wait to get started. I can't believe the two of us are going to take on the same mystery together once more...!"" "
Ushiromiya Battler,"""Yeah. I'm looking forward to it...!"" "
,"...This is a real game between you and me. I recommend finding some paper and something to write with. That is, if you really intend to fight me. "
,"If you do get completely stuck, maybe you should listen in on Battler and Beato's reasoning. We'll have those be ""hints"" for when you get absolutely stumped and can't move forward. "
,"Still, I'd rather fight you one-on-one. If you plan to enjoy our little duel... Then try defeating me by your own power alone, without relying on hints. "
,"Okay, ...let's enjoy ourselves, shall we? Enjoy this game that I've created...just for you... "
{f:5:Beatrice},"""These purple statements are quite a problem..."" "
Ushiromiya Battler,"""We know that they're statements important enough to be on par with red truth. But they also contain the culprit's lies."" "
{f:5:Lambdadelta},"""Even the dumbest idiot wouldn't try swallowing a roll whole if there might be needle inside."" "
{f:5:Beatrice},"""Indeed. If we accept the purple blindly, there's no chance the truth will come to light."" "
Ushiromiya Battler,"""A roll with a needle in it... I like that analogy. This precious, vital information might all be wasted thanks to one tiny lie."" "
{f:5:Beatrice},"""Just which lines in this vast collection of purple have lies in them? ...Just thinking about it makes my head hurt."" "
Ushiromiya Battler,"""Then why don't we try spinning the chessboard around?"" "
{f:5:Beatrice},"""Hoh? What do you mean?"" "
Ushiromiya Battler,"""It's simple. Forget which ones are lies. Let's concentrate on finding out which ones must be true."" "
{f:5:Beatrice},"""Are there any purple statements that we know must be true?"" "
Ushiromiya Battler,"""That's what we're looking for. We'll look for people who couldn't possibly be the culprit. If we can do that, then all of their purple statements are the same as red truth."" "
{f:5:Beatrice},"""I see. Instead of searching for the culprit, we'll start by searching for those who couldn't be the culprit! Yes, a simple and fundamental strategy!"" "
Ushiromiya Battler,"""That's it. There's got to be someone, so let's look through it carefully."" "
{f:5:Lambdadelta},"""In other words, you've gotta start from square one, huh?"" "
{f:5:Bernkastel},"""...Let's see what they can do."" "
{f:5:Beatrice},"""How can we know for sure that someone isn't the culprit?"" "
Ushiromiya Battler,"""One of the rules is that the culprit can't die. In other words, though it might sound cruel, we can trust anyone who's dead."" "
{f:5:Beatrice},"""Hoh, that makes it easy! Almost all of the characters were killed. So, we can trust the purple of all those people!"" "
Ushiromiya Battler,"""But it isn't quite that simple. There's the issue of people playing dead, which popped up so often even in our games."" "
{f:5:Beatrice},"""The bodies of all victims were examined, were they not? Nanjo even said with the purple that no one would make a mistake when examining bodies."" "
Ushiromiya Battler,"""If Doctor Nanjo is the culprit, then we can't even rely on that. At a glance, it may look as though all the victims were examined, but all confirmations of their deaths are in purple statements. We can't be 100% sure."" "
{f:5:Beatrice},"""...Then whose death can we be sure about?"" "
Ushiromiya Battler,"""At any rate, let's check all the examinations over again. Let's look for someone who we can be absolutely certain is dead, in some way more reliable than these purple statements."" "
{f:5:Beatrice},"""Yes, I've got it! Battler, it's the narrated parts! We've been told that there are no lies in the narrated sections!"" "
Ushiromiya Battler,"""Ah, I just realized that too. {f:5:Bernkastel} announced in red that there are no lies in the narration."" "
{f:5:Lambdadelta},"""Oh, looks like they figured it out..."" "
{f:5:Bernkastel},"""...They wouldn't get anywhere if they didn't."" "
{f:5:Beatrice},"""Are there any deaths confirmed by the narration?! That would mean we can say for sure that the person in question is dead!"" "
Ushiromiya Battler,"""And that automatically means they aren't the culprit."" "
{f:5:Beatrice},"""And on top of that, it means we can trust their purple!"" "
Ushiromiya Battler,"""Let's look for deaths that are mentioned in the narration. Ones that aren't vague about whether the person is alive or dead, like ""X was lying on the ground""."" "
{f:5:Beatrice},"""Yes, let's read through it once more from the start!"" "
{f:5:Beatrice},"""Battler, look! The narration clearly says that Nanjo was killed on the seventh twilight...!"" "
Ushiromiya Battler,"""I found one too! On the eighth twilight, the narration clearly mentions Jessica's gruesome corpse."" "
{f:5:Beatrice},"""So, in other words..."" "
Ushiromiya Battler,"""Doctor Nanjo and Jessica... are definitely dead. And that means-"" "
{f:5:Beatrice},"""We've proven that Nanjo and Jessica aren't culprits...! And that means-"" "
Ushiromiya Battler,"""All of their purple statements are the same as red truth!"" "
{f:5:Beatrice},"""Indeed!! That's right!"" "
,The pair gave each other a high five. 
,"Finally, they had found their first big clue. A safe slice on the roll with a needle in it. They had discovered some purple statements they could trust. "
{f:5:Beatrice},"""Let's try writing out Nanjo's and Jessica's purple statements! These are the same as red truth. We're finally getting somewhere...!"" "
Ushiromiya Battler,"""If we're sure that Doctor Nanjo isn't the culprit, then his purple statement for the first twilight, ""No one is going to mistakenly confirm a death, even those other than myself"", becomes very important."" "
{f:5:Beatrice},"""In other words, no one will make any mistakes when confirming deaths...!"" "
Ushiromiya Battler,"""So, any time Doctor Nanjo or Jessica confirms a death, we can be absolutely sure that it's true."" "
{f:5:Beatrice},"""So, anyone whose death was confirmed by Nanjo and Jessica cannot be the culprit...!"" "
{f:5:Lambdadelta},"""...Uh-oh. Looks like they're moving along."" "
{f:5:Bernkastel},"""...It's strange. I find it annoying that they're making progress, ...but if they did get stuck, that would just be boring."" "
Ushiromiya Battler,"""Okay, let's check their examinations and find some more characters who can't be the culprit!"" "
{f:5:Beatrice},"""Indeed!!"" "
{f:5:Beatrice},"""Battler, I've finished checking Nanjo's and Jessica's purple statements...!"" "
Ushiromiya Battler,"""People whose deaths were confirmed by those two are definitely dead. And that means they can't be culprits."" "
{f:5:Beatrice},"""Which in turn increases the number of purple statements we can trust!"" "
Ushiromiya Battler,"""Let's start with Doctor Nanjo. He confirmed the deaths of the victims in the second twilight, Uncle Krauss and Aunt Natsuhi."" "
{f:5:Beatrice},"""Then, on the fourth twilight, he also confirmed Shannon's death."" "
Ushiromiya Battler,"""On the fifth and sixth twilights, he even confirmed Gohda-san and Kumasawa-san's deaths."" "
{f:5:Beatrice},"""The number of innocent people has skyrocketed! In addition to Nanjo and Jessica, we now know that Krauss, Natsuhi, Shannon, Gohda, and Kumasawa cannot be culprits...!"" "
Ushiromiya Battler,"""That's not all. On the fourth twilight, {f:5:Bernkastel} announced Kanon-kun's death with the red truth. The culprit can't die, so Kanon-kun isn't the culprit either!"" "
{f:5:Beatrice},"""Nanjo, Jessica, Krauss, Natsuhi, Shannon, Kanon, Gohda, and Kumasawa. All eight of them are not the culprit!"" "
{f:5:Lambdadelta},"""Oooh... All of a sudden, they now have eight suspects less."" "
{f:5:Bernkastel},"""...It's only natural that they'd make it this far. This is where it really begins."" "
{f:5:Beatrice},"""Now, the number of purple statements we can trust has grown tremendously. We're really getting into the thick of it...!"" "
Ushiromiya Battler,"""Yeah! Let's check through the purple statements of the characters we've just proven innocent...!"" "
{f:5:Beatrice},"""Krauss, Natsuhi, Shannon, Kanon, Gohda, Kumasawa. I've looked through the purple statements for all the people we just proved innocent!"" "
Ushiromiya Battler,"""Yeah. And as a result, we've proven that Genji-san isn't the culprit."" "
{f:5:Beatrice},"""After the first twilight, Kanon announces in a purple statement that he confirmed Genji's death. That clears Genji of suspicion as well...!"" "
Ushiromiya Battler,"""So now, a total of 9 people have been proven innocent. Things are going pretty well."" "
{f:5:Beatrice},"""Ah, right. It looks like Shannon's and Kumasawa's purple statements confirm that the six people of the first twilight all died."" "
Ushiromiya Battler,"""......We shouldn't accept that so easily."" "
{f:5:Beatrice},"""Why not? We can trust Shannon's and Kumasawa's statements, can we not?"" "
{f:5:Lambdadelta},"""Yeah, right? If you're sure they aren't culprits, why can't you trust their purple statements?"" "
Ushiromiya Battler,"""Kumasawa-san, for example, only said they were ""lying there, covered in blood"". So, it's not clear whether they were alive or dead. We can't call this a perfect examination of the six victims."" "
{f:5:Beatrice},"""Shannon speaks of those six in a different way. She says ""Each of the children confirmed the deaths of their own parents""."" "
Ushiromiya Battler,"""In the dining hall, that means George-aniki, Maria, and I each examined our own parents. However, we haven't proven yet that any of those three are innocent."" "
{f:5:Lambdadelta},"""Oh, I get it. ...Shannon's words prove that the children confirmed each of the six deaths in the dining hall, but they don't prove that the examinations those kids performed were legitimate."" "
Ushiromiya Battler,"""That's it. Since we can't deny the possibility that the kids are lying, we still can't remove all six people in the dining hall from suspicion."" "
{f:5:Beatrice},"""How troublesome... Those three are the survivors who live until the end. Since they are alive, that makes it impossible to prove that they aren't culprits..."" "
Ushiromiya Battler,"""Battler, George, and Maria. ...While these survivors are very likely to be culprits, it's probably also hardest to prove them innocent."" "
{f:5:Beatrice},"""At any rate, it looks like those nine are the only ones whose innocence we can be sure of thanks to their confirmed deaths."" "
Ushiromiya Battler,"""From here on out, it'll just be pure reasoning based off the purple statements of the nine we can trust."" "
{f:5:Beatrice},"""Nanjo, Jessica, Krauss, Natsuhi, Shannon, Kanon, Gohda, Kumasawa, and Genji. All we can do is read through their purple statements once more..."" "
Ushiromiya Battler,"""Things are going to get hard starting now. Let's steel ourselves and take a shot at it...!"" "
{f:5:Beatrice},"""Indeed. It's finally starting to feel like a real mystery...!"" "
Ushiromiya Battler,"""Hey, Beato. I've found something interesting. In this chain of crimes, master keys can never be used."" "
