Speaker,Steam (ST)
,Sakutaro had gotten the punishment game. 
,"He spent the whole time cheering for everyone else's answers, completely forgotting to think of any himself. "
,"...Because of that, he'd been squished by the Seven Sisters and had his ears thoroughly nibbled, hadn't he? "
,"""Heey, are you listening, Ushiromiya-san?!"" "
Ushiromiya Ange,"""........."" "
,"They were surrounding me, twittering like small birds. They were annoying, smelly. "
,"On the outside of that circle was Mammon, an exasperated expression on her face... "
Mammon,"""This is a messed up school, just like usual. Shouldn't you be more than happy as long as your own grades are good?"" "
Ushiromiya Ange,"""......It's probably because of that collective responsibility thing. Instead of worrying about their own grades, they're more concerned about how embarrassing it is for the class average to be low. "
Ushiromiya Ange,"Or maybe it's because they really hate the volunteer work they're forced to do as punishment."" "
Mammon,"""So in other words, they aren't studying because they want their grades to be good, but because of collective responsibility and since they hate volunteer work?"" "
Leviathan,"""...They're jealous and embarrassed. They don't want to be inferior to anyone, and they don't want to be humiliated. That's the only feeling that drives them to study."" "
Lucifer,"""What noisy people. If they want to study, why can't they just do it themselves?"" "
Belphegor,"""In the end, without collective responsibility and volunteer work, they'd have no desire to study. ...How foolish it is to study without knowing the meaning of studying."" "
Satan,"""Still, these guys really are annoying and stupid! Don't you dare disturb Ange-sama's precious day for even a minute!"" "
Asmodeus,"""Waaah, I hate those people!! Just get lost!!"" "
Beelzebub,"""I'm hungryyyyyy!! Go away noooooow, waaaah!!"" "
Ushiromiya Ange,"""...... ......Sorry, everyone. I wonder why Humans are so shameful."" "
Mammon,"""It's probably because, instead of working hard themselves, it's easier to make you work hard and earn them a higher class average to satisfy their greed. ...Humans are all greedy. And they'll burden others with their greed to make things easier for themselves."" "
Mammon,"""...We'll eventually be reunited with them on the mountain of Purgatory. When they get to the fifth terrace, they'd better watch their step..."" "
,"Mammon controls the fifth terrace of the mountain that reaches to heaven, Mount Purgatory. "
,"...Since she's saying this, you can probably be sure that after those girls die, their journey to heaven won't be an easy one. "
,"...No, on the contrary, let them just fall into hell. "
,The class committee went to the student council and applied to use a classroom during lunch and after school. 
,The purpose of use was for a class study group. A wonderful little gathering so that they could all surround me and make me study. I'm so grateful I could cry. 
,"Which meant that every day, all of my lunch and three hours of my afternoon would be stolen. "
,"The academy and its student council, with its theme of student self-government, instantly approved of this pleasant activity that the students were taking up of their own initiative... "
,"In other words, I was no longer able to escape after school by leaving the classroom... "
,"After school, the first class study group meeting started right away. "
,"Would they open a textbook, then kindly and carefully explain so that even I could understand it? Of course it didn't turn out like such a naive illusion. "
,"After school in the classroom, dozens of my classmates crowded around my desk. "
,"First, before we started studying... "
,"Why were my grades so bad? What was the reason? It was decided that we couldn't start until I could clearly answer those questions, become aware of the problem, and show regret for my actions. "
,"...Of course, there's no way for me to respond when asked a question like that. "
,"They've loathed me all this time. And they've rejected me and kept me at a distance, preventing me from joining in on their community. "
,"So, I've avoided their community myself. There shouldn't have been any conflict for either of us that way. "
,"So even in this group that was enthusiastic about raising the class average, they obviously kept me at a distance. "
,"Even if I tried to join in, they would probably ignore me, like they always did in the past. "
,"""If you'd just asked, we would've taught you whatever you wanted. Riiiiiiiight?!"" "
,"""""""We wouuuuuuuld!!!"""""" "
,They were getting themselves all worked up. ...I've already had enough of the hypocrisy of their tacked-on excuses. 
,"""Ushiromiya-san, your problem is that you're lacking a cooperative personality. You mustn't be satisfied as long as everything's good for you alone."" "
,"""Those who gather in Saint Lucia's place of learning shall have a cooperative heart. It's written right there in the student handbook, right?"" "
,"""I think having a cooperative heart is what gives birth to the desire to study together and contribute to the entire class. I believe that itself is the thing you lack before you even start studying, Ushiromiya-san, but what do you say?!"" "
,"""Heeey, have you even been listening to us?! We went to all the trouble of staying after school to say this {i:for your sake}, right?!"" "
,......... I'm so grateful I could cry. 
,"Of course, they didn't like that. "
,"""This way, it almost makes it look like we're bullying you"", they reprimanded me. "
,"Fortunately, I'm normally all cried out anyway. If I'm told not to cry, I can hold it back. "
,"First, I was made to write a letter of remorse and read it out loud. "
,"Of course, this was to be done by today. "
,The class committee politely applied to the student council and the staff room for an extension on the use of this classroom. 
,...It seems it was accepted right away. 
,"Which means that starting now, I'll be forced into self-criticism for at least a full five hours here... "
,——Ushiromiya Ange got a low score on her test and caused trouble for her classmates. 
,"""That's not iiiiiit!!"" "
,"""You getting low grades and causing us trouble isn't the root of the problem, is it?!"" "
,"""It's a cooperative attitude, right? A cooperative attitude!!"" "
,"""Come ooon!! Why do we even have to direct Ushiromiya-san on how to write a letter of regret?!"" "
,Their abusive jeers flew about one after another. 
,"I followed their ""directions"" and erased it. "
,——Ushiromiya Ange didn't have a cooperative attitude and caused trouble for her classmates. 
,"""Hey, wait a sec, it's pointless if you just write whatever we say, right?!"" "
,"""Do you really know what ""regret"" means?!"" "
,"""It's pointless if you don't write it in your own words, pointless!"" "
,"""I always thought you were a bit strange, Ushiromiya-san, but you really are weird! *giggle*giggle*giggle*!"" "
,"Even following their directions didn't change the jeers much, and now it felt like they were mocking me even more... "
,"So for several more hours, without rest, without even being allowed to go to the bathroom, much less dinner, I was continuously abused... "
,...I was coerced into writing a paragraph that humiliated myself... 
,"At about 9:00 that night, ...I was told to stand up and read it aloud. "
,The contents... were smeared black with tears and eraser marks. 
,"It certainly was my handwriting, ...but it was like a list of soulless letters, whose contents I couldn't even remember. "
,Everything had been copied down according to their orders. 
,"So while I had been the one to write the letters, they weren't my words. "
,I'd been coerced into writing them down...and even coerced into reading them aloud. 
,"......Even after all this time, I was surprised to learn that, beyond just ignoring people and hiding their things, there are other ways to bully people... "
,"""Heey! Read it aloud quickly!!"" "
,"""Look how many people are staying this late just for you, Ushiromiya-san. Why not thank us a little?"" "
,"""Isn't the fact that she doesn't feel gratitude a sign that she doesn't have a scrap of a cooperative attitude?"" "
,"""It's okay, Ushiromiya-san. We'll always be with you from now on. Why not study with us and remake yourself? Okay?"" "
,"""*giggle*giggle* ""Ahahahahaha ""Kyahhhyahyahyahya!!"""""" "
,"As I stood by my seat, surrounded by them, ...I dropped my gaze towards the blackened page. "
,"And then...I spoke those humiliating words, but right away, jeers flew at me saying that they couldn't hear and to speak up. "
,......I can't read it. 
,I had no idea... that being forced to read a paragraph humiliating me would be so painful. 
,My throat shook. My fingertips shook. ...The paragraph of humiliation written in my own handwriting made my eyes burn with a hot liquid. 
,So my world blurred and twisted. 
,I saw the girls surrounding me twist and bend. 
,...I saw them twist and bend into the impression I had of them. 
,"In other words, ...that was my true field of vision. "
,"Beyond that twisted crowd of people, ...I could see my friends. "
,Compassion could be seen in all of their eyes. 
Ushiromiya Maria,"""......Ange, ......stay strong..."" "
Sakutarou,‘Uryu-......’ 
,Maria onee-chan and Sakutaro were looking at me with sad eyes. Probably because they realized that even cheap words of compassion would hurt me. 
,...They kept alternating between trying to say something...and hanging their heads. 
Asmodeus,"""What the hell's wrong with these people...?!!"" "
Beelzebub,"""They're just the worst! Really pisses me off! What's so fun about gathering around Ange-sama and torturing her?!"" "
Leviathan,"""It's a resentment they can't voice despite their jealousy. They don't care who it hurts, as long as they can let it out. What horrible people."" "
Satan,"""Ange-sama! In this kind of situation, it's okay to go mad with rage for your own honor's sake!! Anger is an appropriate emotion and an appropriate reaction! If you don't get mad now, when will you get mad?!!"" "
Lucifer,"""Stop it, don't stir Ange-sama up with cheap anger!! If Ange-sama could do that, she would've done it already!!"" "
Belphegor,"""......You should only get angry if doing so will improve the situation. However, from a objective standpoint, doing that now would probably only aggravate the situation further. It may be humiliating, but the wisest thing to do now is to withstand it."" "
Mammon,"""Ahha! You really are a sloth, Belpha! Quit fooling around, I can't stand this!! I can't forgive them!!"" "
Sakutarou,"‘...E-Everyone, calm down... It'll become a burden for Ange...’ "
Mammon,"""A burden?! What are you talking about? Is this the time or place to be calm?! We furniture are not so cruel as to coolly watch when our master is humiliated!!"" "
Satan,"""Ange-sama!! You have no obligation to read such a humiliating letter! If you can't let out a cry of rage, then at least throw it onto the floor!!"" "
Mammon,"""You don't need to trash talk them, you don't need to yell so loud that they bend over backwards! Just throw the notebook on the floor with all your might...!! By doing just that, you'll be able to show your strong will!!"" "
Lucifer,"""Don't start running on by yourself, Mammon!! I told you, right?! If Ange-sama could do it, she would've done so long ago!!"" "
Belphegor,"""Nothing will be resolved by the eruption of momentary emotions. Can't you see that doing that will only make their treatment of Ange-sama even more severe?!"" "
Asmodeus,"""Waaaaaaaaaaaaahh!! Why is this happening to Ange‐sama when she didn't do anything wrong?!"" "
Beelzebub,"""Not letting her eat dinner, and making her stay so long after school! I hate iiiiiiiiiiiiit!!"" "
Satan,"""And it's not just tonight, but tomorrow and the day after too!! That's enough, you can't simply sit there bearing this humiliation!!"" "
,"""Hey!! Are you really listening to us?!"" "
,Someone tugged at my hair. ...I was torn back into my tragic reality. 
,...I was no longer even permitted to listen to the Seven Sisters speaking on my behalf in my heart. 
,"My hair was lifted upwards, one of my hair ornaments came off, and I could hear the sound of it rolling on the ground. "
,...No one picked it up. 
,"To the contrary, they casually avoided it as though something filthy was rolling towards them. "
,"I tried to follow it with my eyes, but my hair was tugged upwards again. "
,"""Why do you neeever listen to us, even though we're talking about something so serious?!"" "
,"""In one ear and out the other, is it? Does anything get into that thick skull of yours?! Get a grip, okay?!"" "
,"""Are you really conscious of the trouble you're causing us? You aren't going to start saying that you just wrote it grudgingly because we told you to, right?!"" "
,"""Until you really show regret of your own will, this seriously isn't gonna end, okay?! It's not just for today. It'll seriously keep on going tomorrow and the day after, you see? Don't you play us for fools, okay?!?!"" "
,"""I mean, why are you still even alive? Is it normal to go on living like this? If it were me, I'd just die!"" "
,"""You can't live like this, can you?! 'Cause you being alive just means getting in other people's way all the time, right? If it were me, I definitely couldn't live on!"" "
,"""Yeah, yeah, I'd die too. If doing that's better for the world, then I'd die right away! Riiiiiiiiight?!!"" "
Ushiromiya Ange,{a:c: ......Then die.} 
Mammon,"""Ange-sama..."" "
Ushiromiya Ange,"""Kill all of them now!! Lucifer, can you hear me?!"" "
Lucifer,"""Uh, ...ah..."" "
Ushiromiya Ange,"""You Seven Sisters of Purgatory are incredible furniture that can massacre mere Humans in a flash, right?! You're always boasting about it to me!! "
Ushiromiya Ange,"Then do it! Massacre them right now!! Right here, right now!!"" "
Lucifer,"""......Well........."" "
,"For some reason, Lucifer hesitated. "
Ushiromiya Ange,"...Why? What's wrong?! You're certain-kill furniture that can fly around faster than the eye can see and instantly pierce the hearts of a witch's enemies, right? And I'm giving you an order as your master!! "
Ushiromiya Ange,Carry it out right away! Kill!! Kill them aaaaaaaaaaaaaaaaaaaall!! 
Lucifer,""".........A-Ange-sama... ...Please, calm down..."" "
,"If they had immediately followed my brutal order, making heaps of corpses with me at the center... "
,"...I was ready to reflect on my own reckless actions of stealing human lives so readily, ...ready to regret and repent, just as they had wanted me to. "
,I was prepared to do that. 
,"And yet, Lucifer just let an unsure expression rise to her face...and didn't move to carry out my order. "
,.........I knew it. 
,"Yeah, I knew it. ...Vaguely. No, that's not right. ...I've known from the beginning. "
,"I've......known that magic was all empty this whole time, haven't I...? "
Ushiromiya Ange,"""...The Seven Sisters of Purgatory? Yeah, right... ...Stupid, so pointless... ......I've known it the whole time..."" "
Lucifer,"""......A-Ange-sama, ............{nobr:g—...{m:-5:———}—}......!!!"" "
,I glared into the worthless Lucifer's eyes. 
,"...And pain seemed to accompany that gaze. As though she was being assaulted with a violent headache, Lucifer grasped her head with both arms. "
,But it looked like she couldn't tear her eyes off my gaze. ...So she was assaulted with a pain that grew more and more violent. 
Ushiromiya Ange,"""............"" "
Lucifer,"""Guhguhguh, ah...gahgaaa, agaa......!! Gyack!!!"" "
Ushiromiya Ange,"Useless, useless...!! I hate you!! Disappear...!! {i:You're nothing but a delusion inside my head}...!!! "
,"Hopelessness and disappointment. Resignation and a dream's end. A cracking sound, like you'd hear from a frozen lake's surface during a fierce winter, rang out just once. "
,"At the same time, Lucifer's form, which was being tormented by a violent pain, stiffened in place and grew cloudy. "
,...It was almost as though a beautifully polished glass window... had been heartlessly smashed and turned white from the countless fissures. 
,"And that was an accurate analogy. At some point, Lucifer's form had turned into a glass ornament of the same shape. "
,"Countless fissures ran through it from the inside, and as the head and arms collapsed, it crumbled to the floor. "
Asmodeus,"""Eeeek?!!"" "
Beelzebub,"""L-Luci-nee...!!"" "
Ushiromiya Ange,"""......Who's the second sister...? Leviathan? Carry out my order. Massacre them right now!!"" "
Leviathan,"""N-No, um! ...Err, Ange-sama... ...Please calm your heart and listen... We, umm, .........{m:-5:——}—... mmgwaaGHHggggggah{m:-5:—}— GAHAGH!!"" "
,I'm not looking for excuses or back talk or an answer. ...I want nothing more than a swift confirmation of my order to eradicate the girls who are humiliating me. 
,"If you're going to say anything else, there's no need for me to listen until the end. "
,"After Leviathan also turned white due to countless cracks throughout her whole body, she fell over backwards, splitting into separate parts along her neck, hips and arms. "
,"If she'd been smashed to bits and lost her original form, it probably wouldn't have seemed so brutal. "
,So seeing the two of them halfway left over...made the remaining younger sisters shake even harder... 
Ushiromiya Ange,"""...Why won't you listen to my orders...? Why? Why?!!"" "
Satan,"""M-My apologies...!! H-Here, under the current conditions, the anti-magic power is...e-extremely strong and..."" "
Ushiromiya Ange,"""What's that? You can't do it because Humans are here? That's your logic? Isn't killing Humans what you do?! If you can't do that, then what use are you as furniture?!! Die!!!"" "
Satan,"""Eeeeek!! "
Satan,"""P‐please, spare me, Ange‐samaaaaa......ah, aaaah, khhagah, gihh, ack!!"" "
,"As she clutched her head with both arms, Satan also turned white and fell down face first. "
,Apparently the neck is the most slender part after all. Her head slid off and rolled over to Belphegor's feet. 
Ushiromiya Ange,"""You can't do it because there are too many Humans? Then later on, I'll call them into the shadows one by one, and you can make a bloodbath of all of them, right?"" "
Belphegor,"""...With your current magical power, it may be easy for you to converse with us. However, you still lack the training to materialize us in front of all of the Humans here...!"" "
Belphegor,"""I deeply understand your anger, but even if you could use us to attack... and murdered everyone here, that would only make your situation worse...! I know it's humiliating, but please control your anger for the time being... "
Belphegor,"......ahgah, ...gaaaahaahh, kwaaaagghhgh!!"" "
