Speaker,Steam (ST)
{f:5:Beatrice},"""B-Battleer...? Wh‐wh‐what is this, Ronoveeeee, he looks totally fine, doesn't heeeeeeeeeeeee?!! He isn't clutching his knees! And he's answering! Wait a sec, he was even in the middle of eating!!"" "
Ronove,"""Pukukukukuku!! No, no, he was sleeping like a baby in his futon, clutching his knees. I informed him that it was time to wake up, but he just wouldn't rise. I tried to feed him, but it seems that a naughty cat wandered in and prevented that. Pu ku ku, pu ku ku ku ku!"" "
{f:5:Beatrice},"""G‐ Gwaaaaaaaaaaaaaaahhh...!!! You tricked meeeeeeeeeee...!!"" "
Ushiromiya Battler,"""Tch, you should talk. Weren't you the one who played that massive trick last time? I don't have a clue what's going on, but it looks like you got what you deserved."" ""...By the way, Ronove, nice one."" "
Ronove,"""Pukukuku, thank you very much, Battler-sama."" "
,"The two men stuck up their thumbs as though they understood each other, chuckling together. "
,"For a while, Beato was very energetic, trying to hide her embarrassment... "
Ushiromiya Battler,"""Heh. Don't take me so lightly. Did you really think I'd still be hiding in a corner, holding my knees?"" "
{f:5:Beatrice},"""*cackle* Then who was that person crying their eyes out in frustration last time? You could've gathered your tears in a jar and called it face lotion."" "
Ushiromiya Battler,"""Sh-Shut up. That was, um, just because I was a little surprised by your crappy act. I might've looked a little lame, but don't think the same move'll work twice."" "
{f:5:Beatrice},"""Of course not. And don't disappoint me by falling for the same move over and over again, okay? *cackle*cackle*!"" "
Ushiromiya Battler,"""Ihihi, yeah, just you watch. I'll show you that I'm a guy who gets stronger every time he's beaten down."" "
Ushiromiya Battler,"""......But Beato."" "
{f:5:Beatrice},"""Yes, what?"" "
Ushiromiya Battler,"""Don't do it again."" "
{f:5:Beatrice},"""Hoh? Why's that? So you really are weak against a rear attack?"" "
Ushiromiya Battler,"""......You and I are enemies, and we'll certainly never join forces... I now understand that clearly. ...So don't you ever try to trick me about that fact again."" "
{f:5:Beatrice},"""*cackle*cackle*! You say that, but knowing your weaknesses, I'll......"" "
,"Beato thought they were still joking around, ...but that tone had disappeared from Battler's expression some time ago. "
,Beato felt as though his eyes were like the surface of black tea that had cooled down... 
Ushiromiya Battler,"""You hear me? Don't do it again."" "
{f:5:Beatrice},"""...... ...I don't get it. I might do it again when you've forgotten, right...?"" "
Ushiromiya Battler,"""Don't do it again."" "
{f:5:Beatrice},"""......Nnn........."" "
,"Pierced by his strong and forceful gaze, Beato held her tongue. "
,Maybe she was certain that Battler would break that silence with laughter. 
,"...However, Battler's serious expression didn't change in the slightest. "
,"So to break that silence, Beato had no choice but to start laughing herself. "
{f:5:Beatrice},"""*cackle*cackle* Hahhahahahahah, hahahahahahahahaha...!! Very well. You and I are worthy opponents. No matter how friendly our relationship, we'll never be anything more than a pair of enemies. If you have not mistaken this, that is enough for me."" "
Ushiromiya Battler,"""...That's right. I almost forgot you were my enemy for a second there. I won't embarrass myself like that again. ...I won't fall for your rear attack again. Never again...!"" "
{f:5:Beatrice},"""............ ...Hmph! Hahhahahyahhahha!! It seems I'm not the only one who cannot wait for the fourth game. I am pleased, Battler. Come, take your seat."" "
Ushiromiya Battler,"""...Yep. Just how I like it. ...Clever little tricks won't work anymore."" "
{f:5:Beatrice},"""Stop acting so tough. You remain in a state of surrender for the last mystery in the previous game, the mystery of Nanjo's murder...!"" "
Ushiromiya Battler,"""......My answer for that one's still on hold for now. But that doesn't mean that I've lost heart. I'll definitely break your ""red truth""...and show that I can deny witches...!"" "
{f:5:Beatrice},"""Hmph. A commendable attitude. You truly are a man like a phoenix. Don't betray my expectations! With that, let us raise the curtains on the fourth game. "
{f:5:Beatrice},"But before that, it seems we must welcome a new guest."" "
Ushiromiya Battler,"""A guest..."" "
{f:5:Beatrice},"""You remember as well, correct? That mystery girl, who appeared at the very end of the last game without an invitation, ruining my fun."" "
Ushiromiya Battler,"""...That person......"" "
{f:5:Beatrice},"""She says she wants to join our game. I sent her an official invitation, inviting her to join this match. Ronove, summon our guest."" "
Ushiromiya Ange,"""...There's no need. I'm already here."" "
,The voice that answered Beato's call came from the darkness in a corner of the room. 
,"When Battler turned around in surprise, he could now see that mystery girl there. "
{f:5:Beatrice},"""My, my. How rude. All you had to do is greet us as soon as you arrived."" "
Ushiromiya Ange,"""I don't make a habit of talking to people before punching them. After I punch is a different story though."" "
{f:5:Beatrice},"""Hoh, and what would you say?"" "
Ushiromiya Ange,"""<Good night, have a nice dream>."" "
{f:5:Beatrice},"""*cackle*cackle* Hahhahhahahahahahaha! How amusing, how truly amusing...!"" "
,Beato cackled and clapped her hands. 
,"But that was only Beato, and nothing rose to Battler's face except a bitter smile. "
Ushiromiya Battler,"""...Whew. You sure are a fighter."" "
Ushiromiya Ange,"""............"" "
,"Battler and the girl's eyes met, and he shrugged his shoulders as he spoke. But the girl didn't answer, giving only a cold stare in return. "
Ushiromiya Battler,"""...You helped me out at the end of the last game. Thanks for that."" "
Ushiromiya Ange,"""I don't need your gratitude. You were just slacking off. I only told you to open your eyes."" "
{f:5:Beatrice},"""Kuhhyahhyahhya! That's so true, stop slacking off, Battler, hyahhyahha!"" "
,"Beato tried to laugh as though sympathizing with her, but it didn't reach the girl's ears. "
,She did absolutely nothing except stare at Battler with ice-cold eyes. 
Ushiromiya Battler,"""......Well, it looks like someone hates me."" "
Ushiromiya Ange,"""I'm just annoyed that you aren't taking this fight seriously."" "
Ushiromiya Battler,"""Are you saying I'm not serious about this...?"" "
Ushiromiya Ange,"""Don't tell me that travesty earlier was you being serious. ...Don't take me for a fool. How long do you intend to play along with the witch's farce like this?"" "
Ushiromiya Battler,"""...I'm fighting Beato in my own way. And doing it seriously, of course."" "
Ushiromiya Ange,"""Seriously? ......Don't make me laugh. You keep on drinking tea and chatting with a witch for all eternity and call that fighting seriously? Keep the jokes to just your hairdo."" "
Ushiromiya Battler,"""...Well, that's because I wasn't used to this witch's game in the beginning, and I've been through a lot of harsh stuff. Still, I'm finally starting to see how to fight, and I'm getting the knack of doing it. ...If the pathetic way I've been acting makes it look like I haven't been serious to you, you're just wrong."" "
Ushiromiya Ange,"""......Is that so?"" "
Ushiromiya Battler,"""Of course, I know I've gotta close in a lot more before I can grab Beato by the collar. "
Ushiromiya Battler,"But no matter how long that distance may be, it's still finite. And in each game that passes, I'm steadily closing that distance step by step!"" "
Ushiromiya Battler,"""No matter how long it takes, I'll close in on that witch, and I'll definitely checkmate her. ...It might take a thousand years, to use her phrase. ...But even so, I'll definitely win sooner or later. "
Ushiromiya Battler,"Why? Because I definitely won't accept losing. I definitely won't stop moving forward, closing in on her! In other words, there's just one thing I can say for sure."" "
Ushiromiya Battler,"""......I will definitely win against that witch someday! That's how it is."" "
Ushiromiya Ange,"""You really don't sound like you're in a hurry. Are you even trying to win? Even the finite can become endless if you treat it the wrong way. By now, you've become an Achilles who couldn't even outstrip a turtle. "
Ushiromiya Ange,"......I get it. So this is why I'm needed. At this rate, there's no way you could win against the Endless Witch even after a billion years."" "
Ushiromiya Battler,"""...Who are you? It's not like you'll be struck by lightning if you just tell me your name."" "
Ushiromiya Ange,"""............"" "
,"At that point, the girl fell silent, gazing straight into Battler's eyes. "
,"At first, Battler faltered under the firmness of that look, and his gaze wavered slightly, but then his eyes gradually began to be sucked into the pupils that were staring at him. "
,"...Then, inside those eyes, he saw a light that he'd seen sometime before... "
,"Battler was struck by how strongly they resembled the eyes of a girl who definitely couldn't be here, ...even though that was completely impossible. "
Ushiromiya Battler,"""...I know it's stupid, ...but for some reason, it feels true to me. But that can't be right. ...That person's supposed to still be six years old. ............You couldn't possibly be... ...Ange, could you......?"" "
Ushiromiya Ange,"""......... If I were to say ""That's right"", ...would you believe me?"" "
Ushiromiya Battler,"""Nn......"" "
Ushiromiya Ange,"""I'll put it another way. If I said ""I am your ally, so trust me"", would you believe it? Would you unconditionally trust some unknown girl you're meeting for the first time just because she looks a little like someone you know?"" "
Ushiromiya Ange,"""...It's because you're such a softy that you got tricked so easily in the last game and cried so bitterly. "
Ushiromiya Ange,"...You said it yourself. That kid is six, right? Do I look like I'm six? If I were to claim that I'm that kid despite that, would you just swallow that story?"" "
Ushiromiya Battler,"""...If you say it like that, ...there's no way I can argue back. "
Ushiromiya Battler,"...Sorry. That's right, I am a softy. And that should've been made clear to me after the last game. ...Is that what you meant when you said I wasn't being serious?"" "
Ushiromiya Ange,"""Yes. You may think you're fighting against a witch, but you're just getting along with her and playing. ...You're just playing at fighting in a friendly game of chess."" "
Ushiromiya Ange,"""That may be a serious contest for you two, but looking at it from far away, I only see you playing around and following the rules like you're good friends."" "
Ushiromiya Battler,"""...... ...Ihihihi. That's harsh."" "
Ushiromiya Ange,"""But as long as you're unable to win at this game, you won't be released from this place. ...That's why I came. I came to bring this game to its conclusion. ...You claim that you're closing in on the witch, but you're just like a hamster running around in a wheel."" "
{f:5:Beatrice},"""*cackle*cackle*! Oh, one of those? Those things that run around and around in place, night after night?"" "
Ushiromiya Ange,"""At a glance, you might think that running around in a wheel is endless. ...The Endless Witch {f:5:Beatrice}. It's just like you. He thinks he's fighting, but he's actually just running around in a wheel while making a fool of himself."" "
Ushiromiya Ange,"""...This isn't a game. This is nothing more than a cage to shut him up in...for all eternity."" "
{f:5:Beatrice},"""Hoh. ...You liken my Endless to something like a wheel that a mouse plays in? Interesting, interesting, *cackle*..."" "
Ushiromiya Ange,"""Something that's endless in a certain dimension can be less than endless in a higher one. The fact that a Menger sponge has infinite surface area only matters in a world of less than three dimensions. In the three-dimensional world of reality, it has zero mass. Not only is it not endless, it doesn't even exist."" "
{f:5:Beatrice},"""*cackle*cackle*cackle*...! What an assertive woman. It seems you are worthy of being called my enemy."" "
Ushiromiya Battler,"""......Who...are you?"" "
Ushiromiya Ange,"""I am your ally. And an enemy of witches. ......Of course, you don't have to believe it. "
Ushiromiya Ange,"No one can prove that I really am your ally. On the contrary, it's more desirable that you keep your guard up strongly enough to find me very suspicious."" "
Ushiromiya Battler,"""......That's right. Last time ended up pretty bad. I've got to be at least that careful. ...I don't plan on getting tricked twice."" "
{f:5:Beatrice},"""*cackle*cackle*cackle*cackle*...!"" "
,"Beato laughed in a truly pleased way, which was humiliating only to Battler. "
Ushiromiya Ange,"""People don't just get tricked out of the blue. That only happens when they fail to check things for themselves and leave it to other people. ...Saying that you thought the light had turned green just because you saw other people start crossing doesn't count as an excuse for getting into an accident. Get it...?"" "
Ushiromiya Battler,"""Yeah, ...I get it. ...You're telling me not to swallow information given to me by others, but to think for myself. ......In the past, I swallowed all the magic Beato showed me. "
Ushiromiya Battler,"{i:I stopped thinking}. So I was useless."" "
,"Battler grimaced as he remembered his many painful losses. ...The witch watched and laughed again, putting on a bold appearance. "
Ushiromiya Ange,"""I'll offer you advice in a way that works to your advantage. Of course, you shouldn't swallow everything I say. Because no one can provide certain proof that I'm your ally."" "
,"In the last game, {f:5:Virgilia}, who I thought was an ally, was actually on the witch's side. "
,"...Battler couldn't rid his head of that eerie smile worn by {f:5:Virgilia}, a person he'd once even thought of as trustworthy and reliable. "
Ushiromiya Ange,"""So I don't need you to unconditionally trust me. You might as well take my advice as nothing more than an opinion to be considered. After all, ...the player who's fighting in a game against the witch {i:is you}. "
Ushiromiya Battler,"""...That's right. Saying I lost because I followed the moves of an outsider would be just too pathetic of an excuse."" "
{f:5:Beatrice},"""Oh yes! My opponent is Battler. You are nothing more than an outsider. You should bear that in mind. *cackle*!"" "
Ushiromiya Ange,"""No, I'm not an outsider. With {f:5:Beatrice} and Ushiromiya Battler... and I who gaze down from above, it's almost like a fight in the shape of a triangle. At a glance, it might not look like a united front, but having a united front doesn't necessarily mean fighting together."" "
{f:5:Beatrice},"""Hoh. What an odd thing to say."" "
Ushiromiya Ange,"""Just now, he described fighting with you as closing the distance. But you can't measure distance with a single eye. Only with two eyes are things visible in three dimensions, and only then can distance be judged. "
Ushiromiya Ange,"...And even when you have two fields of vision, it's pointless if they're in the same place. You can pin down witches more accurately when they're far apart."" "
Ushiromiya Battler,"""...Shooting from different positions and different angles. ...So, basically, it's crossfire. Heheh, interesting."" "
Ushiromiya Ange,"""We're shooting...from different positions...and different angles. ...So I won't get along with anybody. That's how I'll keep my own position separate and catch the witch in a pincer attack."" "
{f:5:Beatrice},"""......Are you okay with this, Battleer? This girl may actually be an ambush I set up, right? She might just be saying something plausible to gain your trust, right...?"" "
Ushiromiya Battler,"""...Maybe. She's been saying that over and over again herself. ...So of course, I can't blindly accept her advice. "
Ushiromiya Battler,"But as to whether she's worthy of trust or not, I can think for myself and make a decision. As long as I don't stop thinking for myself, I won't be tricked by anyone again...!"" "
{f:5:Beatrice},"""*cackle*cackle*cackle*!! What confidence, Ushiromiya Battleer! After you've said so much, it makes me want to trick you all over again, you see......? I can't wait to see what kind of face you'll make when you realize you've been duped once more! How pleasant, kuhhahahahahahahaha!!"" "
Ushiromiya Battler,"""......It looks like you know my name, but I don't know yours. ...Tell me."" "
,"For a while, the girl remained silent, without changing her expression even once. "
,"...She looked as though she couldn't decide whether to say her name or not...or possibly, as though she was deciding on the name she'd say on the spot. "
Ushiromiya Ange,"""...Gretel."" "
Ushiromiya Battler,"""Ghetto? You are?"" "
Ushiromiya Ange,"""That's my name, dumbass. Call me Gretel."" "
Ushiromiya Battler,"""Then should I call myself Hansel? Ihihihi, just kidding, I'm Ushiromiya Battler! Call me Battler."" "
Ushiromiya Ange,"""......Nice to meet you. ...I hate handshakes. Don't take it personally."" "
Ushiromiya Battler,"""...Ah, really? Sorry. After all, it isn't certain that you're my ally. ...And you just told me to keep my guard up too."" "
,"Battler drew back his right hand, which he had stuck out. "
,His bitter smile disappeared...and was replaced with a strong resolve directed at this new fourth game. 
Ushiromiya Ange,"""Battler, ...think deeply about why you must win against this witch. ...You can't stop with something abstract, like ""I'll beat her because I don't like it"". ...Have a deep conviction that you'll definitely defeat the witch and escape from this world."" "
Ushiromiya Ange,"""......Because there is definitely... ...someone waiting for you to come back. ...For that kid's sake as well, ........."" "
,"Maybe there was something she wanted to say. Gretel clenched her fists in front of her chest and hung her head in silence, at a loss for words for a short while. "
,"As though smashing through that silence, Beato spoke up in a forceful voice. "
{f:5:Beatrice},"""Good, that should be enough of an introduction for Gretel or whoever! Come, try to remember, what happened on October 4! Kuhhihihihihihihi, let the curtain open on the fourth game!!"" "
,"At the same time, as though it had been blown by a sudden gust of wind, the clock that had been turned back to October 4, 1986...started to move. "
,"While we remained in the witch's tea room, the blue-gray sea and the green Rokkenjima spread out beneath us, ...and we could see a boat heading there, its wake trailing behind it. "
,"The sky was already cloudy, and it seemed that the barrier of the typhoon would soon shut the island away. "
,"There was the boat docked in the harbor... ...and Gohda, helping to unload it. "
,"Then, ...once all of its passengers had disembarked, ...the boat began to separate from the shoreline. "
,The relatives were gradually swallowed up by the island. 
Ushiromiya Jessica,"""Ahhahahaha! Looks like you're as cheery as ever, Maria."" "
Ushiromiya George,"""Maria-chan, you'll trip if you aren't careful. Look out...!"" "
Ushiromiya Maria,"""Uu-uu-uu-!! Gonna faaall, faaall, siiink, siiink, *giggle*!"" "
,"...The long-missed cousins I had loved dashed across the beach, ...getting swallowed by the forest path that led to the mansion, and disappeared. "
,"And of course, Onii-chan could be seen among them too. "
Ushiromiya Battler,"""...Daaamn it!! Stop right there, Maria!! You nimble little brat!"" "
Ushiromiya Maria,"""*giggle*! Uu-uu-uu-! *giggle*giggle*!"" "
,"Maria onee-chan, whom I'd loved, started dashing, and Onii-chan chased after her. "
,They were swallowed up by the forest. 
,"Following them, Father and Mother were also swallowed up. "
,The rest of the parents were swallowed up... 
,"...They were swallowed up, leaving only me behind... "
Ushiromiya Ange,Dumbass... 
Ushiromiya Ange,How long are you gonna joke around and play with a witch in a place like this...? 
Ushiromiya Ange,"Come back quickly, ...Onii-chan...! {n}Don't leave me all alone...! "
Ushiromiya Ange,And realize. 
Ushiromiya Ange,Realize how cruel and lonely the world I'm isolated in is... 
