Speaker,Steam (ST)
Ushiromiya Eva,"""...I...had dreams that I wanted to come true no matter what. After wishing strongly and trying hard, they always came true without fail. ...With my magic, my grades were always the best, and I even became the student council president...and worked hard to get into the university I wanted. ...Everything I wished for was granted."" "
Ushiromiya Hideyoshi,"""That's right. Your magic was always a thing to be reckoned with... You're definitely a witch. ...And you work harder than anyone. ...I know all about it."" "
Ushiromiya Eva,"""......When... I was a kid, the whole time, there was another me inside myself, who always supported me. ...And that other self was a witch."" "
Ushiromiya Eva,"""......I didn't believe in {f:5:Beatrice}, the witch of the forest. I always believed that if a witch of Rokkenjima did exist, it was the witch inside my heart. ......I was so grateful to that witch inside myself. ...I was always grateful...that she brought me to you..."" "
Ushiromiya Hideyoshi,"""......You get too timid when you're sick. ...Don't say anythin' for now. ...I'll stay like this the whole time, until your fever's gone down."" "
Ushiromiya Eva,"""...Yes. ......Don't take your hand away, no matter what. ......Somehow, ...I feel like I'm becoming something that isn't myself, ...and I've been scared for a while now. ...I get the feeling that the witch inside me... was provoked by {f:5:Beatrice}...and is growing stronger and stronger. ...Somehow, it feels like she's going to swallow me whole."" "
Ushiromiya Hideyoshi,"""It's okay. As long as I'm with you, there's nooothin' to be afraid of! Remember the time we went to that dangerous country and the whole bus got robbed? I drove 'em off!"" "
Ushiromiya Eva,"""...Didn't you just hand over your gold watch and beg them to go away? ...It was pretty lame, ...but it was cool..."" "
Ushiromiya Eva,"""......Don't move your hand away... no matter what... ...Not even if I fall asleep. ...And if something creepy sneaks in here, ...protect me..."" "
Ushiromiya Hideyoshi,"""Yep, leave it to me. ...That's why I'm tellin' you to stop worryin' and get to sleep. Because the medicine and my magic'll start workin' real soon..."" "
,Eva finally calmed her heart and closed her eyes. 
,"...At that time, there was the sound of a door being opened violently from the direction of the lobby. "
,"It seemed that Maria was having a tantrum, and screams of uu-uu- could be heard, along with Rosa's rebuking yells. "
,...That probably hurt Eva's ears. Or maybe it was giving her a headache. Eva moaned as though in pain and buried herself in the covers. 
,"It was easy to guess what was happening. Maria had probably had a tantrum for some reason, gone down to the lobby, and started arguing with Rosa, who then scolded her daughter. "
,"...And then, maybe that got too embarrassing to be shown in front of the other relatives, so Rosa had taken Maria out into the corridor. "
,"...Hideyoshi had no desire to butt in on Rosa and Maria's problem. ...But just for now, since Eva's condition was so bad, he wanted them to take their ruckus somewhere else. "
Ushiromiya Hideyoshi,"""...Wait just a sec. I'll ask them to keep it down."" "
Ushiromiya Eva,"""......C-Come back quickly..."" "
Ushiromiya Hideyoshi,"""Don't worry, I won't leave this room."" "
,"Hideyoshi removed the chain, opened the door, and stuck his face out into the corridor. He immediately met Rosa's gaze. "
Ushiromiya Hideyoshi,"""...Everythin' okay, Rosa-san?"" "
Ushiromiya Rosa,"""I'm sorry, did all this noise wake you...?"" "
Ushiromiya Maria,"""Uu‐uu! Uu-uu-uu-uu-!!!"" "
Ushiromiya Hideyoshi,"""...Maria-chan, sorry. Aunt Eva isn't feelin' well, and she's tryin' to sleep. Could you quiet down a bit...?"" "
,Maria's tone didn't change after Hideyoshi's request. 
,"She kept whining and repeating ""My rose, my rose"". "
,"Rosa slapped Maria's cheek, lifted her up while covering her mouth, and dragged her towards the entrance, trying to at least put some distance between her and Hideyoshi's room. "
,"...She would still probably be noisy for a while, but he had warned Rosa for the time being. Relying on Rosa's actions as a mother, Hideyoshi closed the door. "
Ushiromiya Eva,"""......Is Maria-chan having a tantrum again?"" "
Ushiromiya Hideyoshi,"""Looks like it. ...It's tough for Rosa-san too. ...Come to think of it, our George is almost too good to be true. We should be grateful."" "
Ushiromiya Eva,"""......You're right. ......Nng, ...hand."" "
Ushiromiya Hideyoshi,"""Oh, sorry, sorry. ...Look, it's the magic hand."" "
,He put his hand on Eva's forehead again. 
,...Maybe there really was magical power in that hand. 
,"A truly peaceful look rose to Eva's face, and bit by bit, she began to drift off into the land of sleep. "
,"As he had promised, Hideyoshi kept his hand on her forehead... "
,"By the entrance, with her hand still against Maria's mouth, Rosa was at a loss at what to do next. "
,"She hadn't been able to withstand everyone's gazes in the lobby, and had yelled at the children to go upstairs, dashing out of the lobby. "
,"Then, she had gone out into the corridor, only to have Hideyoshi say that she was too noisy. "
,Where should I go now? ...Where should I take this child who's having a tantrum? 
,She felt as though tears of frustration were about to come out... 
,"As Maria kept struggling in an attempt to scream, Rosa put her mouth up to Maria's ear... and tried to persuade Maria in a properly calm voice. "
Ushiromiya Rosa,"""......Maria, do you really want to see the rose that much...?"" "
,"Maria nodded her head several times, moaning uu-uu-. "
Ushiromiya Rosa,"""...Why do you want to see it so much? I'll listen as your mother, so will you tell me quietly? I'll hit you if you scream."" "
Ushiromiya Maria,"""......My rose... {f:5:Beatrice} revived it. ...It might have snapped off again... ...I'm worried about that... I can't sleep until I'm sure..."" "
,"Apparently, she was still upset about that marked rose from yesterday. "
,"Rosa felt her headache throbbing again, but she was at least a little relieved that Maria had now stopped her screaming. "
Ushiromiya Rosa,"""Anyway, everyone is having a hard time right now. So don't bother Mama and everyone else. ...You can worry about that rose all you want tomorrow, when it stops raining. So for now, listen to me...!"" "
Ushiromiya Maria,"""No. ...No no no no. It's my {f:5:Beatrice}'s rose... ...uuuu, ...uu-uu-. Waaaaaaaaaaahh!!"" "
,Rosa reflexively covered Maria's mouth. She had spoken a little too harshly and gotten her agitated again... 
,Rosa realized that it was partly her own fault and clicked her tongue in self-hatred. 
,"But Maria thought that was directed at her, and her crying grew even fiercer... "
Ushiromiya Rosa,"""...Please, just be quiet... What can I do to make you stop crying? What should I do to make you listen to what your Mama says?"" "
Ushiromiya Maria,"""......"" "
,Suddenly. Maria stopped crying so fast that it seemed unnatural. ...Then she turned around...and muttered. 
Ushiromiya Maria,"""...... If I get to see my rose, I'll stay quiet until tomorrow."" "
Ushiromiya Rosa,"""Really?"" "
Ushiromiya Maria,"""Yes. ...If we go to the rose garden and see my rose, I'll calm down."" "
Ushiromiya Rosa,"""........."" "
Ushiromiya Maria,"""I mean it, Mama."" "
Ushiromiya Rosa,"""............"" "
,"If it would keep Maria quiet for the time being, Rosa thought that even going out into this wind and rain would be a small price to pay. "
,"She thought it might be a bit reckless. ......But in the end, no murder or anything of the sort had actually occurred. "
,All of that clamor since this morning had been a farce set up by Kinzo. 
,"If you carefully thought about that chain of closed rooms, it clearly had to all be an act... "
Ushiromiya Rosa,"""...Will you really listen if you get to see the rose?"" "
Ushiromiya Maria,"""Yes. I mean it, Mama. ...Kihihi."" "
Ushiromiya Rosa,"""............"" "
Ushiromiya Maria,"""Ouch."" "
,"Rosa didn't overlook that creepy laugh, and lightly hit Maria with her fist. And she shrugged, as though giving up. "
Ushiromiya Rosa,"""...Understood. If it's just one look, then I'll agree. Will that work?"" "
Ushiromiya Maria,"""Yes, Mama. I promise. ...Kihihihihihihihihihihihihihihi."" "
,"Once again, Rosa tested the weight of her gun. "
,...It'll be okay. It's only an act. There was never a murderer on this island in the first place... 
Ushiromiya Battler,"""Damn it, wait, Aunt Rosa...!! Are Aunt Rosa and Maria...the sacrifices for the second twilight?! Damn it, damn it, damn it, someone, notice them, tell them to stop!! What are those guys in the living room and us kids doing?!!"" "
{f:5:Beatrice},"""Indeed. They are being considerate of Rosa's pitiful relationship with her daughter...and are forcibly changing the subject. The group that includes you went up to the second floor...and is talking about something else while watching TV."" "
Ushiromiya Battler,"""You bastards!! Someone, notice them! Who's the closest, is it Uncle Hideyoshi?! Please, notice that those two are leaving through the front door, aaaaaaaaaaaaaahhh!!"" "
{f:5:Beatrice},"""It won't reach, it won't reach, *cackle*! Don't disturb their precious time together. Fuhahahahahahaha...!"" "
,"Hideyoshi kept talking kindly, his hand on Eva's forehead. "
,He didn't notice at all that Rosa and Maria were going outside through the front door. 
,"In that case, there was no way the others in the lobby, which was even further away, would notice. Much less those in the cousins' room on the second floor...! "
{f:5:Beatrice},"""Why are you so panicked? Didn't you defeat me with that bold move, saying that the culprit died in an accident on the first twilight?"" "
{f:5:Beatrice},"""...Doesn't that mean there's no longer a culprit on this island...? *cackle*cackle*cackle* What is there to be so worried about...?"" "
Ushiromiya Battler,"""Shut up, I can see right through you!! Someone stop them, those two'll be killed!! Someone, stop theeeeeeeeeeeeeeem, aaaaaaaaaaaaaahhh!!"" "
,...There was no way that Battler's voiceless scream would reach Rosa or Maria. 
,The two of them could be seen in the rose garden. 
,"The rain was still awful, but fortunately, the wind had died down a little. "
,"...No, maybe that wasn't fortunate. Because maybe, if the wind had been a little fiercer, Rosa might have hesitated to go outside... "
Ushiromiya Maria,"""...Uu-, uu-, uu-... ......Here it is...!"" "
,Maria found her rose with the gold lace and stared at it lovingly. 
,"Rosa had accepted the promise under the condition that Maria would only get one look at it, but she didn't want Maria to complain that it hadn't been enough later on, so she decided to go along with Maria until she was satisfied. "
,"...She believed that there wasn't a culprit, but on the off chance that she was mistaken, they were now in an extremely dangerous position. "
,Rosa realized that faintly herself. 
,"If things got bad, she would throw away her umbrella and ready her gun. ...After glancing at Maria's innocent happiness, Rosa gazed warily in all directions. "
,..................? ...Were her eyes just tired? 
,"Even though no one should have been there, she thought she saw something glitter in the dark rose garden. "
,...Gold-colored...? It had to be her imagination. 
,"Because, to Rosa, it seemed as though gold butterflies were dancing through the rose bushes... "
Ushiromiya Hideyoshi,"""...Are you okay, Eva...? ...Just take it easy... Should I call Doctor Nanjo after all...?!"" "
Ushiromiya Eva,"""I......I'm fine. ...Don't take your hand away... ...I'm begging you, ...don't take your hand away..."" "
,Eva was breathing wildly. Beads of sweat were appearing on her forehead. 
,"It certainly was true that she had stayed up all night last night, and that things had been rough since early this morning. It wasn't odd that her body wasn't keeping up. "
,"...Even though he understood that, Hideyoshi suspected that this sudden fever was the sign of some serious illness. "
,"Several times, Hideyoshi decided to call for Doctor Nanjo, but Eva resisted firmly, ...pleading with him and saying that it was even more important that he didn't take his hand away... "
Ushiromiya Hideyoshi,"""I understand... But you've gotta have Doctor Nanjo look at you by lunchtime. If you can promise me that, I'll stay here the whole time, grippin' your hand. Tightly, like this."" "
Ushiromiya Eva,"""...Thank you... ...I'm fine... The magic of your hand will definitely take this fever away..."" "
,"Even as she said that, Eva's harsh breathing didn't improve in the slightest. "
Ushiromiya Eva,"""......Haah, ...haah, ...haahh... ...Don't let go, ...don't let go, ...haah, ...haahh, ......aaaaaaaaaaaaaaaaahhhh!!"" "
Ushiromiya Rosa,"""...Wh-Who is it...?!"" "
,She saw an umbrella moving from beyond the rose bush. 
,Rosa threw away her umbrella and wildly lifted her gun... 
,"When she did, the shadow of a person beyond the bush...showed itself. "
Ushiromiya Maria,"""......Uu-? ...Aunt Eva...... ......?"" "
Ushiromiya Rosa,"""...You scared me. It's you, Nee-san? ......Do you have some business with me? ...Do you want to continue our earlier discussion?"" "
Ushiromiya Eva,"""............ ...Yes, that's right. Our discussion about Father's gold."" "
Ushiromiya Rosa,"""...Please, restrain yourself in front of Maria. I will keep my promise, okay? I won't get in the way of your conspiracy."" "
Ushiromiya Eva,"""......Conspiracy? What's that?"" "
Ushiromiya Rosa,"""......Whatever you're thinking, that's up to you. I have no desire to get in the way. So please, not in front of Maria. As long as I get my share, that will be enough."" "
Ushiromiya Eva,"""Your share? Heheheheh, ahahahahahahahahahahahahahahahaha."" "
,"Eva started laughing in a creepy voice... Rosa was startled, but Maria stared blankly. "
,......Then Maria said just one thing. 
Ushiromiya Maria,"""...Uu-...? ...Auntie, ...who are you...?"" "
{f:5:Eva Beatrice},"""Hahahahahaha, ahhahhahahahahahahahahahahahahahahaha!! Your share?! Who would give that to you...?! All of that is mine! It all belongs to me, the Golden Witch, {f:5:Beatrice}...!!!"" "
Ushiromiya Eva,"""Waaaaaaaaaaaaaaaaaaaaaaa...!"" "
Ushiromiya Hideyoshi,"""Eva! Are you okay, Eva?! Eva! Eva!!"" "
Ushiromiya Eva,"""Hold on...!! Don't let go!! Don't let me be dragged away by someone who isn't me...!! Hold onto my hand... Don't let goooooooooooooo...!!!"" "
{f:5:Eva Beatrice},"""When did you ever work hard?! You never worked hard for anything! You were always hiding in our shadows! You always escaped from shadow to shadow without fighting, and yet, you really think yourself qualified to make demands of me over the Ushiromiya family gold...?!"" "
{f:5:Eva Beatrice},"""All of that is mine! It's all mine alone, as the Head of the Ushiromiya family and the new Golden Witch, successor to the name of {f:5:Beatrice}!!"" "
Ushiromiya Maria,"""......{f:5:Beatrice}. ......It's {f:5:Beatrice}!! Mama, {f:5:Beatrice}!"" "
,Maria jumped at her mother in ecstasy. ...Rosa treated Maria coldheartedly and raised her gun high. 
Ushiromiya Rosa,"""...Hey, you're Nee-san, right...? ...You are Nee-san, aren't you...?"" "
{f:5:Eva Beatrice},"""Wrong. ...I am no longer the one who was your sister."" "
Ushiromiya Rosa,"""Then who are you?!! Are you trying to say that you're {f:5:Beatrice}?! That's impossible! You died 19 years ago!!! "
Ushiromiya Rosa,"""Yes, you were definitely dead, after all, I clearly saw how your head was split open. I can remember the insides flowing out like it was yesterday! How can you be alive and here right noooooooooow?!?!"" "
{f:5:Eva Beatrice},"""The concept of death does not exist to a Golden Witch. The Golden Witch and the name of {f:5:Beatrice} will be handed down for all eternity."" "
{f:5:Eva Beatrice},"""Maybe the {f:5:Beatrice} you knew met with death, but that name is mine now...! And therefore, it's eternal! The concept of death does not exist for {f:5:Beatrice}!!"" "
Ushiromiya Rosa,"""......All I can see is that the gold has driven you mad. "
,"...How pitiful, Nee-san...!"" "
{f:5:Eva Beatrice},"""Come on, you know I'm not your sister anymore. ...Well then, as the new {f:5:Beatrice}, I have been tasked with my own resurrection ceremony."" ""......Ronove! What should I do?!"" "
Ronove,"""That is up to you. You already have the power to make whatever you think reality. You should grow used to it once you've tried it out a little."" "
{f:5:Eva Beatrice},"""...You worthless former sister. You should consider it an honor to have been selected as the first sacrifice I offer as a witch. On the second twilight, I'll tear the two who are close apart with my own hands...!!"" "
,"The first thing the new {f:5:Beatrice} wished for... no, the first magic she tried to use, was to surpass the limitations given to humans. "
,"...In particular, gravity. "
,She wanted to become fully aware of her transformation into a witch by being released from those shackles. 
,As the witch and Rosa stayed as they were... 
,"...The ground retreated all by itself...into the distance below them. By now, their feet were no longer attached to the ground. "
,"Rosa finally realized that the earth wasn't retreating into the distance below them, but that she and the witch were being sucked up into the rainy sky. "
Ushiromiya Rosa,"""......Huh...? .........Eeeek...?!"" "
{f:5:Eva Beatrice},"""Wh-Whoooooooooaaaa... Awesome...!"" "
,"For a human shackled to the ground by gravity, there is nothing more unnerving that having their feet stop sticking to the ground. "
,"...However, to {f:5:Beatrice}, who, in becoming the new witch, had learned the joy of being released from gravity, it was enough to make her whole body shake with delight. "
{f:5:Eva Beatrice},"""...Hey, Rosa. Do you remember, long ago, when we were small, when we used to talk about what it'd be like to become witches and fly around the sky? ...That dream has been granted, hasn't it? I became a real witch and granted it for you."" "
Ushiromiya Rosa,"""...S-Stop it, ......if this is a dream, then wake me up..."" "
{f:5:Eva Beatrice},"""You said it yourself. You said you flew through the sky in your dream. And you also said you didn't want to wake up. You even got mad at me when I woke you up, right? "
{f:5:Eva Beatrice},"...Don't worry. This time, you won't wake up, okay? Heheheheheheheheheheheheh!!"" "
,"Come, dance with me in the vast, rainy sky. "
,Didn't we both wish we could fly like seagulls in the sky... and escape the cramped and boring island of Rokkenjima...? 
,"Now, I'll make that dream a reality for you. "
,"I only want to share this joy with you, and no one else...! "
{f:5:Eva Beatrice},"""Ahhahaha, ahhahahahaha!! It's so fun, Rosa, it's so fun!! "" "
{f:5:Eva Beatrice},"Take a look below you! Look at how small our mansion is. I wonder how much time we spent in a place that small. ...Now I'm especially shocked at how cramped and tiny it is."" "
{f:5:Eva Beatrice},"""So feel. Enjoy. Rejoice...! That power we yearned for, the power to move through the sky at will! Come on, let's dance, Rosa! Through the rain, through the wind! Let's fly around like we're dancing! The lightning will shine on us and bless us!! Ahhahahahahahahahahahahahahahahahahahaha!!"" "
,"The witch and Rosa were like leaves fluttering around in a whirlwind. As the rain pounded upon every part of their bodies, as the lightning occasionally shone upon them, they shook with the joy of being released from the ground. "
,"...However, it was only that way for the witch. Rosa was holding onto her head, voicelessly screaming over and over. "
Ushiromiya Rosa,"""Stop iiiiiiiiiiiiiitt!! Forgive meeeeee, let me doooooooown!!"" "
{f:5:Eva Beatrice},"""...You're right, it's more fitting for Humans to crawl on the ground. Then why not go back there?"" "
,"A slightly displeased expression rose to the witch's face when she realized that her own joy was not being shared. Then, she decided to listen to her former sister's request. "
Ushiromiya Rosa,"""......?! ......Aaaaaaaaaaaaaaaaaaaaaahhhhh!!"" "
,"The whirlwind that had been making Rosa dance around grew weaker, then stopped. "
,"In other words, Rosa was once again bound by the restrictions of gravity, as a Human. "
,"...Following the laws that were originally correct, Rosa began to descend towards the ground upside-down. No, she began to fall. "
{f:5:Eva Beatrice},"""Oops... That's right, if I don't take her down the right way, this is what happens!"" "
,The witch hadn't intended to send Rosa plummeting. But she still wasn't used to using magic. 
,"After plummeting about 100 meters into a rose bush, as a very, very natural result, Rosa died instantly. "
,But the witch hadn't intended to kill her. So she wished that Rosa hadn't died. 
,"When she did, gold butterflies coiled about Rosa's body, reviving that life just as the witch had wished. "
,"Rosa's body, which should have been spread out like a carpet of fresh blood, rapidly returned to normal. "
,The broken and crushed bones returned to normal. 
,The torn and smashed flesh returned to normal. 
,"...How easy it is to break things in this world, and how difficult it is to fix them... "
,Anyone can take a life. 
,"But no Human can revive a lost life! By surpassing the irreversable, one proves that they have surpassed Humanity. "
,"...This surely gave her a much, much greater realization of her position as a witch than flying through the sky had. "
{f:5:Eva Beatrice},"""......Awesome... I can even revive...an ended life...!"" "
Ronove,"""Of course. {f:5:Beatrice}-sama is the Endless Witch. "
Ronove,"...To live and to die. To bring to life and to kill, all of it repeated endlessly. {f:5:Beatrice}-sama, the Endless Witch, is the queen who controls the cycle of life and death."" "
{f:5:Eva Beatrice},"""Ahaha, aha. One time, I knocked over a fishbowl. The fragile and beautiful bowl broke, and I couldn't put it back together again. I'd never see that cute pop-eyed goldfish swim again after it landed on the floor."" "
{f:5:Eva Beatrice},"""......No matter how much I cried, the servants shook their heads, saying that broken things and dead things could never be revived."" "
{f:5:Eva Beatrice},"""...That's when I learned something. You must not break things, you must not kill people. After all, you can't fix them!!"" "
{f:5:Eva Beatrice},"""So, if you can fix them, ...then you won't get in trouble for breaking them, right...? Haha, ahahahaha, ......awesome... Awesome, awesome, awesome...!! Ahhahahahahahahaahahahahahahaahhahahhahhahhahhaha!!"" "
,"For a while, the witch became intoxicated with how terrible and wonderful the power she had inherited was. "
,"Her laugh was pure, innocent, and cruel. "
Ushiromiya Rosa,"""......Uuuuuu...au..."" "
,"Even though Rosa had been revived, she let out a cry of anguish at the pain from her fall. At that point, the witch landed and held out her hand. "
{f:5:Eva Beatrice},"""Hahahahahahaha, sorry about that, Rosa. I didn't think flying in the sky would be so much fun. Sorry, I'm real sorry."" "
{f:5:Eva Beatrice},"""And I didn't know Humans could die so easily. But I've brought you back to life, so we're even. So get up, okay? Play with me some more, okay? *giggle*giggle*giggle* Hehehehaahahahahahahahahahahahahahahahaha!!"" "
,What were those dreams you told me about when you were a kid...? Go ahead and tell me all of them without holding back. 
,"As I am now, I can make anything come true, no matter how absurd...! "
,"Even drowning you in a sea of jelly! Even having you get sucked into a mountain of cake! I can even even make you sprout butterfly wings and flit around the garden, okay?! "
,"I'll do them one after another. Let's start with the ocean of jelly, all right...?! "
Ushiromiya Rosa,"""S-Stop it, ......urgg!!"" "
,"Rosa was once again thrown high into the rainy sky. However, the sky wasn't filled with raindrops, but with drops of orange juice. "
,"When she looked down, Rosa had to doubt her eyes. The rose garden had disappeared, and the ground spread out beneath her was like a pastel-colored jigsaw puzzle. "
,"...It was an ocean of jelly, like the one she had spoken of from her dreams when she was young. "
,"The black part was coffee jelly. The red was strawberry, the yellow was pineapple, and the green was melon. "
,"What was the white part, apple...? "
,......Did Rosa even have the time to think stuff like that? 
,Rosa fell towards that multi-colored ocean... 
,...And she sunk deep into a purple grape-flavored sea. 
,It really was an ocean of jelly. It had no bottom. 
