Speaker,Steam (ST)
,"...So if you just covered their necks with your hand, ...you might be able to persuade yourself that they were merely sleeping. "
,"But even so, ...this frighteningly deep wound... ...was incredibly... gruesome...... "
,"There's no such thing as ""clean"" or ""dirty"" ways of killing. ...All methods of killing are equally brutal. "
,"But even so, ......the brutality here... ...was just horrible......... "
,"And...there was one more thing that adorned these brutal murders, making them even more unsettling. "
,Drawn very large on the wall... ...was something like an eerie magic circle. 
,"It was drawn in a bright-red paint that looked like blood... and made it look as though some creepy ceremony had taken place in this room, with the four of them offered as human sacrifices... "
,"However, that wasn't what we were concerned about. "
,...No one has a heart so cold that they could witness the deaths of those close to them... ...and still worry about some scribbles on the wall... 
Furudo Erika,"""......Good morning, everyone. ......Oh, ...what a wonderful magic circle."" "
,"The girl who bragged that she drew more pleasure from the process of exposing the truth than the truth itself... ...and who went so far as to call herself an intellectual rapist, ...appeared in the hall. "
,"When she saw the extraordinarily creepy magic circle in this gruesome room, I heard what was unmistakably a sigh of admiration escape her lips... "
Ushiromiya Battler,"""You...... ...Don't come in here......"" "
Furudo Erika,"""......I just heard about it in the corridor. It's four people who've passed away, correct? ...Allow me to express my sincere regrets."" "
,"On Erika's face... ...no, that's not it. It was in her eyes. "
,"...In Erika's eyes, I could see... ......an indiscreet smile...... ...that was hard to describe. "
,She...found this interesting. ...She found the outbreak of a crime... ...interesting... 
,It was like the smile of a kid off to the side of the stage just before her turn to appear in a school play... 
Ushiromiya Rudolf,"""...Sorry, Erika-chan. We're busy at the moment. ...Could you wait in your room?"" "
Furudo Erika,"""......Well, we can't have that. It's the detective's right to investigate the scene."" "
Ushiromiya Battler,"""We're saying that we have no business with you...! Now's the time for outsiders like you to stand back!!"" "
Furudo Erika,"""......In my personal opinion, only third-rate mysteries have a suspect who tries to interfere with the investigation, and then turns out to be the culprit."" "
Ushiromiya Battler,"""Who gives a damn about what you want?!! Get out!! You aren't wanted here!!"" "
Ushiromiya Hideyoshi,"""Erika-chan...! I'm really sorry, but could you go back to your room?! We're busy right now!"" "
Ushiromiya Eva,"""Geooooooooooorge, Geooooooooooorge, waaaaaaaaaaaaahhhhhhh!!"" "
Furudo Erika,"""...Stand back. I can't investigate the scene like this."" "
Ushiromiya Battler,"""If it's necessary, we'll do it ourselves! The police will do it! Like hell you have the right to bring more shame to everyone's remains than they've already endured!!"" "
Furudo Erika,"""{p:1:Detective's authority. ......The detective has the right to investigate all crime scenes. Move out of the way, Ushiromiya Battler. This is my legitimate right within the game, as granted to the {y:0:Human}{n:0:human} side}."" "
,"Those words, which seemed to be utterly ridiculous at first, ...were words of power that had come from a world on a much higher plane than the one they were in. "
,Battler was thrown back by an unseen power and landed on his butt. 
,"Struck silent by this quiet intensity, ...nobody was able to prevent Erika from entering the room, suffocated by this bizarre atmosphere... "
Furudo Erika,"""......Don't worry. My goal is not to profane the dignity of the deceased. It's not like I want to peek into something as disgusting as a slit through someone's neck. ...I want to know something completely different."" "
Furudo Erika,"""In other words, who committed these murders. ...I ask Doctor Nanjo, and everyone else too. ......In particular, the first one to discover them, Battler-san. ......There are many things I want to question you about, so I request your cooperation."" "
Ushiromiya Battler,"""...L-Like I said, by what authority are you doing this...?!"" "
{f:5:Bernkastel},"""{p:1:Because I am the detective}."" "
,"Battler couldn't argue against this incomprehensible nonsense. ...No, ...he wasn't permitted to argue. It was a restriction...placed on pieces. "
,Erika summoned Doctor Nanjo and heard the details of his preliminary examination of the corpses. 
,"...Normally, he wouldn't have spoken of that to an outsider so casually. "
,"...However, for some reason, the atmosphere about the place had become one in which hiding things from Erika was forbidden... "
{f:5:Bernkastel},"""......Okay, let's enjoy this first twilight of Lambda's. Four corpses? That's two corpses short. ...Well, she doesn't necessarily need to have six people killed, but that's how we've been playing. That girl isn't completely clueless, so she must've killed two more people somewhere."" "
,"On the wall was a magic circle representing the first twilight, similar to the ones in Beato's games. "
,"*giggle* That girl talks tough, but I wonder just how closely she'll be able to imitate Beato. "
,"*giggle*giggle*, ahhahahahahaha...! "
,That Hebrew sure is crappy. It isn't written exactly right. 
Mammon,"""...What the heck... What's going on? Why's there a magic circle?"" "
Asmodeus,"""I'll bet they wanted to copy {f:5:Beatrice}-sama. Aha, what a crappy magic circle...!"" "
Satan,"""This isn't just a copycat! Some Human went out of their way to draw that...so they could make it look like {f:5:Beatrice}-sama did this...! Anyway, let's report to {f:5:Beatrice}-sama about this!"" "
Mammon,"""Even though we're already up to our eyeballs just protecting {f:5:Goldsmith}'s secret... What a pain."" "
Asmodeus,"""But these murders have no beauty to them at all. ...It isn't really a closed room, and there's nothing impossible about it. Such pitiful murders aren't worthy of {f:5:Beatrice}-sama at all."" "
Satan,"""...Furudo Erika... ...An unexpected crime and an unexpected woman. ...And the unexpected man from 19 years ago. ......And if you add in the fact that Battler's already solved the epitaph, this game is completely different from normal. ...What the heck's going on...?! Let's go!!"" "
,"""""Yes, Onee-sama!!"""" "
,"In the kitchen, Gohda was preparing a wonderful breakfast at a brisk pace. "
,The main dish would be herb omelets. 
,Even simple foods could become an invigorating feast under Gohda's skillful hands. 
,He would precook everything beforehand and prepare the food in the dining hall right before everyone's eyes. 
Gohda Toshiro,"""Hmm hmm hmm hmm{p:0:♪} Pan pan pan pan{p:0:♪}"" "
,Gohda hummed as he continued his work in high spirits. 
,"When Shannon, who was helping out, saw Gohda like this, her mood also brightened. "
,She arranged the salad in a neat little pattern and showed it to Gohda. 
Shannon,"""How is this? I think it makes the tomato look a bit cute."" "
Gohda Toshiro,"""Hmmmm, very nice! You really know what you're doing, Shannon-san! Hmm hmm hmm hmm{p:0:♪}"" "
,"""""Hmm hmm hmm hmm{p:0:♪}"""" "
,The two happy people gave each other a high five. 
,"Shannon didn't like Gohda when he was sneaky, but she had no problems at all with him when he was cooking happily. "
,She sometimes even thought it'd be nice if his contract hadn't included any jobs besides cooking. 
,"If that had been the case, he wouldn't have had to get in a bad mood doing unnecessary jobs. "
Kumasawa Chiyo,"""The dining hall is ready. You can carry it in whenever you want."" "
Gohda Toshiro,"""We're almost good to go, so please get the serving cart ready. Hmm hmm hmmmmm!"" "
,"Without thinking, even Kumasawa caught Gohda's high spirits. "
,"The kitchen had a very nice smell and atmosphere about it, truly refreshing for so early in the morning. "
,"Then, Kanon came back, grumpy even this early in the morning, just like he always was. "
,"Kanon and Genji were in charge of getting many things ready for the morning, such as opening the curtains. "
,"...However, Kanon was alone today, so it had taken much longer than usual. "
Kanon,"""I'm done. ...Where's Genji-sama?"" "
Shannon,"""He still isn't here. ......That's odd. I can't imagine he'd sleep in."" "
Kumasawa Chiyo,"""Hohoho. I guess even Genji-san sleeps in sometimes."" "
Gohda Toshiro,"""That's rather careless of him, considering that this is the middle of the family conference. Kanon-san, could you wake him for us?"" "
Kanon,""".........Yes."" "
Kumasawa Chiyo,"""I wonder what Genji-san's face looks like when he's half asleep... Hohohoho. Let me go with you."" "
,"Even though Gohda had asked her to get the serving cart ready, Kumasawa plodded off after Kanon, slyly skipping work. "
,"As Kanon muttered about how Gohda was the one who slept in all the time, he headed for the servant waiting room. "
Kumasawa Chiyo,"""So, you didn't wake him up this morning, Kanon-san?"" "
Kanon,"""...Last night, I fell asleep while still in the servant room, so I didn't return to the waiting room."" "
,"Last night, Kanon had dozed off while in the middle of his late night shift, falling asleep in the servant room. "
,"Shannon had been kind enough to put a blanket on him, but that had just made it so warm that he fell into an even deeper sleep... "
,So he hadn't returned to his bed in the servant waiting room the previous night. 
,"Because of that, he hadn't met Genji even once this morning. "
,There was a knock on the door. 
Kanon,"""...Genji-sama, it's Kanon. Good morning."" "
Kumasawa Chiyo,"""......Oh my. I wonder if he's still sleeping."" "
Kanon,"""...Pardon me."" "
,"When he tried to open the door, ...Kanon noticed something strange on the upper part of it. "
,...What's that? ...Packing tape?? 
,"A small strip of packing tape was stuck along the frame of the door, almost as though it was sealing the door shut. "
,"Furthermore, there were notches made with scissors along the center of the packing tape, so that if you opened the door only a slight amount, it would be torn apart. "
,"Also, written sloppily across the packing tape with a thin pen was what appeared to be someone's signature. "
,"...It was written in a very intricate and decorative manner, so even if it was a signature, there was no way of telling whose it was. "
Kumasawa Chiyo,"""It's probably some sort of prank..."" "
Kanon,"""I don't get it, but it's no use worrying about it now. ...Genji-sama, pardon me."" "
,"The packing tape tore apart, and he opened the door. "
,"It wasn't as though anything happened when it split, so the two quickly forgot about that strange tape. "
,...The room was dimly lit. The lower bed of the two-level bunk bed still had a lump under the blanket. 
,"Apparently, Genji was still sleeping... "
Kanon,"""Good morning, Genji-sama."" "
Kumasawa Chiyo,"""This isn't like you. Ho ho ho. It's morning!"" "
Kanon,""".........! G-Genji-sama...!"" "
Kumasawa Chiyo,"""Eek, ...wh-what is this, what is this...?!"" "
,"There was a large, red-black stain on the blanket. "
,...Even the servants' blankets were always kept clean. A stain like that definitely shouldn't have been there. 
,"Kanon hesitantly peeled back Genji's blanket, ......saw what was left of him, ...and was shocked into silence. "
Beelzebub,"""Wh-What the heck? His neck's been cut open!"" "
Belphegor,"""......It's thin. ...You wouldn't be able to leave a cut this deep without a fairly long blade."" "
Leviathan,"""Wh-What's going on? Battler solved the riddle of the epitaph, right? Why are there murders happening?!"" "
Belphegor,"""I don't know. ...In any event, this isn't good. We should report this to {f:5:Beatrice}-sama and Natsuhi-sama."" "
Leviathan,"""Belpha, hurry and report to Luci-nee...!!"" "
Belphegor,"""Understood...!"" "
,"After dashing out, Kumasawa called Gohda and Shannon over. "
,"...Then, this new pair let out screams identical to the first two. "
Beelzebub,"""Nooooo! Don't stop making breakfast, Gohda!"" "
Leviathan,"""Is now really the time to be saying that?!! ...There's no chance they'll have a quiet and peaceful breakfast on the second day. ...I have a bad feeling about this. Genji might not be the only one. ...Let's check the entire mansion. Something else might've happened...!"" "
Beelzebub,"""Yes, Onee-sama!!"" "
,Natsuhi sprang awake at the sudden sound of the phone. 
,Even Natsuhi was surprised that she'd woken up. 
,"...She'd thought she'd spent the whole night unable to sleep out of fear that the mysterious man might come in at any moment, but she'd dozed off before she knew it... "
,"Of course, Natsuhi still didn't feel rested at all. "
,"Though she groaned from the dull pain in her head, which hadn't gone away once since last night, she managed to get out of bed... "
Lucifer,"""Morning, Natsuhi-sama."" "
Ushiromiya Natsuhi,"""......Morning. ...And what a horrible morning it is..."" "
Lucifer,"""Don't worry. No one tried to enter this room."" "
Ushiromiya Natsuhi,"""...I see. ...Thanks for keeping watch all night..."" "
,"Even so, that didn't mean she'd been able to sleep peacefully. "
,......The continued ringing of the phone made her headache throb even more strongly... 
Lucifer,"""I think you should probably answer the phone. ...And then, I've got some bad news to report from my sisters."" "
Ushiromiya Natsuhi,"""...Let's leave the bad news for later. ...I'll answer the phone first."" "
,Natsuhi shook her head to wake herself and picked up the receiver. 
,"...Then, she regretted not listening to Lucifer's bad news first. "
,...Because she wanted the first thing she heard on this horrible morning to be something better than this... 
,"""......Morning, Mother. ...Did you sleep well?"" "
,That voice...told her that this horrible morning—this nightmare—would not stop... 
Ushiromiya Natsuhi,"""...I-I kept my promise. I've been holed up in this room the whole time. Of course, I haven't been on the phone either...!"" "
,"""But you did pick up the phone just now, did you not...?"" "
Ushiromiya Natsuhi,"""...W-Well, ...ah-"" "
,"""Ahahahahahahahaha. ...Just kidding. This is just a morning call I am giving my beloved Mother. Morning, Mother. ......*giggle*giggle*...!"" "
Ushiromiya Natsuhi,"""......How far do you intend to mock me...?"" "
,Natsuhi gripped the receiver so hard it creaked... 
,"""I wanted you to leave your seat so that I could set up for the party. ...Thanks to that, everything is ready now. Of course, you are the main guest, Mother."" "
Ushiromiya Natsuhi,"""...Wh-What are you planning to do...?"" "
,"""That is for you to look forward to. ...Do not worry, I will not keep you waiting. It has already begun. ...Oh, right, wait a sec. There is someone I want you to hear."" "
Ushiromiya Natsuhi,"""...Huh?"" "
,There was the sound of the receiver being jolted around. 
,"...The phone was apparently being passed to someone else, but there was a clunking, clattering noise, as though it was taking a lot of effort to hand the receiver over... "
,Who in the world could he be giving the phone to? 
,...No matter who...this man gives the phone to...that can't be good news for me... 
Ushiromiya Krauss,"""...Gwah! Untie me...! Coward...!!"" "
Ushiromiya Natsuhi,"""Huh?! ...D-Dear?! Is that you?!"" "
Ushiromiya Krauss,"""Gghgghghghghgh, mwoooohh...!! Untie it, untie iiiit!!"" "
,"It was, without a doubt, the voice of her husband. "
,"However, he didn't respond to Natsuhi's voice. ...Perhaps he was bound somewhere in the darkness. "
,"Krauss, not realizing that Natsuhi was on the other end of the phone, repeatedly demanded that he be untied... "
,"""...Your husband is here. His eyes and ears are covered, so you won't be able to talk, but I think you can tell that he is in perfect health."" "
Ushiromiya Natsuhi,"""Wh-What are you after...?!! Let my husband go!"" "
,"""I will let him go tomorrow. If you keep two promises, that is."" "
Ushiromiya Natsuhi,"""What are they...?!"" "
,"""One is that you keep it a secret that I have your husband in my care. ...There will probably be a fuss when they are unable to find Krauss anywhere in the mansion, but you know nothing, so you will say nothing. ...Understand?"" "
Ushiromiya Natsuhi,"""I-I understand...! What's your other condition?!"" "
,"""...Oh, just a little game. At 1:00 today, you will go into the foremost guest room on the first floor of the mansion and hide in the closet."" "
Ushiromiya Natsuhi,"""A guest room...? Why should I go into a closet...?!"" "
,"""Just a little hide-and-seek. If you can hide there for an hour without anyone finding you, you win. ...If someone does find you, you lose."" "
Ushiromiya Natsuhi,"""And if I lose, ...what happens...?!"" "
,"""Nothing in particular. ...Is that not what playing is all about? If you play along with this hide-and-seek, I will release your husband tomorrow."" "
Ushiromiya Natsuhi,"""W- Will you really... keep that promise, I wonder...?"" "
,"""Of course. Make sure you do too, Mother. ...If you break our promise, I will know right away."" "
,"At that time, there was suddenly a loud knock on the door to Natsuhi's room. Her heart leapt automatically. "
Kanon,"""...Madam, are you there? Good morning...!"" "
Gohda Toshiro,"""It's Gohda and Kanon! Madam, please wake up...!"" "
,"The voices coming from across the door were Kanon's and Gohda's. ...The knock had been wild, and the voices a little shrill. "
,...It seemed that something strange had happened...and that they were agitated. 
,"""......What is it? Did something happen?"" "
Ushiromiya Natsuhi,"""I-It's nothing. It looks like the servants have arrived. I'm hanging up."" "
,"""Sure. I have said everything I wanted to. ......So, do not break our promise."" "
Ushiromiya Natsuhi,"""...I understand. A-And you don't break our promise either...!"" "
,"""You have it wrong. That is for you to decide, Mother. ......Do not make me break my promise, Mother."" "
Ushiromiya Natsuhi,"""......Ack..."" "
{f:5:Lambdadelta},"""I will be watching you all day today, Mother. *giggle*giggle*, ahahahaha, ohohohohoho!"" "
,*clank*! 
,{f:5:Lambdadelta} slammed the receiver down on the antique phone. 
,"Then, the phone exploded into bits and became a golden splash, then a cloud of gold butterflies, and then disappeared. "
{f:5:Lambdadelta},"""*giggle* Dance for me, Natsuhi! Dance in fear of your sin 19 years ago!! My turn's going pretty well. Okay, your turn now, Bern!!"" "
{f:5:Bernkastel},"""......I'm sure this is a waste of time, but let me confirm whether correspondence with the outside world, including reporting this to the police, is possible or not."" "
{f:5:Lambdadelta},"""It's impossible to make use of the external line! Looks like you can use the internal line! It's impossible to use a boat inside the typhoon! I guess the closed circle is complete now! Congrats, you're a full detective now, Bern!"" "
,"When the police intervene, they sometimes steal some of the detective's authority. "
,"However, with the construction of the closed circle, the existence of police had been denied for all eternity. "
,"From now on, the authority of the detective piece will be totally guaranteed. "
{f:5:Bernkastel},"""Yeah, yeah, thanks a bunch. Then I guess it's time to get this game started."" "
,"Erika, you're the main character. Now, begin...! "
Ushiromiya Rudolf,"""...E-Even Genji-san?! F-Five people have been killed?!"" "
Shannon,"""Y-Yes. ...And it was so...horrible...!"" "
Nanjo Terumasa,"""It was exactly the same as the four in the guesthouse... ...The neck...was sliced open...with a terribly sharp blade..."" "
Kanon,"""...T-To think that even though I had the midnight shift, ...I didn't notice anyone suspicious..."" "
Ushiromiya Battler,"""Don't blame yourself. ...If you'd bumped into the culprit, you might be the one dead right now."" "
Ushiromiya Hideyoshi,"""On top of that, the phones aren't even connectin'...! I doubt any boats'll come in this weather. This is serious...!"" "
Ushiromiya Kyrie,"""...And that makes it very likely the culprit's still nearby."" "
Kumasawa Chiyo,"""E-Eeeeeeeeeeeeekkkk...! Then what? Does that mean we'll be trapped here with a murderer until the typhoon passes and the boat comes...?!"" "
Gohda Toshiro,"""...I-It'll be okay. If we all stay together like this, even the culprit won't be able to lay a finger on us...!"" "
Ushiromiya Natsuhi,"""...E-Even Jessica... ...I can't believe it......"" "
Ushiromiya Eva,"""W-We won't let ourselves be killed...!! I'll avenge George!! I won't let them get away! No matter who the culprit is or what their reason was, I won't let the one who killed George get away!! I'll kill them, I'll kill them!! Waaaaaaaaaaaaahhhhh...!!"" "
Furudo Erika,"""......Okay, everyone, are you done crying yet? Silence, please. ...Has anyone seen Krauss-san yet?"" "
Shannon,"""...We've been calling him for a while, but he hasn't answered..."" "
Kumasawa Chiyo,"""Could the receiver be off the hook...?"" "
Shannon,"""No, we could hear it ringing. There's no way he didn't hear it..."" "
Ushiromiya Natsuhi,"""............"" "
Ushiromiya Battler,"""Wh-What does it mean...? You don't think...Uncle Krauss too...?!"" "
Ushiromiya Kyrie,""".........Figures. ......I hate to say it at a time like this, ...but there were four in the guesthouse, plus Genji to make five. ...I figured there would be one more."" "
Ushiromiya Eva,"""Why?! How could you know that?! Are you the culprit?! Did you kill George?!"" "
Nanjo Terumasa,"""St-Stop it, Eva-san...! Now is not the time...!"" "
,Eva got agitated and grabbed at Kyrie. 
,"Nanjo stepped in between them, and it grew into a bit of a scuffle... "
,"Watching this, Erika smiled condescendingly and shrugged. "
Furudo Erika,"""Of course. It's natural you'd guess there were six victims after seeing the crime scene in the guesthouse. There were only four corpses, so it'd make you wonder who the other two were."" "
Ushiromiya Eva,"""How could you know such a thing?!! You killed them?! You killed Geoooooorge!!"" "
Ushiromiya Hideyoshi,"""Qu-Quit it, Eva! ......Erika-chan, Kyrie-san...! How can you know that?! Can't you think before you talk...?!"" "
Ushiromiya Kyrie,"""......It's a simple connection to make. The scribble drawn at the scene of the crime in the guesthouse was a magic circle. I just tried to think of things connected to both magic and murders."" "
Ushiromiya Rudolf,"""Ah, ......so it's the epitaph, huh?"" "
Ushiromiya Battler,"""...I see... ......It's......the first twilight."" "
Kumasawa Chiyo,"""Huh? ...Huh? What's going on...?!"" "
Gohda Toshiro,"""W-Well, I don't have a clue either...!!"" "
Kanon,"""......Is that how it is...? ...That damn witch..."" "
Shannon,"""So is this really......{f:5:Beatrice}-sama's doing...?"" "
Ushiromiya Eva,"""Why do you all keep talking as if you know something?!! I don't have a clue!! Someone, explain!!"" "
Ushiromiya Hideyoshi,"""I told you, Eva...! Calm down a bit...!!"" "
Ushiromiya Natsuhi,"""..............."" "
Furudo Erika,"""...That's how it is. Ever since I saw the magic circle at that crime scene, I imagined this might be a plotline murder following the epitaph's first twilight, which would mean there are six victims."" "
Furudo Erika,"""...Simply by the existence of the magic circle in that place, this level of reasoning is possible for Furudo Erika. What do you think, everyone?"" "
Ushiromiya Battler,"""......So, Uncle Krauss was also...killed...?"" "
Furudo Erika,"""We can't be sure of that. ...Krauss-san isn't the only person who hasn't come here, right? There's one more."" "
Ushiromiya Natsuhi,""".........!"" "
,"For just an instant, Natsuhi's brow furrowed...... So, ...she hadn't been able to avoid the topic of the study after all... "
Ushiromiya Rudolf,"""You don't mean...Dad?! Hey, someone must've contacted the study, right?!"" "
Gohda Toshiro,"""O-Of course we called...and even knocked on the door... But, umm, there was no answer..."" "
Ushiromiya Natsuhi,"""...F-Father is immersing himself in his research... H-He sometimes leaves the receiver off the hook because he doesn't want to be called and even ignores any knocking...!"" "
Gohda Toshiro,"""...B-But the phone was ringing..."" "
Ushiromiya Natsuhi,"""A-Anyway...! Let's first check to see that my husband's safe!! Let's go to his room!!"" "
,Natsuhi stood up in a flurry and dashed out into the corridor. 
,"Rudolf and the others immediately chased after her, telling her to wait. "
Furudo Erika,""".........Come on, let's all go together. In both third-rate mysteries and third-rate horrors, people who act alone tend to die first. ...Yeah, this game is just the same. ...Beato really is third-rate. *giggle*giggle*giggle*...!"" "
,"Oh, but in third-rate disaster movies and third-rate action movies, people who act alone do survive, right? "
,Weird. *giggle*giggle*! 
{f:5:Beatrice},"""...Even though the epitaph has already been solved... ...Who's behind this farce...?"" "
Ronove,"""It might be the work of this man from 19 years ago, ...who is thought to be Lady {f:5:Lambdadelta}'s piece. ...Ah yes, that can't be true."" "
Gaap,"""...In the games up until now, Beato has already stated that Kinzo has vanished, meaning that no more than 17 people exist and no 18th person exists. Now that Erika has been added, it's been stated that no 19th person exists. There's no room for this man from 19 years ago to appear on the island."" "
Ronove,"""So, the man from 19 years ago is disguised as one of the existing Humans, ...or else..."" "
{f:5:Beatrice},"""*cackle*cackle*! Even if a 19th person isn't permitted by the red, slipping in a 19th person is no trouble for me, no trouble for witches...! Now it's getting interesting. Why don't we watch this a little longer?"" "
{f:5:Beatrice},"""Still, those two witches... have finally started to do whatever they please with my game board, haven't they...?!"" "
Ronove,"""......Didn't you know that would happen when you invited them?"" "
{f:5:Beatrice},"""Hmph. ...As a witch, I have the same dislike for boredom as they do. Even the unexpected brings the kind of joy a witch expects. Very well, bring it on...!"" "
Gaap,"""It's great that you're so eager, ...but things have taken a nasty turn. Get it?"" "
Ronove,""".........Indeed. Perhaps this isn't the best time to wait and see what happens next."" "
{f:5:Beatrice},"""I know that. At this rate, Kinzo's existence will become an issue once again. ...And the barrier around the study won't last long."" "
Gaap,"""That isn't all. Things are going to get even worse. ......See? Move one, move two, move three. ...And then you're cornered, ...Natsuhi."" "
,Gaap whispered something into Beato's ear. 
,Beato's mouth...slowly widened into a grin. 
Ronove,"""...Erika bringing everyone together is actually convenient for us. All darkness outside the range of observers belongs to us demons. ...This may be the only time to make that move."" "
{f:5:Beatrice},"""Natsuhi is the king. She can't move far, but we cannot allow her to be taken! ...Let's take the initiative. If we slip up here, Natsuhi will be cornered...! Gaap, can I count on you?!"" "
Gaap,"""Of course! ...I'll blow a hole through closed room tricks, alibis, and mysteries alike. ......Leave it to me. I'll handle it."" "
,"Gaap was swallowed up, along with the chair she sat in, into a pitch-black hole that opened on the floor and then disappeared. "
,"After that, a hole opened on the ceiling and spat just the chair back out, returning the place to the way it had been... "
Ronove,"""...This is becoming troublesome."" "
{f:5:Beatrice},"""Heh, ...heheheheheheheh. ...I see. Against Lady {f:5:Lambdadelta}, even I am nothing more than a mere piece. So, in the early game, I must worry more about expansion than losing or taking pieces. "
