Speaker,Steam (ST)
{f:5:Virgilia},"""Beato, now!!"" "
,"Just an instant before the Chiester troops could fire, {f:5:Virgilia} raised her arms to the heavens. "
,"Her magical power, which was more than enough to remind all present what her name had meant at the height of her strength, became a spirit wave that exploded throughout the cathedral. "
,"Its shockwave made the stained glass windows shatter, and colorful glass shards poured down everywhere. "
Chiester00,"""S-Spirit particle warfare defenses!! Hurry on reboot!!"" "
,"However, all of the Chiester honor guards, who didn't have spirit particle defenses, toppled over like dolls. "
,"The ceiling snipers were defended and able to avoid a crash, but it would take several minutes before the system could be rebooted. "
,......That span of time... ...should be enough to reach Erika... 
,"However, it wouldn't be possible to defeat Erika in just a few minutes. There was no way they'd be able to carry Battler away in that time...! "
,What else could they use this precious time for?! 
,Beato dashed down the red carpeted path. 
,"She ran down the path to the grave, which was lined by Chiester troops lying there like corpses. "
,"She had called this place hell. ...In that case, running from hell to the grave was actually going backwards. "
,Beato's figure dashing through the corpse-ridden path truly symbolized her resurrection...! 
Ronove,"""Milady, take this...!"" "
{f:5:Beatrice},"""Got it!!"" "
,"As she dashed, she snatched something white from Ronove's outstretched hand. "
,There was no longer anyone blocking her path to Erika...!! 
,"However, at that instant, a golden thread came from in front of her and rapidly sewed through the red carpet towards her like a sewing machine! "
{f:5:Beatrice},"""Hoh, we have a meddler...!!"" "
Chiester410,"""Reloading complete, requesting data nyeh!"" "
Chiester45,"""Firing radar targeted. Data link to 410!!"" "
,410 was clever. 
,She had predicted that {f:5:Virgilia} would go for a spirit particle attack...and had folded her ears and 45's over beforehand. 
,"So, they were the only ones who weren't taken out. "
Chiester410,"""Firing!!"" "
,"Once again, the golden sewing thread chased after Beato, weaving like a sewing machine. "
,It was as though an undulating golden snake was shooting after her. 
{f:5:Beatrice},"""Impudence...!! You mean to delay my precious showdown with Erika...?!"" "
,"Beato jumped sideways away from the red carpet, then dashed across the long table covered with beautiful food. "
,"The gold snake chased her, sewing through the pure white tablecloth like a sewing machine and scattering dishes left and right...! "
,"The goat attendants ran about wildly, trying to escape. The cathedral was wrapped in pandemonium. "
{f:5:Virgilia},"""...I can't believe some of those rabbits evaded the spirit particle attack...!"" "
Ronove,"""This is bad. If they take up that position, ...there's nothing we can do...!"" "
,"The pair of snipers, attacking from the chandelier high above, were much further away than Erika was—too far for Beato to reach. "
,"Furthermore, their position landed the entire cathedral inside their range of fire! "
Chiester410,"""...Too bad nyeh, {f:5:Beatrice}-samaaa. The trials of love are harsh nyeh! 45, new magazine!!"" "
Gaap,"""You mean this?"" "
,Gaap handed her the magazine. 
,"...45 always handed them over backwards, so 410 was a bit confused to have one handed to her the right way up... ...?!?! "
Chiester410,"""Nyeh?! Nyeh nyeh nyeh, let go, nyeh nyeh nyeh!!"" "
,"No matter how distant a position they might take, it was no problem for the elusive Gaap. "
,"Gaap twisted their long ears up, then tickled them with her thumbs. "
,The Chiester's greatest weapon was also their greatest weakness. 
,The two doubled over with laughter. 
Gaap,"""...I've got these two, ...but how many seconds do we have left? The other Chiesters will be reactivating..."" "
,"On the other chandeliers, even more powerful Chiesters were slowly starting to move again... "
,It would be impossible to buy any more time. 
{f:5:Beatrice},"""Ah, Gaap! Thanks, I'm in your debt!!"" "
Gaap,"""Don't forget to thank these guys too."" "
{f:5:Virgilia},"""Beato-, good luuuuuck, hang in theeeeere!!"" "
Ronove,"""You don't have much time!!"" "
{f:5:Beatrice},"""Erikaaaaaaaaaaaaaaaaaaaaa!!"" "
,Beato cut through the crowd of scampering goats like Moses. 
,Her goal was straight in front of her. The place where Erika and Battler were seated...! 
,"Then, a red barrier took form, blocking her path. "
,It was the VIP-guarding barrier that Gertrude had set up. She stepped forward and laid out a last line of defense to block Beato's path. 
Gertrude,"""Let it be known that you will get no closer."" "
{f:5:Beatrice},"""You think a wall like that can stop meeeeeeeeeeeeee?!!"" "
Dlanor,"""How long until the Chiesters {f:5:reactivate}?"" "
Lucifer,"""W-Within 30 seconds..."" "
,"As the oldest of the Seven Sisters of Purgatory, Lucifer stood in waiting behind the bride and groom. "
,"She wanted to save Beato. If she could just distract Gertrude for a moment, the wall would disappear... "
,"However, the Seven Sisters were furniture. They served the territory lord. "
,"So, they couldn't move to help Beato... "
,Dlanor glanced over at Lucifer. There was a coercive tint to her eyes. 
Dlanor,"""......You are not allowed to move except by the orders of your {f:5:master}."" "
Lucifer,"""......Nngg..."" "
Leviathan,"""Who's our master...?!"" "
Satan,"""It's Erika now, idiot...!"" "
Mammon,"""No, our master is Battler-sama!"" "
Belphegor,"""True. Erika only speaks on his behalf."" "
Asmodeus,"""That's right, Onee-sama! Whose furniture are we?!"" "
Beelzebub,"""It's just too delicious, ...let's dig in!!"" "
,"The red, absolute barrier flickered for just an instant. "
,"Beelzebub's stake had pierced Gertrude's shoulder, and her concentration had wavered. "
,...But it didn't break. 
,"Slowly and expressionlessly, Gertrude turned to look at Lucifer. "
Gertrude,"""...By whose orders? Know that Lady {f:5:Erika} has made no such order."" "
Lucifer,"""We do have orders. ...Th-The orders of our master!!"" "
Ushiromiya Battler,"""............"" "
Gertrude,"""How can a master who cannot speak give orders...?"" "
Lucifer,"""E-Even though he can't talk, ...understanding your master's will is furniture's job!!"" "
Gertrude,"""Then, ...it cannot be helped."" "
,The Seven Stakes shot at Gertrude at once. 
,"...Gertrude had chosen to take all of those direct attacks, refusing to abandon the barrier until the last moment. "
,"Though she was resilient enough to be called a literal iron maiden and received no damage at all, it was more than enough to make her flinch and lose control of the barrier. "
{f:5:Beatrice},"""Good work, my furniture!!!"" "
,"Beato shot through the scattered, red fragments of the barrier, ...and she was finally right in front of the bride, her rival, Erika... "
,"However, there stood the final shield protecting Erika. "
,...Death Sentence Dlanor!! 
Dlanor,"""......You're too {f:5:late}. ...Time is already up, Lady {f:5:Beatrice}!!"" "
,"""Chiester 17, data link to <All Chiesters>. Incoming data from Archangel Satellite. Homing Format, Verdict-Model Conceptual Guidance."" "
,"""Chiester 20, reactivation complete."" "
,"""Chiester 127, reactivation complete."" "
Chiester410,"""Nihhihihihihi... Time's up nyeh. Nihhyahahaha!! No, not there, noooooooooo!!"" "
Gaap,"""......Riiche, good luck..."" "
Ushiromiya Battler,"""......Be... ...a... ...to..."" "
Furudo Erika,"""...Keh, ...D-Dlanor...!!"" "
{f:5:Beatrice},"""Back off, Dlanor A. Knox. This isn't your fight."" "
Dlanor,"""...I have received a red truth denying you from Lady {f:5:Bernkastel}. ...I'm afraid that this will become your {f:5:grave}...!"" "
,"I don't know what {f:5:Bernkastel} has allowed her to say. However, I don't need to sit around and let that longsword tell me. "
{f:5:Beatrice},"""I'll play with you all you want later. But for now, back off!"" "
,There's no time. The Chiesters have already finished reactivating. I'm only living on a bit of borrowed time. 
Dlanor,"""You will be the one to {f:5:retreat}...!! You are the pitiable actor who has chosen the wrong time to make an {f:5:appearance}!!"" "
,"Dlanor's red longsword cut a large arc of absolute denial, ...which headed straight for the crown of Beato's head. "
,"However, in that instant, there was *thunk*, and the curve missed slightly. "
,Beato didn't let this good fortune go to waste. 
,"She slipped past the longsword, ...knocked Dlanor aside, ...and finally stood right in front of Erika...! "
,"This time, not a single person stood in her way! "
Dlanor,"""Uuu...guh... ...This is... {f:5:popcorn}??? Wh-Where did this come {f:5:from}...?"" "
Cornelia,"""Urgent request from the bride's bodyguard team!! Let the Chiester Sisters Imperial Guards fire at the intruder immediately!!"" "
,The commotion...quieted... 
,"...However, ...no one... shot. "
,...Why...? 
,They could have shot if they'd wanted to. 
,All of the Chiester troops had completely targeted her and removed their safeties. 
,"Of course, all of them had finished reactivating. "
,"...However, ...they hesitated to pull the trigger. "
Cornelia,"""Wh-Why aren't they shooting?! Let the ceremony guards immediately...!"" "
Dlanor,"""...W-{f:5:wait}. ...L-Look at {f:5:that}..."" "
,Dlanor's expression grew grim. 
,"...Then, she quietly...put her red longsword away... "
,"After all, ...Erika would have to make a decision. "
,"If she decided to ignore it, they could shoot to kill. "
,"However, if Erika picked that up, ...they must not do so. "
,"So, they couldn't pull the triggers until Erika decided... "
{f:5:Bernkastel},"""...Why won't anyone shoot...?"" "
{f:5:Lambdadelta},"""Look closely. ...See what Beato just threw at Erika?"" "
,"{f:5:Lambdadelta} pointed, still chomping down popcorn. "
,...It was hard to see from the balcony. 
,Beato had thrown something like a white handkerchief at Erika. 
,It had fallen to Erika's feet. 
,...What was that white thing...? 
{f:5:Lambdadelta},"""...She really knows what she's doing, that girl. She knows what it means to be the main character."" "
Furudo Erika,"""How... ...interesting..."" "
{f:5:Beatrice},"""............"" "
,The thing that had hit Erika in the face and fallen to the floor... ...was a white glove that Beato had gotten from Ronove. 
,Hitting someone with a glove like that could only mean one thing. 
,It was... 
Furfur,"""Ooh, Zepar! What's this?! What does it mean?!"" "
Zepar,"""This is... ...a request for a duel!! If she picks up the glove, it means she's accepted!"" "
Furfur,"""And if she doesn't, the Chiesters will shoot? Why would she pick it up?!"" "
Zepar,"""She doesn't have to. ...However, we and the demon attendants would probably spread the word far and wide that she dishonorably ran away from a duel...!!"" "
,"""""She would be known for eternity as a coward who ran away from a duel of love!!!"" "
,{f:5:Beatrice} waited firmly and composedly. 
,If Erika just kicked it away... 
,"...Then at that very instant, ...the Chiesters would probably all fire at once, turning her into golden embroidery. "
,"So, Erika didn't have to pick it up. "
,"However, ...she could not afford to be afraid of picking it up. "
,"After all, ...she was the true victor, who had defeated Battler's closed room trick and logic. "
,"If she was the victor, she should have nothing to fear. "
,"So, ...if she was afraid of doing it, ...it would prove that she still felt a tinge of doubt about her victory... "
Furudo Erika,"""......If I don't pick it up, I can kill you without getting these clothes dirty."" "
{f:5:Beatrice},"""That would probably liven up your reception. ...However, you will pick it up."" "
Furudo Erika,"""Oh? ...And why is that...?"" "
{f:5:Beatrice},"""...I've brought a wonderful gift just perfect for you. ...You want to know what that is. ...Therefore, you'll pick it up."" "
Furudo Erika,"""Not interested. Goodbye."" "
{f:5:Beatrice},"""...You'll pick it up. ...I know... that you want to hear about the closed room I've brought you... which, unlike that trivial guest room of Battler's, ...is simple, basic, ...and absolutely cannot be solved."" "
Furudo Erika,"""...A closed room... that absolutely... ...cannot be solved......?"" "
{f:5:Beatrice},"""...I know you want to accept my challenge. ......After all..."" "
Furudo Erika,"""............"" "
{f:5:Beatrice},"""You are-"" "
{f:5:Beatrice},{a:c: The detective.} 
,Erika threw off her wedding dress as though it were a cape... 
,Yes. Before she is a bride or a piece or a witch... 
,She is one thing first and foremost- 
Furudo Erika,"""I...am the detective. ......I acknowledge you as my opponent. However, ...are you qualified to participate in this game? Have you managed to fix the logic error...?"" "
{f:5:Beatrice},"""If you pick that glove up, I will prove that I have fixed it in my fight against you."" "
Furudo Erika,"""............"" "
{f:5:Beatrice},"""........."" "
Furudo Erika,"""<Good>!!"" "
,Ooooooooohhh!! 
,The cathedral was filled with chatter. ...Erika...had picked up the glove. 
,A duel! A duel!! 
,The cathedral was wrapped in a bizarre excitement. 
,"At Erika's nod, Dlanor pushed the crowd away, leaving the pair alone. "
,...People were permitted to witness this duel. 
,"However, no one would be allowed to interfere in any way...! "
Ushiromiya Battler,""".........Uuughhh..."" "
{f:5:Beatrice},"""...It's okay, Battler-san. ...I've already found a way to save you."" "
Ushiromiya Battler,"""H... H... H... How...?"" "
{f:5:Beatrice},"""I'm going to save you now. Please hang in there just a little longer..."" "
,"Beato's resolute expression returned, and she grinned boldly, looking down on Erika. "
,"Ah, there can be no doubt... ...That's the expression worn only by the Golden Witch, ...the presence of the master of closed rooms. "
,A shadow dashed through the stormy rose garden. It was incredibly light and swift. 
,"The raindrops never touched him, he made no splashes in the countless puddles, his feet left no tracks in the mud. "
,That rushing figure...was Kanon... 
,"Then, he ran up the stairs... to the entrance of the mansion. "
,He did not slow down in the slightest to open the door. 
,"...He ran straight at it as though trying to break through, ...and leapt into it...! "
,"Though the door was shut, even that couldn't stop Kanon. "
,"He slipped through the door, fell into the entranceway, and slowly stood up. "
,His body wasn't even wet. 
,"...And, ...as he recalled those nostalgic days spent serving the Ushiromiya family, which would never come again, ...he ran once more. "
,He was heading for Battler's guest room. 
,"He ran past the servant room, through the entrance hall, and past the door to the parlor. "
,"Then, the doors to the kitchen and the dining hall came into sight... "
,All of it brings back fond memories. 
,...There was the honor and rigidity of serving Kinzo directly. 
,"However, that man wasn't rigid all the time. "
,"...When the family was out of sight and he didn't have to preserve that air of majesty, his face could turn unbelievably childish, and he would sometimes ask me to take part in strange pranks. "
,"......The Master let me shoot lots of guns, didn't he... "
,...That...was pretty fun. 
,Krauss-sama was actually surprisingly kind. 
,He must've gotten the impression that the Master bullied me a lot. 
,"Whenever I was the only one around, he would talk to me in a very familiar way, almost as though he was a classmate of mine. "
,...I sort of regret that I held back and never did anything but nod in return... 
,Madam was a really strict person... 
,"...Ever since some rumor went around saying that she was strict on female servants but soft towards male servants, I get the feeling she viewed me as an enemy. "
,"However, she was also a woman to be pitied. "
,"...When I've seen her alone, I've noticed her shoulders sag with the pain many times. "
,"There were a lot of servants, weren't there... ...Some lasted a short while, others stayed a long time. "
,Genji-sama was the one person I might have called my father. 
,...I am both grateful and resentful towards him over many things. 
,"...They all mix together, cancel out, and I end up with a neutral emotion. "
,"In that case, Kumasawa-san could probably be called my mother. "
,...She's helped me out many times. 
,"I've always wanted to repay her someday, ...and now I've lost that chance for all time. "
,Shannon... ...is my Nee-san. 
,"Without her, I wouldn't have been able to be me. "
,Thanks for teaching me that the ocean is blue... 
,...Gohda? ......I hate that guy. 
,"Still, when I complimented his stew, he would sometimes turn red and say there was enough for seconds. ...I didn't dislike that part of him. "
,I wonder why such a strong memory popped up at the instant I ran past the dining hall... 
,"And then, ...my memories of Jessica. "
,...Ooh. ...I-It's a boy servant... ...How...old are you...? 
,I think those were the first words she spoke to me. 
,"...Come to think about it, she was probably interested in me ever since then. "
,I really did...have enough time to build up a love that wouldn't lose to George-sama and Shannon's. 
,"But...since I could only see the gray sea, I wasted almost all of that time. "
,What does she like about me? What do I like about her? 
,I get the feeling we never really made that clear. 
,"...No, she told me. "
,We should've stayed together longer to eventually find that out. 
,...It would've been fine to find reasons for our love later. 
,...It took me... far too long... to realize that. 
,"......Now, I think I can accept it. "
,I know why Shannon won the duel. 
,God must have been watching. 
,"You had so much more courage than I did, and God didn't abandon you... "
,I reached the hallway with the guest rooms. ...There was someone lying on the ground. 
,"It was Battler. ...He was lying just outside the guest room, a chain tied to his neck. "
,...He had probably struggled to do something with the chain lock from the outside until he lost consciousness... 
,"His fingernails on both hands had been torn off, and they were stained with blood. "
,...I could tell at a glance just how hard he had tried until the final moment when his heart had died. 
,The collar binding him wouldn't disappear unless the chain lock was set. 
Kanon,"""...Battler-sama, ......it's all right. ...I'm going to save you now..."" "
Ushiromiya Battler,""".........!"" "
,Battler responded faintly. 
,He probably hadn't even imagined that help would come to this eternal closed room. 
,...He was so scared that this might be an auditory hallucination brought about by a fleeting delusion... that he couldn't bear to open his eyes easily... 
,Kanon grabbed Battler by the arms and dragged him into the room... 
,The inside of the room...was terrible. 
,"The windows had been brutally shattered, and the wind and rain had made its way inside. "
,All kinds of tools and furniture lay broken there. 
,"However, Battler hadn't smashed them out of rage. "
,"The curtain had been removed, torn, and twisted up into a bundle. "
,...He had probably used trial and error to see if that could be used as a rope for some trick. 
,"He had tried using everything in the room, exploring all possible options of escape. "
,"The traces could be seen throughout the room, and even in the bathroom. "
,"...The empty bathtub was stained with just a bit of blood, ...and the nippers lay there on the bottom. "
,"To protect this tale, ...he had nearly been prepared to accept {f:5:Bernkastel}'s brutal method of escape, cutting himself into pieces... ...and washing himself down the drain. "
,He was even willing to tear apart his own body... 
,"...To protect the game that Beato had entrusted him with, ...he had probably questioned himself over and over in this bathtub, wondering if there was any other way out. "
,"...By the clock of the game world, not even a single day had passed. "
,"...However, just how many years has it been in the closed room of the logic error? "
,"When faced with an endless span of time, any way of ending it, no matter how cruel, is tempting. "
,"......However, he had rejected that until the very end. "
,"And, ...even in the last moment when his heart died, ...he had wanted so much to show his iron will to escape from this closed room... ...that he had chosen to fall here in the corridor, ...with the chain still around his neck... "
Kanon,"""......Battler-sama, ...it's Kanon. ...Please, come to your senses..."" "
,He wiped Battler's face with a towel wetted in the sink. 
,"In response to that cold sensation, Battler's heart slowly started beating again... "
Ushiromiya Battler,"""......Ah... ... ...I- It's you, ...Kanon-kun..."" "
Kanon,"""Yes, it's me, Kanon. ...You did well... ...to endure until today."" "
Ushiromiya Battler,"""Heh...heheh... ...Looks like... I slept in... just a little too... much..."" "
,Battler realized that the feel of the towel on his neck meant that the cursed collar and chain were gone. 
Kanon,"""There's no longer anything binding you here. ...Come on. Please, head back quickly."" "
Ushiromiya Battler,"""......B- But... ...if I unset that chain lock, ...that chain will come back..."" "
Kanon,"""Don't worry. No longer does any chain exist to bind you, Battler-sama. ...I will remain here."" "
Ushiromiya Battler,"""What...did you say...?"" "
,"By now, Battler knew the terror of this endless closed room better than anyone else. "
,"So, he was more filled with shock than happiness, ...shock at the determination of the one who was willing to become the new prisoner... "
Kanon,"""I will be fine. There is no need to worry."" "
Ushiromiya Battler,"""...B- But..."" "
Kanon,"""Battler-sama, isn't there still something you have to do...?"" "
Ushiromiya Battler,"""...I- I..."" "
Kanon,"""Go back, quickly. ...There is someone fighting in your place. And, there is someone awaiting your return. ...Will you not... ...go back?"" "
,His stern words and gaze...shot straight through Battler. 
Ushiromiya Battler,"""...Are...you sure?"" "
Kanon,"""Yes. ...That will be fine. This way, I can repay my debt from back then."" "
Ushiromiya Battler,"""...Debt? Do you owe me something?"" "
